MATCH UP,W/L
SAC @ LAC,L
LAC vs. SAC,W
TOR @ BOS,W
BOS vs. TOR,L
IND @ CHI,L
CHI vs. IND,W
LAL @ SAS,L
SAS vs. LAL,W
DET @ PHI,W
PHI vs. DET,L
NJN @ SAC,L
SAC vs. NJN,W
PHX @ MIL,W
MIL vs. PHX,L
CHA vs. SAS,L
SAS @ CHA,W
CHI @ MEM,L
MEM vs. CHI,W
NOH vs. MIL,W
MIL @ NOH,L
WAS vs. DAL,W
DAL @ WAS,L
ATL vs. POR,L
POR @ ATL,W
CLE @ MIA,W
MIA vs. CLE,L
SEA @ HOU,L
HOU vs. SEA,W
DET @ ORL,L
ORL vs. DET,W
UTA @ LAC,W
LAC vs. UTA,L
NYK vs. BOS,L
BOS @ NYK,W
LAL vs. DEN,W
DEN @ LAL,L
MIN @ GSW,W
GSW vs. MIN,L
PHI vs. IND,L
IND @ PHI,W
PHX vs. NJN,W
NJN @ PHX,L
CHA vs. MEM,W
MEM @ CHA,L
DEN vs. MIN,W
MIN @ DEN,L
MIL vs. GSW,L
GSW @ MIL,W
DAL vs. SEA,W
SEA @ DAL,L
SAC @ IND,W
IND vs. SAC,L
NYK @ MIA,W
MIA vs. NYK,L
HOU vs. SAS,W
SAS @ HOU,L
ORL vs. POR,W
POR @ ORL,L
LAC vs. NJN,W
NJN @ LAC,L
CHI vs. DET,W
DET @ CHI,L
TOR @ PHI,L
PHI vs. TOR,W
SEA @ MEM,L
MEM vs. SEA,W
ATL @ TOR,L
TOR vs. ATL,W
NYK @ WAS,L
WAS vs. NYK,W
CHA @ NOH,L
NOH vs. CHA,W
UTA vs. LAC,W
LAC @ UTA,L
DET vs. SAC,L
SAC @ DET,W
MIA vs. POR,L
POR @ MIA,W
PHI @ BOS,L
BOS vs. PHI,W
MIN @ PHX,L
PHX vs. MIN,W
GSW @ CHI,W
CHI vs. GSW,L
UTA @ DEN,L
DEN vs. UTA,W
PHX @ LAL,W
LAL vs. PHX,L
SAS vs. CLE,L
CLE @ SAS,W
CHA vs. ORL,W
ORL @ CHA,L
TOR vs. SAC,W
SAC @ TOR,L
SEA @ NOH,L
NOH vs. SEA,W
MIL vs. ATL,W
ATL @ MIL,L
GSW @ IND,L
IND vs. GSW,W
CHI @ MIA,W
MIA vs. CHI,L
BOS vs. POR,W
POR @ BOS,L
NYK @ NJN,W
NJN vs. NYK,L
CLE @ MEM,W
MEM vs. CLE,L
MIN vs. GSW,L
GSW @ MIN,W
ATL vs. DEN,W
DEN @ ATL,L
DET vs. TOR,W
TOR @ DET,L
PHI @ HOU,W
HOU vs. PHI,L
ORL vs. CHI,W
CHI @ ORL,L
LAC vs. PHX,W
PHX @ LAC,L
NYK vs. WAS,W
WAS @ NYK,L
SEA vs. LAL,L
LAL @ SEA,W
DEN @ CHA,L
CHA vs. DEN,W
DAL @ SAC,L
SAC vs. DAL,W
MIL @ UTA,L
UTA vs. MIL,W
BOS vs. WAS,L
WAS @ BOS,W
NJN vs. POR,L
POR @ NJN,W
PHI @ SAS,L
SAS vs. PHI,W
TOR vs. POR,W
POR @ TOR,L
ATL vs. CHI,W
CHI @ ATL,L
HOU vs. NOH,L
NOH @ HOU,W
DET @ NYK,L
NYK vs. DET,W
MEM @ LAL,L
LAL vs. MEM,W
GSW vs. IND,W
IND @ GSW,L
CHA vs. DET,L
DET @ CHA,W
BOS @ WAS,L
WAS vs. BOS,W
IND @ SAC,W
SAC vs. IND,L
ORL @ UTA,L
UTA vs. ORL,W
DAL @ LAC,W
LAC vs. DAL,L
PHX vs. MIL,W
MIL @ PHX,L
MIN @ SAS,L
SAS vs. MIN,W
SEA vs. DAL,L
DAL @ SEA,W
NOH vs. MIA,W
MIA @ NOH,L
DEN vs. ORL,W
ORL @ DEN,L
WAS @ ATL,W
ATL vs. WAS,L
HOU vs. MIN,W
MIN @ HOU,L
CHA @ CLE,L
CLE vs. CHA,W
BOS @ NJN,W
NJN vs. BOS,L
NYK vs. TOR,L
TOR @ NYK,W
MIL @ LAL,L
LAL vs. MIL,W
MEM @ GSW,L
GSW vs. MEM,W
PHI vs. CHI,L
CHI @ PHI,W
SAC vs. MEM,W
MEM @ SAC,L
PHX @ UTA,L
UTA vs. PHX,W
SAS vs. DET,L
DET @ SAS,W
PHI @ TOR,L
TOR vs. PHI,W
NOH vs. LAL,L
LAL @ NOH,W
MIL vs. MIA,W
MIA @ MIL,L
DAL vs. DET,W
DET @ DAL,L
CLE @ ATL,L
ATL vs. CLE,W
GSW @ POR,L
POR vs. GSW,W
LAC vs. ORL,L
ORL @ LAC,W
BOS vs. CHA,L
CHA @ BOS,W
SEA @ NJN,L
NJN vs. SEA,W
PHX vs. IND,W
IND @ PHX,L
HOU @ NYK,W
NYK vs. HOU,L
NJN @ CHA,L
CHA vs. NJN,W
MEM vs. LAL,L
LAL @ MEM,W
HOU @ WAS,W
WAS vs. HOU,L
MIN vs. MIA,W
MIA @ MIN,L
SAC vs. ORL,W
ORL @ SAC,L
IND @ UTA,L
UTA vs. IND,W
SEA @ CLE,L
CLE vs. SEA,W
CHI vs. NYK,L
NYK @ CHI,W
PHI vs. MIL,L
MIL @ PHI,W
PHX vs. DEN,W
DEN @ PHX,L
SAS @ GSW,L
GSW vs. SAS,W
CHA vs. MIL,L
MIL @ CHA,W
MIA @ MEM,L
MEM vs. MIA,W
CLE @ TOR,W
TOR vs. CLE,L
SEA @ WAS,L
WAS vs. SEA,W
DAL @ MIN,W
MIN vs. DAL,L
DEN vs. PHI,W
PHI @ DEN,L
SAS @ LAC,W
LAC vs. SAS,L
LAL vs. IND,W
IND @ LAL,L
NJN @ ATL,W
ATL vs. NJN,L
UTA @ POR,L
POR vs. UTA,W
DET vs. BOS,L
BOS @ DET,W
HOU vs. NYK,W
NYK @ HOU,L
NOH @ PHX,W
PHX vs. NOH,L
SAC @ CHI,L
CHI vs. SAC,W
DET @ TOR,W
TOR vs. DET,L
MIN vs. DEN,L
DEN @ MIN,W
WAS @ MIL,W
MIL vs. WAS,L
DAL vs. MIA,W
MIA @ DAL,L
IND vs. ATL,W
ATL @ IND,L
CLE vs. SAC,W
SAC @ CLE,L
ORL vs. HOU,L
HOU @ ORL,W
BOS vs. MEM,W
MEM @ BOS,L
NJN vs. CHA,W
CHA @ NJN,L
LAL vs. PHI,W
PHI @ LAL,L
NYK @ SAS,L
SAS vs. NYK,W
GSW vs. NOH,L
NOH @ GSW,W
DEN vs. SAS,W
SAS @ DEN,L
PHX vs. SEA,W
SEA @ PHX,L
POR @ CHI,W
CHI vs. POR,L
CHI @ CHA,W
CHA vs. CHI,L
WAS vs. DET,L
DET @ WAS,W
POR @ MIN,W
MIN vs. POR,L
GSW @ DAL,L
DAL vs. GSW,W
MEM @ IND,W
IND vs. MEM,L
PHI @ UTA,L
UTA vs. PHI,W
MIA vs. MIL,L
MIL @ MIA,W
CLE vs. ATL,W
ATL @ CLE,L
NJN @ ORL,W
ORL vs. NJN,L
LAC vs. NOH,L
NOH @ LAC,W
HOU @ BOS,L
BOS vs. HOU,W
NYK vs. SAC,L
SAC @ NYK,W
PHI @ SEA,W
SEA vs. PHI,L
CHA vs. IND,W
IND @ CHA,L
TOR @ NOH,W
NOH vs. TOR,L
UTA vs. POR,W
POR @ UTA,L
DET vs. MIL,W
MIL @ DET,L
GSW @ HOU,W
HOU vs. GSW,L
LAC vs. MIN,W
MIN @ LAC,L
CHI vs. ORL,L
ORL @ CHI,W
PHX @ SAC,W
SAC vs. PHX,L
GSW @ DEN,W
DEN vs. GSW,L
POR vs. PHI,W
PHI @ POR,L
CHI @ NYK,W
NYK vs. CHI,L
LAL vs. BOS,L
BOS @ LAL,W
SAS vs. MEM,W
MEM @ SAS,L
MIN @ SEA,L
SEA vs. MIN,W
NOH vs. CLE,W
CLE @ NOH,L
WAS vs. MIA,W
MIA @ WAS,L
NJN @ MIL,W
MIL vs. NJN,L
ATL @ DAL,L
DAL vs. ATL,W
IND vs. DET,L
DET @ IND,W
UTA vs. BOS,L
BOS @ UTA,W
HOU vs. TOR,W
TOR @ HOU,L
CHA @ ORL,L
ORL vs. CHA,W
NOH @ CHA,W
CHA vs. NOH,L
HOU @ MEM,W
MEM vs. HOU,L
PHI @ SAC,W
SAC vs. PHI,L
MIN @ POR,L
POR vs. MIN,W
MIA vs. ORL,L
ORL @ MIA,W
DET vs. IND,W
IND @ DET,L
NJN vs. WAS,W
WAS @ NJN,L
PHX vs. LAC,W
LAC @ PHX,L
MIL @ CHI,L
CHI vs. MIL,W
UTA @ LAL,L
LAL vs. UTA,W
SAS vs. TOR,L
TOR @ SAS,W
GSW vs. DEN,L
DEN @ GSW,W
SEA vs. BOS,L
BOS @ SEA,W
CLE @ DAL,W
DAL vs. CLE,L
LAC vs. PHX,L
PHX @ LAC,W
CHA vs. WAS,L
WAS @ CHA,W
MEM vs. NOH,L
NOH @ MEM,W
DEN vs. MIL,W
MIL @ DEN,L
SAC vs. BOS,L
BOS @ SAC,W
IND @ ATL,L
ATL vs. IND,W
DAL @ UTA,L
UTA vs. DAL,W
ORL vs. NYK,W
NYK @ ORL,L
NJN vs. DET,L
DET @ NJN,W
CHI @ SAS,L
SAS vs. CHI,W
MIN @ GSW,L
GSW vs. MIN,W
MIA @ PHI,L
PHI vs. MIA,W
POR vs. SEA,W
SEA @ POR,L
MIA @ CLE,L
CLE vs. MIA,W
LAL vs. PHX,W
PHX @ LAL,L
SAC vs. DEN,L
DEN @ SAC,W
DET vs. HOU,W
HOU @ DET,L
CLE vs. GSW,L
GSW @ CLE,W
BOS vs. ORL,W
ORL @ BOS,L
NYK vs. LAL,L
LAL @ NYK,W
PHI @ MEM,W
MEM vs. PHI,L
MIN @ NOH,L
NOH vs. MIN,W
CHA @ MIL,L
MIL vs. CHA,W
IND vs. WAS,W
WAS @ IND,L
UTA @ MIA,L
MIA vs. UTA,W
GSW @ NJN,L
NJN vs. GSW,W
PHX vs. TOR,W
TOR @ PHX,L
CHI vs. HOU,L
HOU @ CHI,W
LAC @ SAS,L
SAS vs. LAC,W
TOR @ SEA,L
SEA vs. TOR,W
NYK @ CHA,L
CHA vs. NYK,W
WAS vs. ATL,L
ATL @ WAS,W
MIN vs. IND,W
IND @ MIN,L
DAL vs. LAC,W
LAC @ DAL,L
POR vs. DEN,W
DEN @ POR,L
MEM @ DET,L
DET vs. MEM,W
ORL vs. UTA,L
UTA @ ORL,W
BOS vs. CHI,W
CHI @ BOS,L
LAL @ PHI,W
PHI vs. LAL,L
HOU @ DEN,L
DEN vs. HOU,W
MIA vs. NJN,L
NJN @ MIA,W
LAL @ CLE,L
CLE vs. LAL,W
NOH @ SEA,W
SEA vs. NOH,L
UTA @ CHA,L
CHA vs. UTA,W
MEM vs. SAS,W
SAS @ MEM,L
WAS vs. CHI,L
CHI @ WAS,W
MIN vs. GSW,L
GSW @ MIN,W
MIL vs. SAC,L
SAC @ MIL,W
ATL vs. MIA,W
MIA @ ATL,L
DAL vs. PHX,W
PHX @ DAL,L
IND vs. PHI,W
PHI @ IND,L
TOR @ POR,L
POR vs. TOR,W
HOU vs. ORL,L
ORL @ HOU,W
BOS vs. DET,L
DET @ BOS,W
NYK vs. CLE,W
CLE @ NYK,L
TOR @ LAC,W
LAC vs. TOR,L
NJN vs. SAC,L
SAC @ NJN,W
LAL @ CHI,W
CHI vs. LAL,L
GSW @ MEM,W
MEM vs. GSW,L
ORL @ DAL,L
DAL vs. ORL,W
UTA @ ATL,L
ATL vs. UTA,W
NOH @ POR,L
POR vs. NOH,W
MIN @ MIA,L
MIA vs. MIN,W
MIL @ CLE,L
CLE vs. MIL,W
IND @ NYK,W
NYK vs. IND,L
PHX @ SAS,W
SAS vs. PHX,L
BOS @ TOR,W
TOR vs. BOS,L
POR @ DEN,W
DEN vs. POR,L
DET vs. GSW,W
GSW @ DET,L
LAC @ LAL,L
LAL vs. LAC,W
SAC @ WAS,L
WAS vs. SAC,W
PHX @ NOH,L
NOH vs. PHX,W
MIN @ MIL,L
MIL vs. MIN,W
ATL vs. CHA,W
CHA @ ATL,L
SEA @ UTA,L
UTA vs. SEA,W
IND @ MIA,W
MIA vs. IND,L
DAL @ HOU,W
HOU vs. DAL,L
CLE vs. PHI,L
PHI @ CLE,W
ORL vs. MEM,L
MEM @ ORL,W
NYK vs. NJN,W
NJN @ NYK,L
SAS vs. DEN,W
DEN @ SAS,L
ORL @ CHA,W
CHA vs. ORL,L
LAC @ MEM,W
MEM vs. LAC,L
SEA @ MIN,W
MIN vs. SEA,L
NOH @ DAL,L
DAL vs. NOH,W
TOR @ IND,W
IND vs. TOR,L
POR vs. UTA,W
UTA @ POR,L
DET vs. ATL,W
ATL @ DET,L
MIL @ BOS,L
BOS vs. MIL,W
CLE @ NJN,L
NJN vs. CLE,W
CHI vs. NYK,W
NYK @ CHI,L
LAL @ GSW,L
GSW vs. LAL,W
PHI vs. SAC,L
SAC @ PHI,W
MIA vs. WAS,L
WAS @ MIA,W
LAL vs. SAS,W
SAS @ LAL,L
LAC @ CHA,L
CHA vs. LAC,W
TOR vs. DAL,W
DAL @ TOR,L
DEN vs. NOH,W
NOH @ DEN,L
MIL vs. ORL,W
ORL @ MIL,L
CHI @ IND,L
IND vs. CHI,W
POR vs. GSW,W
GSW @ POR,L
DET @ HOU,L
HOU vs. DET,W
BOS vs. SAC,W
SAC @ BOS,L
UTA @ PHX,L
PHX vs. UTA,W
SEA @ NYK,W
NYK vs. SEA,L
MIN @ PHI,L
PHI vs. MIN,W
MEM vs. DET,L
DET @ MEM,W
WAS vs. MIN,W
MIN @ WAS,L
TOR @ ATL,W
ATL vs. TOR,L
POR @ UTA,W
UTA vs. POR,L
IND @ CLE,L
CLE vs. IND,W
NJN vs. LAC,L
LAC @ NJN,W
SEA @ CHI,L
CHI vs. SEA,W
GSW vs. SAS,W
SAS @ GSW,L
SAC vs. MIL,W
MIL @ SAC,L
ORL vs. ATL,L
ATL @ ORL,W
PHX vs. MIA,L
MIA @ PHX,W
NYK vs. DAL,L
DAL @ NYK,W
PHI vs. HOU,W
HOU @ PHI,L
WAS vs. NJN,W
NJN @ WAS,L
TOR vs. HOU,W
HOU @ TOR,L
SEA @ NOH,L
NOH vs. SEA,W
MIL @ POR,L
POR vs. MIL,W
CHA @ DET,L
DET vs. CHA,W
LAC vs. MIA,L
MIA @ LAC,W
LAL vs. GSW,W
GSW @ LAL,L
CLE @ CHA,L
CHA vs. CLE,W
MIN vs. PHX,W
PHX @ MIN,L
SAC @ DEN,L
DEN vs. SAC,W
UTA @ DAL,L
DAL vs. UTA,W
ATL vs. MEM,W
MEM @ ATL,L
NYK vs. PHI,L
PHI @ NYK,W
CHI vs. BOS,L
BOS @ CHI,W
MIL @ SEA,L
SEA vs. MIL,W
MEM @ NOH,L
NOH vs. MEM,W
PHX @ WAS,W
WAS vs. PHX,L
LAC @ SAC,W
SAC vs. LAC,L
CHI @ DET,W
DET vs. CHI,L
IND @ ORL,W
ORL vs. IND,L
BOS vs. TOR,W
TOR @ BOS,L
NJN vs. HOU,L
HOU @ NJN,W
SAS vs. UTA,W
UTA @ SAS,L
MIA @ GSW,L
GSW vs. MIA,W
NYK @ PHI,L
PHI vs. NYK,W
DEN @ DAL,W
DAL vs. DEN,L
ATL vs. MIN,W
MIN @ ATL,L
MIA @ POR,L
POR vs. MIA,W
SEA vs. LAC,W
LAC @ SEA,L
CHA vs. CHI,L
CHI @ CHA,W
TOR vs. PHX,L
PHX @ TOR,W
WAS vs. CLE,W
CLE @ WAS,L
NOH vs. DET,L
DET @ NOH,W
DEN vs. LAL,L
LAL @ DEN,W
HOU vs. MEM,W
MEM @ HOU,L
NYK @ NJN,W
NJN vs. NYK,L
SAS vs. DAL,W
DAL @ SAS,L
MIL @ GSW,L
GSW vs. MIL,W
BOS @ PHI,W
PHI vs. BOS,L
MIN vs. LAL,L
LAL @ MIN,W
SAC vs. UTA,W
UTA @ SAC,L
DET @ ATL,W
ATL vs. DET,L
IND vs. PHX,L
PHX @ IND,W
CLE vs. NJN,L
NJN @ CLE,W
MIL @ LAC,W
LAC vs. MIL,L
MEM vs. POR,L
POR @ MEM,W
CHA @ TOR,L
TOR vs. CHA,W
UTA vs. MIA,W
MIA @ UTA,L
CHI vs. DAL,L
DAL @ CHI,W
ORL @ GSW,W
GSW vs. ORL,L
ATL @ PHI,W
PHI vs. ATL,L
GSW @ SEA,W
SEA vs. GSW,L
MIA @ DEN,L
DEN vs. MIA,W
DET vs. NJN,W
NJN @ DET,L
LAC vs. IND,L
IND @ LAC,W
CLE @ BOS,L
BOS vs. CLE,W
NYK vs. PHX,L
PHX @ NYK,W
LAL vs. ORL,L
ORL @ LAL,W
POR @ SAS,L
SAS vs. POR,W
MIN @ MEM,L
MEM vs. MIN,W
WAS vs. TOR,W
TOR @ WAS,L
DAL @ NOH,L
NOH vs. DAL,W
MIL vs. DET,L
DET @ MIL,W
HOU @ SAC,L
SAC vs. HOU,W
PHI @ NJN,L
NJN vs. PHI,W
CHI vs. CHA,W
CHA @ CHI,L
IND @ SEA,L
SEA vs. IND,W
CLE @ TOR,L
TOR vs. CLE,W
SAS @ MIN,W
MIN vs. SAS,L
LAC @ DEN,L
DEN vs. LAC,W
POR @ DAL,L
DAL vs. POR,W
NOH @ ATL,W
ATL vs. NOH,L
LAL @ UTA,L
UTA vs. LAL,W
MIA vs. BOS,L
BOS @ MIA,W
ORL @ PHX,L
PHX vs. ORL,W
NYK vs. MIL,W
MIL @ NYK,L
WAS @ PHI,L
PHI vs. WAS,W
NYK @ BOS,L
BOS vs. NYK,W
LAL vs. DEN,W
DEN @ LAL,L
HOU @ GSW,L
GSW vs. HOU,W
SEA vs. ORL,L
ORL @ SEA,W
MEM @ TOR,L
TOR vs. MEM,W
SAC vs. GSW,L
GSW @ SAC,W
MIN @ DAL,L
DAL vs. MIN,W
MIL @ ATL,L
ATL vs. MIL,W
POR vs. IND,L
IND @ POR,W
DET vs. CLE,W
CLE @ DET,L
HOU @ PHX,W
PHX vs. HOU,L
WAS @ SAS,L
SAS vs. WAS,W
PHI vs. UTA,L
UTA @ PHI,W
IND @ DEN,W
DEN vs. IND,L
PHI @ MIL,W
MIL vs. PHI,L
CHA @ MIA,L
MIA vs. CHA,W
CLE vs. BOS,W
BOS @ CLE,L
NJN vs. MEM,L
MEM @ NJN,W
CHI vs. ATL,W
ATL @ CHI,L
LAL vs. SEA,W
SEA @ LAL,L
MIN @ NOH,W
NOH vs. MIN,L
SAS @ SAC,L
SAC vs. SAS,W
WAS @ DAL,W
DAL vs. WAS,L
POR vs. ORL,L
ORL @ POR,W
LAC vs. HOU,L
HOU @ LAC,W
NYK vs. UTA,W
UTA @ NYK,L
GSW vs. PHX,W
PHX @ GSW,L
SEA vs. SAS,L
SAS @ SEA,W
CHI @ TOR,L
TOR vs. CHI,W
CLE @ IND,W
IND vs. CLE,L
UTA @ DET,W
DET vs. UTA,L
LAL vs. NJN,L
NJN @ LAL,W
BOS @ CHA,W
CHA vs. BOS,L
MEM vs. WAS,W
WAS @ MEM,L
MIN vs. ATL,L
ATL @ MIN,W
DAL @ MIL,L
MIL vs. DAL,W
HOU vs. DEN,W
DEN @ HOU,L
CLE vs. TOR,W
TOR @ CLE,L
ORL vs. MIA,W
MIA @ ORL,L
NOH @ LAC,W
LAC vs. NOH,L
CHI @ NYK,L
NYK vs. CHI,W
PHI vs. GSW,L
GSW @ PHI,W
SEA vs. NJN,L
NJN @ SEA,W
GSW @ WAS,W
WAS vs. GSW,L
MIN @ DEN,L
DEN vs. MIN,W
DAL @ IND,L
IND vs. DAL,W
NOH @ UTA,L
UTA vs. NOH,W
POR vs. SAC,W
SAC @ POR,L
HOU @ MIA,L
MIA vs. HOU,W
DET vs. PHI,W
PHI @ DET,L
ORL vs. CHA,W
CHA @ ORL,L
LAL @ BOS,L
BOS vs. LAL,W
PHX vs. LAC,W
LAC @ PHX,L
SAS vs. MEM,W
MEM @ SAS,L
WAS @ CHA,W
CHA vs. WAS,L
TOR @ MEM,W
MEM vs. TOR,L
IND @ NOH,W
NOH vs. IND,L
MIN vs. CLE,L
CLE @ MIN,W
MIL vs. LAL,W
LAL @ MIL,L
POR vs. NJN,L
NJN @ POR,W
NYK @ DET,L
DET vs. NYK,W
MIA vs. ATL,L
ATL @ MIA,W
DAL @ HOU,W
HOU vs. DAL,L
DEN @ LAC,L
LAC vs. DEN,W
BOS vs. GSW,W
GSW @ BOS,L
SAC @ PHX,L
PHX vs. SAC,W
ORL @ SAS,L
SAS vs. ORL,W
WAS vs. PHI,W
PHI @ WAS,L
SAC vs. PHX,L
PHX @ SAC,W
CHI @ DEN,L
DEN vs. CHI,W
DAL vs. TOR,W
TOR @ DAL,L
ATL vs. SAS,L
SAS @ ATL,W
IND vs. LAL,L
LAL @ IND,W
MIL @ CLE,W
CLE vs. MIL,L
NYK vs. GSW,L
GSW @ NYK,W
CHA vs. POR,W
POR @ CHA,L
SEA @ MEM,L
MEM vs. SEA,W
ORL @ NOH,W
NOH vs. ORL,L
NJN @ UTA,L
UTA vs. NJN,W
GSW @ TOR,W
TOR vs. GSW,L
SAC vs. DET,W
DET @ SAC,L
ORL vs. BOS,W
BOS @ ORL,L
LAL vs. CHI,W
CHI @ LAL,L
CHA vs. SEA,W
SEA @ CHA,L
POR @ WAS,L
WAS vs. POR,W
NOH @ MIN,W
MIN vs. NOH,L
DEN vs. NYK,W
NYK @ DEN,L
ATL @ MIL,L
MIL vs. ATL,W
DAL vs. MEM,W
MEM @ DAL,L
UTA @ IND,L
IND vs. UTA,W
PHX @ HOU,W
HOU vs. PHX,L
CHI @ LAC,W
LAC vs. CHI,L
MIA @ NJN,W
NJN vs. MIA,L
NOH @ MEM,W
MEM vs. NOH,L
TOR vs. IND,W
IND @ TOR,L
MIN vs. WAS,L
WAS @ MIN,W
NYK @ SAC,L
SAC vs. NYK,W
ATL vs. SEA,L
SEA @ ATL,W
UTA @ CLE,L
CLE vs. UTA,W
BOS vs. MIA,W
MIA @ BOS,L
NJN vs. ORL,L
ORL @ NJN,W
LAL vs. DET,W
DET @ LAL,L
HOU @ SAS,L
SAS vs. HOU,W
GSW vs. LAC,W
LAC @ GSW,L
POR @ PHI,L
PHI vs. POR,W
SAS @ DAL,L
DAL vs. SAS,W
PHX vs. CHI,W
CHI @ PHX,L
TOR vs. UTA,L
UTA @ TOR,W
IND @ WAS,L
WAS vs. IND,W
PHI @ NOH,L
NOH vs. PHI,W
MIN vs. SAC,W
SAC @ MIN,L
POR @ DEN,L
DEN vs. POR,W
MEM @ MIL,L
MIL vs. MEM,W
CHA @ ATL,L
ATL vs. CHA,W
MIA vs. SEA,L
SEA @ MIA,W
HOU vs. LAL,L
LAL @ HOU,W
CLE vs. ORL,L
ORL @ CLE,W
NYK @ LAC,L
LAC vs. NYK,W
BOS vs. NJN,W
NJN @ BOS,L
GSW vs. DET,L
DET @ GSW,W
CHA vs. MIA,W
MIA @ CHA,L
MEM vs. HOU,W
HOU @ MEM,L
DAL vs. PHI,W
PHI @ DAL,L
BOS @ IND,W
IND vs. BOS,L
POR vs. DET,W
DET @ POR,L
SEA @ ORL,L
ORL vs. SEA,W
PHX vs. NYK,W
NYK @ PHX,L
SAS vs. LAL,W
LAL @ SAS,L
CLE @ DEN,L
DEN vs. CLE,W
SAC @ UTA,L
UTA vs. SAC,W
NJN vs. NOH,L
NOH @ NJN,W
SEA vs. DET,L
DET @ SEA,W
HOU @ CHA,W
CHA vs. HOU,L
WAS @ ATL,W
ATL vs. WAS,L
LAC vs. CLE,L
CLE @ LAC,W
MIA @ NYK,W
NYK vs. MIA,L
MIL @ SAS,L
SAS vs. MIL,W
NOH @ PHI,W
PHI vs. NOH,L
SAC vs. MIN,W
MIN @ SAC,L
IND vs. DEN,L
DEN @ IND,W
UTA vs. MEM,W
MEM @ UTA,L
DAL @ POR,L
POR vs. DAL,W
PHX @ ORL,W
ORL vs. PHX,L
NJN vs. BOS,L
BOS @ NJN,W
CHI vs. TOR,L
TOR @ CHI,W
SEA vs. UTA,L
UTA @ SEA,W
IND @ CHA,L
CHA vs. IND,W
WAS vs. DEN,L
DEN @ WAS,W
NOH vs. SAS,L
SAS @ NOH,W
CLE @ SAC,W
SAC vs. CLE,L
MEM @ POR,L
POR vs. MEM,W
DET vs. LAC,W
LAC @ DET,L
MIA vs. PHX,L
PHX @ MIA,W
MIL @ HOU,L
HOU vs. MIL,W
ATL @ BOS,L
BOS vs. ATL,W
NYK vs. ORL,L
ORL @ NYK,W
MIN @ LAL,L
LAL vs. MIN,W
PHI vs. TOR,L
TOR @ PHI,W
WAS @ NJN,L
NJN vs. WAS,W
DET @ CHI,L
CHI vs. DET,W
DAL @ GSW,W
GSW vs. DAL,L
MEM @ SEA,W
SEA vs. MEM,L
ORL @ TOR,W
TOR vs. ORL,L
PHX @ ATL,L
ATL vs. PHX,W
IND vs. LAC,L
LAC @ IND,W
UTA vs. CLE,W
CLE @ UTA,L
POR vs. NOH,W
NOH @ POR,L
BOS vs. DEN,W
DEN @ BOS,L
SAS vs. MIA,W
MIA @ SAS,L
PHI vs. CHA,W
CHA @ PHI,L
PHX @ CHA,W
CHA vs. PHX,L
ORL @ MIN,W
MIN vs. ORL,L
SEA @ SAC,L
SAC vs. SEA,W
TOR @ MIL,L
MIL vs. TOR,W
SAS @ HOU,L
HOU vs. SAS,W
NJN vs. ATL,W
ATL @ NJN,L
NYK vs. DEN,W
DEN @ NYK,L
CHI vs. LAC,L
LAC @ CHI,W
LAL vs. NOH,L
NOH @ LAL,W
GSW vs. CLE,L
CLE @ GSW,W
HOU @ DAL,L
DAL vs. HOU,W
BOS @ TOR,W
TOR vs. BOS,L
DEN vs. NOH,L
NOH @ DEN,W
CHA @ MIA,W
MIA vs. CHA,L
DET vs. ATL,W
ATL @ DET,L
SEA @ LAC,L
LAC vs. SEA,W
PHX vs. CLE,W
CLE @ PHX,L
NYK vs. MIN,W
MIN @ NYK,L
LAL vs. UTA,W
UTA @ LAL,L
IND @ MEM,W
MEM vs. IND,L
WAS vs. ORL,L
ORL @ WAS,W
MIL vs. CHI,W
CHI @ MIL,L
DAL vs. SAC,W
SAC @ DAL,L
GSW @ UTA,L
UTA vs. GSW,W
HOU vs. POR,W
POR @ HOU,L
PHI vs. NJN,L
NJN @ PHI,W
CHA vs. MIL,W
MIL @ CHA,L
POR @ NOH,L
NOH vs. POR,W
DEN @ MIN,W
MIN vs. DEN,L
DAL @ ATL,L
ATL vs. DAL,W
IND vs. MIA,W
MIA @ IND,L
NYK @ CLE,L
CLE vs. NYK,W
DET @ ORL,W
ORL vs. DET,L
LAC vs. GSW,W
GSW @ LAC,L
WAS @ BOS,L
BOS vs. WAS,W
NJN vs. TOR,L
TOR @ NJN,W
PHX vs. LAL,L
LAL @ PHX,W
PHI @ CHI,W
CHI vs. PHI,L
SAC @ SAS,L
SAS vs. SAC,W
SEA vs. PHX,L
PHX @ SEA,W
HOU @ UTA,W
UTA vs. HOU,L
DET @ MIA,W
MIA vs. DET,L
MEM vs. SAS,L
SAS @ MEM,W
TOR vs. PHI,W
PHI @ TOR,L
NOH vs. SAC,W
SAC @ NOH,L
DEN vs. SEA,W
SEA @ DEN,L
WAS @ IND,L
IND vs. WAS,W
DAL @ CLE,W
CLE vs. DAL,L
ORL vs. MIL,W
MIL @ ORL,L
CHI @ NJN,L
NJN vs. CHI,W
LAL vs. HOU,L
HOU @ LAL,W
POR @ SAS,L
SAS vs. POR,W
GSW vs. UTA,L
