MATCH UP,W/L
NOP @ NYK,L
NYK vs. NOP,W
GSW vs. DEN,W
DEN @ GSW,L
NOP @ TOR,W
TOR vs. NOP,L
ORL vs. OKC,L
OKC @ ORL,W
SAS vs. UTA,W
UTA @ SAS,L
MEM vs. POR,W
POR @ MEM,L
CHA vs. IND,W
IND @ CHA,L
DEN vs. MIN,L
MIN @ DEN,W
LAC @ SAC,W
SAC vs. LAC,L
DET vs. PHI,W
PHI @ DET,L
GSW @ HOU,W
HOU vs. GSW,L
WAS @ BKN,W
BKN vs. WAS,L
ATL @ CHI,W
CHI vs. ATL,L
OKC vs. GSW,W
GSW @ OKC,L
ATL @ TOR,W
TOR vs. ATL,L
BKN @ WAS,W
WAS vs. BKN,L
MIA @ SAC,W
SAC vs. MIA,L
DAL vs. DEN,W
DEN @ DAL,L
DET @ IND,W
IND vs. DET,L
LAL @ UTA,L
UTA vs. LAL,W
ORL vs. MEM,L
MEM @ ORL,W
LAC vs. CLE,L
CLE @ LAC,W
BOS vs. CHI,L
CHI @ BOS,W
PHX vs. MIN,W
MIN @ PHX,L
SAS vs. POR,W
POR @ SAS,L
PHI vs. NOP,W
NOP @ PHI,L
NYK @ MIL,L
MIL vs. NYK,W
OKC @ HOU,L
HOU vs. OKC,W
LAL vs. CLE,L
CLE @ LAL,W
TOR vs. PHI,W
PHI @ TOR,L
SAS @ CHA,W
CHA vs. SAS,L
DAL @ DEN,L
DEN vs. DAL,W
POR vs. LAC,L
LAC @ POR,W
DET vs. NOP,L
NOP @ DET,W
ORL vs. HOU,W
HOU @ ORL,L
ATL @ BOS,W
BOS vs. ATL,L
BKN vs. MEM,L
MEM @ BKN,W
CHI vs. WAS,L
WAS @ CHI,W
MIA @ GSW,L
GSW vs. MIA,W
SAS @ WAS,L
WAS vs. SAS,W
SAC vs. DAL,L
DAL @ SAC,W
MIN @ IND,W
IND vs. MIN,L
GSW @ UTA,W
UTA vs. GSW,L
CLE @ PHX,L
PHX vs. CLE,W
LAL vs. MIA,L
MIA @ LAL,W
ATL @ PHI,W
PHI vs. ATL,L
TOR vs. DET,L
DET @ TOR,W
BOS vs. NOP,W
NOP @ BOS,L
BKN vs. HOU,L
HOU @ BKN,W
CHI vs. ORL,L
ORL @ CHI,W
PHX @ MEM,L
MEM vs. PHX,W
CLE @ SAC,L
SAC vs. CLE,W
ATL vs. WAS,W
WAS @ ATL,L
MIA @ LAC,W
LAC vs. MIA,L
LAL vs. POR,L
POR @ LAL,W
TOR vs. BOS,W
BOS @ TOR,L
MIN vs. SAS,L
SAS @ MIN,W
POR vs. ORL,W
ORL @ POR,L
DET vs. BKN,W
BKN @ DET,L
HOU vs. UTA,W
UTA @ HOU,L
DAL @ LAC,L
LAC vs. DAL,W
CHA @ NYK,W
NYK vs. CHA,L
CHI vs. MIL,W
MIL @ CHI,L
PHI vs. IND,W
IND @ PHI,L
NOP vs. MEM,W
MEM @ NOP,L
UTA @ OKC,L
OKC vs. UTA,W
WAS vs. CHI,W
CHI @ WAS,L
SAC vs. DEN,L
DEN @ SAC,W
MIN @ MIL,L
MIL vs. MIN,W
IND vs. BOS,W
BOS @ IND,L
ATL @ DET,W
DET vs. ATL,L
PHI @ BKN,W
BKN vs. PHI,L
LAL vs. ORL,W
ORL @ LAL,L
SAS vs. PHX,W
PHX @ SAS,L
GSW vs. CLE,W
CLE @ GSW,L
TOR vs. CHA,L
CHA @ TOR,W
POR vs. MIA,W
MIA @ POR,L
NYK vs. HOU,L
HOU @ NYK,W
WAS vs. NYK,W
NYK @ WAS,L
NOP @ CHA,L
CHA vs. NOP,W
MIN vs. PHX,L
PHX @ MIN,W
ORL @ DEN,L
DEN vs. ORL,W
OKC @ SAC,L
SAC vs. OKC,W
DET @ DAL,W
DAL vs. DET,L
MEM @ ATL,L
ATL vs. MEM,W
CLE vs. HOU,L
HOU @ CLE,W
LAC vs. LAL,W
LAL @ LAC,L
BKN vs. BOS,L
BOS @ BKN,W
CHI vs. UTA,L
UTA @ CHI,W
IND @ GSW,L
GSW vs. IND,W
PHI vs. MIL,L
MIL @ PHI,W
MIL vs. PHX,L
PHX @ MIL,W
DET @ SAS,W
SAS vs. DET,L
WAS @ NOP,W
NOP vs. WAS,L
MEM vs. NYK,W
NYK @ MEM,L
MIN vs. DEN,L
DEN @ MIN,W
IND @ UTA,W
UTA vs. IND,L
LAL @ POR,L
POR vs. LAL,W
LAC vs. ATL,L
ATL @ LAC,W
BOS vs. CHA,L
CHA @ BOS,W
DAL @ BKN,W
BKN vs. DAL,L
HOU @ CHI,L
CHI vs. HOU,W
GSW vs. OKC,W
OKC @ GSW,L
CLE @ PHI,L
PHI vs. CLE,W
BKN @ MIA,L
MIA vs. BKN,W
SAC @ DET,L
DET vs. SAC,W
CLE vs. DAL,L
DAL @ CLE,W
PHX vs. TOR,W
TOR @ PHX,L
MIL @ NYK,W
NYK vs. MIL,L
LAL vs. IND,W
IND @ LAL,L
MIN vs. UTA,L
UTA @ MIN,W
DEN vs. MEM,W
MEM @ DEN,L
POR vs. ATL,L
ATL @ POR,W
HOU vs. MIA,W
MIA @ HOU,L
CHA @ ORL,W
ORL vs. CHA,L
PHI @ LAC,L
LAC vs. PHI,W
BOS @ CHI,L
CHI vs. BOS,W
SAS vs. WAS,W
WAS @ SAS,L
HOU @ NOP,L
NOP vs. HOU,W
WAS @ OKC,L
OKC vs. WAS,W
CLE @ CHA,W
CHA vs. CLE,L
MIL vs. IND,L
IND @ MIL,W
ATL @ UTA,W
UTA vs. ATL,L
ORL vs. BKN,L
BKN @ ORL,W
DAL @ BOS,W
BOS vs. DAL,L
PHI @ PHX,L
PHX vs. PHI,W
DET @ NYK,W
NYK vs. DET,L
LAL vs. MEM,L
MEM @ LAL,W
TOR @ GSW,L
GSW vs. TOR,W
MIN vs. SAC,L
SAC @ MIN,W
DEN @ CHI,L
CHI vs. DEN,W
PHX @ OKC,L
OKC vs. PHX,W
IND vs. MIA,W
MIA @ IND,L
CHA @ HOU,L
HOU vs. CHA,W
MIL @ CLE,W
CLE vs. MIL,L
NYK @ LAC,L
LAC vs. NYK,W
BOS vs. SAC,W
SAC @ BOS,L
SAS vs. NOP,W
NOP @ SAS,L
PHX @ NOP,L
NOP vs. PHX,W
SAS @ MEM,L
MEM vs. SAS,W
LAL @ DEN,W
DEN vs. LAL,L
DAL vs. WAS,W
WAS @ DAL,L
ATL vs. CLE,W
CLE @ ATL,L
MIN @ UTA,L
UTA vs. MIN,W
TOR @ POR,L
POR vs. TOR,W
ORL vs. DET,L
DET @ ORL,W
BKN @ CHI,W
CHI vs. BKN,L
PHI @ GSW,L
GSW vs. PHI,W
MIL @ CHA,W
CHA vs. MIL,L
IND vs. CHI,L
CHI @ IND,W
MIA vs. ORL,L
ORL @ MIA,W
WAS @ HOU,W
HOU vs. WAS,L
UTA @ LAC,L
LAC vs. UTA,W
BKN vs. SAC,W
SAC @ BKN,L
TOR @ DEN,W
DEN vs. TOR,L
DAL vs. OKC,W
OKC @ DAL,L
POR vs. NYK,W
NYK @ POR,L
DET @ CLE,W
CLE vs. DET,L
LAL vs. PHX,L
PHX @ LAL,W
HOU @ SAS,L
SAS vs. HOU,W
ORL @ CHA,W
CHA vs. ORL,L
WAS vs. BOS,W
BOS @ WAS,L
SAC vs. NYK,W
NYK @ SAC,L
ATL @ MIL,W
MIL vs. ATL,L
PHI @ UTA,L
UTA vs. PHI,W
MEM @ MIA,W
MIA vs. MEM,L
LAC vs. TOR,L
TOR @ LAC,W
IND @ BKN,W
BKN vs. IND,L
NOP @ CHI,L
CHI vs. NOP,W
GSW vs. MIN,W
MIN @ GSW,L
SAS @ NOP,L
NOP vs. SAS,W
MEM vs. HOU,L
HOU @ MEM,W
CHA @ OKC,L
OKC vs. CHA,W
DEN vs. MIN,W
MIN @ DEN,L
SAC vs. PHX,L
PHX @ SAC,W
DAL vs. LAL,W
LAL @ DAL,L
ATL vs. MIL,L
MIL @ ATL,W
POR vs. PHI,W
PHI @ POR,L
IND @ DET,L
DET vs. IND,W
CLE @ ORL,W
ORL vs. CLE,L
BOS vs. BKN,L
BKN @ BOS,W
CLE @ MIA,L
MIA vs. CLE,W
LAC vs. GSW,W
GSW @ LAC,L
WAS @ NYK,W
NYK vs. WAS,L
CHI vs. LAL,W
LAL @ CHI,L
OKC @ SAS,W
SAS vs. OKC,L
POR @ OKC,W
OKC vs. POR,L
CHI @ WAS,W
WAS vs. CHI,L
CHA @ MIL,W
MIL vs. CHA,L
ATL vs. LAC,W
LAC @ ATL,L
NOP @ IND,L
IND vs. NOP,W
MIA vs. PHI,L
PHI @ MIA,W
MIN @ CLE,L
CLE vs. MIN,W
ORL vs. BOS,W
BOS @ ORL,L
BKN vs. DEN,W
DEN @ BKN,L
DAL @ PHX,L
PHX vs. DAL,W
GSW @ LAL,L
LAL vs. GSW,W
MEM vs. UTA,L
UTA @ MEM,W
DEN @ CHA,L
CHA vs. DEN,W
ATL @ DAL,W
DAL vs. ATL,L
HOU vs. POR,W
POR @ HOU,L
CHI vs. TOR,W
TOR @ CHI,L
SAS vs. LAC,W
LAC @ SAS,L
SAC @ GSW,L
GSW vs. SAC,W
OKC vs. NOP,L
NOP @ OKC,W
NYK @ TOR,L
TOR vs. NYK,W
PHX @ WAS,W
WAS vs. PHX,L
MIN vs. IND,L
IND @ MIN,W
LAL @ SAC,L
SAC vs. LAL,W
BOS @ MIA,L
MIA vs. BOS,W
MEM @ CLE,L
CLE vs. MEM,W
ORL vs. PHI,L
PHI @ ORL,W
DET @ BKN,L
BKN vs. DET,W
POR @ NOP,W
NOP vs. POR,L
UTA @ CHA,L
CHA vs. UTA,W
IND @ DEN,L
DEN vs. IND,W
SAS @ DAL,L
DAL vs. SAS,W
HOU vs. ATL,L
ATL @ HOU,W
MIL @ LAC,L
LAC vs. MIL,W
PHX @ NYK,W
NYK vs. PHX,L
MEM vs. CHI,L
CHI @ MEM,W
LAC @ DEN,L
DEN vs. LAC,W
WAS @ MIA,W
MIA vs. WAS,L
DET vs. TOR,L
TOR @ DET,W
BKN @ CLE,L
CLE vs. BKN,W
UTA @ ORL,W
ORL vs. UTA,L
BOS vs. MIN,W
MIN @ BOS,L
OKC @ LAL,W
LAL vs. OKC,L
POR @ SAS,W
SAS vs. POR,L
PHI vs. CHA,L
CHA @ PHI,W
SAC vs. MIL,L
MIL @ SAC,W
HOU vs. NOP,L
NOP @ HOU,W
NYK @ CHI,L
CHI vs. NYK,W
OKC @ GSW,L
GSW vs. OKC,W
BKN @ TOR,L
TOR vs. BKN,W
PHX @ CHA,W
CHA vs. PHX,L
HOU @ DEN,W
DEN vs. HOU,L
POR vs. MIL,W
MIL @ POR,L
DET vs. DAL,L
DAL @ DET,W
MIA vs. UTA,L
UTA @ MIA,W
ATL @ CLE,W
CLE vs. ATL,L
IND @ LAC,L
LAC vs. IND,W
BOS vs. ORL,W
ORL @ BOS,L
MEM @ SAS,W
SAS vs. MEM,L
UTA @ NOP,L
NOP vs. UTA,W
GSW @ MEM,L
MEM vs. GSW,W
WAS vs. MIN,W
MIN @ WAS,L
OKC @ SAC,W
SAC vs. OKC,L
BKN vs. MIA,L
MIA @ BKN,W
DAL @ NYK,W
NYK vs. DAL,L
TOR vs. ORL,W
ORL @ TOR,L
CHI @ ATL,L
ATL vs. CHI,W
LAL @ IND,L
IND vs. LAL,W
SAS @ POR,L
POR vs. SAS,W
CLE vs. CHA,W
CHA @ CLE,L
DET @ LAC,L
LAC vs. DET,W
MIL @ PHX,W
PHX vs. MIL,L
PHI vs. BOS,L
BOS @ PHI,W
NOP vs. GSW,L
GSW @ NOP,W
OKC vs. PHX,W
PHX @ OKC,L
UTA @ WAS,L
WAS vs. UTA,W
LAL @ MIN,W
MIN vs. LAL,L
SAS @ DEN,W
DEN vs. SAS,L
CHI @ MIA,W
MIA vs. CHI,L
TOR @ NYK,W
NYK vs. TOR,L
CHA vs. BKN,L
BKN @ CHA,W
DET @ SAC,W
SAC vs. DET,L
LAC @ MIL,L
MIL vs. LAC,W
GSW @ DAL,W
DAL vs. GSW,L
POR @ IND,W
IND vs. POR,L
HOU vs. DEN,W
DEN @ HOU,L
ATL @ ORL,L
ORL vs. ATL,W
MEM @ PHI,W
PHI vs. MEM,L
CLE @ NOP,L
NOP vs. CLE,W
CHA @ MEM,L
MEM vs. CHA,W
TOR vs. IND,W
IND @ TOR,L
WAS vs. LAC,W
LAC @ WAS,L
OKC @ MIN,W
MIN vs. OKC,L
ATL vs. ORL,W
ORL @ ATL,L
UTA vs. MIA,L
MIA @ UTA,W
BOS vs. NYK,L
NYK @ BOS,W
BKN vs. PHI,W
PHI @ BKN,L
PHX vs. DET,L
DET @ PHX,W
CHI vs. POR,W
POR @ CHI,L
LAL @ SAS,W
SAS vs. LAL,L
CLE @ OKC,L
OKC vs. CLE,W
SAC vs. HOU,L
HOU @ SAC,W
CHA vs. BOS,W
BOS @ CHA,L
POR @ MIN,L
MIN vs. POR,W
MIA @ DEN,L
DEN vs. MIA,W
NOP @ DAL,L
DAL vs. NOP,W
PHI @ ATL,L
ATL vs. PHI,W
LAC @ IND,W
IND vs. LAC,L
WAS @ ORL,W
ORL vs. WAS,L
BKN @ CHI,L
CHI vs. BKN,W
SAS vs. NYK,W
NYK @ SAS,L
GSW vs. HOU,W
HOU @ GSW,L
NOP vs. NYK,W
NYK @ NOP,L
MIL @ OKC,L
OKC vs. MIL,W
MEM vs. DAL,W
DAL @ MEM,L
SAS @ UTA,L
UTA vs. SAS,W
POR @ DET,W
DET vs. POR,L
CLE vs. TOR,W
TOR @ CLE,L
MIA @ PHX,W
PHX vs. MIA,L
LAL vs. SAC,W
SAC @ LAL,L
WAS vs. BOS,W
BOS @ WAS,L
TOR vs. DEN,W
DEN @ TOR,L
GSW @ MIN,W
MIN vs. GSW,L
UTA @ SAC,L
SAC vs. UTA,W
ATL @ IND,W
IND vs. ATL,L
PHX @ LAC,L
LAC vs. PHX,W
CLE @ BKN,W
BKN vs. CLE,L
MEM vs. MIA,W
MIA @ MEM,L
MIL @ DAL,L
DAL vs. MIL,W
ATL vs. DEN,W
DEN @ ATL,L
DET vs. OKC,L
OKC @ DET,W
WAS @ BOS,L
BOS vs. WAS,W
POR @ NYK,W
NYK vs. POR,L
LAL vs. NOP,L
NOP @ LAL,W
SAC vs. ORL,L
ORL @ SAC,W
DET vs. PHI,L
PHI @ DET,W
HOU vs. PHX,W
PHX @ HOU,L
LAC vs. NOP,W
NOP @ LAC,L
GSW @ CHI,W
CHI vs. GSW,L
MIN @ SAS,L
SAS vs. MIN,W
MEM vs. SAS,L
SAS @ MEM,W
TOR vs. CLE,L
CLE @ TOR,W
WAS vs. DEN,W
DEN @ WAS,L
NYK @ CHA,L
CHA vs. NYK,W
HOU @ MIN,W
MIN vs. HOU,L
IND @ SAC,L
SAC vs. IND,W
MIA @ MIL,L
MIL vs. MIA,W
DAL vs. PHX,L
PHX @ DAL,W
UTA vs. ORL,L
ORL @ UTA,W
BOS vs. LAL,W
LAL @ BOS,L
BKN vs. ATL,L
ATL @ BKN,W
OKC @ PHI,W
PHI vs. OKC,L
POR vs. IND,W
IND @ POR,L
CLE @ NYK,W
NYK vs. CLE,L
NOP @ GSW,L
GSW vs. NOP,W
LAL @ WAS,L
WAS vs. LAL,W
CHI @ CHA,W
CHA vs. CHI,L
MIN vs. PHI,L
PHI @ MIN,W
DAL @ MIL,W
MIL vs. DAL,L
TOR @ UTA,W
UTA vs. TOR,L
ATL @ MIA,W
MIA vs. ATL,L
HOU vs. MEM,W
MEM @ HOU,L
LAC vs. ORL,W
ORL @ LAC,L
BOS vs. DET,W
DET @ BOS,L
SAS @ BKN,L
BKN vs. SAS,W
NOP vs. OKC,W
OKC @ NOP,L
DEN vs. POR,L
POR @ DEN,W
TOR @ SAC,W
SAC vs. TOR,L
ATL vs. BOS,W
BOS @ ATL,L
DET vs. LAL,L
LAL @ DET,W
CLE vs. MIL,W
MIL @ CLE,L
PHX vs. IND,W
IND @ PHX,L
BKN @ NYK,W
NYK vs. BKN,L
DAL @ CHI,W
CHI vs. DAL,L
ORL @ GSW,L
GSW vs. ORL,W
WAS vs. MIA,W
MIA @ WAS,L
UTA vs. DEN,L
DEN @ UTA,W
MIN @ LAC,L
LAC vs. MIN,W
PHI vs. SAS,L
SAS @ PHI,W
MEM @ SAC,W
SAC vs. MEM,L
POR vs. MIN,W
MIN @ POR,L
GSW @ DET,W
DET vs. GSW,L
BOS vs. SAS,L
SAS @ BOS,W
BKN vs. CHI,L
CHI @ BKN,W
PHX vs. ORL,L
ORL @ PHX,W
NYK vs. MIA,L
MIA @ NYK,W
LAL vs. TOR,W
TOR @ LAL,L
NOP @ WAS,L
WAS vs. NOP,W
MIL vs. HOU,L
HOU @ MIL,W
CHA @ ATL,L
ATL vs. CHA,W
LAC @ UTA,W
UTA vs. LAC,L
IND @ CLE,L
CLE vs. IND,W
PHI vs. DAL,L
DAL @ PHI,W
NYK @ OKC,L
OKC vs. NYK,W
TOR vs. DAL,L
DAL @ TOR,W
GSW @ CHA,W
CHA vs. GSW,L
PHX @ DEN,L
DEN vs. PHX,W
NOP @ ATL,L
ATL vs. NOP,W
ORL @ IND,L
IND vs. ORL,W
POR vs. MEM,L
MEM @ POR,W
DET vs. MIL,L
MIL @ DET,W
HOU vs. LAC,L
LAC @ HOU,W
CHI @ BOS,W
BOS vs. CHI,L
MIN @ LAL,W
LAL vs. MIN,L
SAS vs. SAC,W
SAC @ SAS,L
OKC vs. UTA,W
UTA @ OKC,L
POR @ CHA,W
CHA vs. POR,L
MIN vs. MIL,L
MIL @ MIN,W
NYK @ DAL,L
DAL vs. NYK,W
ATL vs. TOR,L
TOR @ ATL,W
HOU vs. SAC,W
SAC @ HOU,L
DET vs. LAC,L
LAC @ DET,W
WAS @ CLE,L
CLE vs. WAS,W
GSW @ ORL,W
ORL vs. GSW,L
DEN @ PHX,L
PHX vs. DEN,W
LAL vs. MEM,L
MEM @ LAL,W
IND @ SAS,L
SAS vs. IND,W
PHI vs. BKN,L
BKN @ PHI,W
NOP vs. SAC,L
SAC @ NOP,W
WAS vs. ATL,L
ATL @ WAS,W
CHI @ DEN,L
DEN vs. CHI,W
MIL vs. DET,W
DET @ MIL,L
GSW @ MIA,W
MIA vs. GSW,L
PHX @ TOR,L
TOR vs. PHX,W
CHA vs. LAC,L
LAC @ CHA,W
DAL vs. IND,L
IND @ DAL,W
UTA vs. CHI,L
CHI @ UTA,W
HOU vs. NYK,W
NYK @ HOU,L
ORL @ CLE,L
CLE vs. ORL,W
PHI vs. POR,L
POR @ PHI,W
OKC vs. GSW,L
GSW @ OKC,W
MEM vs. LAC,W
LAC @ MEM,L
MIA vs. CHA,W
CHA @ MIA,L
BOS vs. POR,L
POR @ BOS,W
DEN @ LAL,W
LAL vs. DEN,L
MIN vs. SAC,L
SAC @ MIN,W
MIL vs. WAS,L
WAS @ MIL,W
IND vs. PHX,L
PHX @ IND,W
UTA vs. NOP,L
NOP @ UTA,W
DAL @ HOU,L
HOU vs. DAL,W
CLE vs. TOR,L
TOR @ CLE,W
MIA @ ORL,W
ORL vs. MIA,L
PHI @ NYK,L
NYK vs. PHI,W
SAS vs. BKN,W
BKN @ SAS,L
OKC vs. BKN,L
BKN @ OKC,W
BOS @ MEM,L
MEM vs. BOS,W
MIL @ TOR,L
TOR vs. MIL,W
CLE @ WAS,L
WAS vs. CLE,W
ORL @ CHA,W
CHA vs. ORL,L
SAS @ MIN,W
MIN vs. SAS,L
NOP @ DEN,L
DEN vs. NOP,W
LAL @ DAL,L
DAL vs. LAL,W
ATL vs. DET,W
DET @ ATL,L
POR vs. CHI,W
CHI @ POR,L
UTA @ GSW,L
GSW vs. UTA,W
PHX @ PHI,W
PHI vs. PHX,L
CHI @ SAC,L
SAC vs. CHI,W
MIA vs. LAC,L
LAC @ MIA,W
DAL @ WAS,W
WAS vs. DAL,L
MEM @ TOR,L
TOR vs. MEM,W
NYK @ MIN,L
MIN vs. NYK,W
DEN vs. OKC,W
OKC @ DEN,L
IND vs. CHA,W
CHA @ IND,L
PHX @ DET,W
DET vs. PHX,L
HOU vs. LAL,L
LAL @ HOU,W
CLE vs. SAS,L
SAS @ CLE,W
ORL vs. LAC,L
LAC @ ORL,W
MIL @ BKN,W
BKN vs. MIL,L
PHI vs. BOS,L
BOS @ PHI,W
SAC vs. NOP,L
NOP @ SAC,W
MIL vs. NYK,W
NYK @ MIL,L
LAL @ ATL,W
ATL vs. LAL,L
OKC @ UTA,L
UTA vs. OKC,W
HOU @ MEM,L
MEM vs. HOU,W
DAL @ CHA,W
CHA vs. DAL,L
POR vs. NOP,W
NOP @ POR,L
ORL @ DET,W
DET vs. ORL,L
DEN @ CLE,W
CLE vs. DEN,L
LAC vs. CHI,L
CHI @ LAC,W
BOS vs. PHX,L
PHX @ BOS,W
MIA @ BKN,W
BKN vs. MIA,L
SAS vs. PHI,W
PHI @ SAS,L
HOU @ OKC,W
OKC vs. HOU,L
MIL @ MIA,W
MIA vs. MIL,L
NYK vs. DEN,W
DEN @ NYK,L
LAL vs. GSW,L
GSW @ LAL,W
DET @ MEM,L
MEM vs. DET,W
TOR vs. UTA,W
UTA @ TOR,L
ORL @ WAS,L
WAS vs. ORL,W
SAS @ SAC,L
SAC vs. SAS,W
MIN @ DAL,L
DAL vs. MIN,W
BKN @ POR,L
POR vs. BKN,W
ATL @ CLE,L
CLE vs. ATL,W
PHX @ LAC,L
LAC vs. PHX,W
IND @ CHI,W
CHI vs. IND,L
GSW vs. CHA,W
CHA @ GSW,L
MIN @ NOP,L
NOP vs. MIN,W
DET @ OKC,W
OKC vs. DET,L
ATL vs. MIA,W
MIA @ ATL,L
IND vs. DEN,L
DEN @ IND,W
HOU vs. PHI,W
PHI @ HOU,L
MIL @ ORL,L
ORL vs. MIL,W
BOS vs. CLE,L
CLE @ BOS,W
PHX vs. CHA,L
CHA @ PHX,W
NYK vs. UTA,L
UTA @ NYK,W
LAL vs. SAS,L
SAS @ LAL,W
MEM vs. SAC,W
SAC @ MEM,L
CHI @ TOR,W
TOR vs. CHI,L
DAL vs. PHI,W
PHI @ DAL,L
BKN @ GSW,L
GSW vs. BKN,W
LAL @ NOP,L
NOP vs. LAL,W
DET @ WAS,L
WAS vs. DET,W
MIN vs. HOU,L
HOU @ MIN,W
POR @ DEN,W
DEN vs. POR,L
UTA @ ATL,L
ATL vs. UTA,W
IND @ MIA,W
MIA vs. IND,L
BOS vs. OKC,L
OKC @ BOS,W
PHX vs. BKN,W
BKN @ PHX,L
ORL @ NYK,W
NYK vs. ORL,L
ORL @ TOR,L
TOR vs. ORL,W
LAL @ MEM,L
MEM vs. LAL,W
MIL vs. OKC,W
OKC @ MIL,L
DAL vs. SAC,W
SAC @ DAL,L
CHA @ POR,L
POR vs. CHA,W
GSW vs. SAS,L
SAS @ GSW,W
IND vs. UTA,W
UTA @ IND,L
NOP @ CLE,L
CLE vs. NOP,W
SAS @ LAC,W
LAC vs. SAS,L
NYK vs. ATL,L
ATL @ NYK,W
DET @ CHI,L
CHI vs. DET,W
OKC vs. SAC,W
SAC @ OKC,L
PHI @ TOR,L
TOR vs. PHI,W
MIA @ DAL,W
DAL vs. MIA,L
DEN @ POR,L
POR vs. DEN,W
UTA @ DET,W
DET vs. UTA,L
BKN vs. ORL,W
ORL @ BKN,L
PHX vs. GSW,W
GSW @ PHX,L
CHA @ LAL,L
LAL vs. CHA,W
MIL vs. MEM,W
MEM @ MIL,L
NYK @ ATL,L
ATL vs. NYK,W
WAS @ IND,W
IND vs. WAS,L
MIN @ MIA,L
MIA vs. MIN,W
HOU vs. GSW,L
GSW @ HOU,W
LAC vs. POR,W
POR @ LAC,L
BOS @ CHI,W
CHI vs. BOS,L
SAS vs. NOP,L
NOP @ SAS,W
OKC vs. MEM,L
MEM @ OKC,W
TOR vs. WAS,W
WAS @ TOR,L
ATL @ CHA,L
CHA vs. ATL,W
CLE @ DEN,W
DEN vs. CLE,L
DAL @ UTA,W
UTA vs. DAL,L
DET vs. MIL,W
MIL @ DET,L
MIN @ ORL,L
ORL vs. MIN,W
IND @ BOS,L
BOS vs. IND,W
NYK @ BKN,L
BKN vs. NYK,W
PHX vs. SAC,L
SAC @ PHX,W
CHI @ PHI,W
PHI vs. CHI,L
POR vs. DAL,W
DAL @ POR,L
HOU vs. SAS,W
SAS @ HOU,L
PHI vs. ORL,L
ORL @ PHI,W
WAS vs. IND,W
IND @ WAS,L
MIA @ CHA,L
CHA vs. MIA,W
DEN @ SAC,L
SAC vs. DEN,W
CHI @ MIL,W
MIL vs. CHI,L
UTA vs. CLE,W
CLE @ UTA,L
NYK @ DET,L
DET vs. NYK,W
TOR @ BOS,W
BOS vs. TOR,L
MIN @ BKN,W
BKN vs. MIN,L
PHX vs. MEM,L
MEM @ PHX,W
SAS vs. ATL,W
ATL @ SAS,L
LAC @ GSW,L
GSW vs. LAC,W
NOP vs. CHA,W
CHA @ NOP,L
TOR vs. OKC,W
OKC @ TOR,L
IND vs. MIL,L
MIL @ IND,W
POR vs. CLE,W
CLE @ POR,L
HOU @ MIA,W
MIA vs. HOU,L
NYK vs. WAS,L
WAS @ NYK,W
CHI vs. ORL,W
ORL @ CHI,L
PHX @ LAL,W
LAL vs. PHX,L
NOP @ MEM,L
MEM vs. NOP,W
DEN vs. SAC,L
SAC @ DEN,W
DAL vs. BOS,W
BOS @ DAL,L
UTA @ LAC,L
LAC vs. UTA,W
BKN vs. OKC,W
OKC @ BKN,L
HOU @ PHI,W
PHI vs. HOU,L
GSW @ POR,W
POR vs. GSW,L
TOR @ MIA,L
MIA vs. TOR,W
SAC @ LAC,W
LAC vs. SAC,L
CHA @ NYK,L
NYK vs. CHA,W
NOP vs. DAL,L
DAL @ NOP,W
DEN @ OKC,L
OKC vs. DEN,W
WAS vs. MIL,W
MIL @ WAS,L
CHA vs. MEM,L
MEM @ CHA,W
CHI @ MIN,W
MIN vs. CHI,L
ATL vs. IND,W
IND @ ATL,L
PHX @ UTA,L
UTA vs. PHX,W
DET vs. BKN,L
BKN @ DET,W
BOS @ HOU,L
HOU vs. BOS,W
ORL vs. TOR,L
TOR @ ORL,W
LAL @ GSW,L
GSW vs. LAL,W
PHI vs. MIA,L
MIA @ PHI,W
POR @ SAC,L
SAC vs. POR,W
MIL vs. PHI,W
PHI @ MIL,L
MEM @ IND,W
IND vs. MEM,L
PHX vs. SAS,W
SAS @ PHX,L
CHI vs. CLE,L
CLE @ CHI,W
LAC @ LAL,W
LAL vs. LAC,L
MIN vs. DET,W
DET @ MIN,L
DAL vs. UTA,W
UTA @ DAL,L
NYK @ CLE,W
CLE vs. NYK,L
ORL vs. WAS,L
WAS @ ORL,W
OKC @ LAC,L
LAC vs. OKC,W
MEM vs. MIN,W
MIN @ MEM,L
TOR vs. ATL,W
ATL @ TOR,L
CHA vs. MIL,W
MIL @ CHA,L
DEN vs. DET,W
DET @ DEN,L
SAC vs. GSW,L
GSW @ SAC,W
IND vs. PHI,W
PHI @ IND,L
UTA vs. HOU,L
HOU @ UTA,W
OKC @ POR,L
POR vs. OKC,W
WAS @ MIA,L
MIA vs. WAS,W
BOS vs. BKN,W
BKN @ BOS,L
LAL @ PHX,L
PHX vs. LAL,W
CHI @ NYK,W
NYK vs. CHI,L
NOP vs. ORL,W
ORL @ NOP,L
LAL vs. HOU,L
HOU @ LAL,W
SAS vs. DAL,W
