MATCH UP,W/L
PHX @ ATL,L
ATL vs. PHX,W
CHA @ MIA,L
MIA vs. CHA,W
LAL @ LAC,L
LAC vs. LAL,W
POR @ BKN,L
BKN vs. POR,W
OKC vs. HOU,L
HOU @ OKC,W
SAC vs. UTA,L
UTA @ SAC,W
IND vs. MIA,W
MIA @ IND,L
CLE vs. CHI,W
CHI @ CLE,L
PHI @ NYK,L
NYK vs. PHI,W
LAL vs. LAC,L
LAC @ LAL,W
GSW @ SAS,L
SAS vs. GSW,W
MEM vs. WAS,L
WAS @ MEM,W
TOR vs. BOS,L
BOS @ TOR,W
PHI @ CHA,L
CHA vs. PHI,W
DEN vs. LAC,L
LAC @ DEN,W
ORL @ MIL,W
MIL vs. ORL,L
DAL vs. GSW,L
GSW @ DAL,W
ATL vs. BKN,W
BKN @ ATL,L
NOP @ POR,L
POR vs. NOP,W
DET vs. MIA,W
MIA @ DET,L
PHX vs. UTA,W
UTA @ PHX,L
MEM vs. OKC,W
OKC @ MEM,L
NYK @ WAS,L
WAS vs. NYK,W
ORL @ MIN,W
MIN vs. ORL,L
NOP @ SAC,W
SAC vs. NOP,L
CHA @ IND,L
IND vs. CHA,W
MIL @ BOS,W
BOS vs. MIL,L
BKN vs. TOR,W
TOR @ BKN,L
DET @ CHI,L
CHI vs. DET,W
POR @ LAL,W
LAL vs. POR,L
DEN @ SAS,L
SAS vs. DEN,W
DAL vs. HOU,L
HOU @ DAL,W
CLE vs. MIA,W
MIA @ CLE,L
PHX @ GSW,L
GSW vs. PHX,W
OKC vs. DAL,L
DAL @ OKC,W
CHA vs. DET,W
DET @ CHA,L
PHI @ WAS,L
WAS vs. PHI,W
TOR @ MIN,W
MIN vs. TOR,L
CHI @ MIL,L
MIL vs. CHI,W
DEN @ UTA,L
UTA vs. DEN,W
LAC @ POR,W
POR vs. LAC,L
HOU vs. SAC,W
SAC @ HOU,L
SAS @ ORL,W
ORL vs. SAS,L
BOS vs. IND,W
IND @ BOS,L
NYK vs. BKN,L
BKN @ NYK,W
NOP @ LAL,W
LAL vs. NOP,L
MIA vs. SAS,L
SAS @ MIA,W
DET vs. ATL,W
ATL @ DET,L
LAC vs. GSW,L
GSW @ LAC,W
BKN vs. IND,W
IND @ BKN,L
SAC @ MEM,L
MEM vs. SAC,W
HOU @ TOR,L
TOR vs. HOU,W
BOS @ CHA,W
CHA vs. BOS,L
UTA @ MIN,W
MIN vs. UTA,L
MIL @ ATL,L
ATL vs. MIL,W
POR vs. PHX,W
PHX @ POR,L
PHI vs. LAL,L
LAL @ PHI,W
NOP vs. MIN,W
MIN @ NOP,L
WAS vs. HOU,L
HOU @ WAS,W
IND vs. DAL,W
DAL @ IND,L
MIA vs. DET,W
DET @ MIA,L
PHI @ CLE,L
CLE vs. PHI,W
LAC @ BOS,W
BOS vs. LAC,L
LAL @ BKN,L
BKN vs. LAL,W
OKC @ PHX,W
PHX vs. OKC,L
MEM @ SAS,L
SAS vs. MEM,W
ATL @ CHA,L
CHA vs. ATL,W
GSW @ MIL,W
MIL vs. GSW,L
OKC @ UTA,L
UTA vs. OKC,W
POR vs. DEN,W
DEN @ POR,L
NYK @ CHI,L
CHI vs. NYK,W
SAC @ NOP,L
NOP vs. SAC,W
GSW @ MEM,W
MEM vs. GSW,L
TOR vs. LAL,W
LAL @ TOR,L
CHA @ WAS,L
WAS vs. CHA,W
UTA @ DEN,L
DEN vs. UTA,W
MIA @ ATL,L
ATL vs. MIA,W
MIN @ HOU,L
HOU vs. MIN,W
DET @ ORL,W
ORL vs. DET,L
CLE @ BKN,L
BKN vs. CLE,W
POR @ PHX,W
PHX vs. POR,L
BOS @ NYK,W
NYK vs. BOS,L
SAS vs. DAL,W
DAL @ SAS,L
PHI vs. LAC,L
LAC @ PHI,W
IND @ MIL,L
MIL vs. IND,W
NOP vs. HOU,L
HOU @ NOP,W
MEM vs. CLE,L
CLE @ MEM,W
CHI @ TOR,W
TOR vs. CHI,L
IND @ WAS,W
WAS vs. IND,L
BKN @ CHA,W
CHA vs. BKN,L
LAL @ MIN,W
MIN vs. LAL,L
DEN vs. PHI,L
PHI @ DEN,W
UTA vs. POR,L
POR @ UTA,W
ATL @ ORL,W
ORL vs. ATL,L
MIA @ BOS,W
BOS vs. MIA,L
PHX vs. SAC,L
SAC @ PHX,W
LAC @ NYK,W
NYK vs. LAC,L
SAS vs. OKC,W
OKC @ SAS,L
OKC vs. LAL,W
LAL @ OKC,L
PHI @ SAC,L
SAC vs. PHI,W
MIL vs. MIA,W
MIA @ MIL,L
SAS @ DAL,L
DAL vs. SAS,W
POR vs. GSW,L
GSW @ POR,W
DET vs. TOR,W
TOR @ DET,L
MIN @ UTA,W
UTA vs. MIN,L
IND vs. HOU,L
HOU @ IND,W
BKN vs. BOS,L
BOS @ BKN,W
NYK vs. MEM,L
MEM @ NYK,W
CHI vs. CHA,W
CHA @ CHI,L
WAS @ GSW,L
GSW vs. WAS,W
MIA @ OKC,L
OKC vs. MIA,W
NYK @ TOR,L
TOR vs. NYK,W
MIN vs. CHA,L
CHA @ MIN,W
SAC vs. WAS,W
WAS @ SAC,L
CLE @ MIL,W
MIL vs. CLE,L
SAS @ ATL,W
ATL vs. SAS,L
DEN @ ORL,W
ORL vs. DEN,L
NOP @ LAC,L
LAC vs. NOP,W
BOS vs. DET,L
DET @ BOS,W
DAL @ PHX,L
PHX vs. DAL,W
PHI @ LAL,L
LAL vs. PHI,W
POR @ MEM,L
MEM vs. POR,W
BKN @ IND,W
IND vs. BKN,L
DET vs. CHI,W
CHI @ DET,L
PHX @ HOU,W
HOU vs. PHX,L
UTA @ GSW,L
GSW vs. UTA,W
OKC vs. ATL,W
ATL @ OKC,L
CHA @ SAC,L
SAC vs. CHA,W
DAL vs. MEM,L
MEM @ DAL,W
MIA vs. DEN,W
DEN @ MIA,L
IND @ CLE,L
CLE vs. IND,W
ORL vs. POR,W
POR @ ORL,L
LAC vs. WAS,W
WAS @ LAC,L
BKN vs. MIL,W
MIL @ BKN,L
CHI vs. TOR,W
TOR @ CHI,L
SAS vs. BOS,W
BOS @ SAS,L
NOP @ GSW,L
GSW vs. NOP,W
PHI vs. NYK,W
NYK @ PHI,L
HOU vs. DEN,W
DEN @ HOU,L
PHX vs. NOP,W
NOP @ PHX,L
NYK vs. MIN,L
MIN @ NYK,W
LAL vs. UTA,L
UTA @ LAL,W
OKC vs. BOS,W
BOS @ OKC,L
MIN @ TOR,L
TOR vs. MIN,W
MIL vs. SAS,L
SAS @ MIL,W
SAC vs. LAC,L
LAC @ SAC,W
ORL @ DAL,L
DAL vs. ORL,W
UTA vs. WAS,L
WAS @ UTA,W
MIA vs. POR,W
POR @ MIA,L
BKN @ CLE,L
CLE vs. BKN,W
IND @ CHI,L
CHI vs. IND,W
ATL @ GSW,L
GSW vs. ATL,W
DET @ PHI,L
PHI vs. DET,W
NOP vs. MIL,W
MIL @ NOP,L
MEM @ DET,L
DET vs. MEM,W
ORL @ HOU,L
HOU vs. ORL,W
LAC vs. CHA,W
CHA @ LAC,L
SAS @ NYK,L
NYK vs. SAS,W
MEM vs. DEN,W
DEN @ MEM,L
WAS vs. POR,W
POR @ WAS,L
MIN vs. BKN,L
BKN @ MIN,W
ATL @ SAC,W
SAC vs. ATL,L
DAL vs. OKC,W
OKC @ DAL,L
TOR @ IND,W
IND vs. TOR,L
UTA vs. CHA,W
CHA @ UTA,L
MIA vs. CLE,W
CLE @ MIA,L
PHI @ BOS,L
BOS vs. PHI,W
GSW vs. LAL,W
LAL @ GSW,L
DEN @ NOP,W
NOP vs. DEN,L
OKC vs. CHI,W
CHI @ OKC,L
POR @ TOR,W
TOR vs. POR,L
ORL vs. CLE,L
CLE @ ORL,W
LAC vs. HOU,L
HOU @ LAC,W
NYK @ PHX,L
PHX vs. NYK,W
LAL vs. ATL,L
ATL @ LAL,W
MIN @ SAS,L
SAS vs. MIN,W
MEM vs. MIL,W
MIL @ MEM,L
SAC @ WAS,L
WAS vs. SAC,W
BOS @ IND,W
IND vs. BOS,L
DET @ UTA,L
UTA vs. DET,W
NYK @ GSW,L
GSW vs. NYK,W
PHI vs. BKN,L
BKN @ PHI,W
MIN @ OKC,L
OKC vs. MIN,W
TOR vs. MIA,W
MIA @ TOR,L
CHA vs. CHI,W
CHI @ CHA,L
GSW @ DEN,L
DEN vs. GSW,W
LAC @ DAL,L
DAL vs. LAC,W
DET @ POR,L
POR vs. DET,W
ORL @ BOS,L
BOS vs. ORL,W
ATL @ PHX,W
PHX vs. ATL,L
PHI vs. SAC,W
SAC @ PHI,L
MEM @ WAS,L
WAS vs. MEM,W
MIL @ IND,L
IND vs. MIL,W
UTA vs. HOU,W
HOU @ UTA,L
LAL vs. NYK,L
NYK @ LAL,W
SAS vs. CLE,L
CLE @ SAS,W
OKC vs. LAC,L
LAC @ OKC,W
SAC @ CHA,W
CHA vs. SAC,L
DEN vs. ATL,W
ATL @ DEN,L
MIL vs. ORL,W
ORL @ MIL,L
POR vs. HOU,W
HOU @ POR,L
MIA vs. BKN,W
BKN @ MIA,L
BOS vs. MEM,W
MEM @ BOS,L
MIN @ PHX,L
PHX vs. MIN,W
GSW vs. DET,W
DET @ GSW,L
PHI vs. CHI,L
CHI @ PHI,W
DAL vs. CLE,L
CLE @ DAL,W
ORL @ IND,L
IND vs. ORL,W
NYK @ UTA,L
UTA vs. NYK,W
NOP @ BKN,W
BKN vs. NOP,L
LAL vs. DET,W
DET @ LAL,L
TOR @ SAS,L
SAS vs. TOR,W
WAS @ CHA,W
CHA vs. WAS,L
DEN vs. NYK,W
NYK @ DEN,L
NOP @ MIL,W
MIL vs. NOP,L
ATL vs. SAC,W
SAC @ ATL,L
MIA vs. BOS,L
BOS @ MIA,W
LAC vs. MIN,W
MIN @ LAC,L
PHX vs. GSW,L
GSW @ PHX,W
CHI vs. MEM,L
MEM @ CHI,W
TOR @ OKC,L
OKC vs. TOR,W
CHA @ DET,W
DET vs. CHA,L
ORL vs. BOS,W
BOS @ ORL,L
UTA @ BKN,W
BKN vs. UTA,L
DAL @ LAL,W
LAL vs. DAL,L
SAS vs. CHI,W
CHI @ SAS,L
LAC @ GSW,L
GSW vs. LAC,W
NOP vs. MEM,W
MEM @ NOP,L
MIN vs. POR,W
POR @ MIN,L
HOU @ DEN,W
DEN vs. HOU,L
WAS @ MIL,L
MIL vs. WAS,W
MIA vs. SAC,W
SAC @ MIA,L
PHX @ CLE,L
CLE vs. PHX,W
NYK vs. IND,L
IND @ NYK,W
PHI vs. ATL,W
ATL @ PHI,L
BOS @ NOP,W
NOP vs. BOS,L
LAL @ MEM,L
MEM vs. LAL,W
MIA @ WAS,L
WAS vs. MIA,W
TOR @ CHA,L
CHA vs. TOR,W
ATL vs. CLE,W
CLE @ ATL,L
IND vs. CHI,W
CHI @ IND,L
HOU vs. DET,W
DET @ HOU,L
ORL vs. SAC,W
SAC @ ORL,L
BKN vs. PHX,L
PHX @ BKN,W
DEN @ SAS,L
SAS vs. DEN,W
DAL @ GSW,L
GSW vs. DAL,W
UTA @ PHI,W
PHI vs. UTA,L
OKC @ CHI,L
CHI vs. OKC,W
POR vs. DAL,W
DAL @ POR,L
DET @ NOP,L
NOP vs. DET,W
OKC vs. PHI,W
PHI @ OKC,L
CLE @ TOR,W
TOR vs. CLE,L
DEN @ MIN,W
MIN vs. DEN,L
NYK @ IND,L
IND vs. NYK,W
MIA vs. LAL,W
LAL @ MIA,L
MEM @ HOU,W
HOU vs. MEM,L
PHX @ ORL,W
ORL vs. PHX,L
LAC vs. POR,L
POR @ LAC,W
BOS vs. UTA,W
UTA @ BOS,L
CHA @ BKN,W
BKN vs. CHA,L
SAC @ SAS,L
SAS vs. SAC,W
GSW vs. MIL,W
MIL @ GSW,L
MEM vs. UTA,L
UTA @ MEM,W
LAL @ CHA,L
CHA vs. LAL,W
MIL @ DEN,L
DEN vs. MIL,W
HOU @ ATL,L
ATL vs. HOU,W
BOS @ CLE,L
CLE vs. BOS,W
SAC @ NYK,W
NYK vs. SAC,L
WAS @ CHI,L
CHI vs. WAS,W
MIN vs. LAC,L
LAC @ MIN,W
DAL vs. NOP,W
NOP @ DAL,L
MIA vs. PHX,W
PHX @ MIA,L
GSW @ BKN,L
BKN vs. GSW,W
TOR @ PHI,W
PHI vs. TOR,L
NOP @ DEN,W
DEN vs. NOP,L
SAC vs. POR,L
POR @ SAC,W
PHI @ IND,L
IND vs. PHI,W
CLE @ HOU,L
HOU vs. CLE,W
CHA @ ORL,W
ORL vs. CHA,L
BOS vs. GSW,L
GSW @ BOS,W
LAC @ CHI,W
CHI vs. LAC,L
OKC @ LAL,W
LAL vs. OKC,L
WAS vs. DET,W
DET @ WAS,L
MEM @ MIN,W
MIN vs. MEM,L
BKN @ DAL,W
DAL vs. BKN,L
UTA vs. MIL,W
MIL @ UTA,L
ATL @ MIA,W
MIA vs. ATL,L
PHX vs. SAS,L
SAS @ PHX,W
TOR @ NYK,L
NYK vs. TOR,W
MIA @ NOP,L
NOP vs. MIA,W
MEM vs. LAC,L
LAC @ MEM,W
GSW @ TOR,W
TOR vs. GSW,L
DEN vs. UTA,L
UTA @ DEN,W
SAS @ SAC,W
SAC vs. SAS,L
ATL vs. ORL,W
ORL @ ATL,L
CLE @ IND,L
IND vs. CLE,W
OKC @ POR,L
POR vs. OKC,W
NYK @ DET,W
DET vs. NYK,L
HOU vs. BKN,W
BKN @ HOU,L
BOS vs. CHA,W
CHA @ BOS,L
CHI vs. MIN,W
MIN @ CHI,L
MIL @ LAL,L
LAL vs. MIL,W
PHI vs. WAS,W
WAS @ PHI,L
GSW @ CLE,L
CLE vs. GSW,W
OKC @ PHX,L
PHX vs. OKC,W
NOP vs. BKN,W
BKN @ NOP,L
MIN vs. WAS,W
WAS @ MIN,L
PHX @ DEN,W
DEN vs. PHX,L
MEM @ SAC,L
SAC vs. MEM,W
PHI @ MIL,L
MIL vs. PHI,W
ATL vs. DAL,W
DAL @ ATL,L
LAL @ UTA,W
UTA vs. LAL,L
SAS @ POR,L
POR vs. SAS,W
LAC @ HOU,L
HOU vs. LAC,W
MIA @ ORL,W
ORL vs. MIA,L
NYK @ BOS,L
BOS vs. NYK,W
CHI vs. CHA,L
CHA @ CHI,W
WAS vs. GSW,L
GSW @ WAS,W
IND @ OKC,L
OKC vs. IND,W
TOR @ DAL,L
DAL vs. TOR,W
DET vs. CLE,L
CLE @ DET,W
TOR @ NOP,L
NOP vs. TOR,W
BKN @ DEN,W
DEN vs. BKN,L
UTA vs. SAS,W
SAS @ UTA,L
MIA vs. PHI,W
PHI @ MIA,L
HOU vs. MIN,W
MIN @ HOU,L
MEM @ LAC,W
LAC vs. MEM,L
BOS @ PHX,W
PHX vs. BOS,L
CHI vs. MIL,W
MIL @ CHI,L
GSW @ IND,L
IND vs. GSW,W
DEN @ OKC,L
OKC vs. DEN,W
ATL @ MIL,W
MIL vs. ATL,L
CHA @ DAL,L
DAL vs. CHA,W
MEM @ POR,W
POR vs. MEM,L
WAS @ DET,L
DET vs. WAS,W
ORL vs. PHI,W
PHI @ ORL,L
CLE @ NYK,W
NYK vs. CLE,L
LAL vs. BOS,W
BOS @ LAL,L
CHA vs. OKC,L
OKC @ CHA,W
MIA vs. NOP,L
NOP @ MIA,W
HOU vs. TOR,W
TOR @ HOU,L
LAC vs. SAC,W
SAC @ LAC,L
CHI vs. PHX,W
PHX @ CHI,L
CLE @ WAS,W
WAS vs. CLE,L
MIN vs. PHX,W
PHX @ MIN,L
BOS @ SAC,L
SAC vs. BOS,W
DEN @ MIL,L
MIL vs. DEN,W
TOR @ ATL,W
ATL vs. TOR,L
DAL vs. HOU,W
HOU @ DAL,L
POR @ UTA,L
UTA vs. POR,W
DET vs. CHI,W
CHI @ DET,L
NOP @ ORL,L
ORL vs. NOP,W
NYK vs. MIA,L
MIA @ NYK,W
LAL vs. BKN,L
BKN @ LAL,W
SAS @ GSW,L
GSW vs. SAS,W
IND @ PHI,W
PHI vs. IND,L
OKC vs. DAL,W
DAL @ OKC,L
SAS @ LAC,L
LAC vs. SAS,W
CLE @ CHI,L
CHI vs. CLE,W
NOP vs. IND,L
IND @ NOP,W
OKC vs. MEM,W
MEM @ OKC,L
WAS @ TOR,L
TOR vs. WAS,W
MIN vs. GSW,L
GSW @ MIN,W
MIL vs. SAC,W
SAC @ MIL,L
UTA @ DAL,L
DAL vs. UTA,W
POR vs. LAL,W
LAL @ POR,L
SAS @ DET,W
DET vs. SAS,L
MIA @ CLE,L
CLE vs. MIA,W
ORL vs. NYK,W
NYK @ ORL,L
HOU @ LAC,L
LAC vs. HOU,W
BOS vs. ATL,W
ATL @ BOS,L
MEM vs. BKN,W
BKN @ MEM,L
DET @ CHA,W
CHA vs. DET,L
PHX vs. HOU,L
HOU @ PHX,W
CHI vs. SAC,W
SAC @ CHI,L
DEN @ LAL,W
LAL vs. DEN,L
NOP vs. UTA,L
UTA @ NOP,W
WAS vs. ORL,W
ORL @ WAS,L
ATL @ MIN,W
MIN vs. ATL,L
DEN vs. OKC,L
OKC @ DEN,W
BKN @ MIL,L
MIL vs. BKN,W
LAC @ DAL,W
DAL vs. LAC,L
IND vs. SAS,L
SAS @ IND,W
NYK @ MIA,L
MIA vs. NYK,W
PHI vs. GSW,L
GSW @ PHI,W
LAC @ OKC,L
OKC vs. LAC,W
MEM vs. ATL,W
ATL @ MEM,L
SAS @ TOR,L
TOR vs. SAS,W
IND @ CHA,W
CHA vs. IND,L
SAC vs. PHX,W
PHX @ SAC,L
MIN @ DET,W
DET vs. MIN,L
HOU vs. POR,L
POR @ HOU,W
LAL @ CLE,L
CLE vs. LAL,W
ORL vs. CHI,L
CHI @ ORL,W
CHI @ NOP,W
NOP vs. CHI,L
WAS vs. BKN,W
BKN @ WAS,L
POR @ DAL,L
DAL vs. POR,W
MIL vs. BOS,W
BOS @ MIL,L
UTA vs. SAC,W
SAC @ UTA,L
GSW @ NYK,W
NYK vs. GSW,L
CHA @ PHI,L
PHI vs. CHA,W
OKC vs. NOP,L
NOP @ OKC,W
LAC @ TOR,L
TOR vs. LAC,W
MEM @ MIN,L
MIN vs. MEM,W
ATL vs. GSW,W
GSW @ ATL,L
IND vs. CLE,W
CLE @ IND,L
DEN @ DET,L
DET vs. DEN,W
HOU vs. MIL,W
MIL @ HOU,L
LAL @ ORL,L
ORL vs. LAL,W
PHI @ BOS,L
BOS vs. PHI,W
NYK @ BKN,L
BKN vs. NYK,W
UTA @ PHX,L
PHX vs. UTA,W
SAS vs. MIA,W
MIA @ SAS,L
CHA vs. WAS,W
WAS @ CHA,L
SAC vs. DAL,L
DAL @ SAC,W
POR vs. PHX,W
PHX @ POR,L
LAC @ CLE,L
CLE vs. LAC,W
OKC @ NOP,W
NOP vs. OKC,L
TOR vs. BKN,L
BKN @ TOR,W
MIA @ MIN,L
MIN vs. MIA,W
LAL @ MIL,L
MIL vs. LAL,W
WAS @ ATL,L
ATL vs. WAS,W
DET @ IND,L
IND vs. DET,W
UTA vs. MEM,L
MEM @ UTA,W
HOU vs. CHI,W
CHI @ HOU,L
DEN @ BOS,L
BOS vs. DEN,W
SAS vs. ORL,W
ORL @ SAS,L
GSW vs. DAL,W
DAL @ GSW,L
GSW @ SAC,W
SAC vs. GSW,L
UTA @ POR,L
POR vs. UTA,W
DET vs. MIA,W
MIA @ DET,L
NYK vs. BOS,L
BOS @ NYK,W
PHI vs. DEN,W
DEN @ PHI,L
ATL @ NOP,L
NOP vs. ATL,W
OKC vs. ORL,W
ORL @ OKC,L
TOR vs. MIL,L
MIL @ TOR,W
CHA @ WAS,W
WAS vs. CHA,L
MIN @ DAL,L
DAL vs. MIN,W
CLE vs. PHI,W
PHI @ CLE,L
MEM @ PHX,W
PHX vs. MEM,L
LAC @ BKN,L
BKN vs. LAC,W
MIA @ BOS,W
BOS vs. MIA,L
NYK vs. LAL,W
LAL @ NYK,L
MEM vs. OKC,W
OKC @ MEM,L
TOR @ WAS,W
WAS vs. TOR,L
MIN vs. CLE,L
CLE @ MIN,W
CHA @ DEN,W
DEN vs. CHA,L
POR @ MIL,L
MIL vs. POR,W
PHI @ ATL,L
ATL vs. PHI,W
IND vs. SAC,L
SAC @ IND,W
DET vs. HOU,W
HOU @ DET,L
ORL vs. DAL,L
DAL @ ORL,W
LAC @ SAS,W
SAS vs. LAC,L
GSW vs. PHX,W
PHX @ GSW,L
LAC @ NOP,L
NOP vs. LAC,W
POR @ ATL,L
ATL vs. POR,W
GSW @ UTA,L
UTA vs. GSW,W
DAL @ MIA,W
MIA vs. DAL,L
CLE vs. SAC,W
SAC @ CLE,L
BOS vs. HOU,L
HOU @ BOS,W
BKN vs. TOR,L
TOR @ BKN,W
PHX vs. CHI,W
CHI @ PHX,L
MIN @ PHI,L
PHI vs. MIN,W
MEM vs. DEN,W
DEN @ MEM,L
NYK @ IND,L
IND vs. NYK,W
MIL @ ORL,W
ORL vs. MIL,L
CHI @ LAL,L
LAL vs. CHI,W
NOP vs. DEN,L
DEN @ NOP,W
TOR vs. SAC,W
SAC @ TOR,L
BOS @ MIN,L
MIN vs. BOS,W
ATL vs. BKN,W
BKN @ ATL,L
LAC @ UTA,W
UTA vs. LAC,L
DAL @ HOU,L
HOU vs. DAL,W
POR @ CLE,L
CLE vs. POR,W
WAS @ PHX,L
PHX vs. WAS,W
NYK vs. OKC,W
OKC @ NYK,L
CHA @ SAS,L
SAS vs. CHA,W
DET @ PHI,L
PHI vs. DET,W
DAL vs. MEM,L
MEM @ DAL,W
TOR @ IND,W
IND vs. TOR,L
MIL @ MIA,W
MIA vs. MIL,L
CLE @ DET,W
DET vs. CLE,L
WAS @ LAL,W
LAL vs. WAS,L
GSW vs. CHI,L
CHI @ GSW,W
PHI @ NOP,L
NOP vs. PHI,W
MIN @ OKC,L
OKC vs. MIN,W
MEM vs. ORL,W
ORL @ MEM,L
UTA vs. BOS,L
BOS @ UTA,W
LAC vs. DEN,W
DEN @ LAC,L
NOP vs. DAL,W
DAL @ NOP,L
DET @ TOR,L
TOR vs. DET,W
DEN vs. WAS,L
WAS @ DEN,W
ATL vs. MIN,W
MIN @ ATL,L
OKC @ CLE,L
CLE vs. OKC,W
IND @ ORL,W
ORL vs. IND,L
PHX vs. LAC,L
LAC @ PHX,W
CHI vs. MIA,L
MIA @ CHI,W
LAL vs. HOU,L
HOU @ LAL,W
SAS vs. MIL,W
MIL @ SAS,L
BOS @ GSW,L
GSW vs. BOS,W
PHI @ MEM,L
MEM vs. PHI,W
NYK @ CHA,L
CHA vs. NYK,W
MIL vs. DET,W
DET @ MIL,L
UTA vs. BKN,W
BKN @ UTA,L
POR vs. WAS,W
WAS @ POR,L
MIN vs. NOP,L
NOP @ MIN,W
DEN vs. BOS,L
BOS @ DEN,W
CHI @ DAL,W
DAL vs. CHI,L
ATL vs. OKC,W
OKC @ ATL,L
IND @ MIA,L
MIA vs. IND,W
CLE vs. CHA,W
CHA @ CLE,L
HOU @ PHX,W
PHX vs. HOU,L
NYK vs. ORL,W
ORL @ NYK,L
SAS vs. LAL,W
LAL @ SAS,L
SAC @ GSW,L
GSW vs. SAC,W
TOR @ PHI,W
PHI vs. TOR,L
UTA @ MIL,W
MIL vs. UTA,L
BOS @ POR,W
POR vs. BOS,L
LAC vs. BKN,W
BKN @ LAC,L
CHI vs. SAS,W
SAS @ CHI,L
LAL @ NOP,L
NOP vs. LAL,W
MEM vs. TOR,W
TOR @ MEM,L
OKC @ WAS,W
WAS vs. OKC,L
CHA vs. MIA,W
MIA @ CHA,L
MIN vs. DAL,L
DAL @ MIN,W
SAC vs. BKN,L
BKN @ SAC,W
IND @ ATL,L
ATL vs. IND,W
ORL @ DET,L
DET vs. ORL,W
CLE vs. UTA,W
UTA @ CLE,L
PHX vs. POR,W
POR @ PHX,L
HOU @ GSW,L
GSW vs. HOU,W
PHI vs. NYK,L
NYK @ PHI,W
DEN vs. SAS,L
SAS @ DEN,W
MIA vs. OKC,L
OKC @ MIA,W
MEM vs. DAL,L
DAL @ MEM,W
CHA vs. MIN,W
MIN @ CHA,L
PHI @ WAS,L
WAS vs. PHI,W
MIL vs. TOR,L
TOR @ MIL,W
ATL vs. DET,W
DET @ ATL,L
SAC @ POR,L
POR vs. SAC,W
HOU vs. IND,W
IND @ HOU,L
CHI @ CLE,L
CLE vs. CHI,W
LAC vs. BOS,W
BOS @ LAC,L
LAL @ PHX,L
PHX vs. LAL,W
