MATCH UP,W/L
SEA vs. SAS,L
NOK vs. HOU,W
HOU @ NOK,L
POR @ MIN,L
MIN vs. POR,W
PHX @ SAC,L
SAC vs. PHX,W
MIL vs. DET,L
DET @ MIL,W
DAL @ ATL,W
ATL vs. DAL,L
CHI @ IND,W
IND vs. CHI,L
CLE vs. DEN,L
DEN @ CLE,W
LAL vs. GSW,W
GSW @ LAL,L
CHA vs. NJN,L
NJN @ CHA,W
MEM @ UTA,L
UTA vs. MEM,W
MIA vs. PHI,L
PHI @ MIA,W
LAC vs. WAS,W
WAS @ LAC,L
MIN @ SEA,L
SEA vs. MIN,W
TOR vs. DEN,W
DEN @ TOR,L
LAL @ NOK,W
NOK vs. LAL,L
ATL vs. POR,L
POR @ ATL,W
IND vs. MIA,W
MIA @ IND,L
CLE vs. NYK,W
NYK @ CLE,L
ORL vs. NJN,W
NJN @ ORL,L
UTA @ LAC,L
LAC vs. UTA,W
DAL @ BOS,W
BOS vs. DAL,L
DET @ SAS,L
SAS vs. DET,W
WAS @ GSW,L
GSW vs. WAS,W
CHA @ PHI,L
PHI vs. CHA,W
LAL @ MEM,W
MEM vs. LAL,L
DET @ HOU,L
HOU vs. DET,W
PHX vs. SAC,W
SAC @ PHX,L
POR @ NYK,W
NYK vs. POR,L
DEN @ CHI,L
CHI vs. DEN,W
WAS @ SEA,W
SEA vs. WAS,L
TOR vs. ORL,W
ORL @ TOR,L
SAC vs. MIN,L
MIN @ SAC,W
MIL vs. LAC,L
LAC @ MIL,W
MIA @ ATL,W
ATL vs. MIA,L
CLE vs. DAL,L
DAL @ CLE,W
CHA @ BOS,W
BOS vs. CHA,L
IND @ SAS,L
SAS vs. IND,W
CLE @ CHA,L
CHA vs. CLE,W
MEM vs. NOK,L
NOK @ MEM,W
UTA vs. GSW,W
GSW @ UTA,L
POR vs. WAS,W
WAS @ POR,L
PHI @ DET,L
DET vs. PHI,W
HOU vs. IND,W
IND @ HOU,L
NJN vs. DEN,L
DEN @ NJN,W
MIN @ PHX,L
PHX vs. MIN,W
DAL @ NYK,W
NYK vs. DAL,L
CHI vs. LAC,L
LAC @ CHI,W
NOK vs. BOS,W
BOS @ NOK,L
SAC @ ATL,L
ATL vs. SAC,W
SEA @ POR,W
POR vs. SEA,L
ORL @ MIA,W
MIA vs. ORL,L
DET vs. DAL,L
DAL @ DET,W
LAC @ NJN,L
NJN vs. LAC,W
NYK vs. TOR,W
TOR @ NYK,L
MIN @ LAL,L
LAL vs. MIN,W
HOU @ PHI,W
PHI vs. HOU,L
SEA vs. GSW,L
GSW @ SEA,W
CHI @ MEM,L
MEM vs. CHI,W
NOK @ WAS,L
WAS vs. NOK,W
PHX @ DEN,L
DEN vs. PHX,W
MIL vs. CHA,W
CHA @ MIL,L
IND vs. ATL,W
ATL @ IND,L
UTA @ CLE,L
CLE vs. UTA,W
SAC @ ORL,W
ORL vs. SAC,L
BOS @ SAS,W
SAS vs. BOS,L
CHA vs. LAC,L
LAC @ CHA,W
TOR vs. HOU,L
HOU @ TOR,W
BOS @ DAL,L
DAL vs. BOS,W
MIA vs. SAC,W
SAC @ MIA,L
PHX vs. DET,L
DET @ PHX,W
NYK vs. NOK,L
NOK @ NYK,W
POR @ LAL,L
LAL vs. POR,W
GSW vs. MIN,W
MIN @ GSW,L
UTA @ PHI,L
PHI vs. UTA,W
LAL @ DEN,L
DEN vs. LAL,W
MIL vs. SAS,W
SAS @ MIL,L
NJN vs. MIA,L
MIA @ NJN,W
CHA vs. SAC,W
SAC @ CHA,L
MEM vs. CLE,L
CLE @ MEM,W
TOR vs. NYK,W
NYK @ TOR,L
PHX @ DAL,W
DAL vs. PHX,L
WAS @ IND,W
IND vs. WAS,L
POR vs. DET,L
DET @ POR,W
LAC @ HOU,L
HOU vs. LAC,W
ORL vs. UTA,W
UTA @ ORL,L
ATL @ BOS,L
BOS vs. ATL,W
PHI vs. CHI,L
CHI @ PHI,W
SEA vs. DET,L
DET @ SEA,W
NJN @ NOK,W
NOK vs. NJN,L
IND @ MIN,L
MIN vs. IND,W
POR @ DEN,L
DEN vs. POR,W
PHI @ ATL,L
ATL vs. PHI,W
MIA vs. UTA,W
UTA @ MIA,L
SAC @ CLE,L
CLE vs. SAC,W
BOS @ CHI,L
CHI vs. BOS,W
LAC @ SAS,L
SAS vs. LAC,W
CHA vs. ORL,W
ORL @ CHA,L
NJN @ MEM,W
MEM vs. NJN,L
MIL vs. TOR,L
TOR @ MIL,W
PHX vs. HOU,W
HOU @ PHX,L
GSW vs. DAL,W
DAL @ GSW,L
SEA @ TOR,L
TOR vs. SEA,W
SAC vs. DEN,L
DEN @ SAC,W
GSW @ POR,L
POR vs. GSW,W
WAS @ MIA,L
MIA vs. WAS,W
ORL @ HOU,L
HOU vs. ORL,W
IND @ CLE,L
CLE vs. IND,W
DET @ LAC,W
LAC vs. DET,L
CHI @ BOS,W
BOS vs. CHI,L
LAL vs. DAL,L
DAL @ LAL,W
CHA vs. MEM,L
MEM @ CHA,W
NYK @ WAS,W
WAS vs. NYK,L
MIL vs. CLE,L
CLE @ MIL,W
ATL vs. MIN,W
MIN @ ATL,L
IND vs. PHI,L
PHI @ IND,W
UTA vs. NOK,W
NOK @ UTA,L
SAS vs. NJN,W
NJN @ SAS,L
DET @ DEN,W
DEN vs. DET,L
MEM @ ATL,L
ATL vs. MEM,W
MIN @ MIA,L
MIA vs. MIN,W
NJN @ HOU,L
HOU vs. NJN,W
BOS vs. SEA,W
SEA @ BOS,L
PHX vs. NOK,W
NOK @ PHX,L
GSW vs. LAC,W
LAC @ GSW,L
PHI vs. LAL,W
LAL @ PHI,L
SAS @ SAC,W
SAC vs. SAS,L
ORL vs. CHI,L
CHI @ ORL,W
MEM @ TOR,L
TOR vs. MEM,W
LAL @ MIL,L
MIL vs. LAL,W
ATL vs. WAS,W
WAS @ ATL,L
IND @ UTA,L
UTA vs. IND,W
CHI @ MIA,L
MIA vs. CHI,W
CLE @ DET,W
DET vs. CLE,L
HOU @ BOS,W
BOS vs. HOU,L
CHA @ PHX,L
PHX vs. CHA,W
GSW vs. DEN,W
DEN @ GSW,L
SEA @ PHI,L
PHI vs. SEA,W
WAS vs. TOR,W
TOR @ WAS,L
MIN vs. LAL,W
LAL @ MIN,L
DEN vs. NOK,W
NOK @ DEN,L
SAC vs. IND,W
IND @ SAC,L
NJN @ DAL,L
DAL vs. NJN,W
POR vs. SAS,L
SAS @ POR,W
NYK vs. SEA,L
SEA @ NYK,W
CHA @ UTA,L
UTA vs. CHA,W
MIA vs. ATL,W
ATL @ MIA,L
DET vs. GSW,L
GSW @ DET,W
CLE vs. HOU,W
HOU @ CLE,L
MIL @ ORL,L
ORL vs. MIL,W
SAS @ LAC,W
LAC vs. SAS,L
SEA vs. CHA,W
CHA @ SEA,L
WAS vs. GSW,W
GSW @ WAS,L
NOK vs. UTA,L
UTA @ NOK,W
MIL vs. CHI,L
CHI @ MIL,W
MIN @ BOS,L
BOS vs. MIN,W
PHX vs. LAL,W
LAL @ PHX,L
NJN @ PHI,L
PHI vs. NJN,W
DET @ MEM,W
MEM vs. DET,L
ORL @ DAL,L
DAL vs. ORL,W
ATL vs. NYK,L
NYK @ ATL,W
SAC @ POR,W
POR vs. SAC,L
SAS @ HOU,W
HOU vs. SAS,L
CLE vs. TOR,W
TOR @ CLE,L
IND @ LAC,L
LAC vs. IND,W
BOS @ NJN,W
NJN vs. BOS,L
MIL @ TOR,W
TOR vs. MIL,L
ATL @ WAS,L
WAS vs. ATL,W
UTA @ MIN,W
MIN vs. UTA,L
HOU @ DEN,W
DEN vs. HOU,L
DET @ MIA,L
MIA vs. DET,W
PHX vs. IND,W
IND @ PHX,L
NYK vs. GSW,W
GSW @ NYK,L
CHI vs. NOK,W
NOK @ CHI,L
SAC @ LAL,W
LAL vs. SAC,L
ORL @ SAS,L
SAS vs. ORL,W
MEM @ PHI,L
PHI vs. MEM,W
LAC @ SEA,L
SEA vs. LAC,W
DAL vs. CLE,W
CLE @ DAL,L
POR vs. CHA,W
CHA @ POR,L
UTA @ MEM,W
MEM vs. UTA,L
MIA @ WAS,W
WAS vs. MIA,L
NOK vs. ATL,W
ATL @ NOK,L
DEN vs. ORL,W
ORL @ DEN,L
CHA @ SAC,L
SAC vs. CHA,W
HOU vs. TOR,L
TOR @ HOU,W
LAC vs. SEA,W
SEA @ LAC,L
BOS vs. NYK,W
NYK @ BOS,L
CHI vs. GSW,W
GSW @ CHI,L
PHI vs. PHX,W
PHX @ PHI,L
MIN vs. DAL,L
DAL @ MIN,W
GSW @ MIL,L
MIL vs. GSW,W
PHX @ IND,W
IND vs. PHX,L
CLE vs. NOK,W
NOK @ CLE,L
NJN vs. WAS,W
WAS @ NJN,L
SEA vs. POR,W
POR @ SEA,L
DEN @ MEM,W
MEM vs. DEN,L
DAL vs. ATL,W
ATL @ DAL,L
LAL @ UTA,W
UTA vs. LAL,L
BOS @ HOU,W
HOU vs. BOS,L
LAC vs. CHA,W
CHA @ LAC,L
NYK vs. MIA,W
MIA @ NYK,L
CHI vs. ORL,L
ORL @ CHI,W
TOR @ SAS,L
SAS vs. TOR,W
PHI vs. SAC,W
SAC @ PHI,L
WAS @ MIN,L
MIN vs. WAS,W
PHX @ ATL,W
ATL vs. PHX,L
SAC @ IND,W
IND vs. SAC,L
CHI @ DET,L
DET vs. CHI,W
CLE @ MIA,L
MIA vs. CLE,W
HOU @ ORL,W
ORL vs. HOU,L
NJN vs. NYK,W
NYK @ NJN,L
LAL @ GSW,W
GSW vs. LAL,L
TOR @ CHA,W
CHA vs. TOR,L
PHI @ MIL,L
MIL vs. PHI,W
DEN @ DAL,L
DAL vs. DEN,W
UTA vs. BOS,W
BOS @ UTA,L
LAC vs. GSW,W
GSW @ LAC,L
SAS vs. SEA,W
SEA @ SAS,L
PHI @ CHA,L
CHA vs. PHI,W
IND @ TOR,L
TOR vs. IND,W
NOK vs. SEA,W
SEA @ NOK,L
MIN vs. PHX,L
PHX @ MIN,W
DEN vs. UTA,L
UTA @ DEN,W
ATL vs. HOU,W
HOU @ ATL,L
POR vs. MEM,L
MEM @ POR,W
DET @ ORL,W
ORL vs. DET,L
NJN vs. SAC,W
SAC @ NJN,L
NYK vs. MIL,W
MIL @ NYK,L
WAS @ CHI,L
CHI vs. WAS,W
LAL vs. BOS,W
BOS @ LAL,L
SAC @ WAS,L
WAS vs. SAC,W
DAL vs. MIA,W
MIA @ DAL,L
CLE vs. CHI,L
CHI @ CLE,W
CLE @ TOR,W
TOR vs. CLE,L
CHA @ MIN,W
MIN vs. CHA,L
SAS @ ATL,W
ATL vs. SAS,L
MIL @ IND,L
IND vs. MIL,W
ORL @ DET,L
DET vs. ORL,W
MIA @ HOU,L
HOU vs. MIA,W
NOK @ NJN,W
NJN vs. NOK,L
PHX vs. BOS,W
BOS @ PHX,L
POR @ LAL,W
LAL vs. POR,L
GSW vs. MEM,W
MEM @ GSW,L
NYK @ PHI,L
PHI vs. NYK,W
SEA vs. MEM,W
MEM @ SEA,L
NOK @ CHA,L
CHA vs. NOK,W
WAS vs. MIN,W
MIN @ WAS,L
BOS @ SAC,L
SAC vs. BOS,W
DET @ MIL,W
MIL vs. DET,L
UTA @ POR,L
POR vs. UTA,W
PHX @ LAC,W
LAC vs. PHX,L
NYK vs. ORL,W
ORL @ NYK,L
CHI vs. ATL,W
ATL @ CHI,L
DEN @ SAS,L
SAS vs. DEN,W
HOU vs. DAL,L
DAL @ HOU,W
CLE @ LAL,W
LAL vs. CLE,L
SEA vs. PHX,W
PHX @ SEA,L
CHI @ CHA,L
CHA vs. CHI,W
NJN @ TOR,L
TOR vs. NJN,W
NOK vs. SAC,W
SAC @ NOK,L
MIN vs. DEN,W
DEN @ MIN,L
MEM @ IND,L
IND vs. MEM,W
UTA vs. CLE,W
CLE @ UTA,L
SAS @ DET,W
DET vs. SAS,L
POR @ ORL,L
ORL vs. POR,W
LAC vs. ATL,L
ATL @ LAC,W
MIL @ BOS,L
BOS vs. MIL,W
NYK @ GSW,L
GSW vs. NYK,W
WAS @ PHI,W
PHI vs. WAS,L
NOK @ MEM,L
MEM vs. NOK,W
MIL vs. DAL,L
DAL @ MIL,W
POR @ MIA,L
MIA vs. POR,W
HOU vs. SAC,W
SAC @ HOU,L
SAS @ NJN,W
NJN vs. SAS,L
TOR @ CHI,W
CHI vs. TOR,L
LAL vs. NYK,L
NYK @ LAL,W
GSW @ DEN,L
DEN vs. GSW,W
ATL @ UTA,L
UTA vs. ATL,W
DET vs. LAC,W
LAC @ DET,L
POR @ WAS,W
WAS vs. POR,L
BOS @ MIN,L
MIN vs. BOS,W
SEA @ SAC,W
SAC vs. SEA,L
IND vs. LAC,W
LAC @ IND,L
SAS @ MIA,L
MIA vs. SAS,W
LAL @ CLE,L
CLE vs. LAL,W
CHI @ PHX,W
PHX vs. CHI,L
ATL @ GSW,W
GSW vs. ATL,L
PHI vs. DAL,L
DAL @ PHI,W
SEA vs. SAC,L
SAC @ SEA,W
NOK vs. MEM,W
MEM @ NOK,L
DEN @ MIL,W
MIL vs. DEN,L
UTA vs. NYK,W
NYK @ UTA,L
TOR @ DET,L
DET vs. TOR,W
HOU vs. CHA,W
CHA @ HOU,L
ORL @ NJN,L
NJN vs. ORL,W
CHA vs. POR,L
POR @ CHA,W
MIN @ MEM,L
MEM vs. MIN,W
TOR vs. LAL,W
LAL @ TOR,L
DAL vs. HOU,W
HOU @ DAL,L
IND vs. DEN,L
DEN @ IND,W
MIA @ CLE,L
CLE vs. MIA,W
ORL vs. SAS,W
SAS @ ORL,L
NJN @ BOS,W
BOS vs. NJN,L
ATL @ PHX,W
PHX vs. ATL,L
CHI @ GSW,L
GSW vs. CHI,W
PHI vs. LAC,L
LAC @ PHI,W
NOK vs. MIL,W
MIL @ NOK,L
SAC vs. CHI,W
CHI @ SAC,L
DET vs. LAL,W
LAL @ DET,L
SAS @ WAS,W
WAS vs. SAS,L
TOR vs. ORL,W
ORL @ TOR,L
GSW @ MIN,L
MIN vs. GSW,W
NOK @ DEN,W
DEN vs. NOK,L
DAL vs. MEM,W
MEM @ DAL,L
ATL vs. NJN,L
NJN @ ATL,W
SEA @ IND,W
IND vs. SEA,L
CLE vs. LAC,W
LAC @ CLE,L
BOS vs. MIA,L
MIA @ BOS,W
PHI vs. CHA,W
CHA @ PHI,L
HOU @ MEM,W
MEM vs. HOU,L
MIL vs. ORL,W
ORL @ MIL,L
POR vs. PHX,L
PHX @ POR,W
DET vs. BOS,W
BOS @ DET,L
LAC @ NYK,L
NYK vs. LAC,W
SEA @ WAS,L
WAS vs. SEA,W
DEN vs. PHX,L
PHX @ DEN,W
SAC vs. NOK,W
NOK @ SAC,L
ATL vs. LAL,L
LAL @ ATL,W
GSW @ IND,W
IND vs. GSW,L
CHI @ UTA,L
UTA vs. CHI,W
CHA @ MIA,L
MIA vs. CHA,W
HOU vs. MIN,W
MIN @ HOU,L
NJN @ PHI,L
PHI vs. NJN,W
TOR vs. LAC,W
LAC @ TOR,L
CLE vs. DET,L
DET @ CLE,W
NJN vs. ATL,L
ATL @ NJN,W
GSW @ CHA,L
CHA vs. GSW,W
MEM vs. IND,L
IND @ MEM,W
LAL @ WAS,W
WAS vs. LAL,L
SAC vs. DEN,W
DEN @ SAC,L
MIL vs. MIA,L
MIA @ MIL,W
MIN @ DAL,L
DAL vs. MIN,W
POR vs. CHI,L
CHI @ POR,W
NOK @ HOU,W
HOU vs. NOK,L
NYK @ ORL,W
ORL vs. NYK,L
UTA @ PHX,W
PHX vs. UTA,L
SEA vs. CHI,L
CHI @ SEA,W
MIN @ NOK,L
NOK vs. MIN,W
DEN vs. POR,W
POR @ DEN,L
ATL vs. TOR,L
TOR @ ATL,W
LAL @ IND,L
IND vs. LAL,W
DET vs. MIL,W
MIL @ DET,L
CHA @ CLE,L
CLE vs. CHA,W
NJN @ ORL,L
ORL vs. NJN,W
BOS vs. LAC,L
LAC @ BOS,W
PHI vs. GSW,L
GSW @ PHI,W
CLE @ MIA,L
MIA vs. CLE,W
SAS @ PHX,L
PHX vs. SAS,W
CHA vs. NYK,W
NYK @ CHA,L
MEM vs. DAL,L
DAL @ MEM,W
TOR vs. WAS,W
WAS @ TOR,L
NOK vs. PHI,L
PHI @ NOK,W
SAC @ MIN,W
MIN vs. SAC,L
GSW @ ATL,L
ATL vs. GSW,W
SAS @ UTA,L
UTA vs. SAS,W
POR vs. DEN,W
DEN @ POR,L
HOU vs. SEA,W
SEA @ HOU,L
ORL vs. MIL,W
MIL @ ORL,L
LAC vs. CHI,W
CHI @ LAC,L
BOS vs. LAL,L
LAL @ BOS,W
NJN vs. DET,L
DET @ NJN,W
WAS vs. DET,W
DET @ WAS,L
DAL vs. SEA,W
SEA @ DAL,L
BOS @ IND,L
IND vs. BOS,W
MIL @ MIA,L
MIA vs. MIL,W
GSW @ CLE,L
CLE vs. GSW,W
NYK vs. LAL,W
LAL @ NYK,L
MEM vs. SAC,W
SAC @ MEM,L
POR @ NOK,L
NOK vs. POR,W
PHX @ MIN,L
MIN vs. PHX,W
DEN vs. CHA,L
CHA @ DEN,W
ORL @ ATL,L
ATL vs. ORL,W
UTA vs. NJN,L
NJN @ UTA,W
HOU vs. PHI,W
PHI @ HOU,L
WAS @ BOS,W
BOS vs. WAS,L
SEA vs. LAC,L
LAC @ SEA,W
MIL vs. NYK,W
NYK @ MIL,L
IND @ DET,L
DET vs. IND,W
PHX @ CLE,W
CLE vs. PHX,L
LAL vs. SAS,L
SAS @ LAL,W
MEM vs. POR,L
POR @ MEM,W
NOK vs. UTA,W
UTA @ NOK,L
DEN vs. NJN,L
NJN @ DEN,W
SAC @ DAL,L
DAL vs. SAC,W
ATL vs. PHI,L
PHI @ ATL,W
TOR @ IND,L
IND vs. TOR,W
MIN @ LAC,W
LAC vs. MIN,L
CHI vs. MIA,W
MIA @ CHI,L
CHA @ GSW,L
GSW vs. CHA,W
MIN @ SEA,L
SEA vs. MIN,W
TOR vs. BOS,W
BOS @ TOR,L
NOK vs. SAC,W
SAC @ NOK,L
MIL vs. PHX,L
PHX @ MIL,W
UTA vs. DEN,W
DEN @ UTA,L
WAS @ DET,W
DET vs. WAS,L
HOU vs. POR,W
POR @ HOU,L
ATL @ ORL,W
ORL vs. ATL,L
MIA @ NYK,L
NYK vs. MIA,W
LAL vs. CHA,L
CHA @ LAL,W
SAS vs. MEM,W
MEM @ SAS,L
CLE @ PHI,W
PHI vs. CLE,L
NJN @ LAC,L
LAC vs. NJN,W
CHI vs. DAL,W
DAL @ CHI,L
DET @ CHA,W
CHA vs. DET,L
TOR vs. NOK,W
NOK @ TOR,L
MIL @ SAC,L
SAC vs. MIL,W
MIA @ IND,L
IND vs. MIA,W
MEM @ UTA,W
UTA vs. MEM,L
MIN @ POR,L
POR vs. MIN,W
PHI @ CLE,W
CLE vs. PHI,L
BOS vs. ATL,L
ATL @ BOS,W
NYK vs. PHX,L
PHX @ NYK,W
HOU @ SAS,W
SAS vs. HOU,L
NJN @ GSW,L
GSW vs. NJN,W
DEN @ SEA,W
SEA vs. DEN,L
WAS vs. PHX,L
PHX @ WAS,W
ORL vs. DAL,L
DAL @ ORL,W
MIL @ LAC,L
LAC vs. MIL,W
CHI vs. ATL,W
ATL @ CHI,L
PHI vs. NOK,W
NOK @ PHI,L
GSW @ LAL,L
