MATCH UP,W/L
LAL vs. GSW,W
TOR vs. CHA,W
CHA @ TOR,L
MEM @ DEN,L
DEN vs. MEM,W
SAC vs. NJN,W
NJN @ SAC,L
IND vs. CHI,W
CHI @ IND,L
UTA vs. MIN,W
MIN @ UTA,L
NYK @ MIA,L
MIA vs. NYK,W
CLE vs. ORL,L
ORL @ CLE,W
SAS @ BOS,W
BOS vs. SAS,L
MIL @ POR,L
POR vs. MIL,W
MIA vs. DAL,L
DAL @ MIA,W
MIN @ PHX,L
PHX vs. MIN,W
PHI vs. SAS,L
SAS @ PHI,W
ATL @ CHA,L
CHA vs. ATL,W
NOK vs. LAL,W
LAL @ NOK,L
WAS vs. BOS,W
BOS @ WAS,L
IND vs. NYK,L
NYK @ IND,W
SAC @ DET,L
DET vs. SAC,W
DEN @ HOU,W
HOU vs. DEN,L
MEM @ LAC,L
LAC vs. MEM,W
ORL @ NJN,L
NJN vs. ORL,W
CHI vs. UTA,L
UTA @ CHI,W
CLE @ GSW,W
GSW vs. CLE,L
SEA vs. MIL,W
MIL @ SEA,L
UTA @ TOR,W
TOR vs. UTA,L
DET @ MIN,W
MIN vs. DET,L
CLE @ DEN,L
DEN vs. CLE,W
CHA @ ATL,W
ATL vs. CHA,L
ORL vs. WAS,L
WAS @ ORL,W
BOS vs. SAC,L
SAC @ BOS,W
POR @ PHX,L
PHX vs. POR,W
NYK vs. NJN,L
NJN @ NYK,W
NOK @ SAS,L
SAS vs. NOK,W
MIA @ PHI,L
PHI vs. MIA,W
DAL vs. LAL,W
LAL @ DAL,L
MIA vs. IND,W
IND @ MIA,L
NJN @ CHA,W
CHA vs. NJN,L
MEM vs. PHI,W
PHI @ MEM,L
TOR vs. SAC,W
SAC @ TOR,L
NYK @ WAS,L
WAS vs. NYK,W
MIN vs. ATL,L
ATL @ MIN,W
MIL vs. CHI,L
CHI @ MIL,W
POR vs. CLE,W
CLE @ POR,L
UTA @ DET,W
DET vs. UTA,L
PHX @ HOU,W
HOU vs. PHX,L
LAC vs. GSW,W
GSW @ LAC,L
SAS vs. LAL,L
LAL @ SAS,W
CLE @ SEA,L
SEA vs. CLE,W
ORL @ NOK,L
NOK vs. ORL,W
DAL vs. HOU,W
HOU @ DAL,L
CHA vs. MIL,L
MIL @ CHA,W
PHX @ MEM,W
MEM vs. PHX,L
ATL vs. BOS,W
BOS @ ATL,L
MIN @ DET,W
DET vs. MIN,L
NJN vs. IND,W
IND @ NJN,L
SAC @ NYK,L
NYK vs. SAC,W
SAS @ CHI,L
CHI vs. SAS,W
LAL vs. MIA,W
MIA @ LAL,L
LAC @ GSW,L
GSW vs. LAC,W
TOR @ PHI,W
PHI vs. TOR,L
UTA @ WAS,L
WAS vs. UTA,W
DAL @ TOR,W
TOR vs. DAL,L
DEN @ POR,W
POR vs. DEN,L
PHI @ CHA,L
CHA vs. PHI,W
NJN @ MIN,L
MIN vs. NJN,W
HOU @ SAC,W
SAC vs. HOU,L
UTA vs. MIA,L
MIA @ UTA,W
DET vs. BOS,W
BOS @ DET,L
CLE @ LAC,W
LAC vs. CLE,L
PHX vs. ORL,W
ORL @ PHX,L
CHI vs. MEM,W
MEM @ CHI,L
SAS vs. WAS,W
WAS @ SAS,L
SEA vs. UTA,W
UTA @ SEA,L
MIN @ MEM,W
MEM vs. MIN,L
WAS @ NOK,L
NOK vs. WAS,W
DEN vs. HOU,L
HOU @ DEN,W
ATL vs. DET,W
DET @ ATL,L
DAL @ IND,W
IND vs. DAL,L
SAC @ POR,L
POR vs. SAC,W
TOR @ BOS,W
BOS vs. TOR,L
CHA @ NYK,W
NYK vs. CHA,L
LAL vs. ORL,W
ORL @ LAL,L
MIA @ GSW,W
GSW vs. MIA,L
PHI vs. MIL,W
MIL @ PHI,L
CLE @ PHX,L
PHX vs. CLE,W
NJN @ CHI,W
CHI vs. NJN,L
SEA vs. MIA,L
MIA @ SEA,W
WAS vs. CHI,W
CHI @ WAS,L
MIN vs. LAC,L
LAC @ MIN,W
SAS @ DEN,W
DEN vs. SAS,L
MIL vs. TOR,L
TOR @ MIL,W
POR @ DAL,L
DAL vs. POR,W
NOK @ ATL,W
ATL vs. NOK,L
LAL @ HOU,L
HOU vs. LAL,W
DET vs. CHA,L
CHA @ DET,W
IND @ BOS,W
BOS vs. IND,L
NYK vs. PHI,W
PHI @ NYK,L
GSW vs. ORL,L
ORL @ GSW,W
MEM vs. LAL,W
LAL @ MEM,L
SAC vs. CLE,L
CLE @ SAC,W
IND vs. ATL,W
ATL @ IND,L
DAL @ UTA,W
UTA vs. DAL,L
NJN vs. TOR,W
TOR @ NJN,L
PHX vs. SEA,W
SEA @ PHX,L
POR @ SAS,L
SAS vs. POR,W
PHI vs. DET,L
DET @ PHI,W
NOK vs. LAC,L
LAC @ NOK,W
DEN vs. MIL,W
MIL @ DEN,L
CHI vs. HOU,L
HOU @ CHI,W
MEM vs. SAS,L
SAS @ MEM,W
TOR vs. WAS,W
WAS @ TOR,L
MIN vs. HOU,W
HOU @ MIN,L
POR vs. MIA,L
MIA @ POR,W
BOS @ ORL,L
ORL vs. BOS,W
GSW @ PHX,L
PHX vs. GSW,W
DAL @ LAL,L
LAL vs. DAL,W
IND @ NOK,W
NOK vs. IND,L
DEN vs. UTA,L
UTA @ DEN,W
POR @ SAC,W
SAC vs. POR,L
LAC @ ATL,L
ATL vs. LAC,W
NJN @ CLE,L
CLE vs. NJN,W
CHI vs. DET,W
DET @ CHI,L
GSW vs. SEA,W
SEA @ GSW,L
DAL @ SAS,W
SAS vs. DAL,L
ATL @ TOR,L
TOR vs. ATL,W
NYK @ SEA,W
SEA vs. NYK,L
BOS @ MEM,W
MEM vs. BOS,L
WAS vs. LAC,W
LAC @ WAS,L
PHI @ MIN,L
MIN vs. PHI,W
MIL vs. CLE,L
CLE @ MIL,W
UTA @ HOU,L
HOU vs. UTA,W
ORL vs. CHA,W
CHA @ ORL,L
NJN vs. CHI,W
CHI @ NJN,L
MIA @ PHX,L
PHX vs. MIA,W
LAL vs. DEN,W
DEN @ LAL,L
DET @ NOK,W
NOK vs. DET,L
SAC vs. LAL,L
LAL @ SAC,W
IND @ DAL,L
DAL vs. IND,W
PHI @ UTA,L
UTA vs. PHI,W
MEM vs. GSW,W
GSW @ MEM,L
WAS vs. MIL,W
MIL @ WAS,L
PHX @ TOR,W
TOR vs. PHX,L
SAS @ MIN,L
MIN vs. SAS,W
POR vs. NYK,L
NYK @ POR,W
LAC @ MIA,W
MIA vs. LAC,L
SEA @ HOU,L
HOU vs. SEA,W
CLE @ BOS,W
BOS vs. CLE,L
NOK vs. GSW,L
GSW @ NOK,W
NYK @ SAC,L
SAC vs. NYK,W
PHI @ DEN,W
DEN vs. PHI,L
SEA @ DAL,L
DAL vs. SEA,W
CLE vs. SAS,W
SAS @ CLE,L
ORL vs. LAC,W
LAC @ ORL,L
CHI vs. PHX,L
PHX @ CHI,W
CHA vs. MIN,L
MIN @ CHA,W
POR vs. BOS,L
BOS @ POR,W
SEA vs. BOS,W
BOS @ SEA,L
DEN vs. DAL,L
DAL @ DEN,W
PHX @ DET,W
DET vs. PHX,L
HOU vs. MEM,W
MEM @ HOU,L
LAC vs. NYK,W
NYK @ LAC,L
PHI @ LAL,L
LAL vs. PHI,W
ATL @ SAS,L
SAS vs. ATL,W
WAS @ MIL,L
MIL vs. WAS,W
TOR @ MEM,L
MEM vs. TOR,W
SAC vs. GSW,W
GSW @ SAC,L
NOK @ DAL,L
DAL vs. NOK,W
IND vs. CHA,L
CHA @ IND,W
POR @ UTA,L
UTA vs. POR,W
ORL vs. MIA,W
MIA @ ORL,L
NJN vs. MIN,W
MIN @ NJN,L
CLE @ CHI,L
CHI vs. CLE,W
LAL @ CHA,L
CHA vs. LAL,W
TOR vs. CHI,L
CHI @ TOR,W
ORL @ WAS,L
WAS vs. ORL,W
MIN vs. SEA,W
SEA @ MIN,L
NOK vs. DEN,W
DEN @ NOK,L
POR vs. PHI,L
PHI @ POR,W
NJN @ MIA,W
MIA vs. NJN,L
IND @ DET,W
DET vs. IND,L
HOU vs. ATL,W
ATL @ HOU,L
MIL @ CLE,L
CLE vs. MIL,W
SAC @ LAC,L
LAC vs. SAC,W
PHX vs. NYK,W
NYK @ PHX,L
BOS @ GSW,L
GSW vs. BOS,W
SEA @ DEN,L
DEN vs. SEA,W
DAL vs. PHX,W
PHX @ DAL,L
UTA @ SAS,L
SAS vs. UTA,W
WAS @ CHA,W
CHA vs. WAS,L
MIL @ MEM,W
MEM vs. MIL,L
MIN @ TOR,L
TOR vs. MIN,W
PHI @ SAC,L
SAC vs. PHI,W
CLE @ ATL,W
ATL vs. CLE,L
POR vs. NOK,W
NOK @ POR,L
LAL @ ORL,W
ORL vs. LAL,L
LAC vs. BOS,W
BOS @ LAC,L
NJN vs. HOU,L
HOU @ NJN,W
DET @ NYK,L
NYK vs. DET,W
MIA @ CHI,L
CHI vs. MIA,W
SEA vs. NOK,W
NOK @ SEA,L
WAS vs. MEM,W
MEM @ WAS,L
MIN vs. CHI,W
CHI @ MIN,L
DEN vs. BOS,W
BOS @ DEN,L
DAL vs. CHA,W
CHA @ DAL,L
IND vs. HOU,W
HOU @ IND,L
UTA vs. LAC,W
LAC @ UTA,L
DET vs. NJN,W
NJN @ DET,L
PHX vs. POR,W
POR @ PHX,L
SAS vs. MIL,L
MIL @ SAS,W
PHI @ GSW,L
GSW vs. PHI,W
LAL @ MIA,L
MIA vs. LAL,W
NOK vs. SAS,L
SAS @ NOK,W
SEA vs. TOR,W
TOR @ SEA,L
MEM vs. UTA,L
UTA @ MEM,W
MIL vs. NJN,W
NJN @ MIL,L
IND vs. MIN,L
MIN @ IND,W
GSW @ MIA,L
MIA vs. GSW,W
ATL @ DET,L
DET vs. ATL,W
LAC @ HOU,W
HOU vs. LAC,L
ORL @ CLE,L
CLE vs. ORL,W
CHI vs. CHA,W
CHA @ CHI,L
PHI vs. NYK,W
NYK @ PHI,L
BOS vs. PHI,L
PHI @ BOS,W
MEM @ NOK,L
NOK vs. MEM,W
UTA @ CHA,L
CHA vs. UTA,W
MIN vs. MIL,L
MIL @ MIN,W
SAC @ DEN,W
DEN vs. SAC,L
DAL vs. LAC,W
LAC @ DAL,L
IND @ ATL,W
ATL vs. IND,L
TOR @ POR,W
POR vs. TOR,L
GSW @ ORL,W
ORL vs. GSW,L
LAL @ NJN,W
NJN vs. LAL,L
PHX vs. WAS,L
WAS @ PHX,W
NYK vs. CHI,W
CHI @ NYK,L
SAS vs. HOU,L
HOU @ SAS,W
SAC vs. WAS,L
WAS @ SAC,W
DET @ CLE,W
CLE vs. DET,L
SEA vs. DAL,L
DAL @ SEA,W
LAL @ MIN,W
MIN vs. LAL,L
MIL vs. MIA,W
MIA @ MIL,L
UTA @ ATL,W
ATL vs. UTA,L
POR vs. HOU,W
HOU @ POR,L
ORL vs. NOK,W
NOK @ ORL,L
LAC vs. TOR,L
TOR @ LAC,W
BOS vs. GSW,L
GSW @ BOS,W
CLE @ NJN,L
NJN vs. CLE,W
CHA @ NYK,L
NYK vs. CHA,W
MEM @ SAS,L
SAS vs. MEM,W
PHI vs. IND,L
IND @ PHI,W
TOR @ PHX,L
PHX vs. TOR,W
CHI vs. LAL,W
LAL @ CHI,L
SEA @ MEM,L
MEM vs. SEA,W
DEN vs. WAS,W
WAS @ DEN,L
SAC vs. DAL,L
DAL @ SAC,W
MIA vs. NOK,W
NOK @ MIA,L
NJN vs. GSW,W
GSW @ NJN,L
NYK vs. UTA,W
UTA @ NYK,L
GSW @ TOR,L
TOR vs. GSW,W
IND vs. UTA,L
UTA @ IND,W
SEA @ DET,L
DET vs. SEA,W
HOU @ LAC,W
LAC vs. HOU,L
LAL vs. WAS,L
WAS @ LAL,W
DAL @ NOK,W
NOK vs. DAL,L
CHA vs. BOS,L
BOS @ CHA,W
SAC vs. PHX,L
PHX @ SAC,W
MIL vs. MIN,W
MIN @ MIL,L
ATL vs. CHI,L
CHI @ ATL,W
MEM @ MIA,L
MIA vs. MEM,W
ORL vs. CLE,W
CLE @ ORL,L
DET @ NJN,W
NJN vs. DET,L
NYK vs. DEN,L
DEN @ NYK,W
PHI @ SAS,L
SAS vs. PHI,W
ATL @ MEM,W
MEM vs. ATL,L
TOR vs. NJN,W
NJN @ TOR,L
WAS vs. MIA,W
MIA @ WAS,L
PHI @ DAL,L
DAL vs. PHI,W
NYK @ IND,L
IND vs. NYK,W
UTA vs. SAC,L
SAC @ UTA,W
LAC @ POR,L
POR vs. LAC,W
CLE vs. SEA,W
SEA @ CLE,L
BOS vs. DEN,W
DEN @ BOS,L
PHX vs. GSW,W
GSW @ PHX,L
CHI vs. MIL,W
MIL @ CHI,L
LAL vs. HOU,W
HOU @ LAL,L
ORL @ CHA,L
CHA vs. ORL,W
SAS @ NOK,W
NOK vs. SAS,L
GSW vs. HOU,W
HOU @ GSW,L
MEM vs. POR,L
POR @ MEM,W
DEN @ WAS,L
WAS vs. DEN,W
LAL @ DAL,L
DAL vs. LAL,W
IND vs. DET,W
DET @ IND,L
PHX @ MIA,W
MIA vs. PHX,L
CLE vs. CHA,W
CHA @ CLE,L
TOR @ ORL,W
ORL vs. TOR,L
LAC vs. UTA,L
UTA @ LAC,W
NJN vs. MIL,W
MIL @ NJN,L
NYK vs. ATL,W
ATL @ NYK,L
CHI vs. SEA,W
SEA @ CHI,L
SAS vs. MIN,W
MIN @ SAS,L
PHI vs. BOS,L
BOS @ PHI,W
SEA @ MIL,L
MIL vs. SEA,W
ATL vs. DEN,L
DEN @ ATL,W
HOU vs. LAL,L
LAL @ HOU,W
GSW vs. SAC,W
SAC @ GSW,L
PHI vs. POR,L
POR @ PHI,W
UTA vs. DAL,W
DAL @ UTA,L
NOK vs. CLE,W
CLE @ NOK,L
TOR @ MIA,L
MIA vs. TOR,W
ORL vs. PHX,L
PHX @ ORL,W
SAS @ LAC,W
LAC vs. SAS,L
MEM @ NJN,L
NJN vs. MEM,W
BOS @ NYK,W
NYK vs. BOS,L
IND @ CHI,L
CHI vs. IND,W
GSW @ SEA,L
SEA vs. GSW,W
PHX @ CHA,W
CHA vs. PHX,L
TOR vs. POR,L
POR @ TOR,W
ATL @ SAC,L
SAC vs. ATL,W
SAS @ LAL,L
LAL vs. SAS,W
LAC @ MEM,W
MEM vs. LAC,L
HOU @ WAS,W
WAS vs. HOU,L
DAL vs. DEN,W
DEN @ DAL,L
CLE vs. IND,W
IND @ CLE,L
ORL vs. PHI,W
PHI @ ORL,L
BOS @ NJN,W
NJN vs. BOS,L
NYK vs. MIL,W
MIL @ NYK,L
MIN @ CHI,W
CHI vs. MIN,L
NOK @ GSW,L
GSW vs. NOK,W
NOK @ SEA,L
SEA vs. NOK,W
CHA vs. HOU,L
HOU @ CHA,W
MIN vs. UTA,W
UTA @ MIN,L
DEN vs. MIA,W
MIA @ DEN,L
MEM @ MIL,L
MIL vs. MEM,W
POR @ IND,L
IND vs. POR,W
DET @ ORL,W
ORL vs. DET,L
BOS vs. PHX,L
PHX @ BOS,W
TOR @ CHI,L
CHI vs. TOR,W
ATL @ LAL,L
LAL vs. ATL,W
SAS vs. LAC,W
LAC @ SAS,L
PHI vs. WAS,L
WAS @ PHI,W
MIA @ SAC,W
SAC vs. MIA,L
DAL vs. DET,L
DET @ DAL,W
NJN vs. PHX,L
PHX @ NJN,W
SAS @ CHA,W
CHA vs. SAS,L
MIN vs. HOU,W
HOU @ MIN,L
DEN vs. ATL,L
ATL @ DEN,W
POR @ MIL,L
MIL vs. POR,W
IND vs. ORL,W
ORL @ IND,L
CLE vs. TOR,W
TOR @ CLE,L
BOS vs. MEM,L
MEM @ BOS,W
NYK vs. WAS,L
WAS @ NYK,W
CHI vs. PHI,W
PHI @ CHI,L
NOK @ LAL,W
LAL vs. NOK,L
ATL @ SEA,L
SEA vs. ATL,W
POR @ DET,W
DET vs. POR,L
HOU vs. GSW,W
GSW @ HOU,L
LAC vs. MIA,W
MIA @ LAC,L
NJN vs. DAL,L
DAL @ NJN,W
PHX vs. SAC,W
SAC @ PHX,L
WAS vs. DAL,W
DAL @ WAS,L
ORL @ SAC,W
SAC vs. ORL,L
UTA vs. MIL,W
MIL @ UTA,L
MEM @ NYK,L
NYK vs. MEM,W
CHI vs. BOS,W
BOS @ CHI,L
LAL vs. IND,W
IND @ LAL,L
SAS vs. GSW,W
GSW @ SAS,L
CHA vs. DET,W
DET @ CHA,L
ATL @ POR,W
POR vs. ATL,L
LAC vs. ORL,W
ORL @ LAC,L
PHI vs. MIN,L
MIN @ PHI,W
NYK vs. TOR,L
TOR @ NYK,W
PHI @ NJN,L
NJN vs. PHI,W
MEM vs. MIA,L
MIA @ MEM,W
DEN vs. IND,W
IND @ DEN,L
UTA vs. SEA,W
SEA @ UTA,L
HOU vs. CLE,W
CLE @ HOU,L
LAL @ LAC,W
LAC vs. LAL,L
WAS @ CHI,L
CHI vs. WAS,W
SAC @ SAS,L
SAS vs. SAC,W
GSW vs. MIL,L
MIL @ GSW,W
IND @ SEA,L
SEA vs. IND,W
TOR vs. BOS,W
BOS @ TOR,L
CHA @ WAS,L
WAS vs. CHA,W
CHI @ NOK,W
NOK vs. CHI,L
DEN @ MIN,W
MIN vs. DEN,L
DAL vs. SAC,W
SAC @ DAL,L
ATL vs. CLE,L
CLE @ ATL,W
ORL @ POR,W
POR vs. ORL,L
DET vs. NYK,W
NYK @ DET,L
PHX vs. MIL,W
MIL @ PHX,L
MIA vs. DET,L
DET @ MIA,W
UTA @ LAL,L
LAL vs. UTA,W
ORL @ SEA,W
SEA vs. ORL,L
TOR @ DAL,L
DAL vs. TOR,W
ATL vs. CHA,W
CHA @ ATL,L
SAS @ UTA,L
UTA vs. SAS,W
CLE vs. NYK,L
NYK @ CLE,W
MEM @ LAC,L
LAC vs. MEM,W
NJN @ BOS,W
BOS vs. NJN,L
PHX vs. HOU,W
HOU @ PHX,L
IND @ GSW,W
GSW vs. IND,L
ATL @ WAS,L
WAS vs. ATL,W
TOR @ NOK,W
NOK vs. TOR,L
DEN vs. MEM,L
MEM @ DEN,W
SAC vs. LAC,W
LAC @ SAC,L
IND @ POR,W
POR vs. IND,L
HOU vs. MIN,W
MIN @ HOU,L
NJN vs. CHA,L
CHA @ NJN,W
CHI vs. NYK,W
NYK @ CHI,L
LAL vs. MIL,L
MIL @ LAL,W
ORL @ UTA,W
UTA vs. ORL,L
DAL vs. MIN,W
MIN @ DAL,L
PHI @ MIA,L
MIA vs. PHI,W
GSW vs. SAS,W
SAS @ GSW,L
SEA vs. SAS,L
SAS @ SEA,W
TOR vs. IND,W
IND @ TOR,L
LAC @ DEN,L
DEN vs. LAC,W
PHX @ POR,W
POR vs. PHX,L
NJN @ LAL,L
LAL vs. NJN,W
BOS @ MIL,W
MIL vs. BOS,L
CHA vs. MIA,L
MIA @ CHA,W
DET @ WAS,W
WAS vs. DET,L
MIN vs. LAC,W
LAC @ MIN,L
SAC vs. POR,W
POR @ SAC,L
DAL vs. NOK,W
NOK @ DAL,L
MEM @ HOU,L
HOU vs. MEM,W
CLE vs. PHI,W
PHI @ CLE,L
ATL @ ORL,L
ORL vs. ATL,W
NYK vs. CHI,L
CHI @ NYK,W
GSW vs. UTA,W
UTA @ GSW,L
SEA vs. SAC,L
SAC @ SEA,W
WAS @ MEM,L
MEM vs. WAS,W
NOK vs. MIN,L
MIN @ NOK,W
DEN vs. GSW,W
GSW @ DEN,L
ATL vs. TOR,W
TOR @ ATL,L
CLE @ IND,L
IND vs. CLE,W
UTA vs. LAL,W
LAL @ UTA,L
MIA vs. ORL,L
ORL @ MIA,W
CHA @ DET,L
DET vs. CHA,W
NYK @ BOS,W
BOS vs. NYK,L
PHX vs. NJN,W
NJN @ PHX,L
DAL @ SAS,W
SAS vs. DAL,L
CHI @ PHI,L
PHI vs. CHI,W
CHA vs. BOS,W
BOS @ CHA,L
TOR vs. CLE,W
CLE @ TOR,L
NYK @ MIN,L
MIN vs. NYK,W
UTA @ SAC,W
SAC vs. UTA,L
PHI @ MIL,L
MIL vs. PHI,W
NJN @ POR,L
POR vs. NJN,W
WAS @ HOU,L
HOU vs. WAS,W
DET vs. ATL,W
ATL @ DET,L
IND @ ORL,L
ORL vs. IND,W
LAC vs. SEA,L
SEA @ LAC,W
NOK @ PHX,L
PHX vs. NOK,W
MIA @ SAS,L
SAS vs. MIA,W
GSW vs. DEN,L
DEN @ GSW,W
NOK vs. MIA,W
MIA @ NOK,L
DEN vs. CHI,W
CHI @ DEN,L
WAS @ DAL,L
DAL vs. WAS,W
IND vs. MIL,W
MIL @ IND,L
CLE vs. MEM,W
MEM @ CLE,L
LAL vs. LAC,W
LAC @ LAL,L
DET @ PHI,W
PHI vs. DET,L
SEA vs. NJN,W
NJN @ SEA,L
DAL @ CHA,W
CHA vs. DAL,L
MEM vs. ORL,W
ORL @ MEM,L
POR vs. SAS,L
SAS @ POR,W
TOR @ UTA,L
UTA vs. TOR,W
HOU @ NYK,W
NYK vs. HOU,L
PHX @ GSW,W
GSW vs. PHX,L
SAC vs. SAS,L
SAS @ SAC,W
CHI @ LAL,L
LAL vs. CHI,W
CLE @ WAS,L
WAS vs. CLE,W
NOK @ MIN,W
MIN vs. NOK,L
TOR @ DEN,L
DEN vs. TOR,W
MIL vs. IND,L
IND @ MIL,W
MEM @ DAL,L
DAL vs. MEM,W
MIA @ ATL,W
ATL vs. MIA,L
UTA vs. PHX,W
PHX @ UTA,L
HOU @ DET,L
DET vs. HOU,W
CHA @ ORL,L
ORL vs. CHA,W
LAC vs. PHI,W
PHI @ LAC,L
NJN vs. POR,L
POR @ NJN,W
NYK vs. BOS,L
BOS @ NYK,W
GSW vs. SEA,W
SEA @ GSW,L
UTA @ SEA,W
SEA vs. UTA,L
DAL @ MEM,W
MEM vs. DAL,L
NJN @ IND,W
IND vs. NJN,L
DET vs. WAS,W
WAS @ DET,L
MIA vs. NYK,L
NYK @ MIA,W
CLE vs. MIN,W
MIN @ CLE,L
BOS vs. POR,W
POR @ BOS,L
PHI @ PHX,L
PHX vs. PHI,W
LAL vs. TOR,W
TOR @ LAL,L
SAS vs. CHI,W
CHI @ SAS,L
SAC @ GSW,L
GSW vs. SAC,W
HOU vs. CHI,W
CHI @ HOU,L
SEA vs. PHI,L
PHI @ SEA,W
SAC vs. MEM,W
MEM @ SAC,L
DET vs. NOK,L
NOK @ DET,W
CLE vs. POR,W
POR @ CLE,L
DEN @ ORL,L
ORL vs. DEN,W
IND @ BOS,L
BOS vs. IND,W
MIL @ NJN,L
NJN vs. MIL,W
NYK vs. WAS,W
WAS @ NYK,L
CHA @ SAS,W
SAS vs. CHA,L
CHA @ NOK,L
NOK vs. CHA,W
MIN vs. POR,W
POR @ MIN,L
CHI @ DAL,L
DAL vs. CHI,W
ATL vs. MIL,L
MIL @ ATL,W
LAC @ UTA,L
UTA vs. LAC,W
DEN @ MIA,W
MIA vs. DEN,L
SAS @ HOU,W
HOU vs. SAS,L
TOR @ GSW,L
GSW vs. TOR,W
BOS vs. ORL,L
ORL @ BOS,W
SEA @ NJN,W
NJN vs. SEA,L
NYK vs. CLE,L
CLE @ NYK,W
CHA vs. DEN,L
DEN @ CHA,W
WAS vs. NJN,L
NJN @ WAS,W
SAC vs. TOR,W
TOR @ SAC,L
DAL @ POR,W
POR vs. DAL,L
HOU @ MIA,W
MIA vs. HOU,L
LAC vs. NOK,W
NOK @ LAC,L
LAL vs. MEM,W
MEM @ LAL,L
MIN vs. ORL,L
ORL @ MIN,W
UTA @ MIL,W
MIL vs. UTA,L
ATL vs. SEA,L
SEA @ ATL,W
CLE vs. BOS,W
BOS @ CLE,L
MEM @ PHX,L
PHX vs. MEM,W
IND @ CHI,L
CHI vs. IND,W
SAS vs. NYK,W
NYK @ SAS,L
DET @ GSW,L
GSW vs. DET,W
NOK @ POR,L
POR vs. NOK,W
CHA vs. SEA,L
SEA @ CHA,W
TOR vs. ATL,L
ATL @ TOR,W
MIL @ WAS,L
WAS vs. MIL,W
IND vs. ORL,W
ORL @ IND,L
HOU vs. NYK,W
NYK @ HOU,L
UTA @ BOS,W
BOS vs. UTA,L
MIA @ NJN,W
NJN vs. MIA,L
DET @ LAL,W
LAL vs. DET,L
DEN @ PHI,W
PHI vs. DEN,L
CLE vs. CHI,W
CHI @ CLE,L
PHX vs. DAL,L
DAL @ PHX,W
GSW vs. NOK,W
NOK @ GSW,L
TOR vs. PHI,W
PHI @ TOR,L
WAS vs. IND,W
IND @ WAS,L
DEN vs. NYK,L
NYK @ DEN,W
SAC vs. DET,W
DET @ SAC,L
HOU @ MIL,W
MIL vs. HOU,L
LAL @ POR,L
POR vs. LAL,W
ORL vs. SEA,W
SEA @ ORL,L
DAL @ LAC,L
LAC vs. DAL,W
BOS vs. CHA,W
CHA @ BOS,L
NJN vs. UTA,W
UTA @ NJN,L
SAS vs. PHX,W
PHX @ SAS,L
ATL @ CLE,W
CLE vs. ATL,L
IND vs. PHI,W
PHI @ IND,L
SEA @ MIA,L
MIA vs. SEA,W
MEM vs. HOU,L
HOU @ MEM,W
NOK vs. GSW,W
GSW @ NOK,L
MIN @ LAL,L
LAL vs. MIN,W
CHI vs. MIL,W
MIL @ CHI,L
MIN @ SAC,L
SAC vs. MIN,W
ORL vs. WAS,W
WAS @ ORL,L
GSW @ DAL,W
DAL vs. GSW,L
LAC vs. POR,W
POR @ LAC,L
SAS @ NYK,W
NYK vs. SAS,L
UTA vs. DET,W
DET @ UTA,L
SEA vs. LAL,W
LAL @ SEA,L
TOR vs. SAS,L
SAS @ TOR,W
HOU @ NOK,L
NOK vs. HOU,W
ATL vs. ORL,W
ORL @ ATL,L
PHI vs. MIA,W
MIA @ PHI,L
CLE @ CHA,L
CHA vs. CLE,W
WAS vs. BOS,W
BOS @ WAS,L
SAC @ MIL,L
MIL vs. SAC,W
GSW @ UTA,L
UTA vs. GSW,W
POR vs. MIN,W
MIN @ POR,L
MEM @ DET,L
DET vs. MEM,W
HOU vs. DAL,W
DAL @ HOU,L
LAC vs. PHX,W
PHX @ LAC,L
NYK vs. IND,L
IND @ NYK,W
MEM vs. CHA,W
CHA @ MEM,L
TOR vs. MIL,W
MIL @ TOR,L
DEN vs. MIN,L
MIN @ DEN,W
ATL vs. NYK,W
NYK @ ATL,L
NOK @ IND,W
IND vs. NOK,L
MIA vs. NJN,W
NJN @ MIA,L
ORL vs. PHI,L
PHI @ ORL,W
BOS vs. DET,L
DET @ BOS,W
PHX vs. UTA,L
UTA @ PHX,W
SAC @ CHI,W
CHI vs. SAC,L
SEA @ LAL,L
LAL vs. SEA,W
SAS vs. CLE,L
CLE @ SAS,W
GSW vs. POR,W
POR @ GSW,L
LAC vs. DEN,W
DEN @ LAC,L
SAS @ DAL,W
DAL vs. SAS,L
UTA vs. HOU,W
HOU @ UTA,L
NJN vs. TOR,W
TOR @ NJN,L
LAL @ GSW,W
GSW vs. LAL,L
NYK @ MEM,W
MEM vs. NYK,L
ORL vs. CHI,W
CHI @ ORL,L
SEA vs. POR,L
POR @ SEA,W
DET vs. MIL,L
MIL @ DET,W
ATL @ PHI,L
PHI vs. ATL,W
SAC @ MIN,L
MIN vs. SAC,W
NOK @ BOS,W
BOS vs. NOK,L
LAC @ PHX,L
PHX vs. LAC,W
WAS @ CLE,L
CLE vs. WAS,W
IND @ CHA,W
CHA vs. IND,L
MIA vs. CHI,L
CHI @ MIA,W
LAL vs. PHX,W
