MATCH UP,W/L
TOR vs. ATL,L
ATL @ TOR,W
SAC vs. LAL,L
LAL @ SAC,W
MIA vs. NOH,L
NOH @ MIA,W
NYK @ CHI,L
CHI vs. NYK,W
NJN vs. PHI,W
PHI @ NJN,L
NYK @ TOR,W
TOR vs. NYK,L
UTA @ NOH,W
NOH vs. UTA,L
PHX @ DAL,L
DAL vs. PHX,W
GSW @ SAC,W
SAC vs. GSW,L
POR @ HOU,L
HOU vs. POR,W
MIN vs. DEN,L
DEN @ MIN,W
OKC vs. IND,L
IND @ OKC,W
DET vs. CHA,W
CHA @ DET,L
LAL vs. LAC,W
LAC @ LAL,L
SAS @ CLE,L
CLE vs. SAS,W
MEM @ MIL,W
MIL vs. MEM,L
TOR @ NYK,W
NYK vs. TOR,L
MIA @ WAS,W
WAS vs. MIA,L
ATL vs. ORL,L
ORL @ ATL,W
DEN vs. LAC,W
LAC @ DEN,L
CHI vs. NJN,W
NJN @ CHI,L
PHI vs. DET,W
DET @ PHI,L
MIA @ CHA,W
CHA vs. MIA,L
NOH @ GSW,L
GSW vs. NOH,W
MEM vs. DAL,W
DAL @ MEM,L
UTA vs. MIN,L
MIN @ UTA,W
IND vs. SAS,L
SAS @ IND,W
SAC @ PHX,L
PHX vs. SAC,W
POR @ OKC,W
OKC vs. POR,L
CLE @ ORL,L
ORL vs. CLE,W
ATL @ BOS,L
BOS vs. ATL,W
LAL vs. HOU,W
HOU @ LAL,L
CLE @ WAS,L
WAS vs. CLE,W
MIL @ PHI,L
PHI vs. MIL,W
DEN vs. UTA,W
UTA @ DEN,L
GSW vs. SAC,W
SAC @ GSW,L
DET @ NJN,L
NJN vs. DET,W
MIA @ DAL,L
DAL vs. MIA,W
NOH @ LAC,W
LAC vs. NOH,L
MEM vs. WAS,W
WAS @ MEM,L
MIL vs. LAL,L
LAL @ MIL,W
HOU @ PHX,L
PHX vs. HOU,W
ORL vs. TOR,L
TOR @ ORL,W
CHA @ BOS,L
BOS vs. CHA,W
DAL @ MIN,W
MIN vs. DAL,L
POR vs. UTA,W
UTA @ POR,L
IND vs. CHI,W
CHI @ IND,L
NOH @ SAC,W
SAC vs. NOH,L
OKC @ SAS,W
SAS vs. OKC,L
LAL @ CHA,L
CHA vs. LAL,W
NYK @ DEN,L
DEN vs. NYK,W
CLE vs. DET,W
DET @ CLE,L
ATL @ PHI,L
PHI vs. ATL,W
MEM @ GSW,W
GSW vs. MEM,L
NJN vs. MIL,L
MIL @ NJN,W
NYK @ UTA,L
UTA vs. NYK,W
MIA vs. ORL,L
ORL @ MIA,W
DET vs. PHI,W
PHI @ DET,L
SAS @ NOH,L
NOH vs. SAS,W
MIN vs. NJN,W
NJN @ MIN,L
WAS @ IND,L
IND vs. WAS,W
SAC vs. PHX,W
PHX @ SAC,L
TOR vs. CHI,W
CHI @ TOR,L
OKC @ BOS,L
BOS vs. OKC,W
DAL @ CLE,L
CLE vs. DAL,W
ATL vs. LAL,W
LAL @ ATL,L
POR vs. MEM,W
MEM @ POR,L
DET @ WAS,W
WAS vs. DET,L
HOU vs. LAC,W
LAC @ HOU,L
PHX @ UTA,L
UTA vs. PHX,W
NYK @ CHA,L
CHA vs. NYK,W
GSW @ DEN,L
DEN vs. GSW,W
IND @ CHI,L
CHI vs. IND,W
MIL @ MIA,L
MIA vs. MIL,W
DEN @ DAL,W
DAL vs. DEN,L
TOR vs. OKC,W
OKC @ TOR,L
LAL @ NJN,W
NJN vs. LAL,L
LAC @ SAS,L
SAS vs. LAC,W
MEM @ SAC,W
SAC vs. MEM,L
NOH @ NYK,L
NYK vs. NOH,W
ORL vs. MIL,W
MIL @ ORL,L
BOS @ ATL,W
ATL vs. BOS,L
MIN @ CLE,L
CLE vs. MIN,W
PHI vs. CHA,L
CHA @ PHI,W
LAL @ DET,W
DET vs. LAL,L
POR vs. PHX,W
PHX @ POR,L
CHI vs. MIA,W
MIA @ CHI,L
NYK vs. LAC,L
LAC @ NYK,W
GSW @ DAL,L
DAL vs. GSW,W
MIL @ TOR,L
TOR vs. MIL,W
DEN @ NOH,W
NOH vs. DEN,L
IND vs. MIA,W
MIA @ IND,L
UTA @ PHX,L
PHX vs. UTA,W
CHA @ WAS,L
WAS vs. CHA,W
CLE vs. NJN,W
NJN @ CLE,L
ORL vs. BOS,W
BOS @ ORL,L
MIN @ PHI,L
PHI vs. MIN,W
ATL vs. SAS,L
SAS @ ATL,W
UTA vs. HOU,W
HOU @ UTA,L
LAL @ OKC,W
OKC vs. LAL,L
SAS vs. GSW,W
GSW @ SAS,L
CHI vs. DET,W
DET @ CHI,L
PHX vs. DEN,W
DEN @ PHX,L
ORL @ NYK,W
NYK vs. ORL,L
PHI @ POR,W
POR vs. PHI,L
WAS vs. CHI,L
CHI @ WAS,W
LAC @ BOS,L
BOS vs. LAC,W
ATL vs. MIN,W
MIN @ ATL,L
MIA vs. MEM,W
MEM @ MIA,L
CLE @ NJN,W
NJN vs. CLE,L
MIN vs. OKC,L
OKC @ MIN,W
NOH vs. GSW,W
GSW @ NOH,L
DET vs. MIA,L
MIA @ DET,W
PHI @ SAC,W
SAC vs. PHI,L
LAC @ TOR,L
TOR vs. LAC,W
SAS vs. HOU,L
HOU @ SAS,W
PHX vs. WAS,W
WAS @ PHX,L
IND @ CHA,W
CHA vs. IND,L
MEM vs. BOS,L
BOS @ MEM,W
MIL vs. POR,L
POR @ MIL,W
CHI vs. LAL,L
LAL @ CHI,W
ORL vs. NYK,W
NYK @ ORL,L
ATL @ CLE,L
CLE vs. ATL,W
HOU vs. MIN,W
MIN @ HOU,L
MIA @ NJN,L
NJN vs. MIA,W
PHI @ GSW,L
GSW vs. PHI,W
MEM @ NOH,L
NOH vs. MEM,W
DAL @ IND,W
IND vs. DAL,L
BOS @ SAS,W
SAS vs. BOS,L
NYK vs. SAC,L
SAC @ NYK,W
DET vs. LAC,W
LAC @ DET,L
UTA @ OKC,W
OKC vs. UTA,L
CHA @ TOR,W
TOR vs. CHA,L
WAS @ DEN,L
DEN vs. WAS,W
ATL vs. DAL,W
DAL @ ATL,L
CLE vs. POR,W
POR @ CLE,L
LAL vs. GSW,W
GSW @ LAL,L
NOH vs. MIN,W
MIN @ NOH,L
SAC @ CHA,L
CHA vs. SAC,W
PHI @ PHX,L
PHX vs. PHI,W
DEN @ MEM,W
MEM vs. DEN,L
OKC vs. CHI,L
CHI @ OKC,W
IND vs. POR,L
POR @ IND,W
DET @ HOU,L
HOU vs. DET,W
NYK vs. NJN,L
NJN @ NYK,W
LAC vs. WAS,W
WAS @ LAC,L
MIL vs. ORL,L
ORL @ MIL,W
BOS vs. MIA,W
MIA @ BOS,L
SAS vs. MIN,W
MIN @ SAS,L
UTA vs. WAS,W
WAS @ UTA,L
LAC @ GSW,L
GSW vs. LAC,W
DET @ DAL,L
DAL vs. DET,W
PHI @ LAL,W
LAL vs. PHI,L
BOS @ CHI,L
CHI vs. BOS,W
ATL vs. SAC,W
SAC @ ATL,L
CLE vs. ORL,W
ORL @ CLE,L
NOH vs. HOU,L
HOU @ NOH,W
TOR @ CHA,L
CHA vs. TOR,W
POR @ MEM,W
MEM vs. POR,L
OKC vs. SAS,W
SAS @ OKC,L
DEN vs. NJN,W
NJN @ DEN,L
LAC vs. NJN,W
NJN @ LAC,L
IND @ TOR,L
TOR vs. IND,W
SAC @ WAS,L
WAS vs. SAC,W
BOS @ MIL,L
MIL vs. BOS,W
DET vs. MEM,L
MEM @ DET,W
GSW vs. PHX,L
PHX @ GSW,W
ATL vs. POR,W
POR @ ATL,L
LAL vs. DAL,W
DAL @ LAL,L
NYK @ CLE,L
CLE vs. NYK,W
UTA @ ORL,L
ORL vs. UTA,W
MIA @ PHI,L
PHI vs. MIA,W
CHA @ MIN,L
MIN vs. CHA,W
SAS @ HOU,W
HOU vs. SAS,L
PHX vs. OKC,W
OKC @ PHX,L
DEN vs. LAC,W
LAC @ DEN,L
CHI vs. NOH,W
NOH @ CHI,L
MIA vs. UTA,W
UTA @ MIA,L
MIL vs. NOH,L
NOH @ MIL,W
TOR vs. DET,L
DET @ TOR,W
GSW vs. DAL,W
DAL @ GSW,L
CHA vs. HOU,L
HOU @ CHA,W
NJN @ POR,L
POR vs. NJN,W
WAS vs. ORL,L
ORL @ WAS,W
CLE @ SAC,W
SAC vs. CLE,L
MIN vs. NYK,L
NYK @ MIN,W
MEM @ BOS,L
BOS vs. MEM,W
ATL vs. IND,W
IND @ ATL,L
PHI vs. CHI,W
CHI @ PHI,L
SAS vs. LAL,L
LAL @ SAS,W
PHX vs. CLE,L
CLE @ PHX,W
NJN @ GSW,L
GSW vs. NJN,W
NOH @ WAS,W
WAS vs. NOH,L
MIN vs. MEM,W
MEM @ MIN,L
LAL @ HOU,W
HOU vs. LAL,L
DAL @ POR,W
POR vs. DAL,L
DET vs. NYK,L
NYK @ DET,W
MIA vs. BOS,W
BOS @ MIA,L
UTA @ ATL,L
ATL vs. UTA,W
DEN vs. OKC,W
OKC @ DEN,L
ORL vs. CHI,W
CHI @ ORL,L
TOR @ PHI,L
PHI vs. TOR,W
IND vs. UTA,L
UTA @ IND,W
OKC @ SAC,W
SAC vs. OKC,L
NYK @ MIL,W
MIL vs. NYK,L
CHA @ SAS,L
SAS vs. CHA,W
PHX vs. DAL,L
DAL @ PHX,W
CLE @ LAC,W
LAC vs. CLE,L
DET vs. ORL,W
ORL @ DET,L
MIN vs. WAS,L
WAS @ MIN,W
POR vs. LAL,W
LAL @ POR,L
HOU @ DEN,W
DEN vs. HOU,L
CHI @ MIA,L
MIA vs. CHI,W
NOH @ ATL,L
ATL vs. NOH,W
NYK @ NJN,L
NJN vs. NYK,W
DEN @ SAC,L
SAC vs. DEN,W
TOR vs. UTA,L
UTA @ TOR,W
HOU vs. MEM,W
MEM @ HOU,L
PHI @ OKC,L
OKC vs. PHI,W
SAS vs. PHX,W
PHX @ SAS,L
ORL @ BOS,W
BOS vs. ORL,L
POR vs. MIN,W
MIN @ POR,L
CHA @ NYK,W
NYK vs. CHA,L
WAS @ DAL,L
DAL vs. WAS,W
LAC vs. IND,L
IND @ LAC,W
PHI @ MEM,W
MEM vs. PHI,L
OKC @ NOH,L
NOH vs. OKC,W
GSW @ MIL,L
MIL vs. GSW,W
DET @ ATL,L
ATL vs. DET,W
MIA @ CLE,L
CLE vs. MIA,W
SAS vs. WAS,W
WAS @ SAS,L
MIA @ TOR,W
TOR vs. MIA,L
ATL @ CHA,L
CHA vs. ATL,W
DEN @ UTA,L
UTA vs. DEN,W
DET vs. GSW,W
GSW @ DET,L
PHX @ HOU,L
HOU vs. PHX,W
MIL @ CHI,L
CHI vs. MIL,W
MIN @ LAL,L
LAL vs. MIN,W
CLE @ BOS,L
BOS vs. CLE,W
NJN @ ORL,L
ORL vs. NJN,W
DAL @ NOH,L
NOH vs. DAL,W
POR @ DEN,L
DEN vs. POR,W
MEM @ LAC,W
LAC vs. MEM,L
WAS @ OKC,L
OKC vs. WAS,W
HOU @ UTA,L
UTA vs. HOU,W
BOS @ NJN,W
NJN vs. BOS,L
SAS @ DAL,L
DAL vs. SAS,W
IND @ POR,L
POR vs. IND,W
ATL @ NYK,L
NYK vs. ATL,W
GSW @ CHI,L
CHI vs. GSW,W
CLE vs. MIL,W
MIL @ CLE,L
MIA vs. PHX,W
PHX @ MIA,L
DEN @ DET,L
DET vs. DEN,W
TOR @ HOU,L
HOU vs. TOR,W
CHI @ CHA,L
CHA vs. CHI,W
MIL vs. NJN,L
NJN @ MIL,W
MIN vs. GSW,L
GSW @ MIN,W
IND @ SAC,W
SAC vs. IND,L
MEM @ LAL,L
LAL vs. MEM,W
ORL vs. PHX,W
PHX @ ORL,L
DAL @ OKC,L
OKC vs. DAL,W
LAC vs. SAS,L
SAS @ LAC,W
ATL @ WAS,W
WAS vs. ATL,L
MIA vs. CLE,L
CLE @ MIA,W
NOH @ PHI,W
PHI vs. NOH,L
POR vs. SAS,W
SAS @ POR,L
PHX vs. LAL,W
LAL @ PHX,L
DEN @ IND,L
IND vs. DEN,W
TOR @ DAL,L
DAL vs. TOR,W
GSW vs. UTA,L
UTA @ GSW,W
NJN vs. NOH,L
NOH @ NJN,W
HOU @ MIN,W
MIN vs. HOU,L
ATL vs. CLE,L
CLE @ ATL,W
BOS vs. DET,L
DET @ BOS,W
LAC vs. CHA,L
CHA @ LAC,W
WAS @ MIL,L
MIL vs. WAS,W
SAC @ UTA,L
UTA vs. SAC,W
MEM vs. OKC,L
OKC @ MEM,W
CHI vs. HOU,W
HOU @ CHI,L
MIA vs. NYK,W
NYK @ MIA,L
ORL @ PHI,W
PHI vs. ORL,L
LAC @ SAC,L
SAC vs. LAC,W
MIN vs. POR,L
POR @ MIN,W
PHX vs. TOR,W
TOR @ PHX,L
GSW vs. CHA,L
CHA @ GSW,W
DAL vs. OKC,W
OKC @ DAL,L
CHI @ WAS,L
WAS vs. CHI,W
NYK vs. PHI,L
PHI @ NYK,W
MIL @ NOH,L
NOH vs. MIL,W
DET @ ORL,W
ORL vs. DET,L
BOS vs. IND,W
IND @ BOS,L
LAL @ DEN,L
DEN vs. LAL,W
MIA @ ATL,L
ATL vs. MIA,W
SAS vs. CLE,L
CLE @ SAS,W
HOU vs. CLE,W
CLE @ HOU,L
PHX @ LAL,L
LAL vs. PHX,W
SAC vs. CHA,L
CHA @ SAC,W
MIN vs. UTA,L
UTA @ MIN,W
SAS vs. POR,W
POR @ SAS,L
CHI @ NJN,L
NJN vs. CHI,W
LAC vs. BOS,W
BOS @ LAC,L
DET @ NOH,L
NOH vs. DET,W
IND vs. MEM,W
MEM @ IND,L
MIL @ DAL,L
DAL vs. MIL,W
PHI @ WAS,W
WAS vs. PHI,L
ORL @ NYK,W
NYK vs. ORL,L
DEN vs. ATL,W
ATL @ DEN,L
CHA @ PHX,L
PHX vs. CHA,W
POR @ HOU,L
HOU vs. POR,W
OKC vs. LAL,L
LAL @ OKC,W
SAS vs. DAL,W
DAL @ SAS,L
MIN @ TOR,L
TOR vs. MIN,W
MIA vs. DET,W
DET @ MIA,L
CLE vs. MEM,W
MEM @ CLE,L
CHI vs. ORL,W
ORL @ CHI,L
UTA vs. ATL,W
ATL @ UTA,L
IND @ NYK,L
NYK vs. IND,W
SAC vs. NOH,L
NOH @ SAC,W
LAC vs. GSW,W
GSW @ LAC,L
NJN vs. PHI,W
PHI @ NJN,L
BOS @ DEN,W
DEN vs. BOS,L
MIN vs. LAL,L
LAL @ MIN,W
BOS @ PHX,W
PHX vs. BOS,L
IND vs. CHI,W
CHI @ IND,L
CHA @ HOU,L
HOU vs. CHA,W
MIL vs. DEN,W
DEN @ MIL,L
LAC @ POR,L
POR vs. LAC,W
NYK @ TOR,L
TOR vs. NYK,W
ORL vs. MIA,W
MIA @ ORL,L
CLE vs. DET,W
DET @ CLE,L
DAL vs. SAC,W
SAC @ DAL,L
NOH @ UTA,L
UTA vs. NOH,W
OKC @ GSW,L
GSW vs. OKC,W
WAS vs. SAS,L
SAS @ WAS,W
MIA vs. PHI,W
PHI @ MIA,L
OKC @ PHX,L
PHX vs. OKC,W
MIN vs. IND,L
IND @ MIN,W
DAL @ HOU,L
HOU vs. DAL,W
TOR @ NYK,L
NYK vs. TOR,W
POR vs. ATL,W
ATL @ POR,L
WAS @ NJN,W
NJN vs. WAS,L
CHA vs. ORL,L
ORL @ CHA,W
MIL vs. CLE,L
CLE @ MIL,W
MEM vs. SAC,L
SAC @ MEM,W
NOH @ LAL,L
LAL vs. NOH,W
CHI vs. DEN,W
DEN @ CHI,L
SAS @ DET,W
DET vs. SAS,L
BOS @ UTA,L
UTA vs. BOS,W
DAL vs. NJN,W
NJN @ DAL,L
CLE @ TOR,W
TOR vs. CLE,L
LAL @ GSW,W
GSW vs. LAL,L
ORL @ NOH,L
NOH vs. ORL,W
MEM @ POR,L
POR vs. MEM,W
ATL @ SAC,W
SAC vs. ATL,L
MIL vs. CHI,L
CHI @ MIL,W
LAC vs. PHX,L
PHX @ LAC,W
IND @ CHA,L
CHA vs. IND,W
MIN @ MIA,W
MIA vs. MIN,L
DEN @ PHI,W
PHI vs. DEN,L
NJN @ HOU,L
HOU vs. NJN,W
NYK vs. SAS,W
SAS @ NYK,L
LAC @ PHX,L
PHX vs. LAC,W
WAS vs. MIN,W
MIN @ WAS,L
MEM @ UTA,L
UTA vs. MEM,W
DET vs. MIL,L
MIL @ DET,W
OKC vs. NOH,L
NOH @ OKC,W
IND vs. PHI,W
PHI @ IND,L
ORL vs. CHA,W
CHA @ ORL,L
ATL @ LAL,L
LAL vs. ATL,W
POR @ GSW,L
GSW vs. POR,W
BOS @ DAL,W
DAL vs. BOS,L
CHI vs. MIA,L
MIA @ CHI,W
NYK @ LAC,L
LAC vs. NYK,W
MIL vs. IND,W
IND @ MIL,L
LAL @ UTA,L
UTA vs. LAL,W
SAS @ TOR,L
TOR vs. SAS,W
NOH vs. BOS,L
BOS @ NOH,W
SAC @ HOU,L
HOU vs. SAC,W
POR vs. OKC,W
OKC @ POR,L
DET vs. ATL,L
ATL @ DET,W
WAS @ CHA,L
CHA vs. WAS,W
CLE vs. PHX,W
PHX @ CLE,L
DEN @ ORL,W
ORL vs. DEN,L
MEM @ PHI,L
PHI vs. MEM,W
NJN vs. SAS,L
SAS @ NJN,W
SAC @ DAL,L
DAL vs. SAC,W
IND vs. CLE,W
CLE @ IND,L
GSW vs. NYK,W
NYK @ GSW,L
MIN vs. TOR,L
TOR @ MIN,W
CHI vs. DET,W
DET @ CHI,L
WAS @ ATL,L
ATL vs. WAS,W
OKC @ LAL,L
LAL vs. OKC,W
DEN @ MIA,W
MIA vs. DEN,L
MEM vs. NOH,W
NOH @ MEM,L
LAC @ CHA,L
CHA vs. LAC,W
MIL vs. HOU,W
HOU @ MIL,L
PHX @ PHI,L
PHI vs. PHX,W
GSW vs. UTA,W
UTA @ GSW,L
NYK @ POR,L
POR vs. NYK,W
SAC @ OKC,L
OKC vs. SAC,W
WAS vs. IND,W
IND @ WAS,L
MIN @ NOH,L
NOH vs. MIN,W
PHX @ DET,W
DET vs. PHX,L
CHA @ MIA,L
MIA vs. CHA,W
BOS vs. SAS,L
SAS @ BOS,W
CLE vs. LAL,L
LAL @ CLE,W
ORL vs. NJN,W
NJN @ ORL,L
MIL vs. DET,L
DET @ MIL,W
CHI @ DAL,L
DAL vs. CHI,W
DEN @ NJN,L
NJN vs. DEN,W
TOR @ MEM,L
MEM vs. TOR,W
MIN @ HOU,L
HOU vs. MIN,W
PHI vs. MIA,W
MIA @ PHI,L
LAC @ ATL,W
ATL vs. LAC,L
UTA @ SAC,W
SAC vs. UTA,L
NYK vs. BOS,L
BOS @ NYK,W
GSW @ PHX,L
PHX vs. GSW,W
MEM vs. LAC,L
LAC @ MEM,W
NOH vs. TOR,W
TOR @ NOH,L
OKC vs. POR,W
POR @ OKC,L
CHA vs. ATL,L
ATL @ CHA,W
WAS vs. DEN,L
DEN @ WAS,W
ORL @ IND,L
IND vs. ORL,W
UTA vs. DAL,W
DAL @ UTA,L
PHI vs. IND,W
IND @ PHI,L
BOS vs. LAL,L
LAL @ BOS,W
MIN vs. ATL,L
ATL @ MIN,W
TOR vs. LAL,L
LAL @ TOR,W
CHI @ NOH,W
NOH vs. CHI,L
WAS vs. NJN,L
NJN @ WAS,W
DEN @ OKC,W
OKC vs. DEN,L
MIA @ DET,L
DET vs. MIA,W
DAL vs. POR,W
POR @ DAL,L
NYK vs. CLE,L
CLE @ NYK,W
GSW vs. PHX,W
PHX @ GSW,L
HOU @ MEM,L
MEM vs. HOU,W
ORL vs. LAC,W
LAC @ ORL,L
MIL @ NJN,L
NJN vs. MIL,W
HOU vs. CHI,W
CHI @ HOU,L
IND vs. MIN,L
MIN @ IND,W
BOS @ PHI,W
PHI vs. BOS,L
SAS @ DEN,L
DEN vs. SAS,W
TOR @ CLE,L
CLE vs. TOR,W
PHX vs. SAC,W
SAC @ PHX,L
CHA @ UTA,L
UTA vs. CHA,W
MEM @ WAS,W
WAS vs. MEM,L
GSW vs. SAS,L
SAS @ GSW,W
LAL @ NYK,W
NYK vs. LAL,L
NOH vs. POR,L
POR @ NOH,W
ORL vs. DAL,L
DAL @ ORL,W
LAC @ MIA,L
MIA vs. LAC,W
TOR vs. ORL,L
ORL @ TOR,W
DET vs. CLE,L
CLE @ DET,W
OKC @ SAC,L
SAC vs. OKC,W
BOS vs. MIN,W
MIN @ BOS,L
UTA @ POR,L
POR vs. UTA,W
LAC @ WAS,L
WAS vs. LAC,W
GSW @ HOU,L
HOU vs. GSW,W
NYK @ IND,W
IND vs. NYK,L
ATL @ MIL,L
MIL vs. ATL,W
NOH @ SAS,L
SAS vs. NOH,W
PHX vs. CHI,L
CHI @ PHX,W
LAL @ MEM,W
MEM vs. LAL,L
NJN @ PHI,W
PHI vs. NJN,L
DAL @ MIA,W
MIA vs. DAL,L
SAC vs. CHI,L
CHI @ SAC,W
DET vs. BOS,L
BOS @ DET,W
MIN vs. LAL,L
LAL @ MIN,W
MIA @ IND,L
IND vs. MIA,W
UTA vs. OKC,W
OKC @ UTA,L
MIL @ TOR,W
TOR vs. MIL,L
GSW @ NOH,W
NOH vs. GSW,L
CLE vs. LAC,W
LAC @ CLE,L
DEN vs. CHA,W
CHA @ DEN,L
WAS @ PHI,L
PHI vs. WAS,W
NJN @ ATL,L
ATL vs. NJN,W
SAS @ PHX,W
PHX vs. SAS,L
CLE @ ORL,L
ORL vs. CLE,W
DAL vs. GSW,W
GSW @ DAL,L
ATL @ NYK,L
NYK vs. ATL,W
POR vs. CHA,W
CHA @ POR,L
DET @ MIN,W
MIN vs. DET,L
MIL @ IND,L
IND vs. MIL,W
LAC vs. CHI,L
CHI @ LAC,W
DEN @ NOH,L
NOH vs. DEN,W
OKC vs. MEM,W
MEM @ OKC,L
HOU vs. PHI,L
PHI @ HOU,W
NJN vs. TOR,L
TOR @ NJN,W
SAC @ BOS,L
BOS vs. SAC,W
MIA vs. WAS,W
WAS @ MIA,L
DEN @ MEM,W
MEM vs. DEN,L
SAS @ UTA,W
UTA vs. SAS,L
CHA @ LAL,W
LAL vs. CHA,L
SAC @ CLE,L
CLE vs. SAC,W
IND @ ORL,L
ORL vs. IND,W
LAC vs. POR,L
POR @ LAC,W
NYK vs. HOU,W
HOU @ NYK,L
MIL vs. MIN,L
MIN @ MIL,W
PHI @ NOH,L
NOH vs. PHI,W
OKC vs. NJN,W
NJN @ OKC,L
WAS vs. PHX,L
PHX @ WAS,W
ATL @ MIA,L
MIA vs. ATL,W
CHA @ IND,L
IND vs. CHA,W
CHI @ MIN,L
MIN vs. CHI,W
LAC @ GSW,L
GSW vs. LAC,W
TOR vs. SAC,W
SAC @ TOR,L
HOU @ DET,W
DET vs. HOU,L
BOS vs. DAL,W
DAL @ BOS,L
LAL vs. SAS,W
SAS @ LAL,L
DEN vs. UTA,W
UTA @ DEN,L
PHX @ ATL,W
ATL vs. PHX,L
NJN @ MEM,W
MEM vs. NJN,L
MIL vs. SAC,W
SAC @ MIL,L
UTA vs. CLE,L
CLE @ UTA,W
POR vs. WAS,W
WAS @ POR,L
ORL @ MIA,L
MIA vs. ORL,W
PHI vs. NYK,W
NYK @ PHI,L
DET vs. DAL,L
DAL @ DET,W
SAS vs. NJN,W
NJN @ SAS,L
IND vs. HOU,W
HOU @ IND,L
CLE @ GSW,W
GSW vs. CLE,L
LAC vs. OKC,W
OKC @ LAC,L
MEM @ NYK,L
NYK vs. MEM,W
NOH @ MIN,L
MIN vs. NOH,W
PHX @ CHA,L
CHA vs. PHX,W
CHI vs. TOR,L
TOR @ CHI,W
ATL vs. MIL,W
MIL @ ATL,L
BOS @ ORL,W
ORL vs. BOS,L
WAS @ LAL,L
LAL vs. WAS,W
GSW vs. OKC,L
OKC @ GSW,W
DAL @ MIL,L
MIL vs. DAL,W
LAL @ LAC,W
LAC vs. LAL,L
NOH vs. NJN,W
NJN @ NOH,L
CHA vs. MEM,W
MEM @ CHA,L
UTA @ HOU,L
HOU vs. UTA,W
TOR @ DET,L
DET vs. TOR,W
POR vs. CLE,L
CLE @ POR,W
SAC vs. WAS,L
WAS @ SAC,W
NYK vs. PHX,W
PHX @ NYK,L
MIA vs. BOS,L
BOS @ MIA,W
MIN @ UTA,L
UTA vs. MIN,W
SAS vs. IND,W
IND @ SAS,L
CHI vs. ATL,L
ATL @ CHI,W
DEN vs. SAC,W
SAC @ DEN,L
MIL @ POR,L
