MATCH UP,W/L
LAC vs. PHX,W
DET @ BOS,L
BOS vs. DET,W
ORL @ SAS,L
SAS vs. ORL,W
NOH @ GSW,L
GSW vs. NOH,W
WAS vs. CHI,W
CHI @ WAS,L
NYK @ MIA,W
MIA vs. NYK,L
DAL @ LAL,L
LAL vs. DAL,W
SAS @ MEM,L
MEM vs. SAS,W
TOR vs. DET,L
DET @ TOR,W
MIN vs. BOS,W
BOS @ MIN,L
MIL vs. CHA,W
CHA @ MIL,L
ATL vs. CLE,W
CLE @ ATL,L
POR @ UTA,L
UTA vs. POR,W
HOU vs. ORL,W
ORL @ HOU,L
IND @ LAC,W
LAC vs. IND,L
WAS vs. TOR,W
TOR @ WAS,L
CLE @ NOH,L
NOH vs. CLE,W
BOS @ NYK,L
NYK vs. BOS,W
CHI vs. DET,W
DET @ CHI,L
MIA @ SAS,W
SAS vs. MIA,L
MIN vs. MEM,L
MEM @ MIN,W
LAL @ SAC,W
SAC vs. LAL,L
MIL vs. OKC,L
OKC @ MIL,W
CHI @ DAL,L
DAL vs. CHI,W
ORL @ ATL,L
ATL vs. ORL,W
BKN @ UTA,L
UTA vs. BKN,W
LAC @ HOU,L
HOU vs. LAC,W
PHX vs. IND,L
IND @ PHX,W
GSW vs. POR,W
POR @ GSW,L
CHA @ PHI,L
PHI vs. CHA,W
HOU @ MEM,L
MEM vs. HOU,W
MIA @ NOH,W
NOH vs. MIA,L
OKC @ MIN,L
MIN vs. OKC,W
BKN @ DEN,L
DEN vs. BKN,W
UTA @ POR,W
POR vs. UTA,L
TOR @ DET,W
DET vs. TOR,L
CLE vs. PHI,L
PHI @ CLE,W
ORL vs. WAS,W
WAS @ ORL,L
BOS vs. ATL,W
ATL @ BOS,L
NYK vs. CHA,W
CHA @ NYK,L
SAS vs. LAC,W
LAC @ SAS,L
LAL @ MIL,L
MIL vs. LAL,W
DAL vs. IND,L
IND @ DAL,W
SAC @ PHX,W
PHX vs. SAC,L
CHA vs. ORL,W
ORL @ CHA,L
WAS @ OKC,L
OKC vs. WAS,W
ATL @ TOR,W
TOR vs. ATL,L
LAC @ NOH,W
NOH vs. LAC,L
MIN vs. LAL,L
LAL @ MIN,W
UTA vs. PHX,W
PHX @ UTA,L
POR vs. BKN,L
BKN @ POR,W
BOS @ CLE,W
CLE vs. BOS,L
HOU vs. IND,L
IND @ HOU,W
NYK vs. MEM,W
MEM @ NYK,L
MIA @ CHI,L
CHI vs. MIA,W
DEN @ SAS,L
SAS vs. DEN,W
GSW vs. SAC,L
SAC @ GSW,W
MIL @ PHI,L
PHI vs. MIL,W
DAL vs. LAC,W
LAC @ DAL,L
DET vs. MIN,L
MIN @ DET,W
BOS vs. NYK,L
NYK @ BOS,W
MEM @ WAS,L
WAS vs. MEM,W
DEN @ NOH,L
NOH vs. DEN,W
PHI @ UTA,L
UTA vs. PHI,W
IND vs. ATL,W
ATL @ IND,L
ORL vs. MIA,L
MIA @ ORL,W
GSW vs. LAL,W
LAL @ GSW,L
OKC vs. POR,W
POR @ OKC,L
CHI @ MIN,W
MIN vs. CHI,L
PHI @ SAC,W
SAC vs. PHI,L
MIL vs. ATL,L
ATL @ MIL,W
UTA @ DAL,L
DAL vs. UTA,W
MIA vs. CHA,W
CHA @ MIA,L
HOU vs. SAS,W
SAS @ HOU,L
BKN @ PHX,W
PHX vs. BKN,L
CHA vs. DET,L
DET @ CHA,W
BOS @ MEM,L
MEM vs. BOS,W
DEN vs. SAC,W
SAC @ DEN,L
LAC vs. BKN,W
BKN @ LAC,L
NYK vs. TOR,W
TOR @ NYK,L
IND @ CHI,L
CHI vs. IND,W
WAS @ GSW,L
GSW vs. WAS,W
NYK @ TOR,W
TOR vs. NYK,L
MEM @ NOH,L
NOH vs. MEM,W
DAL vs. BOS,W
BOS @ DAL,L
ATL vs. POR,L
POR @ ATL,W
IND vs. MIL,W
MIL @ IND,L
MIA vs. DET,W
DET @ MIA,L
HOU vs. CLE,W
CLE @ HOU,L
OKC @ ORL,W
ORL vs. OKC,L
PHX vs. MIN,L
MIN @ PHX,W
WAS @ LAL,W
LAL vs. WAS,L
SAS vs. UTA,W
UTA @ SAS,L
PHI @ DEN,L
DEN vs. PHI,W
SAC vs. MIN,W
MIN @ SAC,L
CHI vs. POR,L
POR @ CHI,W
CHA vs. TOR,W
TOR @ CHA,L
OKC @ MEM,L
MEM vs. OKC,W
NOH vs. BOS,W
BOS @ NOH,L
BKN @ DAL,W
DAL vs. BKN,L
ATL vs. MIL,W
MIL @ ATL,L
HOU vs. UTA,W
UTA @ HOU,L
CLE vs. MIA,L
MIA @ CLE,W
PHI @ LAC,L
LAC vs. PHI,W
PHX vs. WAS,L
WAS @ PHX,W
ORL @ NYK,L
NYK vs. ORL,W
GSW @ SAS,L
SAS vs. GSW,W
OKC vs. DEN,L
DEN @ OKC,W
SAC vs. LAC,W
LAC @ SAC,L
POR @ MIL,L
MIL vs. POR,W
ORL @ IND,L
IND vs. ORL,W
WAS @ CHA,L
CHA vs. WAS,W
MEM vs. MIN,W
MIN @ MEM,L
GSW @ NOH,W
NOH vs. GSW,L
ATL vs. DAL,L
DAL @ ATL,W
NYK @ UTA,W
UTA vs. NYK,L
BKN @ DET,W
DET vs. BKN,L
CLE vs. IND,L
IND @ CLE,W
BOS vs. MIA,L
MIA @ BOS,W
PHX vs. LAL,W
LAL @ PHX,L
DEN @ CHI,W
CHI vs. DEN,L
POR @ PHI,L
PHI vs. POR,W
MIA @ TOR,W
TOR vs. MIA,L
MIN vs. NOH,W
NOH @ MIN,L
ORL @ MIL,L
MIL vs. ORL,W
DAL vs. OKC,L
OKC @ DAL,W
HOU vs. GSW,L
GSW @ HOU,W
NYK @ LAC,L
LAC vs. NYK,W
BKN vs. ATL,L
ATL @ BKN,W
LAL vs. SAC,W
SAC @ LAL,L
WAS vs. PHX,W
PHX @ WAS,L
MEM @ UTA,L
UTA vs. MEM,W
DET @ POR,L
POR vs. DET,W
BOS vs. CHA,W
CHA @ BOS,L
SAS vs. CLE,W
CLE @ SAS,L
PHI vs. IND,W
IND @ PHI,L
ORL @ OKC,L
OKC vs. ORL,W
CHA @ TOR,L
TOR vs. CHA,W
WAS vs. NOH,W
NOH @ WAS,L
DEN vs. MEM,W
MEM @ DEN,L
MIA @ MIL,W
MIL vs. MIA,L
ATL vs. PHX,W
PHX @ ATL,L
DAL vs. CLE,W
CLE @ DAL,L
IND vs. LAL,L
LAL @ IND,W
MIN @ HOU,L
HOU vs. MIN,W
CHI @ GSW,W
GSW vs. CHI,L
NYK @ POR,L
POR vs. NYK,W
DAL @ SAS,L
SAS vs. DAL,W
UTA @ OKC,L
OKC vs. UTA,W
MIL @ WAS,L
WAS vs. MIL,W
DEN vs. NYK,W
NYK @ DEN,L
SAC vs. CHI,W
CHI @ SAC,L
ATL vs. LAL,W
LAL @ ATL,L
IND vs. MIN,W
MIN @ IND,L
PHX @ HOU,L
HOU vs. PHX,W
MEM @ LAC,W
LAC vs. MEM,L
TOR @ BOS,L
BOS vs. TOR,W
GSW vs. DET,W
DET @ GSW,L
PHI vs. MIA,L
MIA @ PHI,W
BOS @ CHA,L
CHA vs. BOS,W
SAS @ MIN,L
MIN vs. SAS,W
MIL vs. DAL,L
DAL @ MIL,W
ATL @ MIA,L
MIA vs. ATL,W
POR vs. MEM,L
MEM @ POR,W
CLE vs. WAS,W
WAS @ CLE,L
LAL @ ORL,W
ORL vs. LAL,L
NOH @ BKN,L
BKN vs. NOH,W
DET @ UTA,L
UTA vs. DET,W
PHX vs. DEN,L
DEN @ PHX,W
OKC @ SAS,L
SAS vs. OKC,W
NYK @ GSW,L
GSW vs. NYK,W
PHI vs. BKN,W
BKN @ PHI,L
OKC vs. BOS,W
BOS @ OKC,L
CLE @ TOR,L
TOR vs. CLE,W
POR @ NOH,L
NOH vs. POR,W
MIN vs. DAL,L
DAL @ MIN,W
MIL @ SAC,W
SAC vs. MIL,L
IND @ MIA,L
MIA vs. IND,W
ORL vs. PHI,W
PHI @ ORL,L
DET @ LAC,L
LAC vs. DET,W
CHI @ LAL,L
LAL vs. CHI,W
NOH @ MEM,L
MEM vs. NOH,W
WAS vs. CHA,W
CHA @ WAS,L
MIN @ DEN,L
DEN vs. MIN,W
BKN @ ATL,W
ATL vs. BKN,L
HOU @ PHX,L
PHX vs. HOU,W
UTA @ NYK,L
NYK vs. UTA,W
GSW vs. MIL,L
MIL @ GSW,W
CHA vs. OKC,L
OKC @ CHA,W
PHX @ SAC,L
SAC vs. PHX,W
PHI @ MIA,L
MIA vs. PHI,W
DET vs. DAL,L
DAL @ DET,W
CLE vs. MEM,L
MEM @ CLE,W
IND @ ORL,W
ORL vs. IND,L
ATL @ BOS,L
BOS vs. ATL,W
WAS @ BKN,L
BKN vs. WAS,W
CHI vs. UTA,W
UTA @ CHI,L
TOR @ LAL,L
LAL vs. TOR,W
SAS vs. POR,L
POR @ SAS,W
GSW vs. HOU,L
HOU @ GSW,W
DEN vs. LAC,W
LAC @ DEN,L
NYK vs. OKC,L
OKC @ NYK,W
BKN @ CHA,W
CHA vs. BKN,L
POR @ MEM,L
MEM vs. POR,W
NOH vs. LAL,L
LAL @ NOH,W
WAS @ MIN,L
MIN vs. WAS,W
HOU @ DAL,L
DAL vs. HOU,W
ATL vs. PHI,W
PHI @ ATL,L
IND vs. BOS,L
BOS @ IND,W
ORL @ MIA,L
MIA vs. ORL,W
NYK @ DET,W
DET vs. NYK,L
UTA @ CLE,L
CLE vs. UTA,W
MIL @ LAC,L
LAC vs. MIL,W
PHX vs. TOR,L
TOR @ PHX,W
SAS vs. CHI,W
CHI @ SAS,L
GSW vs. SAC,W
SAC @ GSW,L
OKC vs. LAL,W
LAL @ OKC,L
DEN @ SAC,W
SAC vs. DEN,L
BOS @ PHI,W
PHI vs. BOS,L
ORL @ NOH,W
NOH vs. ORL,L
MIN vs. MIA,L
MIA @ MIN,W
ATL @ DEN,L
DEN vs. ATL,W
UTA @ MIL,L
MIL vs. UTA,W
CHA @ POR,L
POR vs. CHA,W
CLE vs. NYK,L
NYK @ CLE,W
TOR @ GSW,L
GSW vs. TOR,W
PHI @ WAS,L
WAS vs. PHI,W
CHA @ SAC,L
SAC vs. CHA,W
IND vs. CHI,W
CHI @ IND,L
DAL @ HOU,L
HOU vs. DAL,W
MEM @ ORL,W
ORL vs. MEM,L
OKC @ LAC,W
LAC vs. OKC,L
MIA @ NYK,W
NYK vs. MIA,L
LAL vs. ATL,W
ATL @ LAL,L
DET @ SAS,L
SAS vs. DET,W
MIL vs. TOR,W
TOR @ MIL,L
POR vs. MIN,W
MIN @ POR,L
BKN @ CHI,L
CHI vs. BKN,W
GSW @ PHI,L
PHI vs. GSW,W
IND @ TOR,W
TOR vs. IND,L
WAS vs. NYK,L
NYK @ WAS,W
NOH vs. DET,W
DET @ NOH,L
DEN vs. OKC,W
OKC @ DEN,L
UTA vs. CHA,W
CHA @ UTA,L
MEM @ MIA,L
MIA vs. MEM,W
LAC @ CLE,W
CLE vs. LAC,L
ORL vs. HOU,L
HOU @ ORL,W
GSW @ BOS,L
BOS vs. GSW,W
DAL @ BKN,W
BKN vs. DAL,L
PHX vs. ATL,W
ATL @ PHX,L
SAS vs. SAC,W
SAC @ SAS,L
LAC @ IND,W
IND vs. LAC,L
PHI @ CHI,L
CHI vs. PHI,W
MIN @ LAL,L
LAL vs. MIN,W
NOH @ OKC,L
OKC vs. NOH,W
MEM vs. DAL,W
DAL @ MEM,L
WAS vs. DET,L
DET @ WAS,W
UTA vs. ATL,L
ATL @ UTA,W
DEN @ POR,W
POR vs. DEN,L
MIL @ HOU,W
HOU vs. MIL,L
CLE vs. TOR,W
TOR @ CLE,L
ORL vs. SAC,L
SAC @ ORL,W
NYK vs. GSW,W
GSW @ NYK,L
SAS vs. PHX,L
PHX @ SAS,W
BKN @ NOH,W
NOH vs. BKN,L
MIL @ DAL,W
DAL vs. MIL,L
GSW @ IND,L
IND vs. GSW,W
MIA vs. SAC,W
SAC @ MIA,L
CHA @ LAC,L
LAC vs. CHA,W
MIN @ PHX,L
PHX vs. MIN,W
CHI vs. CLE,L
CLE @ CHI,W
PHI vs. ORL,L
ORL @ PHI,W
WAS @ TOR,W
TOR vs. WAS,L
DEN vs. LAL,W
LAL @ DEN,L
BOS @ UTA,W
UTA vs. BOS,L
ATL @ DET,W
DET vs. ATL,L
OKC vs. CHI,W
CHI @ OKC,L
SAC @ NOH,L
NOH vs. SAC,W
MIN vs. GSW,L
GSW @ MIN,W
DAL vs. LAL,L
LAL @ DAL,W
BOS @ POR,L
POR vs. BOS,W
CLE @ MIA,L
MIA vs. CLE,W
MEM @ BKN,W
BKN vs. MEM,L
PHX vs. SAS,L
SAS @ PHX,W
NYK vs. PHI,W
PHI @ NYK,L
DEN @ CHA,W
CHA vs. DEN,L
WAS vs. HOU,W
HOU @ WAS,L
ATL @ MIL,W
MIL vs. ATL,L
IND @ DET,W
DET vs. IND,L
CLE @ ORL,W
ORL vs. CLE,L
UTA @ LAC,L
LAC vs. UTA,W
PHI vs. MIA,L
MIA @ PHI,W
CHI @ CHA,W
CHA vs. CHI,L
MIN @ OKC,L
OKC vs. MIN,W
ORL @ MEM,L
MEM vs. ORL,W
TOR vs. NYK,W
NYK @ TOR,L
WAS vs. DEN,W
DEN @ WAS,L
DAL @ NOH,W
NOH vs. DAL,L
ATL vs. SAC,W
SAC @ ATL,L
DET @ IND,L
IND vs. DET,W
BKN vs. HOU,L
HOU @ BKN,W
BOS @ PHX,W
PHX vs. BOS,L
LAL vs. POR,W
POR @ LAL,L
SAS @ GSW,L
GSW vs. SAS,W
SAS @ LAC,W
LAC vs. SAS,L
CHI vs. MIA,L
MIA @ CHI,W
DET @ CHA,W
CHA vs. DET,L
TOR vs. MEM,L
MEM @ TOR,W
MIN vs. PHI,W
PHI @ MIN,L
MIL vs. BKN,L
BKN @ MIL,W
ORL @ DAL,L
DAL vs. ORL,W
MIA @ ATL,W
ATL vs. MIA,L
IND vs. NYK,W
NYK @ IND,L
OKC @ HOU,L
HOU vs. OKC,W
NOH @ CLE,L
CLE vs. NOH,W
LAL vs. BOS,W
BOS @ LAL,L
PHX @ GSW,L
GSW vs. PHX,W
TOR @ WAS,W
WAS vs. TOR,L
CHI @ NOH,W
NOH vs. CHI,L
DEN vs. BOS,W
BOS @ DEN,L
SAS @ SAC,W
SAC vs. SAS,L
GSW @ UTA,L
UTA vs. GSW,W
POR vs. PHX,L
PHX @ POR,W
MEM @ DET,W
DET vs. MEM,L
CHA @ ORL,W
ORL vs. CHA,L
MIL @ BKN,L
BKN vs. MIL,W
OKC vs. MIA,L
MIA @ OKC,W
LAL vs. LAC,L
LAC @ LAL,W
POR @ NOH,L
NOH vs. POR,W
UTA @ MIN,W
MIN vs. UTA,L
PHI @ MIL,L
MIL vs. PHI,W
SAC @ DAL,L
DAL vs. SAC,W
IND vs. CHA,W
CHA @ IND,L
DET vs. WAS,W
WAS @ DET,L
SAS @ CLE,W
CLE vs. SAS,L
ATL @ ORL,W
ORL vs. ATL,L
LAC vs. HOU,W
HOU @ LAC,L
CHI @ BOS,L
BOS vs. CHI,W
DEN @ BKN,L
BKN vs. DEN,W
TOR @ NYK,W
NYK vs. TOR,L
MEM vs. SAC,W
SAC @ MEM,L
DEN @ TOR,L
TOR vs. DEN,W
UTA vs. OKC,W
OKC @ UTA,L
MIA vs. POR,W
POR @ MIA,L
LAL vs. PHX,W
PHX @ LAL,L
HOU @ GSW,W
GSW vs. HOU,L
BOS @ CHA,L
CHA vs. BOS,W
MIL vs. WAS,L
WAS @ MIL,W
ATL @ DAL,W
DAL vs. ATL,L
BKN @ IND,W
IND vs. BKN,L
DET vs. NOH,L
NOH @ DET,W
MIN @ CLE,W
CLE vs. MIN,L
SAS @ CHI,W
CHI vs. SAS,L
PHI vs. LAC,L
LAC @ PHI,W
MIN @ MEM,L
MEM vs. MIN,W
NOH @ TOR,L
TOR vs. NOH,W
HOU @ SAC,L
SAC vs. HOU,W
MIA vs. LAL,W
LAL @ MIA,L
POR @ ORL,L
ORL vs. POR,W
BOS vs. DEN,W
DEN @ BOS,L
SAS @ BKN,W
BKN vs. SAS,L
PHX vs. OKC,L
OKC @ PHX,W
NYK vs. LAC,L
LAC @ NYK,W
UTA @ SAC,L
SAC vs. UTA,W
MIL vs. DET,L
DET @ MIL,W
GSW @ DAL,L
DAL vs. GSW,W
CLE vs. DEN,L
DEN @ CLE,W
PHI vs. CHA,W
CHA @ PHI,L
LAL @ CHA,W
CHA vs. LAL,L
MEM vs. GSW,W
GSW @ MEM,L
PHX @ OKC,L
OKC vs. PHX,W
BKN @ WAS,L
WAS vs. BKN,W
MIN vs. NYK,L
NYK @ MIN,W
ATL vs. NOH,L
NOH @ ATL,W
IND vs. TOR,L
TOR @ IND,W
CHI @ UTA,W
UTA vs. CHI,L
LAC @ MIA,L
MIA vs. LAC,W
SAS @ DET,L
DET vs. SAS,W
HOU vs. POR,W
POR @ HOU,L
CLE vs. ORL,W
ORL @ CLE,L
CHI @ DEN,L
DEN vs. CHI,W
LAL @ BOS,L
BOS vs. LAL,W
SAS @ MIN,W
MIN vs. SAS,L
IND @ PHI,W
PHI vs. IND,L
GSW @ OKC,L
OKC vs. GSW,W
NYK @ WAS,L
WAS vs. NYK,W
BOS @ TOR,W
TOR vs. BOS,L
NOH vs. PHX,W
PHX @ NOH,L
POR @ DAL,L
DAL vs. POR,W
MEM @ ATL,L
ATL vs. MEM,W
MIL @ UTA,L
UTA vs. MIL,W
DET vs. BKN,L
BKN @ DET,W
MIA vs. HOU,W
HOU @ MIA,L
CLE vs. CHA,W
CHA @ CLE,L
ORL vs. LAC,L
LAC @ ORL,W
PHX @ MEM,W
MEM vs. PHX,L
MIL @ DEN,L
DEN vs. MIL,W
IND vs. ATL,W
ATL @ IND,L
GSW @ HOU,L
HOU vs. GSW,W
BKN vs. LAL,L
LAL @ BKN,W
DAL @ OKC,L
OKC vs. DAL,W
LAC @ WAS,L
WAS vs. LAC,W
MIN vs. POR,L
POR @ MIN,W
CHI @ IND,L
IND vs. CHI,W
SAC @ UTA,L
UTA vs. SAC,W
MIA vs. CHA,W
CHA @ MIA,L
DET @ NYK,L
NYK vs. DET,W
PHI vs. ORL,W
ORL @ PHI,L
MIA @ TOR,W
TOR vs. MIA,L
DET vs. LAL,L
LAL @ DET,W
LAC @ BOS,L
BOS vs. LAC,W
NOH @ MIN,L
MIN vs. NOH,W
MIL vs. ORL,W
ORL @ MIL,L
ATL vs. CHI,L
CHI @ ATL,W
UTA @ POR,L
POR vs. UTA,W
CLE vs. OKC,W
OKC @ CLE,L
HOU vs. CHA,W
CHA @ HOU,L
NYK vs. SAC,W
SAC @ NYK,L
WAS @ SAS,L
SAS vs. WAS,W
PHX @ GSW,L
GSW vs. PHX,W
MEM vs. WAS,W
WAS @ MEM,L
LAC @ TOR,L
TOR vs. LAC,W
MIN vs. LAL,L
LAL @ MIN,W
DEN vs. NOH,W
NOH @ DEN,L
MIA @ IND,L
IND vs. MIA,W
POR @ UTA,L
UTA vs. POR,W
CLE @ DET,L
DET vs. CLE,W
ORL @ BOS,L
BOS vs. ORL,W
CHI @ BKN,L
BKN vs. CHI,W
PHX vs. DAL,L
DAL @ PHX,W
NYK vs. MIL,W
MIL @ NYK,L
PHI vs. SAC,W
SAC @ PHI,L
MEM @ OKC,L
OKC vs. MEM,W
GSW vs. DAL,W
DAL @ GSW,L
LAC @ MIN,W
MIN vs. LAC,L
DEN vs. HOU,W
HOU @ DEN,L
CHI @ MIL,W
MIL vs. CHI,L
TOR @ ATL,L
ATL vs. TOR,W
IND vs. DET,W
DET @ IND,L
UTA vs. NOH,W
NOH @ UTA,L
BOS vs. SAC,W
SAC @ BOS,L
BKN vs. MIA,L
MIA @ BKN,W
PHX vs. LAL,W
LAL @ PHX,L
ORL @ NYK,L
NYK vs. ORL,W
CHA @ SAS,L
SAS vs. CHA,W
WAS @ PHI,L
PHI vs. WAS,W
DAL @ POR,L
POR vs. DAL,W
MIL @ DET,W
DET vs. MIL,L
GSW @ CLE,W
CLE vs. GSW,L
LAL vs. NOH,W
NOH @ LAL,L
GSW @ TOR,W
TOR vs. GSW,L
WAS vs. SAC,L
SAC @ WAS,W
DEN vs. IND,W
IND @ DEN,L
HOU @ UTA,W
UTA vs. HOU,L
BKN vs. ORL,W
ORL @ BKN,L
CHI vs. CHA,W
CHA @ CHI,L
MEM @ PHI,W
PHI vs. MEM,L
MEM vs. NOH,L
NOH @ MEM,W
DAL vs. PHX,W
PHX @ DAL,L
ORL vs. DET,L
DET @ ORL,W
POR @ LAC,L
LAC vs. POR,W
BOS vs. MIA,W
MIA @ BOS,L
NYK vs. ATL,W
ATL @ NYK,L
OKC @ LAL,L
LAL vs. OKC,W
MIN @ CHA,L
CHA vs. MIN,W
TOR vs. CLE,L
CLE @ TOR,W
WAS vs. CHI,W
CHI @ WAS,L
DEN vs. SAC,W
SAC @ DEN,L
MIL vs. GSW,W
GSW @ MIL,L
IND @ UTA,L
UTA vs. IND,W
POR vs. LAC,W
LAC @ POR,L
BKN @ HOU,L
HOU vs. BKN,W
SAS vs. PHX,W
PHX @ SAS,L
NYK @ PHI,L
PHI vs. NYK,W
BKN @ MEM,L
MEM vs. BKN,W
MIN @ WAS,L
WAS vs. MIN,W
NOH vs. HOU,L
HOU @ NOH,W
SAC vs. OKC,L
OKC @ SAC,W
ATL vs. BOS,W
BOS @ ATL,L
DAL vs. SAS,L
SAS @ DAL,W
DET @ MIA,L
MIA vs. DET,W
CLE vs. MIL,W
MIL @ CLE,L
GSW @ CHI,L
CHI vs. GSW,W
UTA @ LAL,L
LAL vs. UTA,W
TOR @ ORL,W
ORL vs. TOR,L
NYK @ BOS,W
BOS vs. NYK,L
LAC @ PHX,L
PHX vs. LAC,W
ATL @ CHA,W
CHA vs. ATL,L
MEM vs. LAL,W
LAL @ MEM,L
MIN vs. BKN,L
BKN @ MIN,W
PHX @ SAC,W
SAC vs. PHX,L
WAS @ UTA,L
UTA vs. WAS,W
POR vs. IND,W
IND @ POR,L
MIA vs. TOR,W
TOR @ MIA,L
DEN @ HOU,W
HOU vs. DEN,L
CHI vs. DET,W
DET @ CHI,L
SAS vs. NOH,W
NOH @ SAS,L
GSW vs. OKC,W
OKC @ GSW,L
PHI @ MIL,L
MIL vs. PHI,W
ORL @ DET,L
DET vs. ORL,W
CLE vs. BOS,W
BOS @ CLE,L
LAC vs. OKC,L
OKC @ LAC,W
