MATCH UP,W/L
SAS @ NOK,W
CHI @ TOR,W
TOR vs. CHI,L
DET vs. MIL,W
MIL @ DET,L
POR vs. DEN,L
DEN @ POR,W
NYK vs. SAC,L
SAC @ NYK,W
UTA vs. SEA,L
SEA @ UTA,W
HOU vs. CHA,W
CHA @ HOU,L
PHI vs. SAC,W
SAC @ PHI,L
CLE vs. IND,W
IND @ CLE,L
MIN vs. DET,L
DET @ MIN,W
ORL vs. PHX,W
PHX @ ORL,L
MIA vs. MEM,W
MEM @ MIA,L
SAS vs. CHA,W
CHA @ SAS,L
GSW vs. LAC,L
LAC @ GSW,W
NOK @ BOS,L
BOS vs. NOK,W
ATL vs. IND,W
IND @ ATL,L
MIL vs. HOU,L
HOU @ MIL,W
NJN @ UTA,L
UTA vs. NJN,W
TOR @ DEN,L
DEN vs. TOR,W
DET vs. HOU,W
HOU @ DET,L
MIN vs. PHI,L
PHI @ MIN,W
SEA @ PHX,W
PHX vs. SEA,L
MEM @ WAS,W
WAS vs. MEM,L
GSW @ LAC,L
LAC vs. GSW,W
MIA vs. SAC,W
SAC @ MIA,L
POR vs. DAL,L
DAL @ POR,W
LAL vs. TOR,W
TOR @ LAL,L
DEN @ SAS,W
SAS vs. DEN,L
ORL vs. SAC,W
SAC @ ORL,L
CHA @ MIL,L
MIL vs. CHA,W
NYK vs. NOK,L
NOK @ NYK,W
CLE @ UTA,W
UTA vs. CLE,L
BOS @ NJN,L
NJN vs. BOS,W
IND vs. CHI,L
CHI @ IND,W
PHI vs. MEM,W
MEM @ PHI,L
ORL @ CHA,W
CHA vs. ORL,L
GSW vs. CLE,W
CLE @ GSW,L
WAS vs. NOK,W
NOK @ WAS,L
NJN @ BOS,L
BOS vs. NJN,W
LAC vs. DAL,L
DAL @ LAC,W
ATL vs. MIL,L
MIL @ ATL,W
MIN vs. IND,W
IND @ MIN,L
PHX vs. LAL,W
LAL @ PHX,L
TOR @ SEA,W
SEA vs. TOR,L
HOU @ CHI,W
CHI vs. HOU,L
SAS @ MIA,W
MIA vs. SAS,L
UTA @ DEN,L
DEN vs. UTA,W
LAL @ SAC,L
SAC vs. LAL,W
DET @ NYK,W
NYK vs. DET,L
MIN @ BOS,L
BOS vs. MIN,W
PHX @ LAC,W
LAC vs. PHX,L
MEM @ NOK,L
NOK vs. MEM,W
ATL vs. DET,L
DET @ ATL,W
WAS @ ORL,L
ORL vs. WAS,W
POR vs. TOR,W
TOR @ POR,L
CHI vs. NYK,W
NYK @ CHI,L
NJN @ PHI,W
PHI vs. NJN,L
CLE @ DEN,L
DEN vs. CLE,W
DAL @ HOU,W
HOU vs. DAL,L
MIL @ SAS,L
SAS vs. MIL,W
IND vs. CHA,W
CHA @ IND,L
PHX @ SAC,L
SAC vs. PHX,W
TOR @ UTA,L
UTA vs. TOR,W
LAL vs. MIA,W
MIA @ LAL,L
CHA vs. NOK,L
NOK @ CHA,W
SEA @ GSW,L
GSW vs. SEA,W
DEN @ CHI,W
CHI vs. DEN,L
PHI @ WAS,L
WAS vs. PHI,W
UTA @ LAC,L
LAC vs. UTA,W
SAS @ MEM,W
MEM vs. SAS,L
HOU @ ATL,L
ATL vs. HOU,W
DET vs. BOS,W
BOS @ DET,L
NYK vs. MIN,L
MIN @ NYK,W
DAL vs. MIL,W
MIL @ DAL,L
IND @ NJN,L
NJN vs. IND,W
NYK @ TOR,L
TOR vs. NYK,W
SAC vs. ORL,W
ORL @ SAC,L
CLE @ POR,L
POR vs. CLE,W
DAL vs. NJN,W
NJN @ DAL,L
LAL @ GSW,W
GSW vs. LAL,L
LAC vs. SEA,W
SEA @ LAC,L
ATL vs. WAS,L
WAS @ ATL,W
CHA @ DET,L
DET vs. CHA,W
CLE @ PHX,L
PHX vs. CLE,W
DEN @ MIL,W
MIL vs. DEN,L
IND @ CHI,W
CHI vs. IND,L
UTA vs. MIA,L
MIA @ UTA,W
MEM @ SAS,L
SAS vs. MEM,W
HOU vs. NOK,L
NOK @ HOU,W
WAS @ IND,W
IND vs. WAS,L
NYK vs. ATL,W
ATL @ NYK,L
PHI vs. BOS,W
BOS @ PHI,L
CHA vs. MIL,L
MIL @ CHA,W
MEM vs. NJN,W
NJN @ MEM,L
SAC @ NOK,L
NOK vs. SAC,W
MIN vs. DEN,W
DEN @ MIN,L
SEA vs. MIA,L
MIA @ SEA,W
ORL @ POR,L
POR vs. ORL,W
GSW @ PHX,L
PHX vs. GSW,W
CLE @ LAL,L
LAL vs. CLE,W
DET @ SAS,W
SAS vs. DET,L
NYK vs. DAL,W
DAL @ NYK,L
ATL @ WAS,L
WAS vs. ATL,W
MIA @ GSW,W
GSW vs. MIA,L
CHA @ TOR,L
TOR vs. CHA,W
CHI @ MIN,L
MIN vs. CHI,W
SEA vs. ORL,W
ORL @ SEA,L
LAL @ POR,L
POR vs. LAL,W
UTA @ PHI,W
PHI vs. UTA,L
SAC @ HOU,W
HOU vs. SAC,L
MIL @ IND,L
IND vs. MIL,W
CHA vs. HOU,W
HOU @ CHA,L
DET @ NOK,W
NOK vs. DET,L
LAC vs. ORL,W
ORL @ LAC,L
SAC @ MEM,L
MEM vs. SAC,W
NYK @ CLE,W
CLE vs. NYK,L
BOS @ ATL,W
ATL vs. BOS,L
MIN @ MIL,L
MIL vs. MIN,W
PHX @ DEN,L
DEN vs. PHX,W
NJN @ SAS,L
SAS vs. NJN,W
UTA @ WAS,W
WAS vs. UTA,L
BOS vs. DAL,L
DAL @ BOS,W
TOR @ CHI,L
CHI vs. TOR,W
LAL vs. IND,W
IND @ LAL,L
PHI vs. SEA,W
SEA @ PHI,L
NJN @ TOR,W
TOR vs. NJN,L
IND @ SAC,W
SAC vs. IND,L
POR vs. MIA,L
MIA @ POR,W
NYK vs. SEA,W
SEA @ NYK,L
HOU vs. DEN,L
DEN @ HOU,W
BOS @ WAS,L
WAS vs. BOS,W
LAL @ LAC,W
LAC vs. LAL,L
ATL vs. NOK,W
NOK @ ATL,L
CLE vs. MIL,W
MIL @ CLE,L
CHA @ ORL,L
ORL vs. CHA,W
DET vs. UTA,L
UTA @ DET,W
SAS @ PHX,L
PHX vs. SAS,W
CHI vs. MEM,W
MEM @ CHI,L
MIN @ DAL,L
DAL vs. MIN,W
NYK vs. WAS,W
WAS @ NYK,L
PHX vs. MIA,W
MIA @ PHX,L
NOK vs. POR,W
POR @ NOK,L
UTA @ MEM,L
MEM vs. UTA,W
BOS vs. ATL,L
ATL @ BOS,W
HOU @ TOR,L
TOR vs. HOU,W
DET vs. SEA,W
SEA @ DET,L
MIL vs. CHI,L
CHI @ MIL,W
SAC vs. LAC,W
LAC @ SAC,L
PHI @ LAL,L
LAL vs. PHI,W
DAL @ DEN,W
DEN vs. DAL,L
SAS vs. MIN,W
MIN @ SAS,L
NJN vs. ORL,W
ORL @ NJN,L
GSW vs. IND,L
IND @ GSW,W
HOU @ CLE,W
CLE vs. HOU,L
BOS vs. CHA,W
CHA @ BOS,L
PHX vs. PHI,W
PHI @ PHX,L
NOK vs. MIA,W
MIA @ NOK,L
ORL @ TOR,L
TOR vs. ORL,W
MIN vs. DAL,W
DAL @ MIN,L
CLE @ MIL,W
MIL vs. CLE,L
CHI vs. SEA,L
SEA @ CHI,W
DEN vs. IND,W
IND @ DEN,L
SAS vs. POR,W
POR @ SAS,L
WAS vs. HOU,L
HOU @ WAS,W
GSW @ MEM,L
MEM vs. GSW,W
TOR @ ATL,W
ATL vs. TOR,L
ORL @ DET,L
DET vs. ORL,W
PHI @ SAC,W
SAC vs. PHI,L
POR @ DAL,L
DAL vs. POR,W
LAL @ UTA,L
UTA vs. LAL,W
SEA @ IND,L
IND vs. SEA,W
PHX @ NYK,L
NYK vs. PHX,W
DEN vs. BOS,W
BOS @ DEN,L
NOK vs. CHA,W
CHA @ NOK,L
MIL @ CHI,W
CHI vs. MIL,L
LAC @ POR,W
POR vs. LAC,L
MIA vs. MIN,W
MIN @ MIA,L
LAL vs. UTA,L
UTA @ LAL,W
DEN vs. SAS,L
SAS @ DEN,W
SEA vs. MEM,L
MEM @ SEA,W
NOK vs. DAL,L
DAL @ NOK,W
LAC vs. BOS,L
BOS @ LAC,W
DET @ CLE,L
CLE vs. DET,W
PHX @ CHI,W
CHI vs. PHX,L
UTA vs. PHI,W
PHI @ UTA,L
HOU vs. GSW,L
GSW @ HOU,W
PHX @ CHA,W
CHA vs. PHX,L
MIA @ WAS,W
WAS vs. MIA,L
MIN @ ORL,L
ORL vs. MIN,W
NYK @ MIL,L
MIL vs. NYK,W
BOS @ SAC,L
SAC vs. BOS,W
MEM @ POR,W
POR vs. MEM,L
DAL vs. GSW,L
GSW @ DAL,W
NJN vs. ATL,W
ATL @ NJN,L
TOR @ IND,W
IND vs. TOR,L
DET vs. MIA,W
MIA @ DET,L
SAS vs. NOK,W
NOK @ SAS,L
DEN vs. SEA,L
SEA @ DEN,W
GSW vs. BOS,W
BOS @ GSW,L
CHA vs. CHI,W
CHI @ CHA,L
WAS vs. PHX,L
PHX @ WAS,W
NOK vs. HOU,W
HOU @ NOK,L
TOR vs. ATL,W
ATL @ TOR,L
ORL vs. NYK,W
NYK @ ORL,L
MIN vs. SEA,W
SEA @ MIN,L
POR vs. PHI,W
PHI @ POR,L
LAL vs. MEM,L
MEM @ LAL,W
LAC vs. SAC,L
SAC @ LAC,W
CHA @ ATL,W
ATL vs. CHA,L
DET vs. TOR,W
TOR @ DET,L
MIL @ MIA,L
MIA vs. MIL,W
PHI @ DEN,W
DEN vs. PHI,L
SAS vs. IND,W
IND @ SAS,L
UTA @ HOU,W
HOU vs. UTA,L
NJN vs. CLE,W
CLE @ NJN,L
DEN @ GSW,W
GSW vs. DEN,L
WAS vs. LAL,W
LAL @ WAS,L
CHI @ CLE,L
CLE vs. CHI,W
MIL @ ORL,L
ORL vs. MIL,W
PHX @ MIN,W
MIN vs. PHX,L
BOS @ SEA,L
SEA vs. BOS,W
SAC vs. POR,L
POR @ SAC,W
NJN @ NYK,W
NYK vs. NJN,L
MEM @ UTA,L
UTA vs. MEM,W
DAL vs. IND,W
IND @ DAL,L
DET vs. SAS,W
SAS @ DET,L
LAL @ MIA,L
MIA vs. LAL,W
LAC @ CHA,W
CHA vs. LAC,L
ATL vs. PHI,W
PHI @ ATL,L
MEM vs. CHI,W
CHI @ MEM,L
IND @ CLE,L
CLE vs. IND,W
POR @ MIN,W
MIN vs. POR,L
GSW @ DET,L
DET vs. GSW,W
LAL @ ORL,W
ORL vs. LAL,L
WAS @ PHX,W
PHX vs. WAS,L
DAL @ SEA,W
SEA vs. DAL,L
NOK @ MIL,L
MIL vs. NOK,W
UTA @ NYK,L
NYK vs. UTA,W
MIA vs. NJN,L
NJN @ MIA,W
DEN vs. HOU,W
HOU @ DEN,L
SAS vs. TOR,W
TOR @ SAS,L
SAC vs. DAL,L
DAL @ SAC,W
CHI vs. CLE,L
CLE @ CHI,W
NOK @ MIN,L
MIN vs. NOK,W
BOS vs. UTA,W
UTA @ BOS,L
MEM vs. POR,W
POR @ MEM,L
ORL vs. NJN,L
NJN @ ORL,W
NYK vs. SAS,L
SAS @ NYK,W
GSW @ PHI,L
PHI vs. GSW,W
DEN vs. WAS,L
WAS @ DEN,W
TOR @ HOU,W
HOU vs. TOR,L
IND vs. LAC,W
LAC @ IND,L
MIL vs. SAS,W
SAS @ MIL,L
CLE vs. UTA,W
UTA @ CLE,L
SEA @ PHX,L
PHX vs. SEA,W
POR @ DET,L
DET vs. POR,W
ATL @ MIA,L
MIA vs. ATL,W
CHA @ CHI,W
CHI vs. CHA,L
LAL vs. DAL,W
DAL @ LAL,L
LAC @ NJN,L
NJN vs. LAC,W
SAC @ CHA,L
CHA vs. SAC,W
GSW @ BOS,L
BOS vs. GSW,W
DET @ MEM,W
MEM vs. DET,L
TOR @ ORL,W
ORL vs. TOR,L
SEA vs. WAS,W
WAS @ SEA,L
SAS @ NOK,L
NOK vs. SAS,W
PHI @ TOR,W
TOR vs. PHI,L
ATL vs. DEN,W
DEN @ ATL,L
WAS @ POR,L
POR vs. WAS,W
HOU @ LAL,W
LAL vs. HOU,L
MIN @ DAL,L
DAL vs. MIN,W
GSW @ NJN,L
NJN vs. GSW,W
DET @ CHA,W
CHA vs. DET,L
HOU @ LAC,L
LAC vs. HOU,W
PHX @ MEM,L
MEM vs. PHX,W
MIA @ CLE,L
CLE vs. MIA,W
UTA @ MIL,W
MIL vs. UTA,L
CHI vs. BOS,W
BOS @ CHI,L
IND @ NYK,W
NYK vs. IND,L
SAS vs. SAC,W
SAC @ SAS,L
WAS @ LAL,L
LAL vs. WAS,W
DEN @ NJN,L
NJN vs. DEN,W
MIL @ BOS,W
BOS vs. MIL,L
PHX @ NOK,W
NOK vs. PHX,L
NYK @ ATL,L
ATL vs. NYK,W
GSW @ TOR,W
TOR vs. GSW,L
CHI @ DET,L
DET vs. CHI,W
SEA @ POR,W
POR vs. SEA,L
PHI vs. MIA,L
MIA @ PHI,W
DAL vs. ORL,W
ORL @ DAL,L
UTA @ IND,L
IND vs. UTA,W
DEN @ CLE,L
CLE vs. DEN,W
MIN vs. SAS,L
SAS @ MIN,W
SEA vs. HOU,L
HOU @ SEA,W
SAC @ DET,L
DET vs. SAC,W
PHX @ DAL,L
DAL vs. PHX,W
ORL @ NYK,W
NYK vs. ORL,L
HOU @ GSW,W
GSW vs. HOU,L
LAL @ MEM,W
MEM vs. LAL,L
BOS vs. IND,W
IND @ BOS,L
LAC @ NOK,L
NOK vs. LAC,W
TOR vs. CHI,L
CHI @ TOR,W
MIA @ MIL,W
MIL vs. MIA,L
PHI vs. ATL,W
ATL @ PHI,L
UTA vs. POR,W
POR @ UTA,L
NJN vs. CHA,L
CHA @ NJN,W
LAC @ SAS,L
SAS vs. LAC,W
CHA vs. DEN,L
DEN @ CHA,W
NJN @ WAS,L
WAS vs. NJN,W
CLE vs. ATL,L
ATL @ CLE,W
MIN vs. SAC,L
SAC @ MIN,W
GSW @ SEA,W
SEA vs. GSW,L
MIA @ CHI,W
CHI vs. MIA,L
PHX vs. NOK,L
NOK @ PHX,W
PHI vs. MIN,W
MIN @ PHI,L
MIL @ NYK,W
NYK vs. MIL,L
UTA vs. DET,W
DET @ UTA,L
LAL @ DAL,W
DAL vs. LAL,L
WAS @ MIA,L
MIA vs. WAS,W
DET @ LAC,W
LAC vs. DET,L
SAC vs. NOK,W
NOK @ SAC,L
HOU @ POR,W
POR vs. HOU,L
LAC vs. PHX,W
PHX @ LAC,L
CHI @ WAS,W
WAS vs. CHI,L
SAS @ ATL,L
ATL vs. SAS,W
DEN @ ORL,L
ORL vs. DEN,W
CHA vs. TOR,L
TOR @ CHA,W
MIN vs. LAL,W
LAL @ MIN,L
SEA vs. SAC,L
SAC @ SEA,W
MIL vs. CLE,W
CLE @ MIL,L
BOS @ DAL,L
DAL vs. BOS,W
NJN vs. PHI,L
PHI @ NJN,W
IND vs. MEM,W
MEM @ IND,L
NOK @ POR,L
POR vs. NOK,W
CLE vs. NJN,L
NJN @ CLE,W
DET @ GSW,W
GSW vs. DET,L
MEM vs. DAL,L
DAL @ MEM,W
PHX vs. NYK,W
NYK @ PHX,L
CHI vs. LAL,L
LAL @ CHI,W
MIA vs. DEN,L
DEN @ MIA,W
CHA @ PHI,L
PHI vs. CHA,W
SEA @ UTA,W
UTA vs. SEA,L
SAS vs. BOS,W
BOS @ SAS,L
SAC vs. HOU,L
HOU @ SAC,W
WAS @ IND,L
IND vs. WAS,W
PHI vs. MIL,L
MIL @ PHI,W
NYK @ LAC,L
LAC vs. NYK,W
BOS @ NOK,W
NOK vs. BOS,L
CHA vs. NJN,L
NJN @ CHA,W
GSW vs. PHX,L
PHX @ GSW,W
TOR vs. LAL,L
LAL @ TOR,W
CHI @ ORL,W
ORL vs. CHI,L
MIN @ POR,W
POR vs. MIN,L
ATL @ UTA,L
UTA vs. ATL,W
MIA @ SAS,L
SAS vs. MIA,W
WAS vs. TOR,W
TOR @ WAS,L
NOK @ MEM,L
MEM vs. NOK,W
POR @ PHX,L
PHX vs. POR,W
CLE @ SAC,W
SAC vs. CLE,L
LAL @ MIL,W
MIL vs. LAL,L
SEA vs. NYK,L
NYK @ SEA,W
DEN vs. ATL,W
ATL @ DEN,L
BOS @ HOU,L
HOU vs. BOS,W
IND vs. DAL,L
DAL @ IND,W
CHI vs. DAL,L
DAL @ CHI,W
MIA @ LAC,L
LAC vs. MIA,W
ORL vs. SAS,L
SAS @ ORL,W
UTA vs. MIN,L
MIN @ UTA,W
SEA vs. IND,W
IND @ SEA,L
PHX vs. ATL,W
ATL @ PHX,L
SAC vs. MIN,L
MIN @ SAC,W
POR vs. UTA,L
UTA @ POR,W
LAL vs. CHA,W
CHA @ LAL,L
BOS @ NYK,W
NYK vs. BOS,L
HOU vs. MEM,L
MEM @ HOU,W
DET @ CHI,W
CHI vs. DET,L
LAC vs. CLE,W
CLE @ LAC,L
ORL @ MIL,L
MIL vs. ORL,W
NOK @ DAL,L
DAL vs. NOK,W
DEN vs. MIA,W
MIA @ DEN,L
SAS vs. PHI,W
PHI @ SAS,L
TOR @ NJN,W
NJN vs. TOR,L
PHI @ NOK,L
NOK vs. PHI,W
NYK @ DET,L
DET vs. NYK,W
CHA @ GSW,L
GSW vs. CHA,W
WAS vs. MIL,L
MIL @ WAS,W
ORL @ MEM,L
MEM vs. ORL,W
BOS vs. CHI,L
CHI @ BOS,W
TOR @ ATL,W
ATL vs. TOR,L
SEA vs. CLE,W
CLE @ SEA,L
DEN @ PHX,L
PHX vs. DEN,W
MIA @ SAC,W
SAC vs. MIA,L
POR vs. IND,L
IND @ POR,W
MIN @ LAL,W
LAL vs. MIN,L
UTA vs. LAL,L
LAL @ UTA,W
SAS @ DAL,W
DAL vs. SAS,L
PHX vs. IND,W
IND @ PHX,L
GSW vs. SAC,W
SAC @ GSW,L
DET @ NJN,W
NJN vs. DET,L
WAS vs. POR,W
POR @ WAS,L
PHI @ BOS,L
BOS vs. PHI,W
MIA @ ATL,W
ATL vs. MIA,L
CLE vs. LAC,W
LAC @ CLE,L
TOR vs. MEM,L
MEM @ TOR,W
CHA @ SEA,L
SEA vs. CHA,W
NYK vs. CHI,W
CHI @ NYK,L
NOK @ DEN,W
DEN vs. NOK,L
ORL @ CHI,L
CHI vs. ORL,W
MIN vs. LAC,L
LAC @ MIN,W
MIL vs. DAL,W
DAL @ MIL,L
SAC vs. CHA,W
CHA @ SAC,L
PHI vs. POR,W
POR @ PHI,L
IND @ UTA,W
UTA vs. IND,L
LAL @ SAS,L
SAS vs. LAL,W
ATL @ HOU,L
HOU vs. ATL,W
NOK @ GSW,L
GSW vs. NOK,W
ORL @ BOS,W
BOS vs. ORL,L
DAL @ TOR,W
TOR vs. DAL,L
NYK @ MIA,L
MIA vs. NYK,W
DEN vs. NJN,L
NJN @ DEN,W
LAC vs. IND,L
IND @ LAC,W
POR @ ATL,W
ATL vs. POR,L
LAL vs. NJN,L
NJN @ LAL,W
GSW vs. TOR,W
TOR @ GSW,L
DET @ MIL,W
MIL vs. DET,L
WAS @ CHA,L
CHA vs. WAS,W
CLE vs. MIN,L
MIN @ CLE,W
MIA @ ORL,L
ORL vs. MIA,W
SEA vs. NOK,L
NOK @ SEA,W
PHI @ NYK,L
NYK vs. PHI,W
DAL vs. MEM,L
MEM @ DAL,W
CHI @ HOU,W
HOU vs. CHI,L
SAC vs. TOR,W
TOR @ SAC,L
WAS @ DET,W
DET vs. WAS,L
MEM vs. HOU,W
HOU @ MEM,L
CHA @ BOS,L
BOS vs. CHA,W
POR @ ORL,L
ORL vs. POR,W
MIN vs. MIL,W
MIL @ MIN,L
NJN @ PHX,L
PHX vs. NJN,W
MIA vs. DAL,L
DAL @ MIA,W
GSW @ UTA,W
UTA vs. GSW,L
DEN vs. LAC,W
LAC @ DEN,L
SAS vs. CHI,L
CHI @ SAS,W
IND vs. ATL,L
ATL @ IND,W
SEA @ LAL,L
LAL vs. SEA,W
IND vs. CLE,W
CLE @ IND,L
DEN @ DET,L
DET vs. DEN,W
CHA vs. NYK,W
NYK @ CHA,L
GSW vs. SAS,L
SAS @ GSW,W
LAC vs. TOR,W
TOR @ LAC,L
NOK vs. MIN,W
MIN @ NOK,L
BOS @ ATL,L
ATL vs. BOS,W
WAS @ ORL,L
ORL vs. WAS,W
PHI @ MIL,L
MIL vs. PHI,W
NJN @ SAC,L
SAC vs. NJN,W
POR @ MIA,L
MIA vs. POR,W
PHX @ HOU,W
HOU vs. PHX,L
TOR @ PHX,L
PHX vs. TOR,W
WAS vs. DEN,L
DEN @ WAS,W
POR @ MEM,W
MEM vs. POR,L
CLE vs. BOS,W
BOS @ CLE,L
UTA @ SEA,W
SEA vs. UTA,L
HOU @ DAL,L
DAL vs. HOU,W
NJN @ GSW,L
GSW vs. NJN,W
SAS @ SAC,W
SAC vs. SAS,L
PHI vs. NOK,W
NOK @ PHI,L
MIL @ UTA,L
UTA vs. MIL,W
GSW @ LAC,L
LAC vs. GSW,W
MIA @ TOR,L
TOR vs. MIA,W
SEA vs. SAC,W
SAC @ SEA,L
POR @ NYK,L
NYK vs. POR,W
CHI @ LAL,W
LAL vs. CHI,L
MEM @ DEN,L
DEN vs. MEM,W
HOU @ IND,L
IND vs. HOU,W
DET @ DAL,L
DAL vs. DET,W
ORL vs. NOK,L
NOK @ ORL,W
MIN vs. CHA,W
CHA @ MIN,L
PHI vs. CLE,L
CLE @ PHI,W
UTA vs. MEM,L
MEM @ UTA,W
SAS vs. PHX,W
PHX @ SAS,L
NJN vs. WAS,W
WAS @ NJN,L
LAL vs. LAC,L
LAC @ LAL,W
DET @ HOU,W
HOU vs. DET,L
TOR @ BOS,L
BOS vs. TOR,W
NOK vs. ATL,W
ATL @ NOK,L
CLE vs. ORL,W
ORL @ CLE,L
CHI @ SEA,L
SEA vs. CHI,W
UTA @ PHX,L
PHX vs. UTA,W
SAC vs. MIL,W
MIL @ SAC,L
POR vs. GSW,L
GSW @ POR,W
MIA vs. PHI,W
PHI @ MIA,L
NYK @ DEN,L
DEN vs. NYK,W
CHA @ IND,L
IND vs. CHA,W
DAL vs. ATL,W
ATL @ DAL,L
WAS @ MIN,L
MIN vs. WAS,W
SAS vs. HOU,W
HOU @ SAS,L
CHA vs. IND,W
IND @ CHA,L
GSW vs. MIL,L
MIL @ GSW,W
BOS vs. SEA,L
SEA @ BOS,W
DEN @ NOK,W
NOK vs. DEN,L
TOR vs. PHI,L
PHI @ TOR,W
PHX vs. MEM,L
MEM @ PHX,W
CHI @ POR,L
POR vs. CHI,W
LAL vs. NYK,W
NYK @ LAL,L
HOU @ MIN,W
MIN vs. HOU,L
LAC vs. MIL,W
MIL @ LAC,L
CLE vs. WAS,W
WAS @ CLE,L
DET vs. BOS,W
BOS @ DET,L
CHA @ ORL,L
ORL vs. CHA,W
UTA @ SAC,L
SAC vs. UTA,W
NOK @ MIA,L
MIA vs. NOK,W
TOR @ PHI,L
PHI vs. TOR,W
DAL vs. DEN,W
DEN @ DAL,L
SAS vs. ATL,W
ATL @ SAS,L
NJN vs. SEA,W
SEA @ NJN,L
CHI @ GSW,L
GSW vs. CHI,W
LAL @ MEM,L
MEM vs. LAL,W
UTA vs. NYK,L
NYK @ UTA,W
BOS vs. HOU,W
HOU @ BOS,L
TOR vs. SEA,L
SEA @ TOR,W
CLE @ ORL,W
ORL vs. CLE,L
SAC vs. NYK,L
NYK @ SAC,W
LAC @ PHI,L
PHI vs. LAC,W
MIN @ DEN,L
DEN vs. MIN,W
MEM @ ATL,W
ATL vs. MEM,L
CHA @ MIA,L
MIA vs. CHA,W
WAS vs. SAS,W
SAS @ WAS,L
NOK vs. DAL,L
DAL @ NOK,W
GSW @ PHX,L
PHX vs. GSW,W
MIL vs. IND,W
IND @ MIL,L
CHI vs. UTA,W
UTA @ CHI,L
HOU @ NJN,W
NJN vs. HOU,L
NYK @ GSW,L
GSW vs. NYK,W
SEA @ WAS,L
WAS vs. SEA,W
CHA vs. DAL,L
DAL @ CHA,W
BOS vs. SAS,L
SAS @ BOS,W
MEM @ CLE,L
CLE vs. MEM,W
TOR vs. UTA,L
UTA @ TOR,W
SAC vs. DEN,W
DEN @ SAC,L
POR vs. DET,L
DET @ POR,W
PHI vs. LAL,W
LAL @ PHI,L
NJN @ IND,L
IND vs. NJN,W
HOU @ MIA,L
MIA vs. HOU,W
ATL vs. LAC,L
LAC @ ATL,W
PHX vs. DET,L
DET @ PHX,W
SAS @ CHA,W
CHA vs. SAS,L
WAS vs. LAC,L
LAC @ WAS,W
BOS vs. MEM,W
MEM @ BOS,L
ORL @ NOK,W
NOK vs. ORL,L
SEA @ CLE,L
CLE vs. SEA,W
MIN vs. LAL,W
LAL @ MIN,L
GSW @ CHI,L
CHI vs. GSW,W
NYK @ POR,L
POR vs. NYK,W
DAL @ PHI,L
PHI vs. DAL,W
SAC @ DEN,L
DEN vs. SAC,W
UTA @ NJN,L
NJN vs. UTA,W
IND vs. MIA,W
MIA @ IND,L
ATL vs. LAL,L
LAL @ ATL,W
MEM vs. SEA,W
SEA @ MEM,L
SAC vs. DET,L
DET @ SAC,W
MIL vs. GSW,L
GSW @ MIL,W
ORL @ HOU,W
HOU vs. ORL,L
CHI vs. SAS,L
SAS @ CHI,W
UTA @ CHA,W
CHA vs. UTA,L
CLE @ TOR,W
TOR vs. CLE,L
LAC @ MIN,L
MIN vs. LAC,W
MIA vs. NJN,W
NJN @ MIA,L
PHX vs. SAC,L
SAC @ PHX,W
GSW @ NYK,W
NYK vs. GSW,L
LAL vs. DEN,W
DEN @ LAL,L
CHA vs. BOS,W
BOS @ CHA,L
WAS vs. ORL,W
ORL @ WAS,L
CLE @ MEM,L
MEM vs. CLE,W
MIN @ LAC,L
LAC vs. MIN,W
DET vs. TOR,W
TOR @ DET,L
MIA @ MIL,L
MIL vs. MIA,W
POR vs. ATL,W
ATL @ POR,L
UTA vs. PHX,L
PHX @ UTA,W
SAS @ DAL,L
DAL vs. SAS,W
HOU vs. NOK,L
NOK @ HOU,W
CHI @ NJN,L
NJN vs. CHI,W
PHI @ IND,W
IND vs. PHI,L
CHA @ PHI,W
PHI vs. CHA,L
GSW vs. UTA,L
UTA @ GSW,W
ATL @ LAC,L
LAC vs. ATL,W
DET @ BOS,W
BOS vs. DET,L
TOR vs. NJN,L
NJN @ TOR,W
ORL vs. MEM,L
MEM @ ORL,W
SEA vs. MIN,W
MIN @ SEA,L
WAS @ NYK,W
NYK vs. WAS,L
POR @ DEN,L
DEN vs. POR,W
SAS vs. CLE,W
CLE @ SAS,L
PHX @ LAL,W
LAL vs. PHX,L
MIA vs. IND,L
IND @ MIA,W
MIL @ NJN,W
NJN vs. MIL,L
GSW vs. ATL,W
ATL @ GSW,L
MIA @ MEM,W
MEM vs. MIA,L
NYK @ BOS,L
BOS vs. NYK,W
WAS @ TOR,W
TOR vs. WAS,L
CLE vs. NOK,W
NOK @ CLE,L
DET vs. PHI,W
PHI @ DET,L
ORL vs. IND,L
IND @ ORL,W
POR @ MIN,L
MIN vs. POR,W
LAC @ SEA,W
SEA vs. LAC,L
CHI vs. CHA,W
CHA @ CHI,L
DAL @ UTA,L
UTA vs. DAL,W
DEN vs. LAL,L
LAL @ DEN,W
HOU vs. SAC,W
SAC @ HOU,L
MIL @ PHI,W
PHI vs. MIL,L
SAC @ NOK,L
NOK vs. SAC,W
DAL @ PHX,W
PHX vs. DAL,L
DEN @ SAS,L
