TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
MIA,MIA @ WAS,02/10/2012,W,240,106,40,81,49.4,5,15,33.3,21,23,91.3,8,38,46,22,9,7,15,21,17
WAS,WAS vs. MIA,02/10/2012,L,240,89,34,89,38.2,4,21,19.0,17,28,60.7,15,28,43,21,6,1,18,20,-17
DAL,DAL @ MIN,02/10/2012,W,240,104,39,90,43.3,9,21,42.9,17,23,73.9,8,30,38,25,16,8,18,28,7
MIN,MIN vs. DAL,02/10/2012,L,240,97,32,79,40.5,6,23,26.1,27,31,87.1,13,34,47,20,7,1,28,21,-7
OKC,OKC @ UTA,02/10/2012,W,240,101,35,74,47.3,4,20,20.0,27,32,84.4,10,36,46,12,10,4,17,20,14
UTA,UTA vs. OKC,02/10/2012,L,240,87,38,80,47.5,3,9,33.3,8,13,61.5,6,26,32,27,8,3,15,21,-14
NJN,NJN @ DET,02/10/2012,L,240,92,31,74,41.9,5,19,26.3,25,31,80.6,10,21,31,18,10,5,19,22,-17
DET,DET vs. NJN,02/10/2012,W,240,109,43,79,54.4,4,10,40.0,19,25,76.0,15,32,47,25,9,6,20,25,17
CLE,CLE vs. MIL,02/10/2012,L,265,112,43,88,48.9,8,17,47.1,18,32,56.3,11,37,48,33,6,5,17,26,-1
MIL,MIL @ CLE,02/10/2012,W,265,113,40,98,40.8,8,24,33.3,25,31,80.6,16,35,51,26,7,8,14,25,1
ATL,ATL @ ORL,02/10/2012,W,265,89,36,82,43.9,6,17,35.3,11,18,61.1,6,37,43,23,6,4,11,17,2
ORL,ORL vs. ATL,02/10/2012,L,265,87,35,83,42.2,9,24,37.5,8,14,57.1,10,42,52,14,5,3,17,21,-2
NYK,NYK vs. LAL,02/10/2012,W,240,92,33,77,42.9,5,21,23.8,21,34,61.8,8,33,41,16,9,1,14,17,7
LAL,LAL @ NYK,02/10/2012,L,240,85,30,80,37.5,6,24,25.0,19,23,82.6,12,36,48,13,6,5,17,29,-7
LAC,LAC @ PHI,02/10/2012,W,240,78,33,85,38.8,2,19,10.5,10,15,66.7,15,31,46,14,6,1,7,23,1
PHI,PHI vs. LAC,02/10/2012,L,240,77,29,71,40.8,4,15,26.7,15,23,65.2,9,31,40,19,4,2,11,15,-1
DEN,DEN vs. GSW,02/09/2012,L,240,101,37,85,43.5,9,24,37.5,18,27,66.7,8,31,39,28,7,1,13,20,-8
GSW,GSW @ DEN,02/09/2012,W,240,109,41,79,51.9,13,25,52.0,14,22,63.6,6,35,41,22,8,14,17,23,8
SAC,SAC vs. OKC,02/09/2012,W,240,106,40,99,40.4,7,20,35.0,19,26,73.1,17,29,46,21,13,4,12,19,5
OKC,OKC @ SAC,02/09/2012,L,240,101,37,77,48.1,7,18,38.9,20,26,76.9,12,28,40,13,6,17,23,24,-5
BOS,BOS vs. LAL,02/09/2012,L,265,87,38,97,39.2,6,19,31.6,5,5,100.0,12,33,45,22,7,5,10,21,-1
LAL,LAL @ BOS,02/09/2012,W,265,88,36,91,39.6,1,15,6.7,15,20,75.0,15,40,55,13,6,7,12,12,1
HOU,HOU @ PHX,02/09/2012,W,240,96,42,86,48.8,8,16,50.0,4,6,66.7,12,32,44,26,7,2,12,12,7
PHX,PHX vs. HOU,02/09/2012,L,240,89,35,74,47.3,9,27,33.3,10,16,62.5,5,26,31,25,6,3,13,13,-7
MEM,MEM vs. MIN,02/08/2012,W,240,85,35,94,37.2,4,11,36.4,11,15,73.3,21,38,59,18,10,4,17,19,5
MIN,MIN @ MEM,02/08/2012,L,240,80,31,79,39.2,4,19,21.1,14,19,73.7,10,37,47,16,10,5,16,15,-5
MIL,MIL @ TOR,02/08/2012,W,240,105,33,72,45.8,12,25,48.0,27,37,73.0,12,35,47,20,11,11,19,15,6
TOR,TOR vs. MIL,02/08/2012,L,240,99,37,90,41.1,9,24,37.5,16,17,94.1,12,29,41,27,9,5,14,24,-6
NYK,NYK @ WAS,02/08/2012,W,240,107,37,81,45.7,7,28,25.0,26,33,78.8,11,31,42,18,8,4,8,16,14
WAS,WAS vs. NYK,02/08/2012,L,240,93,38,83,45.8,2,17,11.8,15,19,78.9,11,31,42,12,6,5,14,28,-14
CHI,CHI @ NOH,02/08/2012,W,240,90,39,85,45.9,4,16,25.0,8,12,66.7,12,37,49,29,11,1,12,13,23
NOH,NOH vs. CHI,02/08/2012,L,240,67,28,75,37.3,1,3,33.3,10,17,58.8,10,29,39,19,3,4,19,12,-23
DEN,DEN vs. DAL,02/08/2012,L,240,95,33,72,45.8,9,26,34.6,20,27,74.1,8,30,38,25,8,6,17,17,-10
DAL,DAL @ DEN,02/08/2012,W,240,105,44,90,48.9,9,28,32.1,8,9,88.9,11,35,46,30,9,6,13,22,10
IND,IND @ ATL,02/08/2012,L,240,87,33,75,44.0,5,14,35.7,16,23,69.6,7,26,33,18,8,3,13,17,-10
ATL,ATL vs. IND,02/08/2012,W,240,97,35,76,46.1,9,21,42.9,18,24,75.0,13,32,45,24,9,5,15,20,10
HOU,HOU @ POR,02/08/2012,W,240,103,41,78,52.6,10,23,43.5,11,19,57.9,9,30,39,26,10,6,23,22,7
POR,POR vs. HOU,02/08/2012,L,240,96,35,74,47.3,7,18,38.9,19,22,86.4,6,23,29,22,11,5,19,22,-7
CLE,CLE vs. LAC,02/08/2012,W,240,99,36,71,50.7,7,18,38.9,20,26,76.9,10,26,36,24,4,8,16,23,7
LAC,LAC @ CLE,02/08/2012,L,240,92,32,78,41.0,3,15,20.0,25,29,86.2,15,23,38,20,8,5,14,26,-7
MIA,MIA @ ORL,02/08/2012,L,240,89,36,76,47.4,5,15,33.3,12,17,70.6,9,29,38,20,10,6,13,17,-13
ORL,ORL vs. MIA,02/08/2012,W,240,102,35,83,42.2,17,42,40.5,15,21,71.4,17,31,48,24,8,2,16,17,13
NJN,NJN vs. DET,02/08/2012,L,240,92,33,78,42.3,10,27,37.0,16,20,80.0,13,23,36,19,7,6,14,19,-7
DET,DET @ NJN,02/08/2012,W,240,99,39,73,53.4,2,9,22.2,19,29,65.5,12,29,41,29,10,6,13,21,7
SAS,SAS @ PHI,02/08/2012,W,240,100,37,84,44.0,5,15,33.3,21,26,80.8,11,37,48,23,6,5,7,14,10
PHI,PHI vs. SAS,02/08/2012,L,240,90,38,93,40.9,7,14,50.0,7,11,63.6,18,37,55,23,4,7,10,20,-10
SAC,SAC @ MIN,02/07/2012,L,240,84,31,82,37.8,8,23,34.8,14,21,66.7,11,37,48,20,10,4,19,26,-2
MIN,MIN vs. SAC,02/07/2012,W,240,86,32,79,40.5,4,14,28.6,18,28,64.3,12,37,49,21,11,6,16,20,2
PHX,PHX @ MIL,02/07/2012,W,240,107,45,94,47.9,9,25,36.0,8,8,100.0,16,29,45,28,6,4,12,16,2
MIL,MIL vs. PHX,02/07/2012,L,240,105,39,81,48.1,9,20,45.0,18,20,90.0,10,29,39,25,5,6,13,13,-2
IND,IND vs. UTA,02/07/2012,W,240,104,41,87,47.1,4,14,28.6,18,22,81.8,5,32,37,18,5,6,8,20,5
UTA,UTA @ IND,02/07/2012,L,240,99,37,78,47.4,4,10,40.0,21,23,91.3,7,36,43,23,5,9,17,20,-5
MIA,MIA vs. CLE,02/07/2012,W,240,107,39,84,46.4,6,17,35.3,23,26,88.5,13,34,47,19,7,2,16,22,16
CLE,CLE @ MIA,02/07/2012,L,240,91,32,82,39.0,7,19,36.8,20,30,66.7,15,28,43,17,10,2,17,22,-16
BOS,BOS vs. CHA,02/07/2012,W,240,94,41,81,50.6,4,23,17.4,8,8,100.0,7,30,37,31,4,3,11,15,10
CHA,CHA @ BOS,02/07/2012,L,240,84,32,71,45.1,4,16,25.0,16,20,80.0,4,28,32,19,2,1,13,11,-10
OKC,OKC @ GSW,02/07/2012,W,240,119,44,84,52.4,11,26,42.3,20,21,95.2,8,25,33,24,9,3,15,25,3
GSW,GSW vs. OKC,02/07/2012,L,240,116,44,80,55.0,9,21,42.9,19,23,82.6,7,29,36,28,9,4,15,22,-3
SAS,SAS @ MEM,02/06/2012,W,240,89,34,73,46.6,7,16,43.8,14,21,66.7,9,37,46,15,7,9,19,19,5
MEM,MEM vs. SAS,02/06/2012,L,240,84,31,83,37.3,4,13,30.8,18,21,85.7,8,32,40,15,12,4,12,17,-5
TOR,TOR @ WAS,02/06/2012,L,265,108,34,85,40.0,13,26,50.0,27,34,79.4,17,25,42,20,8,2,19,33,-3
WAS,WAS vs. TOR,02/06/2012,W,265,111,39,80,48.8,3,9,33.3,30,41,73.2,14,27,41,14,9,8,16,29,3
SAC,SAC @ NOH,02/06/2012,W,240,100,37,78,47.4,8,24,33.3,18,25,72.0,11,30,41,17,5,5,9,21,8
NOH,NOH vs. SAC,02/06/2012,L,240,92,34,81,42.0,3,9,33.3,21,26,80.8,15,33,48,21,6,6,11,19,-8
HOU,HOU @ DEN,02/06/2012,W,240,99,35,81,43.2,10,19,52.6,19,24,79.2,6,34,40,21,9,5,16,28,9
DEN,DEN vs. HOU,02/06/2012,L,240,90,34,78,43.6,3,22,13.6,19,33,57.6,11,36,47,14,4,8,20,25,-9
PHX,PHX @ ATL,02/06/2012,W,240,99,41,79,51.9,11,24,45.8,6,7,85.7,10,35,45,24,2,8,15,16,9
ATL,ATL vs. PHX,02/06/2012,L,240,90,33,84,39.3,6,24,25.0,18,21,85.7,11,24,35,19,7,2,9,14,-9
OKC,OKC @ POR,02/06/2012,W,265,111,43,95,45.3,6,22,27.3,19,22,86.4,18,41,59,17,7,8,20,27,4
POR,POR vs. OKC,02/06/2012,L,265,107,41,97,42.3,5,20,25.0,20,26,76.9,15,24,39,23,8,3,13,17,-4
ORL,ORL vs. LAC,02/06/2012,L,265,102,40,86,46.5,11,30,36.7,11,16,68.8,10,27,37,27,6,2,13,27,-5
LAC,LAC @ ORL,02/06/2012,W,265,107,36,82,43.9,13,31,41.9,22,25,88.0,10,36,46,21,11,1,12,20,5
CHI,CHI @ NJN,02/06/2012,W,240,108,40,72,55.6,9,15,60.0,19,23,82.6,9,30,39,29,9,2,13,24,21
NJN,NJN vs. CHI,02/06/2012,L,240,87,32,79,40.5,3,17,17.6,20,26,76.9,14,23,37,19,6,1,13,20,-21
UTA,UTA @ NYK,02/06/2012,L,240,88,33,76,43.4,2,11,18.2,20,26,76.9,10,26,36,17,7,2,22,31,-11
NYK,NYK vs. UTA,02/06/2012,W,240,99,35,73,47.9,9,28,32.1,20,31,64.5,7,31,38,19,10,5,18,26,11
PHI,PHI vs. LAL,02/06/2012,W,240,95,38,81,46.9,8,17,47.1,11,17,64.7,8,22,30,27,7,2,4,13,5
LAL,LAL @ PHI,02/06/2012,L,240,90,34,81,42.0,7,24,29.2,15,20,75.0,21,34,55,23,4,4,16,17,-5
MIA,MIA vs. TOR,02/05/2012,W,240,95,31,69,44.9,4,12,33.3,29,34,85.3,4,32,36,15,8,2,14,19,6
TOR,TOR @ MIA,02/05/2012,L,240,89,34,79,43.0,6,22,27.3,15,21,71.4,10,28,38,17,6,3,16,25,-6
BOS,BOS vs. MEM,02/05/2012,W,240,98,36,73,49.3,7,20,35.0,19,21,90.5,7,38,45,28,9,5,20,15,18
MEM,MEM @ BOS,02/05/2012,L,240,80,32,87,36.8,3,14,21.4,13,16,81.3,15,23,38,13,5,5,13,17,-18
WAS,WAS vs. LAC,02/04/2012,L,240,81,30,80,37.5,7,18,38.9,14,23,60.9,13,19,32,17,9,6,15,18,-26
LAC,LAC @ WAS,02/04/2012,W,240,107,45,83,54.2,11,23,47.8,6,17,35.3,17,36,53,32,8,6,23,21,26
HOU,HOU @ MIN,02/04/2012,L,240,91,39,91,42.9,2,10,20.0,11,14,78.6,10,27,37,24,8,8,10,20,-9
MIN,MIN vs. HOU,02/04/2012,W,240,100,37,82,45.1,6,20,30.0,20,23,87.0,14,34,48,21,7,2,17,15,9
SAC,SAC vs. GSW,02/04/2012,W,265,114,43,98,43.9,10,22,45.5,18,21,85.7,20,35,55,21,10,4,21,13,8
GSW,GSW @ SAC,02/04/2012,L,265,106,39,90,43.3,16,29,55.2,12,13,92.3,10,26,36,25,10,9,18,21,-8
CHI,CHI @ MIL,02/04/2012,W,240,113,48,90,53.3,14,30,46.7,3,4,75.0,11,42,53,31,6,4,14,20,23
MIL,MIL vs. CHI,02/04/2012,L,240,90,37,93,39.8,1,12,8.3,15,19,78.9,13,26,39,15,6,5,8,8,-23
PHI,PHI @ ATL,02/04/2012,W,240,98,44,88,50.0,4,9,44.4,6,9,66.7,9,28,37,25,9,2,7,25,11
ATL,ATL vs. PHI,02/04/2012,L,240,87,32,74,43.2,5,15,33.3,18,27,66.7,13,34,47,20,2,7,15,11,-11
ORL,ORL @ IND,02/04/2012,W,240,85,29,72,40.3,9,25,36.0,18,23,78.3,8,35,43,21,7,7,25,17,4
IND,IND vs. ORL,02/04/2012,L,240,81,29,85,34.1,4,22,18.2,19,21,90.5,15,30,45,12,11,9,16,23,-4
LAL,LAL @ UTA,02/04/2012,L,240,87,29,75,38.7,4,14,28.6,25,30,83.3,16,26,42,12,3,4,14,17,-9
UTA,UTA vs. LAL,02/04/2012,W,240,96,39,87,44.8,4,12,33.3,14,20,70.0,18,32,50,25,6,6,10,23,9
POR,POR vs. DEN,02/04/2012,W,240,117,46,86,53.5,15,33,45.5,10,12,83.3,10,31,41,30,11,5,14,20,20
DEN,DEN @ POR,02/04/2012,L,240,97,35,79,44.3,5,22,22.7,22,24,91.7,12,30,42,17,8,3,17,17,-20
NOH,NOH @ DET,02/04/2012,L,240,87,34,72,47.2,4,12,33.3,15,18,83.3,11,27,38,19,6,4,15,19,-2
DET,DET vs. NOH,02/04/2012,W,240,89,35,78,44.9,2,10,20.0,17,23,73.9,15,27,42,19,7,2,14,14,2
DAL,DAL @ CLE,02/04/2012,L,240,88,32,67,47.8,6,13,46.2,18,27,66.7,4,35,39,22,6,8,21,16,-3
CLE,CLE vs. DAL,02/04/2012,W,240,91,37,93,39.8,6,23,26.1,11,15,73.3,17,29,46,27,12,3,9,18,3
PHX,PHX vs. CHA,02/04/2012,W,240,95,34,85,40.0,10,22,45.5,17,24,70.8,13,34,47,21,5,5,8,14,6
CHA,CHA @ PHX,02/04/2012,L,240,89,33,75,44.0,9,19,47.4,14,19,73.7,11,37,48,15,4,5,15,23,-6
NYK,NYK vs. NJN,02/04/2012,W,240,99,37,83,44.6,2,14,14.3,23,26,88.5,15,33,48,20,5,5,14,21,7
NJN,NJN @ NYK,02/04/2012,L,240,92,30,72,41.7,10,26,38.5,22,26,84.6,9,30,39,18,8,5,16,26,-7
SAS,SAS vs. OKC,02/04/2012,W,240,107,37,88,42.0,12,23,52.2,21,25,84.0,11,34,45,21,4,7,10,22,11
OKC,OKC @ SAS,02/04/2012,L,240,96,36,77,46.8,7,21,33.3,17,28,60.7,7,36,43,18,6,12,13,25,-11
MEM,MEM @ OKC,02/03/2012,L,240,94,37,87,42.5,4,13,30.8,16,20,80.0,15,24,39,19,10,7,19,24,-7
OKC,OKC vs. MEM,02/03/2012,W,240,101,34,71,47.9,7,17,41.2,26,33,78.8,10,25,35,14,8,12,17,16,7
WAS,WAS @ TOR,02/03/2012,L,240,89,33,87,37.9,5,19,26.3,18,25,72.0,11,26,37,13,5,13,9,23,-17
TOR,TOR vs. WAS,02/03/2012,W,240,106,42,93,45.2,3,13,23.1,19,28,67.9,23,38,61,28,5,10,12,18,17
LAL,LAL @ DEN,02/03/2012,W,240,93,37,78,47.4,4,13,30.8,15,25,60.0,8,39,47,19,8,6,11,17,4
DEN,DEN vs. LAL,02/03/2012,L,240,89,33,75,44.0,5,23,21.7,18,23,78.3,5,35,40,20,7,3,12,18,-4
DAL,DAL vs. IND,02/03/2012,L,240,87,35,83,42.2,6,16,37.5,11,13,84.6,13,29,42,20,8,10,16,14,-11
IND,IND @ DAL,02/03/2012,W,240,98,37,87,42.5,12,25,48.0,12,16,75.0,15,33,48,25,14,5,14,17,11
DET,DET vs. MIL,02/03/2012,W,240,88,34,81,42.0,4,14,28.6,16,19,84.2,11,36,47,19,7,6,15,19,8
MIL,MIL @ DET,02/03/2012,L,240,80,26,74,35.1,3,17,17.6,25,33,75.8,11,30,41,10,7,4,16,22,-8
HOU,HOU vs. PHX,02/03/2012,W,240,99,39,89,43.8,4,15,26.7,17,17,100.0,14,35,49,17,8,9,16,17,18
PHX,PHX @ HOU,02/03/2012,L,240,81,34,83,41.0,4,19,21.1,9,14,64.3,9,30,39,20,11,6,16,15,-18
CLE,CLE @ ORL,02/03/2012,L,240,94,33,90,36.7,7,18,38.9,21,27,77.8,18,39,57,17,5,3,12,23,-8
ORL,ORL vs. CLE,02/03/2012,W,240,102,34,80,42.5,9,26,34.6,25,36,69.4,10,35,45,19,6,10,5,20,8
NYK,NYK @ BOS,02/03/2012,L,240,89,34,80,42.5,3,15,20.0,18,21,85.7,13,24,37,19,12,7,16,23,-2
BOS,BOS vs. NYK,02/03/2012,W,240,91,31,76,40.8,10,20,50.0,19,25,76.0,15,25,40,21,4,6,20,25,2
MIN,MIN @ NJN,02/03/2012,W,240,108,36,82,43.9,7,16,43.8,29,32,90.6,16,31,47,24,9,3,16,18,3
NJN,NJN vs. MIN,02/03/2012,L,240,105,38,86,44.2,10,21,47.6,19,24,79.2,15,26,41,29,9,7,17,27,-3
PHI,PHI vs. MIA,02/03/2012,L,240,79,32,81,39.5,5,12,41.7,10,14,71.4,8,30,38,18,6,5,7,17,-20
MIA,MIA @ PHI,02/03/2012,W,240,99,40,77,51.9,8,13,61.5,11,20,55.0,5,42,47,19,3,4,9,12,20
POR,POR @ SAC,02/02/2012,L,240,92,40,88,45.5,4,18,22.2,8,16,50.0,13,29,42,23,12,6,14,22,-3
SAC,SAC vs. POR,02/02/2012,W,240,95,34,76,44.7,5,17,29.4,22,29,75.9,10,32,42,16,7,4,16,17,3
MEM,MEM @ ATL,02/02/2012,W,240,96,41,85,48.2,2,7,28.6,12,19,63.2,15,34,49,22,13,4,12,10,19
ATL,ATL vs. MEM,02/02/2012,L,240,77,33,75,44.0,5,15,33.3,6,9,66.7,6,30,36,23,6,5,15,17,-19
LAC,LAC vs. DEN,02/02/2012,L,240,91,39,85,45.9,8,27,29.6,5,12,41.7,8,20,28,24,8,7,11,21,-21
DEN,DEN @ LAC,02/02/2012,W,240,112,39,73,53.4,12,21,57.1,22,25,88.0,10,31,41,28,4,5,16,16,21
NYK,NYK vs. CHI,02/02/2012,L,240,102,44,90,48.9,4,16,25.0,10,14,71.4,13,24,37,20,7,2,15,23,-3
CHI,CHI @ NYK,02/02/2012,W,240,105,39,74,52.7,6,12,50.0,21,29,72.4,9,28,37,22,10,9,14,15,3
NOH,NOH @ SAS,02/02/2012,L,240,81,33,74,44.6,3,8,37.5,12,16,75.0,7,31,38,17,5,5,14,22,-12
SAS,SAS vs. NOH,02/02/2012,W,240,93,34,74,45.9,4,19,21.1,21,27,77.8,10,30,40,16,4,3,11,15,12
GSW,GSW vs. UTA,02/02/2012,W,240,119,45,96,46.9,8,24,33.3,21,25,84.0,22,25,47,23,10,6,8,22,18
UTA,UTA @ GSW,02/02/2012,L,240,101,36,79,45.6,3,12,25.0,26,34,76.5,15,28,43,24,6,4,14,19,-18
PHX,PHX @ NOH,02/01/2012,W,240,120,41,78,52.6,6,15,40.0,32,39,82.1,7,28,35,22,9,6,9,16,17
NOH,NOH vs. PHX,02/01/2012,L,240,103,40,77,51.9,9,16,56.3,14,17,82.4,8,25,33,32,4,4,17,29,-17
IND,IND @ MIN,02/01/2012,W,240,109,38,84,45.2,7,15,46.7,26,34,76.5,8,37,45,19,6,6,12,26,10
MIN,MIN vs. IND,02/01/2012,L,240,99,34,91,37.4,3,17,17.6,28,37,75.7,14,37,51,16,5,4,16,25,-10
MIA,MIA @ MIL,02/01/2012,L,240,97,34,73,46.6,9,20,45.0,20,24,83.3,8,34,42,24,8,3,18,22,-8
MIL,MIL vs. MIA,02/01/2012,W,240,105,39,88,44.3,10,23,43.5,17,25,68.0,13,27,40,30,9,5,13,17,8
DAL,DAL vs. OKC,02/01/2012,L,240,86,30,84,35.7,4,19,21.1,22,25,88.0,10,34,44,16,8,10,15,18,-9
OKC,OKC @ DAL,02/01/2012,W,240,95,33,81,40.7,5,20,25.0,24,33,72.7,15,40,55,17,11,13,16,20,9
LAC,LAC @ UTA,02/01/2012,W,240,107,42,87,48.3,5,22,22.7,18,23,78.3,12,38,50,18,8,4,13,25,2
UTA,UTA vs. LAC,02/01/2012,L,240,105,38,81,46.9,3,11,27.3,26,36,72.2,7,28,35,21,6,3,10,21,-2
CHA,CHA @ POR,02/01/2012,L,240,68,26,80,32.5,1,9,11.1,15,19,78.9,12,27,39,14,6,9,23,22,-44
POR,POR vs. CHA,02/01/2012,W,240,112,44,80,55.0,7,14,50.0,17,20,85.0,6,37,43,26,18,11,17,18,44
WAS,WAS @ ORL,02/01/2012,L,240,103,42,92,45.7,12,23,52.2,7,9,77.8,15,30,45,26,8,5,16,28,-6
ORL,ORL vs. WAS,02/01/2012,W,240,109,33,73,45.2,13,30,43.3,30,39,76.9,10,27,37,18,8,1,15,10,6
BOS,BOS vs. TOR,02/01/2012,W,240,100,39,75,52.0,12,24,50.0,10,12,83.3,6,40,46,30,4,6,13,20,36
TOR,TOR @ BOS,02/01/2012,L,240,64,25,73,34.2,6,14,42.9,8,18,44.4,10,29,39,16,4,4,16,19,-36
DET,DET @ NJN,02/01/2012,L,240,96,40,82,48.8,5,18,27.8,11,14,78.6,11,20,31,18,3,2,10,21,-3
NJN,NJN vs. DET,02/01/2012,W,240,99,38,79,48.1,8,23,34.8,15,25,60.0,19,25,44,22,5,3,12,14,3
HOU,HOU @ SAS,02/01/2012,L,240,91,36,79,45.6,9,22,40.9,10,13,76.9,12,32,44,18,8,2,21,22,-8
SAS,SAS vs. HOU,02/01/2012,W,240,99,35,76,46.1,7,18,38.9,22,31,71.0,8,30,38,15,10,2,13,15,8
CHI,CHI @ PHI,02/01/2012,L,240,82,32,74,43.2,7,17,41.2,11,16,68.8,8,29,37,22,5,5,17,15,-16
PHI,PHI vs. CHI,02/01/2012,W,240,98,40,84,47.6,4,11,36.4,14,19,73.7,11,32,43,26,10,4,10,14,16
MEM,MEM vs. DEN,01/31/2012,W,265,100,33,86,38.4,6,12,50.0,28,35,80.0,17,31,48,18,13,9,17,21,3
DEN,DEN @ MEM,01/31/2012,L,265,97,35,80,43.8,7,23,30.4,20,27,74.1,9,33,42,20,9,4,25,22,-3
TOR,TOR vs. ATL,01/31/2012,L,240,77,27,73,37.0,4,20,20.0,19,23,82.6,9,29,38,21,7,1,19,16,-23
ATL,ATL @ TOR,01/31/2012,W,240,100,41,80,51.3,7,18,38.9,11,13,84.6,9,31,40,21,8,6,15,16,23
IND,IND vs. NJN,01/31/2012,W,240,106,38,73,52.1,4,11,36.4,26,36,72.2,12,31,43,26,11,7,19,20,7
NJN,NJN @ IND,01/31/2012,L,240,99,35,74,47.3,12,29,41.4,17,23,73.9,8,26,34,23,7,4,19,21,-7
BOS,BOS @ CLE,01/31/2012,W,240,93,37,73,50.7,5,14,35.7,14,19,73.7,7,21,28,25,9,2,14,20,3
CLE,CLE vs. BOS,01/31/2012,L,240,90,34,75,45.3,7,17,41.2,15,21,71.4,13,26,39,27,7,3,17,18,-3
NYK,NYK vs. DET,01/31/2012,W,240,113,42,70,60.0,9,18,50.0,20,25,80.0,4,26,30,25,12,6,15,20,27
DET,DET @ NYK,01/31/2012,L,240,86,32,71,45.1,3,9,33.3,19,25,76.0,10,25,35,13,6,1,22,22,-27
CHA,CHA @ LAL,01/31/2012,L,240,73,31,89,34.8,2,9,22.2,9,13,69.2,12,22,34,18,7,2,9,14,-33
LAL,LAL vs. CHA,01/31/2012,W,240,106,42,76,55.3,12,26,46.2,10,11,90.9,7,40,47,26,4,5,16,16,33
GSW,GSW vs. SAC,01/31/2012,W,240,93,37,91,40.7,8,24,33.3,11,13,84.6,9,29,38,26,8,8,8,20,3
SAC,SAC @ GSW,01/31/2012,L,240,90,35,82,42.7,6,16,37.5,14,19,73.7,12,41,53,21,6,5,21,14,-3
SAS,SAS @ MEM,01/30/2012,W,240,83,32,80,40.0,10,24,41.7,9,15,60.0,14,32,46,23,9,4,18,18,10
MEM,MEM vs. SAS,01/30/2012,L,240,73,27,73,37.0,3,9,33.3,16,20,80.0,8,29,37,10,9,3,17,18,-10
CHI,CHI @ WAS,01/30/2012,W,240,98,34,75,45.3,6,20,30.0,24,31,77.4,12,28,40,22,7,3,19,10,10
WAS,WAS vs. CHI,01/30/2012,L,240,88,37,92,40.2,3,14,21.4,11,13,84.6,18,26,44,22,12,8,16,20,-10
MIL,MIL vs. DET,01/30/2012,W,240,103,36,70,51.4,10,17,58.8,21,26,80.8,7,34,41,21,10,5,15,19,21
DET,DET @ MIL,01/30/2012,L,240,82,32,83,38.6,1,9,11.1,17,20,85.0,17,25,42,22,9,3,16,20,-21
POR,POR @ UTA,01/30/2012,L,240,89,37,80,46.3,5,20,25.0,10,13,76.9,5,32,37,19,6,10,13,24,-4
UTA,UTA vs. POR,01/30/2012,W,240,93,32,84,38.1,3,12,25.0,26,38,68.4,18,33,51,15,9,7,11,17,4
MIA,MIA vs. NOH,01/30/2012,W,240,109,43,78,55.1,6,15,40.0,17,21,81.0,11,28,39,23,6,3,15,17,14
NOH,NOH @ MIA,01/30/2012,L,240,95,40,75,53.3,4,13,30.8,11,19,57.9,4,21,25,20,9,1,13,19,-14
HOU,HOU vs. MIN,01/30/2012,L,240,108,40,85,47.1,7,19,36.8,21,30,70.0,11,23,34,24,9,5,12,23,-12
MIN,MIN @ HOU,01/30/2012,W,240,120,43,74,58.1,6,17,35.3,28,31,90.3,7,33,40,18,6,3,18,21,12
OKC,OKC @ LAC,01/30/2012,L,240,100,38,78,48.7,9,22,40.9,15,23,65.2,10,26,36,15,8,8,17,17,-12
LAC,LAC vs. OKC,01/30/2012,W,240,112,45,80,56.3,13,25,52.0,9,15,60.0,6,27,33,28,10,6,14,17,12
PHX,PHX vs. DAL,01/30/2012,L,240,99,35,80,43.8,12,21,57.1,17,20,85.0,7,26,33,21,5,8,12,19,-23
DAL,DAL @ PHX,01/30/2012,W,240,122,48,87,55.2,14,27,51.9,12,18,66.7,10,34,44,31,7,3,11,16,23
PHI,PHI vs. ORL,01/30/2012,W,240,74,30,80,37.5,4,15,26.7,10,19,52.6,9,38,47,22,7,4,7,17,5
ORL,ORL @ PHI,01/30/2012,L,240,69,26,78,33.3,7,22,31.8,10,22,45.5,16,39,55,11,4,4,15,20,-5
NOH,NOH vs. ATL,01/29/2012,L,240,72,27,73,37.0,3,10,30.0,15,19,78.9,9,27,36,20,6,5,16,19,-22
ATL,ATL @ NOH,01/29/2012,W,240,94,36,81,44.4,12,23,52.2,10,17,58.8,13,29,42,22,10,9,15,18,22
LAL,LAL @ MIN,01/29/2012,W,240,106,40,79,50.6,8,19,42.1,18,23,78.3,7,34,41,19,0,7,12,18,5
MIN,MIN vs. LAL,01/29/2012,L,240,101,40,104,38.5,5,21,23.8,16,23,69.6,24,28,52,19,5,6,4,19,-5
DEN,DEN vs. LAC,01/29/2012,L,240,105,42,85,49.4,6,18,33.3,15,20,75.0,9,33,42,22,3,7,11,21,-4
LAC,LAC @ DEN,01/29/2012,W,240,109,39,86,45.3,14,30,46.7,17,26,65.4,13,32,45,20,5,11,11,18,4
SAS,SAS @ DAL,01/29/2012,L,265,100,39,94,41.5,12,25,48.0,10,19,52.6,14,38,52,23,7,2,10,17,-1
DAL,DAL vs. SAS,01/29/2012,W,265,101,44,100,44.0,4,20,20.0,9,12,75.0,16,39,55,15,7,12,8,18,1
