MATCH UP,W/L
CHI vs. CLE,W
OKC vs. DEN,L
DEN @ OKC,W
TOR vs. BOS,L
BOS @ TOR,W
NOH vs. CHA,L
CHA @ NOH,W
GSW @ MIN,W
MIN vs. GSW,L
MEM @ DAL,L
DAL vs. MEM,W
MIL vs. NJN,W
NJN @ MIL,L
IND vs. NYK,W
NYK @ IND,L
PHI @ MIA,L
MIA vs. PHI,W
UTA @ HOU,L
HOU vs. UTA,W
DET vs. ATL,W
ATL @ DET,L
WAS @ ORL,L
ORL vs. WAS,W
LAC vs. POR,L
POR @ LAC,W
PHX vs. SAS,W
SAS @ PHX,L
CHA vs. ATL,W
ATL @ CHA,L
HOU @ MEM,W
MEM vs. HOU,L
GSW @ WAS,L
WAS vs. GSW,W
SAS @ SAC,W
SAC vs. SAS,L
UTA vs. OKC,W
OKC @ UTA,L
CLE vs. TOR,W
TOR @ CLE,L
BOS @ NYK,L
NYK vs. BOS,W
CHI vs. MIL,L
MIL @ CHI,W
DET @ PHI,W
PHI vs. DET,L
MIN @ OKC,L
OKC vs. MIN,W
WAS vs. NJN,W
NJN @ WAS,L
TOR vs. GSW,L
GSW @ TOR,W
HOU @ IND,L
IND vs. HOU,W
MEM @ ORL,L
ORL vs. MEM,W
LAC vs. NYK,L
NYK @ LAC,W
CLE @ BOS,L
BOS vs. CLE,W
LAL vs. SAS,L
SAS @ LAL,W
MIN vs. MIA,L
MIA @ MIN,W
DEN vs. LAC,W
LAC @ DEN,L
SAC vs. POR,L
POR @ SAC,W
DAL vs. OKC,L
OKC @ DAL,W
PHX @ MIL,L
MIL vs. PHX,W
DET @ ATL,L
ATL vs. DET,W
NJN vs. NOH,W
NOH @ NJN,L
CHA @ CHI,L
CHI vs. CHA,W
PHI vs. TOR,L
TOR @ PHI,W
CHA vs. MIL,W
MIL @ CHA,L
MEM vs. NOH,W
NOH @ MEM,L
CHI @ WAS,W
WAS vs. CHI,L
IND vs. MIA,L
MIA @ IND,W
DET vs. PHX,L
PHX @ DET,W
ATL @ CLE,L
CLE vs. ATL,W
HOU @ BOS,W
BOS vs. HOU,L
UTA @ LAL,L
LAL vs. UTA,W
ORL @ SAS,L
SAS vs. ORL,W
GSW vs. NYK,W
NYK @ GSW,L
DEN vs. POR,W
POR @ DEN,L
ORL @ DAL,W
DAL vs. ORL,L
PHI @ CHA,L
CHA vs. PHI,W
MEM vs. DAL,L
DAL @ MEM,W
LAC @ TOR,L
TOR vs. LAC,W
WAS @ NOH,W
NOH vs. WAS,L
MIN vs. SAC,W
SAC @ MIN,L
LAL @ ATL,L
ATL vs. LAL,W
GSW @ UTA,L
UTA vs. GSW,W
POR vs. NYK,W
NYK @ POR,L
MIA @ DET,W
DET vs. MIA,L
MIL @ CLE,L
CLE vs. MIL,W
BOS vs. OKC,L
OKC @ BOS,W
NJN vs. PHX,L
PHX @ NJN,W
HOU @ SAS,L
SAS vs. HOU,W
MIL vs. LAC,W
LAC @ MIL,L
SAC @ IND,L
IND vs. SAC,W
HOU vs. WAS,W
WAS @ HOU,L
CHI vs. PHX,L
PHX @ CHI,W
OKC @ PHI,W
PHI vs. OKC,L
TOR @ CHA,W
CHA vs. TOR,L
LAL @ NOH,L
NOH vs. LAL,W
DAL vs. DEN,W
DEN @ DAL,L
NYK @ UTA,L
UTA vs. NYK,W
NJN vs. SAS,W
SAS @ NJN,L
POR @ OKC,W
OKC vs. POR,L
PHX @ MIN,W
MIN vs. PHX,L
MEM @ MIL,L
MIL vs. MEM,W
IND @ ATL,L
ATL vs. IND,W
MIA vs. TOR,W
TOR @ MIA,L
DET vs. CHI,L
CHI @ DET,W
CLE vs. SAC,W
SAC @ CLE,L
ORL vs. DEN,W
DEN @ ORL,L
LAC vs. GSW,L
GSW @ LAC,W
SAS @ BOS,W
BOS vs. SAS,L
UTA @ WAS,W
WAS vs. UTA,L
POR @ NOH,W
NOH vs. POR,L
LAL @ HOU,W
HOU vs. LAL,L
CHI vs. NJN,W
NJN @ CHI,L
DAL @ GSW,W
GSW vs. DAL,L
WAS @ CHA,L
CHA vs. WAS,W
LAL @ OKC,L
OKC vs. LAL,W
TOR vs. DEN,L
DEN @ TOR,W
MIA @ MIL,W
MIL vs. MIA,L
UTA @ IND,L
IND vs. UTA,W
ORL vs. MIN,W
MIN @ ORL,L
SAC @ BOS,L
BOS vs. SAC,W
DET @ NJN,L
NJN vs. DET,W
NYK @ PHX,L
PHX vs. NYK,W
CLE @ SAS,L
SAS vs. CLE,W
ATL @ PHI,L
PHI vs. ATL,W
DAL @ POR,L
POR vs. DAL,W
LAC @ HOU,W
HOU vs. LAC,L
MIA @ CHI,W
CHI vs. MIA,L
CHA vs. MIN,W
MIN @ CHA,L
OKC vs. HOU,W
HOU @ OKC,L
UTA @ TOR,W
TOR vs. UTA,L
NOH vs. CLE,L
CLE @ NOH,W
PHI @ MIL,W
MIL vs. PHI,L
ATL vs. ORL,W
ORL @ ATL,L
IND vs. WAS,W
WAS @ IND,L
DEN @ BOS,L
BOS vs. DEN,W
SAC @ NJN,L
NJN vs. SAC,W
LAL @ SAS,W
SAS vs. LAL,L
MEM @ GSW,L
GSW vs. MEM,W
CHA @ WAS,W
WAS vs. CHA,L
DAL vs. LAC,W
LAC @ DAL,L
DET vs. IND,L
IND @ DET,W
NYK vs. DEN,W
DEN @ NYK,L
OKC vs. SAS,L
SAS @ OKC,W
DAL @ NOH,L
NOH vs. DAL,W
MIN vs. TOR,L
TOR @ MIN,W
MEM @ SAC,W
SAC vs. MEM,L
ATL @ MIL,L
MIL vs. ATL,W
UTA vs. BOS,W
BOS @ UTA,L
NJN vs. MIA,L
MIA @ NJN,W
HOU @ CHI,L
CHI vs. HOU,W
PHX @ GSW,W
GSW vs. PHX,L
PHI vs. ORL,L
ORL @ PHI,W
SAS @ ATL,L
ATL vs. SAS,W
IND vs. OKC,W
OKC @ IND,L
DET @ CLE,L
CLE vs. DET,W
SAC @ LAC,W
LAC vs. SAC,L
POR @ PHX,L
PHX vs. POR,W
HOU @ NYK,W
NYK vs. HOU,L
WAS @ LAL,L
LAL vs. WAS,W
MEM vs. GSW,W
GSW @ MEM,L
MIL @ DEN,W
DEN vs. MIL,L
BOS @ DAL,W
DAL vs. BOS,L
UTA vs. NOH,W
NOH @ UTA,L
MIA vs. CHA,W
CHA @ MIA,L
NJN vs. TOR,L
TOR @ NJN,W
CHI @ PHI,W
PHI vs. CHI,L
OKC @ TOR,W
TOR vs. OKC,L
SAC vs. MIL,L
MIL @ SAC,W
CHA @ ATL,L
ATL vs. CHA,W
IND vs. DET,W
DET @ IND,L
WAS @ POR,L
POR vs. WAS,W
BOS @ HOU,W
HOU vs. BOS,L
PHX vs. UTA,W
UTA @ PHX,L
PHI @ NYK,L
NYK vs. PHI,W
CHI vs. CLE,L
CLE @ CHI,W
LAL vs. MIN,W
MIN @ LAL,L
SAS vs. GSW,W
GSW @ SAS,L
DEN vs. NOH,W
NOH @ DEN,L
MIA vs. ORL,L
ORL @ MIA,W
CHA vs. OKC,W
OKC @ CHA,L
TOR vs. ATL,W
ATL @ TOR,L
CHI @ DAL,L
DAL vs. CHI,W
MIN @ UTA,L
UTA vs. MIN,W
HOU vs. MEM,W
MEM @ HOU,L
CLE vs. IND,W
IND @ CLE,L
ORL vs. SAS,W
SAS @ ORL,L
MIL @ LAC,L
LAC vs. MIL,W
NYK @ BOS,L
BOS vs. NYK,W
NOH @ GSW,L
GSW vs. NOH,W
PHI vs. NJN,W
NJN @ PHI,L
MEM vs. CHI,W
CHI @ MEM,L
WAS @ DEN,L
DEN vs. WAS,W
LAL @ SAC,W
SAC vs. LAL,L
IND vs. CHA,W
CHA @ IND,L
DET vs. CLE,L
CLE @ DET,W
SAS @ MIA,W
MIA vs. SAS,L
NJN vs. ATL,L
ATL @ NJN,W
MIN @ PHX,L
PHX vs. MIN,W
UTA vs. WAS,W
WAS @ UTA,L
HOU vs. DEN,W
DEN @ HOU,L
LAC vs. NOH,L
NOH @ LAC,W
DET @ BOS,L
BOS vs. DET,W
LAL @ GSW,W
GSW vs. LAL,L
NYK @ PHI,W
PHI vs. NYK,L
OKC vs. UTA,W
UTA @ OKC,L
IND @ MIL,L
MIL vs. IND,W
SAC vs. MIN,W
MIN @ SAC,L
POR vs. TOR,W
TOR @ POR,L
PHI @ MIA,L
MIA vs. PHI,W
CLE vs. BOS,W
BOS @ CLE,L
ORL vs. CHA,L
CHA @ ORL,W
PHX vs. NOH,W
NOH @ PHX,L
MEM vs. DEN,L
DEN @ MEM,W
WAS vs. ORL,L
ORL @ WAS,W
DAL vs. NYK,L
NYK @ DAL,W
DET @ ATL,L
ATL vs. DET,W
HOU vs. NJN,W
NJN @ HOU,L
SAS vs. LAC,W
LAC @ SAS,L
TOR @ GSW,L
GSW vs. TOR,W
CHA vs. LAC,W
LAC @ CHA,L
MEM vs. NYK,W
NYK @ MEM,L
OKC vs. NJN,W
NJN @ OKC,L
NOH vs. DEN,L
DEN @ NOH,W
SAS @ MIN,W
MIN vs. SAS,L
SAC vs. POR,L
POR @ SAC,W
MIL vs. UTA,W
UTA @ MIL,L
MIA vs. CHI,W
CHI @ MIA,L
DET vs. WAS,W
WAS @ DET,L
BOS vs. IND,W
IND @ BOS,L
LAL @ PHX,W
PHX vs. LAL,L
PHI vs. CLE,L
CLE @ PHI,W
ATL @ WAS,W
WAS vs. ATL,L
ORL vs. CHI,W
CHI @ ORL,L
GSW vs. POR,L
POR @ GSW,W
NOH @ OKC,L
OKC vs. NOH,W
MIN vs. DEN,L
DEN @ MIN,W
SAC vs. TOR,W
TOR @ SAC,L
NJN @ DAL,L
DAL vs. NJN,W
LAC @ MIA,L
MIA vs. LAC,W
DET vs. UTA,L
UTA @ DET,W
BOS vs. MEM,L
MEM @ BOS,W
NYK @ SAS,L
SAS vs. NYK,W
PHI vs. CHA,L
CHA @ PHI,W
MIA @ CHA,L
CHA vs. MIA,W
HOU @ WAS,W
WAS vs. HOU,L
MIL vs. BOS,W
BOS @ MIL,L
PHI @ IND,L
IND vs. PHI,W
POR vs. SAC,W
SAC @ POR,L
ORL vs. LAC,W
LAC @ ORL,L
UTA @ CHI,W
CHI vs. UTA,L
LAL vs. TOR,W
TOR @ LAL,L
MEM vs. NJN,W
NJN @ MEM,L
GSW @ NOH,L
NOH vs. GSW,W
MIN vs. DAL,L
DAL @ MIN,W
CLE vs. SAS,W
SAS @ CLE,L
NYK vs. ATL,W
ATL @ NYK,L
PHI @ TOR,W
TOR vs. PHI,L
OKC @ SAC,W
SAC vs. OKC,L
DEN vs. POR,W
POR @ DEN,L
DET vs. HOU,W
HOU @ DET,L
ORL vs. LAL,W
LAL @ ORL,L
BOS vs. WAS,W
WAS @ BOS,L
GSW @ CHA,L
CHA vs. GSW,W
SAS @ MEM,W
MEM vs. SAS,L
HOU @ MIN,W
MIN vs. HOU,L
CLE @ MIL,L
MIL vs. CLE,W
LAC @ UTA,L
UTA vs. LAC,W
MIA vs. ATL,W
ATL @ MIA,L
IND @ PHX,L
PHX vs. IND,W
NYK vs. NJN,L
NJN @ NYK,W
DAL @ CHI,W
CHI vs. DAL,L
LAL @ CHA,L
CHA vs. LAL,W
TOR vs. NYK,W
NYK @ TOR,L
WAS vs. MIL,L
MIL @ WAS,W
IND @ DEN,L
DEN vs. IND,W
DAL vs. SAC,W
SAC @ DAL,L
GSW @ ATL,L
ATL vs. GSW,W
DET @ CLE,L
CLE vs. DET,W
OKC @ LAC,W
LAC vs. OKC,L
ORL @ NJN,W
NJN vs. ORL,L
SAS vs. NOH,W
NOH @ SAS,L
PHI vs. BOS,L
BOS @ PHI,W
MIA vs. LAL,W
LAL @ MIA,L
UTA @ PHX,W
PHX vs. UTA,L
CHI vs. MEM,L
MEM @ CHI,W
NOH vs. MEM,L
MEM @ NOH,W
DEN vs. OKC,W
OKC @ DEN,L
MIN @ DAL,L
DAL vs. MIN,W
WAS @ MIL,L
MIL vs. WAS,W
PHI @ ATL,L
ATL vs. PHI,W
IND @ POR,L
POR vs. IND,W
HOU vs. SAC,L
SAC @ HOU,W
GSW @ ORL,L
ORL vs. GSW,W
PHX @ LAC,W
LAC vs. PHX,L
CHA @ BOS,L
BOS vs. CHA,W
NJN vs. CLE,L
CLE @ NJN,W
DET @ NYK,L
NYK vs. DET,W
SAC @ OKC,L
OKC vs. SAC,W
GSW @ MIA,L
MIA vs. GSW,W
DET vs. BOS,L
BOS @ DET,W
IND @ LAL,L
LAL vs. IND,W
DAL @ CHA,W
CHA vs. DAL,L
MEM vs. POR,L
POR @ MEM,W
NOH vs. SAS,L
SAS @ NOH,W
TOR @ HOU,L
HOU vs. TOR,W
NYK @ CLE,L
CLE vs. NYK,W
LAC vs. UTA,W
UTA @ LAC,L
PHX vs. DEN,W
DEN @ PHX,L
CHI vs. ATL,L
ATL @ CHI,W
ORL @ PHI,W
PHI vs. ORL,L
TOR @ OKC,L
OKC vs. TOR,W
LAC @ SAC,L
SAC vs. LAC,W
NOH @ DAL,L
DAL vs. NOH,W
MIL @ ATL,L
ATL vs. MIL,W
ORL vs. MIA,W
MIA @ ORL,L
NJN vs. WAS,L
WAS @ NJN,W
DEN @ LAL,L
LAL vs. DEN,W
SAS vs. PHX,W
PHX @ SAS,L
MIN vs. POR,L
POR @ MIN,W
IND vs. CHI,W
CHI @ IND,L
UTA vs. HOU,W
HOU @ UTA,L
MIA vs. MIL,L
MIL @ MIA,W
NJN @ BOS,W
BOS vs. NJN,L
NYK vs. MEM,L
MEM @ NYK,W
GSW vs. DET,W
DET @ GSW,L
CHA @ MEM,W
MEM vs. CHA,L
OKC vs. MIN,W
MIN @ OKC,L
CLE @ TOR,W
TOR vs. CLE,L
NOH vs. ORL,W
ORL @ NOH,L
WAS vs. NYK,L
NYK @ WAS,W
DET @ DEN,L
DEN vs. DET,W
UTA @ SAC,L
SAC vs. UTA,W
DAL @ ATL,W
ATL vs. DAL,L
HOU vs. SAS,W
SAS @ HOU,L
LAC @ PHX,L
PHX vs. LAC,W
POR @ CHI,L
CHI vs. POR,W
LAL vs. PHI,W
PHI @ LAL,L
MIL @ IND,W
IND vs. MIL,L
BOS vs. CLE,L
CLE @ BOS,W
GSW vs. DEN,L
DEN @ GSW,W
TOR vs. POR,L
POR @ TOR,W
WAS vs. MEM,L
MEM @ WAS,W
NOH @ MIL,L
MIL vs. NOH,W
DAL vs. LAL,W
LAL @ DAL,L
MIN @ ATL,L
ATL vs. MIN,W
UTA vs. CHA,W
CHA @ UTA,L
HOU vs. ORL,L
ORL @ HOU,W
LAC vs. DET,W
DET @ LAC,L
PHX vs. PHI,W
PHI @ PHX,L
IND @ CHI,L
CHI vs. IND,W
SAS vs. OKC,W
OKC @ SAS,L
OKC vs. PHX,L
PHX @ OKC,W
LAL @ MEM,W
MEM vs. LAL,L
DET @ SAC,W
SAC vs. DET,L
MIA vs. MIN,L
MIN @ MIA,W
NOH @ CLE,L
CLE vs. NOH,W
NYK @ BOS,L
BOS vs. NYK,W
POR @ NJN,W
NJN vs. POR,L
GSW vs. PHI,L
PHI @ GSW,W
WAS vs. CHI,W
CHI @ WAS,L
IND @ DAL,L
DAL vs. IND,W
UTA vs. ATL,L
ATL @ UTA,W
LAC vs. CHA,W
CHA @ LAC,L
MIL @ NYK,W
NYK vs. MIL,L
HOU @ NOH,L
NOH vs. HOU,W
OKC @ MIN,W
MIN vs. OKC,L
DEN vs. BOS,W
BOS @ DEN,L
UTA @ POR,W
POR vs. UTA,L
SAS @ DET,L
DET vs. SAS,W
CLE @ ORL,L
ORL vs. CLE,W
NJN vs. MEM,L
MEM @ NJN,W
SAC @ PHX,L
PHX vs. SAC,W
GSW vs. ATL,W
ATL @ GSW,L
WAS @ TOR,L
TOR vs. WAS,W
MIL vs. CHA,W
CHA @ MIL,L
MIA @ DAL,L
DAL vs. MIA,W
IND @ HOU,W
HOU vs. IND,L
LAC vs. SAC,W
SAC @ LAC,L
NYK vs. OKC,L
OKC @ NYK,W
PHI @ CHI,L
CHI vs. PHI,W
CLE @ CHA,L
CHA vs. CLE,W
MIA @ MEM,W
MEM vs. MIA,L
NOH vs. IND,W
IND @ NOH,L
DEN @ WAS,L
WAS vs. DEN,W
CHI @ MIN,W
MIN vs. CHI,L
POR vs. BOS,L
BOS @ POR,W
DET vs. MIL,L
MIL @ DET,W
DAL @ ORL,W
ORL vs. DAL,L
NJN vs. TOR,L
TOR @ NJN,W
PHX vs. ATL,W
ATL @ PHX,L
UTA @ GSW,W
GSW vs. UTA,L
PHI vs. SAS,W
SAS @ PHI,L
DEN @ CLE,W
CLE vs. DEN,L
BOS @ LAL,W
LAL vs. BOS,L
MEM @ TOR,W
TOR vs. MEM,L
WAS vs. MIN,W
MIN @ WAS,L
NOH vs. UTA,L
UTA @ NOH,W
MIL vs. HOU,L
HOU @ MIL,W
PHX @ DAL,L
DAL vs. PHX,W
SAS @ IND,W
IND vs. SAS,L
ORL vs. DET,W
DET @ ORL,L
LAC vs. ATL,L
ATL @ LAC,W
NJN vs. MIA,L
MIA @ NJN,W
CHI @ NYK,W
NYK vs. CHI,L
GSW vs. SAC,W
SAC @ GSW,L
CHA vs. NJN,L
NJN @ CHA,W
PHX @ MEM,W
MEM vs. PHX,L
DAL @ OKC,L
OKC vs. DAL,W
SAC vs. BOS,L
BOS @ SAC,W
POR vs. LAC,W
LAC @ POR,L
MIN @ DET,L
DET vs. MIN,W
UTA @ HOU,W
HOU vs. UTA,L
CHI vs. NYK,W
NYK @ CHI,L
GSW @ LAL,L
LAL vs. GSW,W
MIA @ PHI,W
PHI vs. MIA,L
SAS @ DEN,W
DEN vs. SAS,L
CLE vs. ORL,W
ORL @ CLE,L
PHI @ TOR,L
TOR vs. PHI,W
NOH vs. BOS,W
BOS @ NOH,L
MIN vs. CHA,L
CHA @ MIN,W
MIA @ ATL,W
ATL vs. MIA,L
UTA vs. LAL,L
LAL @ UTA,W
DET vs. SAC,L
SAC @ DET,W
MIL @ NJN,W
NJN vs. MIL,L
POR @ PHX,W
PHX vs. POR,L
ORL @ CHI,W
CHI vs. ORL,L
LAC @ GSW,L
GSW vs. LAC,W
CHA vs. WAS,W
WAS @ CHA,L
ATL @ MEM,W
MEM vs. ATL,L
DEN vs. DAL,W
DAL @ DEN,L
DET @ MIL,W
MIL vs. DET,L
CHI @ IND,W
IND vs. CHI,L
OKC @ POR,W
POR vs. OKC,L
MIA vs. HOU,W
HOU @ MIA,L
NJN @ CLE,L
CLE vs. NJN,W
LAC vs. UTA,L
UTA @ LAC,W
SAC @ NYK,W
NYK vs. SAC,L
MIN @ PHI,L
PHI vs. MIN,W
ORL vs. NOH,W
NOH @ ORL,L
SAS @ LAL,L
LAL vs. SAS,W
GSW vs. DAL,L
DAL @ GSW,W
TOR vs. SAC,W
SAC @ TOR,L
ORL @ BOS,W
BOS vs. ORL,L
NOH @ CHA,W
CHA vs. NOH,L
MEM @ MIN,L
MIN vs. MEM,W
IND @ MIL,L
MIL vs. IND,W
UTA vs. DEN,W
DEN @ UTA,L
POR vs. LAL,L
LAL @ POR,W
DET vs. NJN,W
NJN @ DET,L
CLE vs. NYK,W
NYK @ CLE,L
PHI @ HOU,W
HOU vs. PHI,L
SAS @ LAC,W
LAC vs. SAS,L
MIA @ CHI,L
CHI vs. MIA,W
OKC @ GSW,W
GSW vs. OKC,L
MEM vs. HOU,L
HOU @ MEM,W
PHI @ NOH,W
NOH vs. PHI,L
PHX @ SAC,W
SAC vs. PHX,L
DAL vs. MIN,L
MIN @ DAL,W
CHI @ ATL,L
ATL vs. CHI,W
IND vs. DET,W
DET @ IND,L
WAS @ ORL,W
ORL vs. WAS,L
NJN @ BOS,L
BOS vs. NJN,W
MIL @ NYK,W
NYK vs. MIL,L
DEN @ LAL,W
LAL vs. DEN,L
POR vs. SAS,W
SAS @ POR,L
CLE vs. MIA,W
MIA @ CLE,L
NJN @ TOR,L
TOR vs. NJN,W
NOH vs. OKC,L
OKC @ NOH,W
PHX @ DEN,W
DEN vs. PHX,L
SAC vs. SAS,L
SAS @ SAC,W
DAL vs. GSW,W
GSW @ DAL,L
ATL vs. LAC,W
LAC @ ATL,L
POR @ UTA,L
UTA vs. POR,W
BOS vs. MIA,W
MIA @ BOS,L
WAS @ NYK,L
NYK vs. WAS,W
LAL vs. CHA,W
CHA @ LAL,L
PHI vs. CHI,W
CHI @ PHI,L
ATL @ OKC,L
OKC vs. ATL,W
TOR @ IND,L
IND vs. TOR,W
GSW @ HOU,L
HOU vs. GSW,W
MEM @ CLE,L
CLE vs. MEM,W
MIL @ ORL,L
ORL vs. MIL,W
NJN vs. DET,L
DET @ NJN,W
CHI vs. LAC,L
LAC @ CHI,W
LAL @ MEM,L
MEM vs. LAL,W
WAS vs. BOS,L
BOS @ WAS,W
NOH vs. PHX,L
PHX @ NOH,W
DEN vs. SAC,W
SAC @ DEN,L
UTA vs. DAL,W
DAL @ UTA,L
CHA @ POR,L
POR vs. CHA,W
MIL @ MIA,W
MIA vs. MIL,L
GSW @ OKC,L
OKC vs. GSW,W
TOR vs. IND,W
IND @ TOR,L
MIN vs. NYK,W
NYK @ MIN,L
PHX @ HOU,W
HOU vs. PHX,L
DET vs. ORL,L
ORL @ DET,W
LAC @ CLE,L
CLE vs. LAC,W
LAL @ BOS,W
BOS vs. LAL,L
NJN vs. PHI,L
PHI @ NJN,W
SAS vs. DEN,L
DEN @ SAS,W
MEM vs. NOH,L
NOH @ MEM,W
WAS vs. NYK,W
NYK @ WAS,L
SAC vs. CHA,L
CHA @ SAC,W
MIL vs. MIA,W
MIA @ MIL,L
DAL vs. POR,L
POR @ DAL,W
ORL vs. ATL,W
ATL @ ORL,L
OKC vs. DEN,W
DEN @ OKC,L
NOH vs. CHI,L
CHI @ NOH,W
LAC @ MIN,L
MIN vs. LAC,W
ATL vs. BOS,W
BOS @ ATL,L
IND vs. CLE,L
CLE @ IND,W
SAC @ UTA,L
UTA vs. SAC,W
DET vs. MIA,L
MIA @ DET,W
HOU vs. POR,W
POR @ HOU,L
WAS @ NJN,W
NJN vs. WAS,L
MEM @ SAS,L
SAS vs. MEM,W
CHA @ GSW,W
GSW vs. CHA,L
PHI vs. LAL,L
LAL @ PHI,W
BOS @ ORL,L
ORL vs. BOS,W
PHX vs. DAL,W
DAL @ PHX,L
TOR @ NYK,W
NYK vs. TOR,L
CHI @ OKC,W
OKC vs. CHI,L
TOR vs. MIA,W
MIA @ TOR,L
PHI @ MIL,L
MIL vs. PHI,W
LAL @ IND,W
IND vs. LAL,L
POR vs. UTA,L
UTA @ POR,W
DET vs. MEM,L
MEM @ DET,W
HOU vs. DEN,L
DEN @ HOU,W
MIN @ CLE,L
CLE vs. MIN,W
LAC @ NJN,L
NJN vs. LAC,W
ATL @ SAS,L
SAS vs. ATL,W
GSW vs. NOH,L
NOH @ GSW,W
WAS vs. LAL,L
LAL @ WAS,W
SAC vs. GSW,W
GSW @ SAC,L
DAL vs. MIL,W
MIL @ DAL,L
CHA @ PHX,W
PHX vs. CHA,L
NYK vs. MIN,W
MIN @ NYK,L
MEM vs. ORL,W
ORL @ MEM,L
DEN vs. CHA,W
CHA @ DEN,L
PHX @ UTA,L
UTA vs. PHX,W
CLE @ MIA,W
MIA vs. CLE,L
POR vs. NOH,L
NOH @ POR,W
HOU vs. ATL,L
ATL @ HOU,W
LAC @ BOS,L
BOS vs. LAC,W
SAS vs. CHI,L
CHI @ SAS,W
PHI vs. IND,L
IND @ PHI,W
TOR vs. LAL,W
LAL @ TOR,L
LAC @ WAS,W
WAS vs. LAC,L
DAL @ NYK,W
NYK vs. DAL,L
CHA vs. ORL,L
ORL @ CHA,W
NOH @ DEN,L
DEN vs. NOH,W
MIN @ MIL,L
MIL vs. MIN,W
IND vs. PHI,L
PHI @ IND,W
UTA vs. NJN,W
NJN @ UTA,L
MIA vs. SAC,W
SAC @ MIA,L
CHI @ HOU,W
HOU vs. CHI,L
POR @ DET,W
DET vs. POR,L
CLE vs. OKC,W
OKC @ CLE,L
PHX vs. GSW,W
GSW @ PHX,L
OKC @ MEM,L
MEM vs. OKC,W
MIL @ TOR,L
TOR vs. MIL,W
MIA @ WAS,W
WAS vs. MIA,L
NOH @ MIN,W
MIN vs. NOH,L
CHA @ ATL,L
ATL vs. CHA,W
IND @ DET,W
DET vs. IND,L
ORL vs. SAC,W
SAC @ ORL,L
BOS vs. POR,W
POR @ BOS,L
CHI @ PHX,W
PHX vs. CHI,L
LAL @ NYK,W
NYK vs. LAL,L
HOU @ SAS,W
SAS vs. HOU,L
GSW vs. NJN,W
NJN @ GSW,L
PHI vs. DAL,W
DAL @ PHI,L
DEN vs. LAC,W
LAC @ DEN,L
CLE vs. LAL,W
LAL @ CLE,L
CHA vs. MIA,W
MIA @ CHA,L
MEM @ NOH,L
NOH vs. MEM,W
WAS vs. DAL,L
DAL @ WAS,W
MIN vs. OKC,L
OKC @ MIN,W
MIL vs. TOR,W
TOR @ MIL,L
SAC @ ATL,L
ATL vs. SAC,W
DET vs. BOS,W
BOS @ DET,L
ORL vs. IND,W
IND @ ORL,L
