MATCH UP,W/L
LAC vs. CHI,W
CHI @ LAC,L
PHX vs. NJN,W
NJN @ PHX,L
UTA @ SAS,W
SAS vs. UTA,L
DEN @ GSW,W
GSW vs. DEN,L
PHI vs. POR,L
POR @ PHI,W
MIA vs. IND,W
IND @ MIA,L
TOR @ CLE,L
CLE vs. TOR,W
CHA vs. SAC,W
SAC @ CHA,L
MEM vs. PHX,W
PHX @ MEM,L
WAS vs. POR,W
POR @ WAS,L
NOH vs. SAS,L
SAS @ NOH,W
PHI @ MIN,L
MIN vs. PHI,W
OKC @ ATL,W
ATL vs. OKC,L
MIL @ HOU,L
HOU vs. MIL,W
NJN @ LAC,L
LAC vs. NJN,W
DAL @ BOS,W
BOS vs. DAL,L
NYK vs. DET,W
DET @ NYK,L
ORL @ LAL,L
LAL vs. ORL,W
CHI @ GSW,L
GSW vs. CHI,W
DAL @ TOR,L
TOR vs. DAL,W
DEN vs. UTA,W
UTA @ DEN,L
CHA vs. PHX,W
PHX @ CHA,L
MIA @ OKC,L
OKC vs. MIA,W
SAS @ MEM,L
MEM vs. SAS,W
WAS vs. SAC,W
SAC @ WAS,L
IND vs. NOH,L
NOH @ IND,W
MIL @ UTA,L
UTA vs. MIL,W
DET vs. NYK,W
NYK @ DET,L
CLE @ LAC,W
LAC vs. CLE,L
SAS @ CHA,L
CHA vs. SAS,W
MIN @ MEM,L
MEM vs. MIN,W
DAL vs. OKC,W
OKC @ DAL,L
ATL vs. PHX,W
PHX @ ATL,L
ORL @ POR,L
POR vs. ORL,W
NOH @ DET,L
DET vs. NOH,W
MIA @ HOU,W
HOU vs. MIA,L
IND @ NJN,W
NJN vs. IND,L
NYK vs. TOR,L
TOR @ NYK,W
CHI vs. WAS,W
WAS @ CHI,L
LAL vs. LAC,W
LAC @ LAL,L
MIL @ GSW,W
GSW vs. MIL,L
SAC @ PHI,L
PHI vs. SAC,W
UTA vs. CLE,W
CLE @ UTA,L
BOS vs. CHI,L
CHI @ BOS,W
SAS @ OKC,W
OKC vs. SAS,L
NOH vs. LAC,W
LAC @ NOH,L
DEN vs. ORL,W
ORL @ DEN,L
DAL vs. LAL,L
LAL @ DAL,W
ATL vs. WAS,W
WAS @ ATL,L
IND vs. PHX,W
PHX @ IND,L
POR vs. MIL,W
MIL @ POR,L
HOU vs. MIN,W
MIN @ HOU,L
BOS @ NJN,W
NJN vs. BOS,L
MIA @ GSW,W
GSW vs. MIA,L
PHI vs. NYK,L
NYK @ PHI,W
HOU @ CHA,L
CHA vs. HOU,W
LAC @ MEM,L
MEM vs. LAC,W
WAS vs. DET,L
DET @ WAS,W
SAC vs. ORL,L
ORL @ SAC,W
SAS vs. LAL,W
LAL @ SAS,L
NYK @ OKC,L
OKC vs. NYK,W
MIN @ DEN,L
DEN vs. MIN,W
TOR @ IND,L
IND vs. TOR,W
UTA vs. MIA,W
MIA @ UTA,L
ATL @ BOS,W
BOS vs. ATL,L
MIL @ PHX,L
PHX vs. MIL,W
DET @ CHI,L
CHI vs. DET,W
GSW vs. CLE,L
CLE @ GSW,W
NOH @ PHI,L
PHI vs. NOH,W
WAS vs. NOH,L
NOH @ WAS,W
BOS @ TOR,W
TOR vs. BOS,L
POR vs. CLE,L
CLE @ POR,W
MIA @ LAC,L
LAC vs. MIA,W
MIL @ LAL,L
LAL vs. MIL,W
SAS vs. NJN,W
NJN @ SAS,L
MEM @ CHA,L
CHA vs. MEM,W
OKC vs. IND,W
IND @ OKC,L
SAC vs. DEN,W
DEN @ SAC,L
UTA @ DAL,W
DAL vs. UTA,L
DET vs. PHI,L
PHI @ DET,W
HOU vs. NYK,W
NYK @ HOU,L
ATL @ ORL,L
ORL vs. ATL,W
CHI vs. MIN,W
MIN @ CHI,L
MEM vs. UTA,W
UTA @ MEM,L
WAS vs. ORL,W
ORL @ WAS,L
NOH vs. NJN,W
NJN @ NOH,L
MIN vs. IND,W
IND @ MIN,L
DEN vs. CLE,W
CLE @ DEN,L
CHI @ MIL,L
MIL vs. CHI,W
BOS @ ATL,L
ATL vs. BOS,W
LAL @ POR,L
POR vs. LAL,W
PHX vs. MIA,L
MIA @ PHX,W
DAL @ SAS,W
SAS vs. DAL,L
GSW vs. SAC,W
SAC @ GSW,L
PHI vs. TOR,L
TOR @ PHI,W
NYK vs. CHA,W
CHA @ NYK,L
OKC vs. NOH,L
NOH @ OKC,W
MIN vs. GSW,L
GSW @ MIN,W
ATL vs. NJN,W
NJN @ ATL,L
UTA vs. MEM,W
MEM @ UTA,L
MIA vs. BOS,L
BOS @ MIA,W
WAS @ CLE,L
CLE vs. WAS,W
TOR @ ORL,W
ORL vs. TOR,L
LAL @ LAC,L
LAC vs. LAL,W
PHX vs. HOU,W
HOU @ PHX,L
DET @ SAS,L
SAS vs. DET,W
CHA vs. CHI,W
CHI @ CHA,L
DEN vs. GSW,W
GSW @ DEN,L
PHX @ SAC,W
SAC vs. PHX,L
DAL vs. DET,W
DET @ DAL,L
IND vs. ORL,W
ORL @ IND,L
MEM @ POR,W
POR vs. MEM,L
NJN vs. MIL,L
MIL @ NJN,W
HOU @ LAL,L
LAL vs. HOU,W
PHI vs. WAS,L
WAS @ PHI,W
NOH @ UTA,W
UTA vs. NOH,L
MIA vs. ATL,W
ATL @ MIA,L
LAC vs. POR,W
POR @ LAC,L
CHI vs. OKC,L
OKC @ CHI,W
TOR vs. SAS,W
SAS @ TOR,L
PHI @ DEN,W
DEN vs. PHI,L
CLE vs. CHA,L
CHA @ CLE,W
NYK vs. IND,W
IND @ NYK,L
LAL vs. DAL,W
DAL @ LAL,L
SAS @ WAS,W
WAS vs. SAS,L
HOU @ NOH,L
NOH vs. HOU,W
DAL @ SAC,W
SAC vs. DAL,L
OKC @ MIL,L
MIL vs. OKC,W
IND vs. MIN,W
MIN @ IND,L
UTA vs. DEN,L
DEN @ UTA,W
GSW @ POR,L
POR vs. GSW,W
CHA @ MIA,W
MIA vs. CHA,L
TOR @ BOS,L
BOS vs. TOR,W
NJN vs. CLE,L
CLE @ NJN,W
MEM @ PHX,W
PHX vs. MEM,L
ORL @ CHI,L
CHI vs. ORL,W
ORL @ MIN,W
MIN vs. ORL,L
NYK @ ATL,W
ATL vs. NYK,L
SAC @ LAL,L
LAL vs. SAC,W
UTA @ OKC,L
OKC vs. UTA,W
DET vs. CHI,L
CHI @ DET,W
DAL @ HOU,L
HOU vs. DAL,W
LAC vs. PHI,W
PHI @ LAC,L
MIA @ SAS,L
SAS vs. MIA,W
CHA @ TOR,L
TOR vs. CHA,W
MIA @ NOH,L
NOH vs. MIA,W
MIN vs. UTA,L
UTA @ MIN,W
SAC vs. PHI,L
PHI @ SAC,W
MEM @ IND,W
IND vs. MEM,L
POR vs. LAC,W
LAC @ POR,L
CLE vs. ATL,W
ATL @ CLE,L
MIL @ ORL,L
ORL vs. MIL,W
NYK @ NJN,L
NJN vs. NYK,W
BOS @ PHX,L
PHX vs. BOS,W
OKC @ WAS,W
WAS vs. OKC,L
CLE @ ATL,W
ATL vs. CLE,L
NYK @ DET,W
DET vs. NYK,L
NOH @ HOU,L
HOU vs. NOH,W
CHI vs. IND,W
IND @ CHI,L
GSW @ LAL,L
LAL vs. GSW,W
SAS vs. MIN,W
MIN @ SAS,L
CHA vs. MIL,W
MIL @ CHA,L
WAS @ MEM,L
MEM vs. WAS,W
SAC vs. DEN,W
DEN @ SAC,L
POR vs. PHI,L
PHI @ POR,W
OKC @ NJN,W
NJN vs. OKC,L
LAL @ PHX,L
PHX vs. LAL,W
BOS @ GSW,L
GSW vs. BOS,W
DET @ TOR,L
TOR vs. DET,W
DEN vs. DAL,L
DAL @ DEN,W
IND @ MIA,L
MIA vs. IND,W
HOU @ CLE,L
CLE vs. HOU,W
BOS @ LAC,L
LAC vs. BOS,W
SAS @ NYK,W
NYK vs. SAS,L
CHA @ OKC,L
OKC vs. CHA,W
WAS @ MIN,L
MIN vs. WAS,W
LAL @ SAC,W
SAC vs. LAL,L
SAS @ MIL,W
MIL vs. SAS,L
MEM @ DAL,L
DAL vs. MEM,W
IND vs. ATL,L
ATL @ IND,W
PHI @ UTA,L
UTA vs. PHI,W
NJN vs. HOU,L
HOU @ NJN,W
NOH @ CHI,L
CHI vs. NOH,W
GSW vs. PHX,W
PHX @ GSW,L
POR vs. DEN,W
DEN @ POR,L
BOS @ ORL,W
ORL vs. BOS,L
PHX vs. LAC,W
LAC @ PHX,L
MIA @ NYK,W
NYK vs. MIA,L
CLE @ LAL,W
LAL vs. CLE,L
GSW @ NOH,L
NOH vs. GSW,W
ATL @ DEN,L
DEN vs. ATL,W
SAC vs. CLE,L
CLE @ SAC,W
MIL vs. WAS,L
WAS @ MIL,W
DET vs. TOR,L
TOR @ DET,W
MIA vs. UTA,W
UTA @ MIA,L
HOU @ ORL,L
ORL vs. HOU,W
MIN @ NJN,W
NJN vs. MIN,L
PHX vs. OKC,L
OKC @ PHX,W
POR @ SAS,W
SAS vs. POR,L
DET @ CHA,L
CHA vs. DET,W
GSW @ MEM,L
MEM vs. GSW,W
WAS vs. PHI,W
PHI @ WAS,L
ATL @ MIN,W
MIN vs. ATL,L
DAL vs. POR,L
POR @ DAL,W
LAC @ HOU,L
HOU vs. LAC,W
IND @ BOS,L
BOS vs. IND,W
NYK vs. CHI,W
CHI @ NYK,L
OKC @ LAL,L
LAL vs. OKC,W
MIL @ IND,W
IND vs. MIL,L
ORL vs. UTA,W
UTA @ ORL,L
PHX vs. CLE,L
CLE @ PHX,W
SAC @ CHI,W
CHI vs. SAC,L
SAS vs. LAC,W
LAC @ SAS,L
MEM vs. DEN,W
DEN @ MEM,L
TOR vs. NOH,W
NOH @ TOR,L
DAL vs. CLE,W
CLE @ DAL,L
POR @ MIA,W
MIA vs. POR,L
DET vs. LAL,L
LAL @ DET,W
BOS vs. MIN,W
MIN @ BOS,L
CHA @ NYK,L
NYK vs. CHA,W
UTA @ CHA,W
CHA vs. UTA,L
SAC @ MIL,W
MIL vs. SAC,L
HOU vs. OKC,W
OKC @ HOU,L
ORL vs. POR,W
POR @ ORL,L
NJN vs. LAL,L
LAL @ NJN,W
WAS @ PHX,L
PHX vs. WAS,W
ATL @ CHI,L
CHI vs. ATL,W
SAS vs. IND,W
IND @ SAS,L
LAC @ PHI,W
PHI vs. LAC,L
IND @ MEM,L
MEM vs. IND,W
OKC vs. DET,W
DET @ OKC,L
TOR vs. NJN,W
NJN @ TOR,L
DEN @ NOH,L
NOH vs. DEN,W
SAC @ MIN,L
MIN vs. SAC,W
DAL vs. HOU,L
HOU @ DAL,W
UTA @ ATL,L
ATL vs. UTA,W
MIL @ CLE,L
CLE vs. MIL,W
PHI @ BOS,W
BOS vs. PHI,L
NYK vs. LAC,W
LAC @ NYK,L
WAS @ GSW,W
GSW vs. WAS,L
PHX @ POR,L
POR vs. PHX,W
ORL @ MIA,L
MIA vs. ORL,W
CHI vs. NYK,W
NYK @ CHI,L
DAL @ OKC,W
OKC vs. DAL,L
NOH vs. DET,W
DET @ NOH,L
MIN vs. LAC,L
LAC @ MIN,W
HOU @ DEN,L
DEN vs. HOU,W
SAC vs. WAS,W
WAS @ SAC,L
MIL vs. LAL,L
LAL @ MIL,W
ATL vs. MEM,W
MEM @ ATL,L
IND vs. CHA,W
CHA @ IND,L
ORL vs. TOR,W
TOR @ ORL,L
UTA @ NJN,W
NJN vs. UTA,L
SAS @ GSW,W
GSW vs. SAS,L
PHI vs. CLE,L
CLE @ PHI,W
CHA vs. NYK,W
NYK @ CHA,L
SAC @ POR,L
POR vs. SAC,W
MIA vs. TOR,W
TOR @ MIA,L
DET @ HOU,L
HOU vs. DET,W
CLE vs. NJN,W
NJN @ CLE,L
SAS @ PHX,L
PHX vs. SAS,W
LAL @ CHI,W
CHI vs. LAL,L
MEM vs. BOS,L
BOS @ MEM,W
DEN vs. OKC,W
OKC @ DEN,L
DAL vs. NOH,W
NOH @ DAL,L
UTA vs. MIN,L
MIN @ UTA,W
ORL vs. IND,W
IND @ ORL,L
LAC vs. WAS,W
WAS @ LAC,L
GSW @ PHI,L
PHI vs. GSW,W
OKC vs. CLE,L
CLE @ OKC,W
TOR vs. HOU,W
HOU @ TOR,L
NJN @ ATL,L
ATL vs. NJN,W
MEM @ MIA,W
MIA vs. MEM,L
LAC vs. SAS,L
SAS @ LAC,W
IND @ WAS,W
WAS vs. IND,L
PHX @ DEN,L
DEN vs. PHX,W
SAC vs. MIN,W
MIN @ SAC,L
POR @ MIL,L
MIL vs. POR,W
CHA @ DAL,L
DAL vs. CHA,W
UTA vs. LAL,W
LAL @ UTA,L
GSW @ DET,L
DET vs. GSW,W
BOS @ CHI,W
CHI vs. BOS,L
OKC @ MEM,W
MEM vs. OKC,L
ATL @ TOR,W
TOR vs. ATL,L
NOH vs. NYK,L
NYK @ NOH,W
IND vs. NJN,W
NJN @ IND,L
DAL @ MIA,W
MIA vs. DAL,L
POR @ CLE,L
CLE vs. POR,W
PHX vs. ORL,W
ORL @ PHX,L
GSW @ CHI,L
CHI vs. GSW,W
MIN @ LAL,L
LAL vs. MIN,W
SAS vs. CHA,W
CHA @ SAS,L
HOU @ PHI,W
PHI vs. HOU,L
BOS @ WAS,W
WAS vs. BOS,L
UTA vs. ORL,W
ORL @ UTA,L
DEN @ DET,L
DET vs. DEN,W
MIN vs. NOH,L
NOH @ MIN,W
TOR @ MIL,L
MIL vs. TOR,W
ATL vs. CHI,W
CHI @ ATL,L
POR @ IND,W
IND vs. POR,L
CLE @ HOU,L
HOU vs. CLE,W
GSW @ NJN,W
NJN vs. GSW,L
LAL vs. UTA,W
UTA @ LAL,L
SAC @ SAS,L
SAS vs. SAC,W
PHI vs. DET,L
DET @ PHI,W
DEN @ CHA,L
CHA vs. DEN,W
CLE @ MEM,L
MEM vs. CLE,W
MIN @ TOR,L
TOR vs. MIN,W
NOH vs. SAC,W
SAC @ NOH,L
DAL vs. PHX,W
PHX @ DAL,L
LAC vs. ORL,L
ORL @ LAC,W
BOS vs. MIL,W
MIL @ BOS,L
CHI vs. NJN,L
NJN @ CHI,W
GSW @ OKC,L
OKC vs. GSW,W
UTA vs. SAS,W
SAS @ UTA,L
NYK vs. POR,W
POR @ NYK,L
PHI vs. DEN,L
DEN @ PHI,W
SAC vs. MIA,L
MIA @ SAC,W
CLE @ MIL,W
MIL vs. CLE,L
WAS @ DET,L
DET vs. WAS,W
NJN @ NYK,L
NYK vs. NJN,W
LAL vs. PHX,W
PHX @ LAL,L
CHA vs. PHI,W
PHI @ CHA,L
UTA @ MIN,L
MIN vs. UTA,W
DAL vs. ATL,L
ATL @ DAL,W
HOU @ POR,L
POR vs. HOU,W
IND @ LAC,L
LAC vs. IND,W
PHX vs. SAC,W
SAC @ PHX,L
CHI vs. TOR,L
TOR @ CHI,W
DEN @ SAS,W
SAS vs. DEN,L
ORL @ GSW,W
GSW vs. ORL,L
MEM vs. DAL,W
DAL @ MEM,L
OKC vs. BOS,L
BOS @ OKC,W
WAS vs. TOR,L
TOR @ WAS,W
MIN @ NOH,L
NOH vs. MIN,W
NYK @ ATL,W
ATL vs. NYK,L
IND @ UTA,L
UTA vs. IND,W
MIL @ DET,L
DET vs. MIL,W
CLE vs. CHI,W
CHI @ CLE,L
CHA @ NJN,L
NJN vs. CHA,W
LAL vs. MIA,W
MIA @ LAL,L
DEN vs. MIA,W
MIA @ DEN,L
SAS vs. BOS,L
BOS @ SAS,W
GSW vs. HOU,L
HOU @ GSW,W
OKC vs. PHI,W
PHI @ OKC,L
WAS vs. MIL,W
MIL @ WAS,L
MEM @ MIN,W
MIN vs. MEM,L
SAC vs. IND,W
IND @ SAC,L
TOR @ ATL,L
ATL vs. TOR,W
PHX @ CLE,L
CLE vs. PHX,W
NYK @ ORL,L
ORL vs. NYK,W
LAC vs. HOU,L
HOU @ LAC,W
DAL @ NJN,W
NJN vs. DAL,L
DET @ CHI,L
CHI vs. DET,W
CHA vs. BOS,L
BOS @ CHA,W
WAS @ TOR,W
TOR vs. WAS,L
GSW @ DEN,L
DEN vs. GSW,W
POR vs. MIA,L
MIA @ POR,W
NYK vs. PHX,W
PHX @ NYK,L
LAL vs. NOH,W
NOH @ LAL,L
CHI @ MIL,L
MIL vs. CHI,W
DAL vs. PHI,W
PHI @ DAL,L
UTA vs. MEM,W
MEM @ UTA,L
IND @ GSW,L
GSW vs. IND,W
ORL @ NYK,W
NYK vs. ORL,L
HOU @ OKC,W
OKC vs. HOU,L
PHX @ TOR,W
TOR vs. PHX,L
MIN @ DEN,W
DEN vs. MIN,L
SAC vs. NOH,W
NOH @ SAC,L
MIA vs. BOS,L
BOS @ MIA,W
DET vs. ATL,W
ATL @ DET,L
LAC vs. MEM,W
MEM @ LAC,L
LAL vs. NJN,W
NJN @ LAL,L
PHI @ SAS,L
SAS vs. PHI,W
WAS vs. CHA,L
CHA @ WAS,W
MIL vs. ORL,L
ORL @ MIL,W
POR @ UTA,L
UTA vs. POR,W
CLE vs. DAL,W
DAL @ CLE,L
LAL @ GSW,W
GSW vs. LAL,L
CLE @ CHA,L
CHA vs. CLE,W
MIL @ OKC,L
OKC vs. MIL,W
MIN vs. PHX,L
PHX @ MIN,W
NYK @ DEN,L
DEN vs. NYK,W
NJN @ SAC,L
SAC vs. NJN,W
DAL @ IND,W
IND vs. DAL,L
POR vs. MEM,L
MEM @ POR,W
WAS @ MIA,W
MIA vs. WAS,L
LAC @ DET,W
DET vs. LAC,L
HOU vs. SAS,L
SAS @ HOU,W
BOS vs. TOR,W
TOR @ BOS,L
ATL @ PHI,W
PHI vs. ATL,L
ORL @ ATL,W
ATL vs. ORL,L
UTA vs. CHI,W
CHI @ UTA,L
CHA vs. TOR,W
TOR @ CHA,L
MIL @ NOH,L
NOH vs. MIL,W
MIN vs. DEN,L
DEN @ MIN,W
NYK @ SAC,L
SAC vs. NYK,W
IND vs. LAC,W
LAC @ IND,L
POR vs. NJN,W
NJN @ POR,L
DET vs. CLE,L
CLE @ DET,W
HOU vs. DAL,L
DAL @ HOU,W
ORL vs. MIA,L
MIA @ ORL,W
PHI @ BOS,L
BOS vs. PHI,W
PHX vs. MEM,W
MEM @ PHX,L
GSW @ SAS,L
SAS vs. GSW,W
TOR vs. IND,W
IND @ TOR,L
PHI @ WAS,L
WAS vs. PHI,W
DEN vs. NJN,W
NJN @ DEN,L
GSW @ DAL,W
DAL vs. GSW,L
UTA vs. OKC,L
OKC @ UTA,W
NYK @ LAL,L
LAL vs. NYK,W
MEM vs. SAC,W
SAC @ MEM,L
CHI @ POR,L
POR vs. CHI,W
LAC vs. MIN,W
MIN @ LAC,L
SAS vs. MIL,W
MIL @ SAS,L
CHA vs. IND,W
IND @ CHA,L
ORL @ TOR,W
TOR vs. ORL,L
MIA vs. NOH,W
NOH @ MIA,L
DET @ PHX,L
PHX vs. DET,W
BOS @ NYK,W
NYK vs. BOS,L
OKC @ LAL,L
LAL vs. OKC,W
MIL @ MEM,W
MEM vs. MIL,L
ATL @ NOH,L
NOH vs. ATL,W
CHI @ DEN,L
DEN vs. CHI,W
UTA vs. DET,W
DET @ UTA,L
MIN @ POR,L
POR vs. MIN,W
HOU vs. SAC,W
SAC @ HOU,L
PHI @ CLE,L
CLE vs. PHI,W
NJN vs. NYK,L
NYK @ NJN,W
WAS @ SAS,L
SAS vs. WAS,W
CLE @ IND,W
IND vs. CLE,L
MEM @ PHI,W
PHI vs. MEM,L
OKC vs. WAS,W
WAS @ OKC,L
TOR vs. MIA,W
MIA @ TOR,L
CHA @ MIL,L
MIL vs. CHA,W
SAC @ DAL,L
DAL vs. SAC,W
ATL vs. HOU,W
HOU @ ATL,L
LAC vs. DEN,W
DEN @ LAC,L
BOS vs. ORL,L
ORL @ BOS,W
GSW vs. POR,W
POR @ GSW,L
NOH vs. PHX,W
PHX @ NOH,L
LAL vs. CHI,W
CHI @ LAL,L
SAS vs. UTA,L
UTA @ SAS,W
LAC @ MEM,L
MEM vs. LAC,W
CLE @ WAS,L
WAS vs. CLE,W
MIN vs. HOU,L
HOU @ MIN,W
NJN @ MIL,L
MIL vs. NJN,W
SAS @ DAL,L
DAL vs. SAS,W
ATL vs. MIA,W
MIA @ ATL,L
NYK @ IND,W
IND vs. NYK,L
UTA vs. TOR,W
TOR @ UTA,L
POR vs. DET,W
DET @ POR,L
OKC @ ORL,L
ORL vs. OKC,W
GSW @ BOS,L
BOS vs. GSW,W
CHA @ PHI,L
PHI vs. CHA,W
LAC @ NOH,L
NOH vs. LAC,W
DEN vs. TOR,W
TOR @ DEN,L
CHI @ SAC,W
SAC vs. CHI,L
OKC @ MIA,W
MIA vs. OKC,L
HOU vs. PHX,L
PHX @ HOU,W
CLE vs. GSW,W
GSW @ CLE,L
NJN vs. IND,L
IND @ NJN,W
LAL vs. DET,W
DET @ LAL,L
DAL @ MIL,W
MIL vs. DAL,L
POR @ ATL,L
ATL vs. POR,W
ORL vs. CHA,W
CHA @ ORL,L
PHX vs. TOR,W
TOR @ PHX,L
LAL vs. HOU,L
HOU @ LAL,W
DET vs. DAL,L
DAL @ DET,W
OKC vs. LAC,L
LAC @ OKC,W
DET @ WAS,W
WAS vs. DET,L
MEM vs. MIN,W
MIN @ MEM,L
CHA vs. POR,L
POR @ CHA,W
CLE vs. UTA,W
UTA @ CLE,L
ATL vs. NOH,W
NOH @ ATL,L
IND vs. BOS,W
BOS @ IND,L
GSW @ MIL,L
MIL vs. GSW,W
OKC @ SAS,W
SAS vs. OKC,L
NJN @ MIA,L
MIA vs. NJN,W
PHI @ CHI,L
CHI vs. PHI,W
LAL @ DEN,L
DEN vs. LAL,W
GSW @ NYK,W
NYK vs. GSW,L
NOH vs. POR,L
POR @ NOH,W
ORL vs. NJN,W
NJN @ ORL,L
TOR @ LAC,W
LAC vs. TOR,L
ATL @ BOS,W
BOS vs. ATL,L
MIN vs. DAL,L
DAL @ MIN,W
HOU @ SAC,L
SAC vs. HOU,W
PHI vs. UTA,L
UTA @ PHI,W
CLE @ MIA,W
MIA vs. CLE,L
LAL vs. PHX,W
PHX @ LAL,L
PHX vs. NOH,W
NOH @ PHX,L
MIN vs. POR,L
POR @ MIN,W
UTA @ BOS,L
BOS vs. UTA,W
DAL @ SAS,L
SAS vs. DAL,W
NYK vs. ATL,L
ATL @ NYK,W
IND vs. GSW,W
GSW @ IND,L
ORL vs. CLE,L
CLE @ ORL,W
CHA @ DET,L
DET vs. CHA,W
HOU vs. MEM,W
MEM @ HOU,L
PHI @ NJN,W
NJN vs. PHI,L
LAC vs. OKC,L
OKC @ LAC,W
MIL vs. DEN,W
DEN @ MIL,L
TOR vs. CHI,W
CHI @ TOR,L
POR @ MEM,W
MEM vs. POR,L
WAS @ MIA,L
MIA vs. WAS,W
HOU @ DAL,L
DAL vs. HOU,W
OKC @ SAC,L
SAC vs. OKC,W
CHA vs. ORL,L
ORL @ CHA,W
CHI vs. DEN,L
DEN @ CHI,W
GSW vs. MIN,W
MIN @ GSW,L
NYK vs. UTA,L
UTA @ NYK,W
LAC vs. NOH,L
NOH @ LAC,W
PHI vs. PHX,L
PHX @ PHI,W
SAS vs. TOR,W
TOR @ SAS,L
SAC vs. GSW,W
GSW @ SAC,L
OKC vs. ORL,W
ORL @ OKC,L
NOH @ LAL,L
LAL vs. NOH,W
PHI @ DET,L
DET vs. PHI,W
PHX @ WAS,W
WAS vs. PHX,L
POR vs. MIN,W
MIN @ POR,L
LAC vs. MEM,W
MEM @ LAC,L
BOS @ NJN,W
NJN vs. BOS,L
MIL vs. NYK,W
NYK @ MIL,L
CHI vs. CHA,W
CHA @ CHI,L
DAL vs. TOR,W
TOR @ DAL,L
UTA vs. SAC,L
SAC @ UTA,W
ATL vs. DEN,W
DEN @ ATL,L
OKC @ HOU,L
HOU vs. OKC,W
BOS vs. PHX,L
PHX @ BOS,W
SAS @ POR,L
POR vs. SAS,W
NOH vs. TOR,L
TOR @ NOH,W
ORL vs. DET,W
DET @ ORL,L
GSW vs. LAC,L
LAC @ GSW,W
MIA vs. DEN,W
DEN @ MIA,L
ATL @ CHA,L
CHA vs. ATL,W
MEM @ LAL,L
LAL vs. MEM,W
MIL @ MIN,W
MIN vs. MIL,L
WAS @ IND,L
IND vs. WAS,W
NYK vs. CLE,L
CLE @ NYK,W
PHI vs. NJN,W
NJN @ PHI,L
SAS @ UTA,L
UTA vs. SAS,W
CLE vs. CHI,L
CHI @ CLE,W
HOU vs. LAL,L
LAL @ HOU,W
TOR vs. DET,W
DET @ TOR,L
MEM @ GSW,L
GSW vs. MEM,W
NYK vs. IND,L
IND @ NYK,W
DAL @ NOH,L
NOH vs. DAL,W
MIA @ WAS,W
WAS vs. MIA,L
ATL @ SAC,W
SAC vs. ATL,L
NJN vs. DEN,L
DEN @ NJN,W
BOS @ MIN,W
MIN vs. BOS,L
PHX @ ORL,L
ORL vs. PHX,W
CHI vs. MIL,W
MIL @ CHI,L
WAS @ CLE,L
CLE vs. WAS,W
ATL @ POR,W
POR vs. ATL,L
DET vs. ORL,W
ORL @ DET,L
LAL @ OKC,W
OKC vs. LAL,L
DEN @ IND,W
IND vs. DEN,L
UTA @ DAL,L
DAL vs. UTA,W
PHI vs. BOS,L
BOS @ PHI,W
MIA vs. PHX,L
PHX @ MIA,W
CHA vs. NJN,W
NJN @ CHA,L
MEM @ SAC,L
SAC vs. MEM,W
NYK vs. NOH,W
NOH @ NYK,L
UTA vs. HOU,L
HOU @ UTA,W
LAC vs. MIN,W
MIN @ LAC,L
MIA vs. CHI,W
CHI @ MIA,L
MIN @ PHX,L
PHX vs. MIN,W
ORL @ TOR,W
TOR vs. ORL,L
POR @ OKC,W
OKC vs. POR,L
DEN vs. MEM,W
MEM @ DEN,L
ATL @ LAL,L
LAL vs. ATL,W
NOH @ BOS,L
BOS vs. NOH,W
MIL vs. DET,W
DET @ MIL,L
NYK vs. PHI,L
PHI @ NYK,W
SAC @ SAS,L
SAS vs. SAC,W
NJN @ WAS,L
WAS vs. NJN,W
LAC vs. DAL,L
DAL @ LAC,W
CHA @ CLE,L
CLE vs. CHA,W
HOU vs. POR,W
POR @ HOU,L
LAL vs. DAL,L
DAL @ LAL,W
MIN vs. CLE,L
CLE @ MIN,W
ATL vs. WAS,W
WAS @ ATL,L
LAC @ UTA,L
UTA vs. LAC,W
MIA @ IND,W
IND vs. MIA,L
ORL @ NJN,W
NJN vs. ORL,L
CHI @ BOS,L
BOS vs. CHI,W
SAC @ NOH,L
NOH vs. SAC,W
DET vs. OKC,L
OKC @ DET,W
PHX vs. GSW,W
GSW @ PHX,L
TOR @ MEM,L
MEM vs. TOR,W
NYK @ CHA,L
CHA vs. NYK,W
MIL @ PHI,L
PHI vs. MIL,W
SAS @ CHI,L
CHI vs. SAS,W
DEN @ POR,W
POR vs. DEN,L
PHX @ LAC,W
LAC vs. PHX,L
MIN vs. NJN,W
NJN @ MIN,L
ORL vs. PHI,W
PHI @ ORL,L
OKC vs. SAC,W
SAC @ OKC,L
TOR vs. CLE,W
CLE @ TOR,L
SAS vs. NOH,W
NOH @ SAS,L
BOS vs. CHA,W
CHA @ BOS,L
DEN vs. UTA,W
UTA @ DEN,L
MIA vs. NYK,W
NYK @ MIA,L
GSW vs. HOU,L
HOU @ GSW,W
MEM vs. DET,L
DET @ MEM,W
IND @ ATL,L
ATL vs. IND,W
CLE vs. BOS,L
BOS @ CLE,W
WAS @ DAL,W
DAL vs. WAS,L
POR vs. HOU,W
HOU @ POR,L
LAL vs. LAC,W
