MATCH UP,W/L
WAS vs. UTA,L
CHA vs. DAL,L
DAL @ CHA,W
OKC @ MIN,L
MIN vs. OKC,W
ATL @ DEN,W
DEN vs. ATL,L
MIL vs. ORL,W
ORL @ MIL,L
MIA @ IND,W
IND vs. MIA,L
HOU vs. POR,W
POR @ HOU,L
BKN vs. DET,L
DET @ BKN,W
NYK vs. CHI,L
CHI @ NYK,W
GSW vs. LAC,L
LAC @ GSW,W
POR @ OKC,W
OKC vs. POR,L
MIA @ TOR,W
TOR vs. MIA,L
ORL @ DAL,L
DAL vs. ORL,W
SAC @ LAL,L
LAL vs. SAC,W
NOP vs. DET,W
DET @ NOP,L
CLE @ MIN,L
MIN vs. CLE,W
SAC vs. SAS,L
SAS @ SAC,W
IND vs. MIL,W
MIL @ IND,L
ATL @ LAC,L
LAC vs. ATL,W
TOR @ BKN,W
BKN vs. TOR,L
CHI vs. HOU,L
HOU @ CHI,W
DEN @ GSW,L
GSW vs. DEN,W
NYK @ DAL,W
DAL vs. NYK,L
POR vs. SAS,W
SAS @ POR,L
MIA vs. UTA,W
UTA @ MIA,L
PHX vs. OKC,W
OKC @ PHX,L
LAL vs. ATL,W
ATL @ LAL,L
WAS vs. MIL,L
MIL @ WAS,W
MIN vs. NOP,W
NOP @ MIN,L
SAC vs. DEN,W
DEN @ SAC,L
CHI @ IND,L
IND vs. CHI,W
DET vs. HOU,W
HOU @ DET,L
ORL vs. CLE,L
CLE @ ORL,W
GSW @ LAC,W
LAC vs. GSW,L
BOS @ BKN,W
BKN vs. BOS,L
WAS @ MEM,W
MEM vs. WAS,L
DEN vs. UTA,W
UTA @ DEN,L
MIL vs. TOR,L
TOR @ MIL,W
CHI @ DAL,W
DAL vs. CHI,L
POR vs. ATL,W
ATL @ POR,L
MIA vs. NYK,W
NYK @ MIA,L
MIN @ BOS,L
BOS vs. MIN,W
LAL vs. CHA,L
CHA @ LAL,W
PHX @ SAS,L
SAS vs. PHX,W
DET @ PHI,L
PHI vs. DET,W
HOU vs. GSW,L
GSW @ HOU,W
OKC @ LAC,W
LAC vs. OKC,L
WAS vs. NYK,W
NYK @ WAS,L
PHX @ DEN,L
DEN vs. PHX,W
GSW @ DAL,W
DAL vs. GSW,L
MIL vs. IND,W
IND @ MIL,L
UTA vs. NOP,L
NOP @ UTA,W
DET @ MIA,L
MIA vs. DET,W
ORL vs. HOU,L
HOU @ ORL,W
BOS vs. CLE,W
CLE @ BOS,L
BKN vs. MIN,W
MIN @ BKN,L
CHI vs. TOR,L
TOR @ CHI,W
OKC @ LAL,W
LAL vs. OKC,L
SAS @ PHI,L
PHI vs. SAS,W
SAC vs. CHA,L
CHA @ SAC,W
CLE vs. POR,W
POR @ CLE,L
MEM @ LAC,L
LAC vs. MEM,W
ATL @ PHX,L
PHX vs. ATL,W
SAS @ NYK,W
NYK vs. SAS,L
TOR vs. MIL,W
MIL @ TOR,L
LAL @ MIN,L
MIN vs. LAL,W
BKN vs. ORL,W
ORL @ BKN,L
POR @ CHI,W
CHI vs. POR,L
OKC vs. DAL,L
DAL @ OKC,W
WAS vs. CHI,W
CHI @ WAS,L
SAC vs. MEM,L
MEM @ SAC,W
MIN @ IND,W
IND vs. MIN,L
HOU vs. LAL,W
LAL @ HOU,L
CHA @ LAC,L
LAC vs. CHA,W
BOS vs. BKN,W
BKN @ BOS,L
PHI @ PHX,W
PHX vs. PHI,L
NYK @ NOP,W
NOP vs. NYK,L
PHI @ DEN,W
DEN vs. PHI,L
POR @ ATL,L
ATL vs. POR,W
CLE @ UTA,L
UTA vs. CLE,W
SAS @ DET,L
DET vs. SAS,W
MIA @ ORL,W
ORL vs. MIA,L
MEM @ GSW,L
GSW vs. MEM,W
NOP vs. DAL,L
DAL @ NOP,W
MIL @ OKC,W
OKC vs. MIL,L
ATL @ TOR,L
TOR vs. ATL,W
WAS vs. HOU,W
HOU @ WAS,L
SAC vs. PHX,L
PHX @ SAC,W
BKN @ MIA,W
MIA vs. BKN,L
IND @ CHI,L
CHI vs. IND,W
LAC @ LAL,W
LAL vs. LAC,L
GSW vs. CHA,L
CHA @ GSW,W
MIN @ MIL,L
MIL vs. MIN,W
POR vs. PHI,W
PHI @ POR,L
ORL vs. DET,W
DET @ ORL,L
HOU @ BOS,L
BOS vs. HOU,W
NYK @ SAS,L
SAS vs. NYK,W
NOP vs. BKN,W
BKN @ NOP,L
OKC vs. TOR,W
TOR @ OKC,L
CHA vs. BOS,L
BOS @ CHA,W
DEN @ MIN,L
MIN vs. DEN,W
SAC vs. CLE,W
CLE @ SAC,L
WAS @ ATL,L
ATL vs. WAS,W
IND vs. DAL,L
DAL @ IND,W
CHI vs. NYK,W
NYK @ CHI,L
MEM @ LAL,W
LAL vs. MEM,L
GSW vs. UTA,W
UTA @ GSW,L
UTA @ DEN,L
DEN vs. UTA,W
CHI @ MIL,W
MIL vs. CHI,L
DAL vs. TOR,W
TOR @ DAL,L
MIA vs. ORL,W
ORL @ MIA,L
IND @ DET,L
DET vs. IND,W
LAC vs. SAC,W
SAC @ LAC,L
PHX vs. MEM,W
MEM @ PHX,L
BKN @ SAS,L
SAS vs. BKN,W
HOU @ OKC,L
OKC vs. HOU,W
BOS vs. WAS,L
WAS @ BOS,W
PHI @ NYK,W
NYK vs. PHI,L
LAL vs. MIN,L
MIN @ LAL,W
CLE @ GSW,L
GSW vs. CLE,W
MEM vs. LAC,W
LAC @ MEM,L
TOR vs. PHI,W
PHI @ TOR,L
WAS vs. ORL,W
ORL @ WAS,L
MIL @ CHA,L
CHA vs. MIL,W
SAS @ SAC,W
SAC vs. SAS,L
ATL vs. DAL,W
DAL @ ATL,L
IND vs. BKN,W
BKN @ IND,L
OKC @ UTA,W
UTA vs. OKC,L
NOP @ MIA,W
MIA vs. NOP,L
CHI @ BOS,L
BOS vs. CHI,W
MIN @ PHX,W
PHX vs. MIN,L
POR @ LAL,W
LAL vs. POR,L
DEN @ GSW,W
GSW vs. DEN,L
OKC vs. ATL,W
ATL @ OKC,L
MIL vs. CHA,W
CHA @ MIL,L
POR vs. DEN,L
DEN @ POR,W
DAL @ MIA,L
MIA vs. DAL,W
LAC @ HOU,W
HOU vs. LAC,L
NYK @ DET,L
DET vs. NYK,W
ORL vs. NOP,L
NOP @ ORL,W
BKN vs. WAS,W
WAS @ BKN,L
LAL @ GSW,L
GSW vs. LAL,W
SAS @ UTA,L
UTA vs. SAS,W
CHI @ CLE,L
CLE vs. CHI,W
MEM @ PHX,L
PHX vs. MEM,W
NYK vs. BOS,W
BOS @ NYK,L
TOR @ PHI,W
PHI vs. TOR,L
UTA @ OKC,L
OKC vs. UTA,W
CHA vs. TOR,L
TOR @ CHA,W
DEN vs. MIN,L
MIN @ DEN,W
DET @ DAL,L
DAL vs. DET,W
IND @ ATL,W
ATL vs. IND,L
SAS @ POR,W
POR vs. SAS,L
LAL @ HOU,W
HOU vs. LAL,L
PHX @ LAC,L
LAC vs. PHX,W
MIA @ BOS,W
BOS vs. MIA,L
SAC @ BKN,W
BKN vs. SAC,L
CHI vs. ORL,W
ORL @ CHI,L
MEM @ GSW,L
GSW vs. MEM,W
NOP @ WAS,L
WAS vs. NOP,W
MIL vs. CLE,W
CLE @ MIL,L
SAC @ PHI,W
PHI vs. SAC,L
OKC vs. DEN,W
DEN @ OKC,L
NYK @ CHA,L
CHA vs. NYK,W
MIN vs. POR,W
POR @ MIN,L
DAL vs. PHX,L
PHX @ DAL,W
ATL vs. MIA,W
MIA @ ATL,L
BOS @ IND,W
IND vs. BOS,L
UTA @ HOU,L
HOU vs. UTA,W
PHI @ CHI,L
CHI vs. PHI,W
LAL vs. GSW,L
GSW @ LAL,W
LAC @ SAS,L
SAS vs. LAC,W
SAC @ TOR,L
TOR vs. SAC,W
WAS vs. CLE,L
CLE @ WAS,W
ORL @ DET,L
DET vs. ORL,W
IND @ BKN,W
BKN vs. IND,L
BOS @ MEM,W
MEM vs. BOS,L
CHA vs. POR,L
POR @ CHA,W
PHX @ MIN,W
MIN vs. PHX,L
MIA vs. LAC,W
LAC @ MIA,L
MIL @ HOU,L
HOU vs. MIL,W
CLE vs. UTA,W
UTA @ CLE,L
OKC @ NYK,L
NYK vs. OKC,W
SAS vs. DAL,W
DAL @ SAS,L
ATL @ MEM,L
MEM vs. ATL,W
TOR vs. BKN,W
BKN @ TOR,L
LAC @ WAS,L
WAS vs. LAC,W
MIA @ CHA,W
CHA vs. MIA,L
DEN vs. NOP,W
NOP @ DEN,L
MIL vs. CHI,L
CHI @ MIL,W
IND vs. DET,L
DET @ IND,W
SAS @ HOU,L
HOU vs. SAS,W
ORL vs. POR,L
POR @ ORL,W
BOS vs. UTA,L
UTA @ BOS,W
OKC @ PHI,W
PHI vs. OKC,L
SAC @ MIN,L
MIN vs. SAC,W
ATL vs. DET,L
DET @ ATL,W
CLE vs. LAL,W
LAL @ CLE,L
NYK @ BKN,W
BKN vs. NYK,L
GSW vs. DAL,W
DAL @ GSW,L
MIL @ NOP,L
NOP vs. MIL,W
MEM @ WAS,L
WAS vs. MEM,W
OKC @ IND,W
IND vs. OKC,L
POR @ MIA,W
MIA vs. POR,L
HOU vs. CHA,W
CHA @ HOU,L
ORL vs. LAC,L
LAC @ ORL,W
DEN @ BOS,L
BOS vs. DEN,W
PHX vs. TOR,L
TOR @ PHX,W
UTA @ CHI,L
CHI vs. UTA,W
PHI @ MIN,W
MIN vs. PHI,L
SAC vs. PHX,W
PHX @ SAC,L
DAL vs. SAS,W
SAS @ DAL,L
DEN @ DET,W
DET vs. DEN,L
ATL @ CLE,L
CLE vs. ATL,W
BKN vs. WAS,W
WAS @ BKN,L
LAL @ NYK,L
NYK vs. LAL,W
OKC vs. CHA,L
CHA @ OKC,W
MIA @ MEM,W
MEM vs. MIA,L
HOU vs. NOP,W
NOP @ HOU,L
TOR @ LAC,L
LAC vs. TOR,W
BOS @ CHI,L
CHI vs. BOS,W
POR @ GSW,L
GSW vs. POR,W
PHI @ NOP,L
NOP vs. PHI,W
DAL @ MIN,L
MIN vs. DAL,W
SAC vs. TOR,L
TOR @ SAC,W
IND vs. DEN,W
DEN @ IND,L
BOS @ DET,W
DET vs. BOS,L
ATL @ NYK,L
NYK vs. ATL,W
MEM vs. OKC,L
OKC @ MEM,W
CHA vs. LAL,L
LAL @ CHA,W
UTA @ MIL,L
MIL vs. UTA,W
ATL vs. ORL,W
ORL @ ATL,L
HOU @ POR,W
POR vs. HOU,L
PHI @ CLE,L
CLE vs. PHI,W
LAC vs. WAS,W
WAS @ LAC,L
BKN vs. MIA,L
MIA @ BKN,W
SAS @ PHX,W
PHX vs. SAS,L
CHI vs. NYK,W
NYK @ CHI,L
SAC @ NOP,W
NOP vs. SAC,L
MEM vs. TOR,L
TOR @ MEM,W
CHA vs. CHI,L
CHI @ CHA,W
MIL vs. DAL,W
DAL @ MIL,L
CLE @ IND,L
IND vs. CLE,W
GSW @ DET,W
DET vs. GSW,L
ORL vs. DEN,L
DEN @ ORL,W
SAS vs. BOS,W
BOS @ SAS,L
HOU @ UTA,W
UTA vs. HOU,L
OKC @ BKN,L
BKN vs. OKC,W
WAS @ PHX,W
PHX vs. WAS,L
PHI vs. LAL,L
LAL @ PHI,W
DEN @ NOP,L
NOP vs. DEN,W
CHA vs. GSW,L
GSW @ CHA,W
MIL vs. DET,W
DET @ MIL,L
IND vs. CHI,W
CHI @ IND,L
SAC @ CLE,L
CLE vs. SAC,W
ORL vs. ATL,W
ATL @ ORL,L
MIN @ LAC,W
LAC vs. MIN,L
BOS vs. DAL,W
DAL @ BOS,L
NYK vs. MEM,W
MEM @ NYK,L
SAS vs. MIA,W
MIA @ SAS,L
OKC vs. UTA,W
UTA @ OKC,L
TOR vs. PHX,W
PHX @ TOR,L
POR vs. WAS,L
WAS @ POR,W
NOP vs. GSW,L
GSW @ NOP,W
MEM vs. MIN,W
MIN @ MEM,L
ORL @ CHA,L
CHA vs. ORL,W
DAL vs. DEN,W
DEN @ DAL,L
BKN @ ATL,W
ATL vs. BKN,L
NYK @ IND,L
IND vs. NYK,W
WAS @ UTA,L
UTA vs. WAS,W
BOS vs. MIL,W
MIL @ BOS,L
CLE @ CHI,W
CHI vs. CLE,L
SAS vs. DET,W
DET @ SAS,L
PHX @ PHI,W
PHI vs. PHX,L
SAS @ OKC,L
OKC vs. SAS,W
MIN vs. LAC,W
LAC @ MIN,L
GSW @ MIA,W
MIA vs. GSW,L
NYK vs. ORL,L
ORL @ NYK,W
LAL vs. HOU,L
HOU @ LAL,W
LAL @ DEN,L
DEN vs. LAL,W
MIL vs. SAC,W
SAC @ MIL,L
DAL vs. LAC,W
LAC @ DAL,L
POR vs. NOP,L
NOP @ POR,W
MEM @ CLE,L
CLE vs. MEM,W
BOS vs. PHX,W
PHX @ BOS,L
BKN vs. ATL,L
ATL @ BKN,W
PHI vs. DET,W
DET @ PHI,L
MIN @ OKC,L
OKC vs. MIN,W
MEM vs. SAS,L
SAS @ MEM,W
TOR vs. IND,W
IND @ TOR,L
DET @ WAS,L
WAS vs. DET,W
UTA vs. NOP,W
NOP @ UTA,L
MIA vs. CHA,W
CHA @ MIA,L
GSW @ ORL,W
ORL vs. GSW,L
CHI vs. SAC,L
SAC @ CHI,W
CHI @ DEN,L
DEN vs. CHI,W
ATL vs. CLE,L
CLE @ ATL,W
POR vs. MIL,L
MIL @ POR,W
UTA @ LAC,W
LAC vs. UTA,L
BOS vs. PHI,W
PHI @ BOS,L
MIN @ NOP,W
NOP vs. MIN,L
CHA @ TOR,L
TOR vs. CHA,W
DAL vs. BKN,L
BKN @ DAL,W
IND @ HOU,L
HOU vs. IND,W
PHX @ DET,L
DET vs. PHX,W
ORL vs. OKC,W
OKC @ ORL,L
NYK vs. MIA,W
MIA @ NYK,L
LAL vs. GSW,L
GSW @ LAL,W
MEM @ SAS,L
SAS vs. MEM,W
WAS @ PHI,L
PHI vs. WAS,W
MIN vs. WAS,L
WAS @ MIN,W
SAC vs. MIL,L
MIL @ SAC,W
UTA vs. DEN,W
DEN @ UTA,L
CLE vs. MIA,W
MIA @ CLE,L
PHX @ CHI,W
CHI vs. PHX,L
ORL @ IND,L
IND vs. ORL,W
HOU vs. BKN,W
BKN @ HOU,L
LAC vs. LAL,W
LAL @ LAC,L
BOS vs. DET,L
DET @ BOS,W
POR @ NYK,W
NYK vs. POR,L
SAS vs. DAL,W
DAL @ SAS,L
GSW vs. SAC,L
SAC @ GSW,W
CLE @ PHI,W
PHI vs. CLE,L
BKN @ MEM,W
MEM vs. BKN,L
MIN vs. PHX,W
PHX @ MIN,L
CHI vs. MIA,L
MIA @ CHI,W
POR @ WAS,W
WAS vs. POR,L
CHA vs. SAS,L
SAS @ CHA,W
LAC @ SAC,W
SAC vs. LAC,L
DAL vs. OKC,W
OKC @ DAL,L
TOR @ ATL,W
ATL vs. TOR,L
IND vs. BOS,L
BOS @ IND,W
UTA vs. MIL,W
MIL @ UTA,L
HOU vs. NYK,W
NYK @ HOU,L
GSW vs. NOP,W
NOP @ GSW,L
PHI vs. ORL,W
ORL @ PHI,L
DET @ OKC,W
OKC vs. DET,L
MIN vs. MIA,L
MIA @ MIN,W
DEN vs. MEM,W
MEM @ DEN,L
ATL vs. NYK,W
NYK @ ATL,L
TOR @ IND,L
IND vs. TOR,W
CLE vs. CHA,W
CHA @ CLE,L
ORL @ BOS,L
BOS vs. ORL,W
BKN vs. POR,L
POR @ BKN,W
PHX vs. NOP,L
NOP @ PHX,W
GSW vs. CHI,W
CHI @ GSW,L
NOP vs. SAS,W
SAS @ NOP,L
GSW @ OKC,L
OKC vs. GSW,W
MEM vs. DAL,L
DAL @ MEM,W
WAS @ CHA,L
CHA vs. WAS,W
ORL @ MIN,L
MIN vs. ORL,W
SAC vs. LAL,W
LAL @ SAC,L
ATL vs. LAC,L
LAC @ ATL,W
CHI @ UTA,L
UTA vs. CHI,W
MIA vs. BOS,W
BOS @ MIA,L
HOU vs. DEN,W
DEN @ HOU,L
BKN @ CLE,L
CLE vs. BKN,W
PHX vs. MIL,L
MIL @ PHX,W
TOR @ NYK,L
NYK vs. TOR,W
PHI vs. POR,W
POR @ PHI,L
CHI @ LAL,L
LAL vs. CHI,W
NOP vs. OKC,W
OKC @ NOP,L
POR @ MEM,W
MEM vs. POR,L
MIN @ CHA,L
CHA vs. MIN,W
DEN @ SAC,W
SAC vs. DEN,L
DAL vs. BOS,L
BOS @ DAL,W
MIL vs. WAS,L
WAS @ MIL,W
CLE @ DET,W
DET vs. CLE,L
ORL vs. IND,L
IND @ ORL,W
NYK vs. LAC,W
LAC @ NYK,L
SAS vs. ATL,W
ATL @ SAS,L
UTA @ PHI,L
PHI vs. UTA,W
TOR vs. WAS,W
WAS @ TOR,L
DET @ MIN,W
MIN vs. DET,L
MIA vs. IND,L
IND @ MIA,W
GSW @ BKN,W
BKN vs. GSW,L
PHX vs. CHI,W
CHI @ PHX,L
DEN @ LAL,L
LAL vs. DEN,W
HOU @ MEM,W
MEM vs. HOU,L
CHA vs. LAC,W
LAC @ CHA,L
MIL @ DAL,L
DAL vs. MIL,W
BOS @ ATL,W
ATL vs. BOS,L
POR vs. SAC,W
SAC @ POR,L
UTA @ ORL,W
ORL vs. UTA,L
GSW @ PHI,W
PHI vs. GSW,L
NYK @ TOR,L
TOR vs. NYK,W
WAS vs. MIA,L
MIA @ WAS,W
DEN vs. NOP,W
NOP @ DEN,L
SAC vs. POR,W
POR @ SAC,L
MIN @ DAL,W
DAL vs. MIN,L
IND vs. DET,W
DET @ IND,L
CLE vs. LAC,W
LAC @ CLE,L
UTA @ BKN,L
BKN vs. UTA,W
CHA @ CHI,L
CHI vs. CHA,W
LAL vs. PHX,L
PHX @ LAL,W
OKC @ SAS,L
SAS vs. OKC,W
GSW @ BOS,L
BOS vs. GSW,W
HOU @ PHX,W
PHX vs. HOU,L
NOP vs. TOR,L
TOR @ NOP,W
OKC vs. CHI,W
CHI @ OKC,L
MEM vs. IND,L
IND @ MEM,W
CHA vs. CLE,L
CLE @ CHA,W
SAS @ MIN,L
MIN vs. SAS,W
MIL vs. DET,W
DET @ MIL,L
SAC @ ATL,L
ATL vs. SAC,W
POR vs. ORL,W
ORL @ POR,L
MIA vs. WAS,L
WAS @ MIA,W
UTA @ NYK,L
NYK vs. UTA,W
LAL vs. PHI,L
PHI @ LAL,W
SAS @ DAL,W
DAL vs. SAS,L
HOU vs. TOR,L
TOR @ HOU,W
BKN vs. BOS,L
BOS @ BKN,W
NOP vs. ATL,W
ATL @ NOP,L
WAS vs. SAC,W
SAC @ WAS,L
MIL vs. MEM,W
MEM @ MIL,L
MIN @ UTA,W
UTA vs. MIN,L
POR vs. DEN,W
DEN @ POR,L
LAC vs. PHI,L
PHI @ LAC,W
PHX vs. LAL,L
LAL @ PHX,W
NYK vs. CLE,L
CLE @ NYK,W
GSW vs. ORL,W
ORL @ GSW,L
OKC vs. DAL,W
DAL @ OKC,L
IND vs. HOU,L
HOU @ IND,W
MIA @ DET,L
DET vs. MIA,W
TOR @ BOS,L
BOS vs. TOR,W
LAC @ NOP,L
NOP vs. LAC,W
WAS vs. ATL,W
ATL @ WAS,L
ORL @ DEN,L
DEN vs. ORL,W
LAL @ MIL,L
MIL vs. LAL,W
CLE @ DAL,W
DAL vs. CLE,L
BKN @ UTA,L
UTA vs. BKN,W
HOU vs. MEM,W
MEM @ HOU,L
MIN @ PHX,L
PHX vs. MIN,W
SAC @ NYK,L
NYK vs. SAC,W
CHI @ SAS,L
SAS vs. CHI,W
PHI @ GSW,L
GSW vs. PHI,W
OKC vs. LAC,W
LAC @ OKC,L
UTA vs. MIA,L
MIA @ UTA,W
POR vs. BKN,L
BKN @ POR,W
DET vs. ATL,W
ATL @ DET,L
CHA @ BOS,L
BOS vs. CHA,W
ORL @ PHX,W
PHX vs. ORL,L
CHI vs. IND,L
IND @ CHI,W
SAS vs. MIL,L
MIL @ SAS,W
TOR vs. NOP,W
NOP @ TOR,L
WAS vs. LAL,W
LAL @ WAS,L
OKC @ DEN,L
DEN vs. OKC,W
PHI @ SAC,L
SAC vs. PHI,W
CLE @ HOU,L
HOU vs. CLE,W
IND @ DET,L
DET vs. IND,W
ORL vs. NYK,W
NYK @ ORL,L
LAL @ BOS,L
BOS vs. LAL,W
MIA @ PHX,W
PHX vs. MIA,L
MIN @ GSW,L
GSW vs. MIN,W
CHI @ TOR,L
TOR vs. CHI,W
WAS vs. DAL,L
DAL @ WAS,W
BKN @ DEN,L
DEN vs. BKN,W
SAC vs. OKC,W
OKC @ SAC,L
IND vs. NOP,L
NOP @ IND,W
UTA vs. PHI,L
PHI @ UTA,W
MEM @ POR,W
POR vs. MEM,L
MIL @ CLE,L
CLE vs. MIL,W
CHA @ NYK,L
NYK vs. CHA,W
SAS vs. LAC,W
LAC @ SAS,L
ATL vs. BOS,L
BOS @ ATL,W
PHX vs. BKN,L
BKN @ PHX,W
MIA @ GSW,L
GSW vs. MIA,W
WAS @ TOR,W
TOR vs. WAS,L
CHA @ MIN,L
MIN vs. CHA,W
POR vs. OKC,W
OKC @ POR,L
UTA @ HOU,L
HOU vs. UTA,W
ATL @ CLE,W
CLE vs. ATL,L
ORL vs. BOS,L
BOS @ ORL,W
LAC vs. MIA,L
MIA @ LAC,W
IND @ NYK,L
NYK vs. IND,W
LAL vs. MEM,W
MEM @ LAL,L
SAS vs. PHX,W
PHX @ SAS,L
DAL @ MIN,L
MIN vs. DAL,W
DEN vs. GSW,L
GSW @ DEN,W
SAC @ DET,L
DET vs. SAC,W
LAC vs. MEM,L
MEM @ LAC,W
CHI vs. NOP,L
NOP @ CHI,W
OKC vs. BOS,L
BOS @ OKC,W
WAS vs. CLE,L
CLE @ WAS,W
MIA @ DEN,L
DEN vs. MIA,W
HOU @ ATL,W
ATL vs. HOU,L
NOP @ DAL,W
DAL vs. NOP,L
TOR @ UTA,W
UTA vs. TOR,L
MIL @ DET,L
DET vs. MIL,W
CHI @ ORL,W
ORL vs. CHI,L
NYK vs. PHX,W
PHX @ NYK,L
BKN @ LAL,L
LAL vs. BKN,W
CHA @ SAS,L
SAS vs. CHA,W
IND @ PHI,L
PHI vs. IND,W
POR vs. LAL,W
LAL @ POR,L
SAS vs. GSW,L
GSW @ SAS,W
NOP vs. MIN,L
MIN @ NOP,W
MEM vs. ORL,L
ORL @ MEM,W
WAS vs. PHX,L
PHX @ WAS,W
CHA vs. MIL,W
MIL @ CHA,L
TOR @ DEN,L
DEN vs. TOR,W
POR @ UTA,L
UTA vs. POR,W
MIA vs. CHI,W
CHI @ MIA,L
CLE vs. IND,L
IND @ CLE,W
LAC vs. DAL,W
DAL @ LAC,L
BOS vs. SAC,W
SAC @ BOS,L
HOU @ NYK,W
NYK vs. HOU,L
PHI vs. ATL,W
ATL @ PHI,L
MIL vs. OKC,L
OKC @ MIL,W
IND vs. SAC,W
SAC @ IND,L
PHX @ BKN,W
BKN vs. PHX,L
DET @ LAL,L
LAL vs. DET,W
NOP vs. ORL,L
ORL @ NOP,W
CHA @ MEM,W
MEM vs. CHA,L
DAL @ UTA,L
UTA vs. DAL,W
POR vs. TOR,L
TOR @ POR,W
MIN @ MIA,W
MIA vs. MIN,L
HOU vs. PHI,L
PHI @ HOU,W
LAC vs. GSW,L
GSW @ LAC,W
SAS @ BOS,L
BOS vs. SAS,W
NYK vs. DEN,W
DEN @ NYK,L
ORL @ CHA,L
CHA vs. ORL,W
WAS @ SAC,W
SAC vs. WAS,L
MIL @ ATL,W
ATL vs. MIL,L
IND vs. SAS,W
SAS @ IND,L
NYK @ CLE,W
CLE vs. NYK,L
DEN @ BKN,W
BKN vs. DEN,L
DET @ GSW,W
GSW vs. DET,L
NOP vs. CLE,W
CLE @ NOP,L
HOU @ MEM,L
MEM vs. HOU,W
DAL vs. PHI,L
PHI @ DAL,W
PHX @ POR,L
POR vs. PHX,W
LAL @ UTA,L
UTA vs. LAL,W
MIA vs. BOS,L
BOS @ MIA,W
DET @ LAC,W
LAC vs. DET,L
CHI vs. OKC,L
OKC @ CHI,W
CHA vs. HOU,L
HOU @ CHA,W
MIN vs. OKC,W
OKC @ MIN,L
ATL vs. DEN,L
DEN @ ATL,W
SAS @ ORL,L
ORL vs. SAS,W
NYK vs. BKN,W
BKN @ NYK,L
TOR @ LAL,W
LAL vs. TOR,L
WAS @ GSW,L
GSW vs. WAS,W
DAL @ MEM,L
MEM vs. DAL,W
SAC vs. NOP,L
NOP @ SAC,W
BOS @ MIL,W
MIL vs. BOS,L
POR vs. LAC,L
LAC @ POR,W
CHI vs. ATL,W
ATL @ CHI,L
IND @ OKC,L
OKC vs. IND,W
DEN @ CHA,L
CHA vs. DEN,W
MEM @ DAL,L
DAL vs. MEM,W
MIA vs. SAS,L
SAS @ MIA,W
DET vs. MIN,W
MIN @ DET,L
BKN vs. CLE,W
CLE @ BKN,L
PHX vs. UTA,W
UTA @ PHX,L
WAS @ LAL,L
LAL vs. WAS,W
GSW vs. TOR,W
TOR @ GSW,L
PHI vs. HOU,L
HOU @ PHI,W
MIN vs. IND,L
IND @ MIN,W
NOP @ POR,L
POR vs. NOP,W
CHI @ CLE,L
CLE vs. CHI,W
ORL vs. BKN,W
BKN @ ORL,L
LAC vs. UTA,W
UTA @ LAC,L
NYK @ BOS,L
BOS vs. NYK,W
WAS @ DEN,W
DEN vs. WAS,L
CHA @ MIL,L
MIL vs. CHA,W
GSW @ DAL,W
DAL vs. GSW,L
ATL @ MIA,L
MIA vs. ATL,W
PHI @ DET,W
DET vs. PHI,L
HOU vs. MEM,L
MEM @ HOU,W
SAC @ PHX,L
PHX vs. SAC,W
SAS vs. TOR,W
TOR @ SAS,L
OKC vs. MIN,L
MIN @ OKC,W
BKN vs. ATL,W
ATL @ BKN,L
NOP @ LAL,W
LAL vs. NOP,L
GSW @ MEM,L
MEM vs. GSW,W
TOR vs. PHI,W
PHI @ TOR,L
DEN vs. SAC,W
SAC @ DEN,L
MIL vs. POR,W
POR @ MIL,L
UTA vs. OKC,W
OKC @ UTA,L
MIA vs. IND,W
IND @ MIA,L
HOU vs. DAL,W
DAL @ HOU,L
CLE vs. ORL,L
ORL @ CLE,W
LAC vs. PHX,W
PHX @ LAC,L
NYK vs. DET,L
DET @ NYK,W
CHI vs. SAS,L
SAS @ CHI,W
GSW @ NOP,W
NOP vs. GSW,L
WAS vs. DET,W
DET @ WAS,L
ATL @ CHA,L
CHA vs. ATL,W
MIN vs. UTA,W
UTA @ MIN,L
CLE @ MIL,W
MIL vs. CLE,L
SAC @ DAL,W
DAL vs. SAC,L
IND vs. POR,L
POR @ IND,W
BKN vs. ORL,W
ORL @ BKN,L
PHX vs. LAL,L
LAL @ PHX,W
BOS @ PHI,W
PHI vs. BOS,L
OKC vs. NYK,W
NYK @ OKC,L
CHI @ TOR,L
TOR vs. CHI,W
LAC @ LAL,W
LAL vs. LAC,L
NOP @ MEM,L
MEM vs. NOP,W
WAS vs. PHI,W
PHI @ WAS,L
HOU @ SAC,W
SAC vs. HOU,L
DAL vs. ATL,L
ATL @ DAL,W
IND vs. BKN,W
BKN @ IND,L
UTA vs. DEN,W
DEN @ UTA,L
DET vs. CHA,W
CHA @ DET,L
MIA @ ORL,L
ORL vs. MIA,W
MIL @ BOS,W
BOS vs. MIL,L
POR @ PHX,W
PHX vs. POR,L
MIN @ SAS,L
SAS vs. MIN,W
CLE vs. BOS,W
BOS @ CLE,L
HOU @ GSW,W
