MATCH UP,W/L
DEN vs. MIL,W
MIL @ DEN,L
ORL @ ATL,L
ATL vs. ORL,W
POR vs. MEM,W
MEM @ POR,L
DAL @ CLE,L
CLE vs. DAL,W
IND @ LAC,W
LAC vs. IND,L
DET @ BKN,W
BKN vs. DET,L
CHI vs. WAS,W
WAS @ CHI,L
LAL vs. SAC,L
SAC @ LAL,W
HOU @ SAS,L
SAS vs. HOU,W
PHX @ GSW,L
GSW vs. PHX,W
CHA @ WAS,L
WAS vs. CHA,W
SAC vs. GSW,L
GSW @ SAC,W
BKN @ MIA,W
MIA vs. BKN,L
TOR @ BOS,L
BOS vs. TOR,W
DET @ NYK,W
NYK vs. DET,L
OKC vs. DEN,L
DEN @ OKC,W
MIN @ DAL,W
DAL vs. MIN,L
PHI @ ATL,W
ATL vs. PHI,L
UTA vs. MEM,W
MEM @ UTA,L
POR vs. LAC,W
LAC @ POR,L
PHX @ HOU,L
HOU vs. PHX,W
CLE vs. NOP,W
NOP @ CLE,L
ORL vs. CHI,L
CHI @ ORL,W
LAL vs. MIL,L
MIL @ LAL,W
SAC vs. IND,L
IND @ SAC,W
CHI @ MIA,L
MIA vs. CHI,W
WAS @ DET,L
DET vs. WAS,W
SAS vs. OKC,W
OKC @ SAS,L
GSW vs. MIL,L
MIL @ GSW,W
MEM vs. POR,W
POR @ MEM,L
CHA vs. CLE,L
CLE @ CHA,W
ATL @ MIN,L
MIN vs. ATL,W
UTA vs. BOS,L
BOS @ UTA,W
ORL vs. BKN,L
BKN @ ORL,W
LAC @ PHX,W
PHX vs. LAC,L
LAL vs. DAL,W
DAL @ LAL,L
NYK @ PHI,L
PHI vs. NYK,W
POR @ NOP,W
NOP vs. POR,L
DEN @ TOR,L
TOR vs. DEN,W
SAS @ WAS,L
WAS vs. SAS,W
DAL @ SAC,W
SAC vs. DAL,L
CLE @ MIA,L
MIA vs. CLE,W
HOU vs. CHI,W
CHI @ HOU,L
LAC vs. MIL,W
MIL @ LAC,L
IND @ GSW,W
GSW vs. IND,L
CHA vs. NYK,W
NYK @ CHA,L
MIN vs. MEM,L
MEM @ MIN,W
LAL @ DET,L
DET vs. LAL,W
BOS @ PHX,W
PHX vs. BOS,L
PHI vs. DEN,W
DEN @ PHI,L
POR @ OKC,W
OKC vs. POR,L
NYK @ WAS,W
WAS vs. NYK,L
LAC @ TOR,W
TOR vs. LAC,L
SAC vs. BOS,L
BOS @ SAC,W
SAS @ MIL,L
MIL vs. SAS,W
MIA @ IND,L
IND vs. MIA,W
HOU vs. ATL,W
ATL @ HOU,L
BKN vs. CLE,L
CLE @ BKN,W
UTA @ GSW,W
GSW vs. UTA,L
MEM vs. LAL,L
LAL @ MEM,W
DAL vs. CHA,L
CHA @ DAL,W
CHI @ DET,L
DET vs. CHI,W
NOP @ HOU,L
HOU vs. NOP,W
ORL vs. PHX,W
PHX @ ORL,L
MIN @ PHI,L
PHI vs. MIN,W
MIA @ OKC,L
OKC vs. MIA,W
TOR vs. BKN,W
BKN @ TOR,L
WAS vs. DEN,L
DEN @ WAS,W
LAC @ IND,L
IND vs. LAC,W
POR vs. BOS,L
BOS @ POR,W
CLE vs. PHX,W
PHX @ CLE,L
MIN @ NYK,W
NYK vs. MIN,L
CHI vs. MIL,L
MIL @ CHI,W
UTA @ SAS,L
SAS vs. UTA,W
ATL @ GSW,L
GSW vs. ATL,W
LAL @ NOP,L
NOP vs. LAL,W
MEM @ CHA,L
CHA vs. MEM,W
SAC vs. ATL,W
ATL @ SAC,L
UTA @ DAL,W
DAL vs. UTA,L
HOU vs. DET,W
DET @ HOU,L
PHI @ ORL,W
ORL vs. PHI,L
NOP vs. IND,W
IND @ NOP,L
LAC @ MIL,W
MIL vs. LAC,L
NYK @ MIA,L
MIA vs. NYK,W
CLE vs. TOR,W
TOR @ CLE,L
CHA @ BKN,W
BKN vs. CHA,L
CHI vs. DEN,L
DEN @ CHI,W
SAS vs. WAS,W
WAS @ SAS,L
MEM @ PHI,L
PHI vs. MEM,W
NOP vs. DAL,W
DAL @ NOP,L
MIN vs. LAC,W
LAC @ MIN,L
ATL @ UTA,W
UTA vs. ATL,L
HOU @ POR,W
POR vs. HOU,L
TOR @ ORL,W
ORL vs. TOR,L
OKC @ BOS,L
BOS vs. OKC,W
PHX vs. DET,L
DET @ PHX,W
SAC vs. DET,L
DET @ SAC,W
IND vs. LAL,W
LAL @ IND,L
MIA vs. DEN,W
DEN @ MIA,L
MIL @ CLE,L
CLE vs. MIL,W
BKN vs. MEM,W
MEM @ BKN,L
NYK vs. CHI,W
CHI @ NYK,L
SAS vs. GSW,W
GSW @ SAS,L
CHA @ PHI,L
PHI vs. CHA,W
NOP vs. BOS,W
BOS @ NOP,L
TOR vs. OKC,L
OKC @ TOR,W
MIN vs. HOU,L
HOU @ MIN,W
POR @ LAC,W
LAC vs. POR,L
HOU @ NOP,W
NOP vs. HOU,L
DEN @ MEM,L
MEM vs. DEN,W
WAS vs. IND,W
IND @ WAS,L
MIL vs. ATL,W
ATL @ MIL,L
SAC @ UTA,L
UTA vs. SAC,W
DET @ POR,L
POR vs. DET,W
DAL @ BKN,L
BKN vs. DAL,W
GSW @ PHX,W
PHX vs. GSW,L
CHA @ NYK,L
NYK vs. CHA,W
CLE @ CHI,W
CHI vs. CLE,L
MIN @ SAS,L
SAS vs. MIN,W
OKC vs. LAC,W
LAC @ OKC,L
DAL @ TOR,L
TOR vs. DAL,W
BOS @ ORL,W
ORL vs. BOS,L
MIA @ LAL,W
LAL vs. MIA,L
SAC @ GSW,W
GSW vs. SAC,L
BKN @ PHI,L
PHI vs. BKN,W
MEM vs. CHI,L
CHI @ MEM,W
DET @ DEN,L
DEN vs. DET,W
CHA @ ATL,W
ATL vs. CHA,L
IND vs. TOR,L
TOR @ IND,W
UTA vs. PHX,W
PHX @ UTA,L
POR vs. CLE,W
CLE @ POR,L
LAC @ HOU,L
HOU vs. LAC,W
NYK vs. PHI,L
PHI @ NYK,W
SAS vs. NOP,W
NOP @ SAS,L
MIA @ SAC,L
SAC vs. MIA,W
MIL @ ORL,L
ORL vs. MIL,W
WAS @ BOS,W
BOS vs. WAS,L
LAL @ GSW,L
GSW vs. LAL,W
CHA @ NOP,L
NOP vs. CHA,W
WAS vs. MIN,L
MIN @ WAS,W
OKC @ ATL,W
ATL vs. OKC,L
DET @ UTA,L
UTA vs. DET,W
BKN vs. TOR,L
TOR @ BKN,W
CLE @ PHX,W
PHX vs. CLE,L
NYK vs. DAL,L
DAL @ NYK,W
CHI vs. LAC,L
LAC @ CHI,W
LAL vs. DEN,W
DEN @ LAL,L
SAS vs. ORL,W
ORL @ SAS,L
IND @ PHI,W
PHI vs. IND,L
SAC @ OKC,L
OKC vs. SAC,W
MIL @ MEM,W
MEM vs. MIL,L
POR vs. MIA,W
MIA @ POR,L
HOU vs. SAS,W
SAS @ HOU,L
NOP vs. UTA,L
UTA @ NOP,W
GSW @ MIN,L
MIN vs. GSW,W
SAC @ DEN,L
DEN vs. SAC,W
DAL vs. HOU,L
HOU @ DAL,W
ATL vs. CHI,L
CHI @ ATL,W
BOS vs. IND,L
IND @ BOS,W
PHI @ BKN,W
BKN vs. PHI,L
TOR @ NYK,W
NYK vs. TOR,L
CLE @ LAL,L
LAL vs. CLE,W
SAS @ OKC,L
OKC vs. SAS,W
PHX @ CHA,L
CHA vs. PHX,W
DAL vs. MEM,W
MEM @ DAL,L
MIA vs. WAS,W
WAS @ MIA,L
LAC vs. ORL,W
ORL @ LAC,L
NOP vs. WAS,L
WAS @ NOP,W
UTA @ MEM,W
MEM vs. UTA,L
TOR vs. HOU,W
HOU @ TOR,L
LAL @ DEN,L
DEN vs. LAL,W
ORL @ SAC,L
SAC vs. ORL,W
NYK @ MIL,L
MIL vs. NYK,W
ATL @ IND,L
IND vs. ATL,W
POR vs. GSW,W
GSW @ POR,L
CHI @ DET,L
DET vs. CHI,W
CLE @ LAC,L
LAC vs. CLE,W
PHX @ OKC,L
OKC vs. PHX,W
CHA vs. BKN,L
BKN @ CHA,W
MIN vs. BOS,L
BOS @ MIN,W
PHI @ MIA,L
MIA vs. PHI,W
GSW vs. SAS,W
SAS @ GSW,L
DEN vs. CLE,L
CLE @ DEN,W
NOP @ SAC,W
SAC vs. NOP,L
HOU @ MIL,W
MIL vs. HOU,L
UTA @ IND,W
IND vs. UTA,L
TOR @ DET,W
DET vs. TOR,L
MEM @ CHI,L
CHI vs. MEM,W
LAL vs. ORL,W
ORL @ LAL,L
OKC vs. HOU,L
HOU @ OKC,W
WAS vs. MIA,W
MIA @ WAS,L
TOR vs. ATL,W
ATL @ TOR,L
CHA vs. PHI,L
PHI @ CHA,W
DAL vs. DEN,W
DEN @ DAL,L
POR vs. NYK,W
NYK @ POR,L
NOP @ LAC,W
LAC vs. NOP,L
BKN @ GSW,L
GSW vs. BKN,W
IND vs. MIL,W
MIL @ IND,L
UTA vs. ORL,W
ORL @ UTA,L
MIA vs. PHX,W
PHX @ MIA,L
DET @ CLE,L
CLE vs. DET,W
BOS @ CHI,W
CHI vs. BOS,L
LAL vs. POR,L
POR @ LAL,W
MEM @ SAS,L
SAS vs. MEM,W
TOR vs. CHA,W
CHA @ TOR,L
IND @ WAS,W
WAS vs. IND,L
NYK @ SAC,L
SAC vs. NYK,W
MIL vs. PHI,W
PHI @ MIL,L
NOP @ DAL,W
DAL vs. NOP,L
ATL vs. PHX,W
PHX @ ATL,L
BKN @ LAC,L
LAC vs. BKN,W
SAC vs. UTA,L
UTA @ SAC,W
POR vs. OKC,W
OKC @ POR,L
DET @ MIA,L
MIA vs. DET,W
HOU vs. BOS,W
BOS @ HOU,L
CLE vs. DEN,L
DEN @ CLE,W
MEM @ ORL,L
ORL vs. MEM,W
SAS vs. LAL,L
LAL @ SAS,W
MEM vs. DEN,L
DEN @ MEM,W
TOR @ WAS,W
WAS vs. TOR,L
IND @ MIL,W
MIL vs. IND,L
ATL vs. GSW,L
GSW @ ATL,W
UTA vs. MIN,W
MIN @ UTA,L
ORL vs. DET,W
DET @ ORL,L
NYK @ LAC,L
LAC vs. NYK,W
OKC @ PHX,W
PHX vs. OKC,L
CHI vs. DAL,W
DAL @ CHI,L
PHI vs. CHA,W
CHA @ PHI,L
SAC vs. BKN,W
BKN @ SAC,L
MIN @ POR,L
POR vs. MIN,W
LAL @ MIA,W
MIA vs. LAL,L
PHI @ CLE,W
CLE vs. PHI,L
MEM vs. PHX,L
PHX @ MEM,W
WAS vs. GSW,L
GSW @ WAS,W
OKC @ DAL,W
DAL vs. OKC,L
ATL vs. IND,W
IND @ ATL,L
DET vs. MIL,W
MIL @ DET,L
TOR @ ORL,W
ORL vs. TOR,L
LAC vs. HOU,L
HOU @ LAC,W
BOS vs. CHA,W
CHA @ BOS,L
NOP @ SAS,W
SAS vs. NOP,L
CHA vs. CHI,W
CHI @ CHA,L
DEN vs. LAC,L
LAC @ DEN,W
MIL vs. WAS,L
WAS @ MIL,W
POR vs. SAC,W
SAC @ POR,L
MIA vs. PHI,W
PHI @ MIA,L
CLE vs. BKN,W
BKN @ CLE,L
PHX @ NOP,L
NOP vs. PHX,W
OKC vs. ORL,W
ORL @ OKC,L
DET @ TOR,L
TOR vs. DET,W
SAC vs. MIN,L
MIN @ SAC,W
IND @ DAL,L
DAL vs. IND,W
LAL @ ATL,W
ATL vs. LAL,L
HOU @ UTA,W
UTA vs. HOU,L
BOS vs. MEM,W
MEM @ BOS,L
CHI @ BKN,L
BKN vs. CHI,W
NYK vs. GSW,L
GSW @ NYK,W
WAS vs. PHI,W
PHI @ WAS,L
DET @ CHA,L
CHA vs. DET,W
HOU @ DEN,W
DEN vs. HOU,L
MIL vs. NOP,L
NOP @ MIL,W
SAS @ CLE,W
CLE vs. SAS,L
MIN vs. CHI,W
CHI @ MIN,L
LAL @ SAC,W
SAC vs. LAL,L
DAL @ UTA,L
UTA vs. DAL,W
MEM @ MIA,L
MIA vs. MEM,W
POR @ PHX,W
PHX vs. POR,L
NYK vs. BOS,L
BOS @ NYK,W
GSW vs. OKC,W
OKC @ GSW,L
PHI vs. ORL,W
ORL @ PHI,L
MIA @ NOP,L
NOP vs. MIA,W
CLE @ MEM,W
MEM vs. CLE,L
TOR vs. MIL,L
MIL @ TOR,W
CHA @ WAS,W
WAS vs. CHA,L
SAS @ DEN,L
DEN vs. SAS,W
ATL @ IND,L
IND vs. ATL,W
POR @ UTA,W
UTA vs. POR,L
DET vs. BOS,L
BOS @ DET,W
HOU vs. MIN,W
MIN @ HOU,L
PHX vs. LAC,L
LAC @ PHX,W
LAL vs. DAL,W
DAL @ LAL,L
BKN @ CHA,L
CHA vs. BKN,W
SAC vs. OKC,L
OKC @ SAC,W
WAS @ CLE,W
CLE vs. WAS,L
NYK @ ORL,W
ORL vs. NYK,L
CHI vs. PHI,L
PHI @ CHI,W
GSW vs. LAC,W
LAC @ GSW,L
MIN vs. LAL,W
LAL @ MIN,L
DEN @ MIL,W
MIL vs. DEN,L
LAL @ NOP,L
NOP vs. LAL,W
OKC @ MEM,W
MEM vs. OKC,L
PHX @ UTA,L
UTA vs. PHX,W
POR vs. GSW,W
GSW @ POR,L
ATL @ DET,L
DET vs. ATL,W
HOU vs. SAC,W
SAC @ HOU,L
CHA @ ORL,W
ORL vs. CHA,L
LAC @ BOS,W
BOS vs. LAC,L
IND @ BKN,W
BKN vs. IND,L
NYK vs. WAS,L
WAS @ NYK,W
TOR @ CHI,W
CHI vs. TOR,L
PHI vs. MIA,W
MIA @ PHI,L
OKC vs. CLE,L
CLE @ OKC,W
TOR vs. MIA,W
MIA @ TOR,L
HOU @ MIN,W
MIN vs. HOU,L
DEN vs. SAS,W
SAS @ DEN,L
MIL vs. ATL,W
ATL @ MIL,L
SAC @ DAL,W
DAL vs. SAC,L
UTA vs. SAS,W
SAS @ UTA,L
DET vs. NOP,L
NOP @ DET,W
BKN vs. LAC,L
LAC @ BKN,W
ORL @ CHI,L
CHI vs. ORL,W
PHX @ GSW,L
GSW vs. PHX,W
NYK @ PHI,L
PHI vs. NYK,W
OKC vs. MEM,W
MEM @ OKC,L
TOR @ CHA,W
CHA vs. TOR,L
MIN vs. SAC,W
SAC @ MIN,L
ATL vs. DET,W
DET @ ATL,L
NYK @ IND,L
IND vs. NYK,W
UTA @ POR,W
POR vs. UTA,L
HOU vs. DAL,W
DAL @ HOU,L
CLE @ BOS,W
BOS vs. CLE,L
DAL vs. LAL,W
LAL @ DAL,L
MIL @ ORL,W
ORL vs. MIL,L
BKN vs. NOP,L
NOP @ BKN,W
DEN @ PHX,W
PHX vs. DEN,L
CHI vs. WAS,L
WAS @ CHI,W
GSW vs. SAS,W
SAS @ GSW,L
LAC @ PHI,L
PHI vs. LAC,W
POR @ SAC,W
SAC vs. POR,L
ATL vs. CLE,L
CLE @ ATL,W
UTA vs. CHA,W
CHA @ UTA,L
MIL @ MIA,L
MIA vs. MIL,W
DET vs. LAC,L
LAC @ DET,W
DEN @ HOU,L
HOU vs. DEN,W
IND @ BOS,W
BOS vs. IND,L
CHI vs. MIN,W
MIN @ CHI,L
PHI vs. NOP,W
NOP @ PHI,L
BOS @ WAS,W
WAS vs. BOS,L
NYK @ TOR,L
TOR vs. NYK,W
CHA @ POR,L
POR vs. CHA,W
ORL vs. ATL,W
ATL @ ORL,L
OKC @ LAL,L
LAL vs. OKC,W
GSW vs. DAL,W
DAL @ GSW,L
MEM vs. UTA,L
UTA @ MEM,W
HOU @ MIA,W
MIA vs. HOU,L
BKN @ DET,L
DET vs. BKN,W
MIN @ CLE,L
CLE vs. MIN,W
SAS @ PHX,W
PHX vs. SAS,L
TOR vs. BOS,W
BOS @ TOR,L
MEM @ ATL,L
ATL vs. MEM,W
ORL vs. CLE,W
CLE @ ORL,L
BKN vs. HOU,L
HOU @ BKN,W
MIL @ NYK,W
NYK vs. MIL,L
LAL vs. PHX,W
PHX @ LAL,L
OKC @ GSW,W
GSW vs. OKC,L
PHI vs. WAS,W
WAS @ PHI,L
NOP vs. UTA,L
UTA @ NOP,W
SAC vs. CHI,W
CHI @ SAC,L
CHA @ DEN,L
DEN vs. CHA,W
WAS @ IND,W
IND vs. WAS,L
ORL @ MIA,W
MIA vs. ORL,L
DET vs. POR,W
POR @ DET,L
LAC vs. DAL,W
DAL @ LAC,L
OKC vs. LAL,L
LAL @ OKC,W
MEM @ TOR,L
TOR vs. MEM,W
MIL @ BKN,W
BKN vs. MIL,L
BOS vs. POR,W
POR @ BOS,L
CHA @ PHX,W
PHX vs. CHA,L
ATL @ NYK,W
NYK vs. ATL,L
MIN vs. NOP,W
NOP @ MIN,L
DEN vs. GSW,W
GSW @ DEN,L
DAL @ SAC,W
SAC vs. DAL,L
IND vs. PHI,W
PHI @ IND,L
DET vs. MIA,W
MIA @ DET,L
CLE vs. HOU,L
HOU @ CLE,W
WAS @ ORL,W
ORL vs. WAS,L
LAC vs. CHI,W
CHI @ LAC,L
SAS vs. UTA,L
UTA @ SAS,W
OKC vs. NOP,L
NOP @ OKC,W
TOR vs. POR,W
POR @ TOR,L
IND @ CHA,L
CHA vs. IND,W
SAC vs. GSW,L
GSW @ SAC,W
MIL vs. NYK,W
NYK @ MIL,L
BOS vs. ATL,W
ATL @ BOS,L
BKN vs. LAL,L
LAL @ BKN,W
PHX vs. UTA,L
UTA @ PHX,W
PHI vs. MIA,W
MIA @ PHI,L
WAS vs. TOR,W
TOR @ WAS,L
MIN vs. MIL,W
MIL @ MIN,L
DEN vs. OKC,W
OKC @ DEN,L
DET vs. MEM,W
MEM @ DET,L
SAS vs. HOU,L
HOU @ SAS,W
CHA @ ATL,W
ATL vs. CHA,L
IND vs. MEM,W
MEM @ IND,L
CHI @ POR,L
POR vs. CHI,W
CLE vs. MIA,W
MIA @ CLE,L
ORL vs. LAL,W
LAL @ ORL,L
BOS vs. NYK,W
NYK @ BOS,L
BKN vs. PHI,W
PHI @ BKN,L
DAL @ PHX,L
PHX vs. DAL,W
NOP vs. SAC,L
SAC @ NOP,W
TOR vs. MIN,W
MIN @ TOR,L
OKC @ WAS,L
WAS vs. OKC,W
UTA vs. GSW,W
GSW @ UTA,L
CLE @ DET,L
DET vs. CLE,W
HOU vs. ORL,W
ORL @ HOU,L
POR @ LAC,W
LAC vs. POR,L
NYK vs. BKN,W
BKN @ NYK,L
DEN @ SAS,L
SAS vs. DEN,W
PHX @ MEM,L
MEM vs. PHX,W
DEN vs. BOS,L
BOS @ DEN,W
PHI @ MIL,L
MIL vs. PHI,W
MIA @ DAL,W
DAL vs. MIA,L
ATL vs. MIN,W
MIN @ ATL,L
IND vs. CHA,W
CHA @ IND,L
NOP vs. LAC,L
LAC @ NOP,W
OKC vs. PHI,W
PHI @ OKC,L
LAL @ TOR,L
TOR vs. LAL,W
HOU vs. PHX,W
PHX @ HOU,L
DET @ CLE,L
CLE vs. DET,W
MIL @ CHI,W
CHI vs. MIL,L
SAC @ SAS,L
SAS vs. SAC,W
BKN @ MIN,L
MIN vs. BKN,W
DEN vs. DAL,W
DAL @ DEN,L
WAS @ ATL,W
ATL vs. WAS,L
IND vs. ORL,W
ORL @ IND,L
CHA @ MIA,L
MIA vs. CHA,W
DET vs. OKC,L
OKC @ DET,W
BOS @ GSW,L
GSW vs. BOS,W
NOP vs. HOU,W
HOU @ NOP,L
MEM vs. LAC,L
LAC @ MEM,W
TOR vs. UTA,L
UTA @ TOR,W
CHA vs. ATL,W
ATL @ CHA,L
MIL vs. BKN,W
BKN @ MIL,L
DAL vs. POR,L
POR @ DAL,W
IND @ CLE,L
CLE vs. IND,W
PHX vs. NYK,L
NYK @ PHX,W
LAL @ CHI,W
CHI vs. LAL,L
SAS vs. PHI,L
PHI @ SAS,W
WAS @ OKC,L
OKC vs. WAS,W
NYK @ DEN,L
DEN vs. NYK,W
SAC @ MIA,W
MIA vs. SAC,L
GSW vs. MIN,W
MIN @ GSW,L
MEM vs. SAS,L
SAS @ MEM,W
NOP @ CHA,W
CHA vs. NOP,L
HOU @ DAL,W
DAL vs. HOU,L
ATL vs. TOR,L
TOR @ ATL,W
IND vs. PHX,W
PHX @ IND,L
MIN @ POR,L
POR vs. MIN,W
DET vs. UTA,L
UTA @ DET,W
LAC vs. BOS,L
BOS @ LAC,W
CHI @ PHI,L
PHI vs. CHI,W
BKN @ OKC,L
OKC vs. BKN,W
SAC @ ORL,W
ORL vs. SAC,L
BOS @ LAL,L
LAL vs. BOS,W
SAS vs. CLE,W
CLE @ SAS,L
GSW vs. NYK,W
NYK @ GSW,L
CHI @ NOP,L
NOP vs. CHI,W
PHI @ MEM,L
MEM vs. PHI,W
SAC @ CHA,L
CHA vs. SAC,W
POR @ DEN,L
DEN vs. POR,W
PHX @ MIL,L
MIL vs. PHX,W
WAS @ DAL,L
DAL vs. WAS,W
UTA @ ATL,L
ATL vs. UTA,W
HOU vs. MIA,W
MIA @ HOU,L
MIN @ LAC,W
LAC vs. MIN,L
BKN @ DET,W
DET vs. BKN,L
ORL @ BOS,W
BOS vs. ORL,L
LAL vs. NYK,W
NYK @ LAL,L
SAS vs. IND,L
IND @ SAS,W
MEM @ NOP,L
NOP vs. MEM,W
CHA vs. MIA,L
MIA @ CHA,W
MIN vs. TOR,W
TOR @ MIN,L
ATL vs. CHI,L
CHI @ ATL,W
UTA vs. LAC,W
LAC @ UTA,L
DAL @ POR,L
POR vs. DAL,W
GSW @ HOU,L
HOU vs. GSW,W
OKC @ CLE,W
CLE vs. OKC,L
MIL @ PHI,L
PHI vs. MIL,W
SAC @ MEM,L
MEM vs. SAC,W
TOR vs. SAS,W
SAS @ TOR,L
DEN vs. PHX,L
PHX @ DEN,W
UTA vs. NYK,L
NYK @ UTA,W
DET vs. WAS,L
WAS @ DET,W
BKN vs. MIA,W
MIA @ BKN,L
LAL vs. IND,W
IND @ LAL,L
POR vs. IND,W
IND @ POR,L
MIN @ HOU,L
HOU vs. MIN,W
CLE vs. ORL,W
ORL @ CLE,L
PHI @ BOS,W
BOS vs. PHI,L
OKC vs. LAL,W
LAL @ OKC,L
NYK @ MEM,L
MEM vs. NYK,W
DET @ TOR,L
TOR vs. DET,W
WAS @ CHA,L
CHA vs. WAS,W
SAC vs. UTA,L
UTA @ SAC,W
MIA @ MIL,W
MIL vs. MIA,L
NOP @ ATL,L
ATL vs. NOP,W
DEN @ LAC,L
LAC vs. DEN,W
SAS @ BKN,W
BKN vs. SAS,L
GSW @ CHI,W
CHI vs. GSW,L
DEN vs. DAL,W
DAL @ DEN,L
POR vs. PHX,W
PHX @ POR,L
ORL vs. MIN,W
MIN @ ORL,L
BOS vs. NOP,L
NOP @ BOS,W
SAC @ OKC,L
OKC vs. SAC,W
MEM vs. LAL,W
LAL @ MEM,L
WAS vs. MIL,L
MIL @ WAS,W
ATL vs. SAS,W
SAS @ ATL,L
UTA vs. IND,L
IND @ UTA,W
CHA @ DET,W
DET vs. CHA,L
GSW @ CLE,W
CLE vs. GSW,L
LAC vs. HOU,W
HOU @ LAC,L
BKN vs. NYK,L
NYK @ BKN,W
MIA @ CHI,L
CHI vs. MIA,W
TOR @ PHI,L
PHI vs. TOR,W
MIN vs. POR,W
POR @ MIN,L
MIA vs. MIL,W
MIL @ MIA,L
PHX vs. IND,L
IND @ PHX,W
NOP @ NYK,W
NYK vs. NOP,L
GSW @ TOR,W
TOR vs. GSW,L
WAS vs. BKN,W
BKN @ WAS,L
OKC @ CHA,W
CHA vs. OKC,L
LAL @ DAL,W
DAL vs. LAL,L
SAC @ LAC,L
LAC vs. SAC,W
DET @ CHI,L
CHI vs. DET,W
DEN @ SAS,L
SAS vs. DEN,W
POR @ NOP,L
NOP vs. POR,W
WAS vs. ORL,W
ORL @ WAS,L
UTA @ CHA,L
CHA vs. UTA,W
NYK @ MIN,L
MIN vs. NYK,W
MEM @ DEN,L
DEN vs. MEM,W
MIL vs. GSW,L
GSW @ MIL,W
ATL vs. BKN,L
BKN @ ATL,W
IND vs. CLE,W
CLE @ IND,L
HOU @ PHX,W
PHX vs. HOU,L
TOR vs. CLE,W
CLE @ TOR,L
LAC @ SAC,W
SAC vs. LAC,L
SAS @ LAL,L
LAL vs. SAS,W
PHI vs. BOS,L
BOS @ PHI,W
NOP @ MEM,L
MEM vs. NOP,W
UTA @ WAS,W
