MATCH UP,W/L
IND @ HOU,L
BKN @ BOS,L
BOS vs. BKN,W
UTA @ NYK,L
NYK vs. UTA,W
MEM @ CHI,W
CHI vs. MEM,L
ATL @ GSW,L
GSW vs. ATL,W
PHX vs. OKC,W
OKC @ PHX,L
LAC @ LAL,W
LAL vs. LAC,L
SAS vs. MIA,W
MIA @ SAS,L
IND @ CHA,L
CHA vs. IND,W
UTA @ WAS,L
WAS vs. UTA,W
NYK @ MIN,W
MIN vs. NYK,L
DEN vs. DAL,W
DAL @ DEN,L
MIL vs. SAC,L
SAC @ MIL,W
ATL @ POR,L
POR vs. ATL,W
CHI @ DET,W
DET vs. CHI,L
ORL vs. HOU,L
HOU @ ORL,W
GSW @ BOS,W
BOS vs. GSW,L
BKN vs. MEM,W
MEM @ BKN,L
OKC vs. PHI,W
PHI @ OKC,L
GSW @ IND,W
IND vs. GSW,L
HOU vs. MIA,W
MIA @ HOU,L
CLE vs. SAS,L
SAS @ CLE,W
LAC @ PHX,W
PHX vs. LAC,L
NOP @ LAL,W
LAL vs. NOP,L
WAS vs. MEM,L
MEM @ WAS,W
MIN @ DEN,W
DEN vs. MIN,L
NOP @ SAC,L
SAC vs. NOP,W
UTA @ MIL,L
MIL vs. UTA,W
CHA @ MIA,L
MIA vs. CHA,W
POR vs. LAL,L
LAL @ POR,W
NYK @ DET,L
DET vs. NYK,W
BKN vs. CHI,W
CHI @ BKN,L
OKC vs. CHA,W
CHA @ OKC,L
TOR vs. GSW,W
GSW @ TOR,L
UTA @ IND,L
IND vs. UTA,W
PHI @ ORL,L
ORL vs. PHI,W
PHX vs. ATL,W
ATL @ PHX,L
CHI vs. NYK,W
NYK @ CHI,L
DAL @ SAS,L
SAS vs. DAL,W
CLE @ MEM,L
MEM vs. CLE,W
MIN @ SAC,W
SAC vs. MIN,L
MIL vs. BKN,L
BKN @ MIL,W
DEN @ POR,L
POR vs. DEN,W
ORL @ MIA,L
MIA vs. ORL,W
DET @ HOU,L
HOU vs. DET,W
LAC vs. NOP,W
NOP @ LAC,L
IND @ BOS,W
BOS vs. IND,L
PHI vs. WAS,L
WAS @ PHI,W
OKC vs. MEM,W
MEM @ OKC,L
DAL vs. CHI,L
CHI @ DAL,W
UTA @ CLE,L
CLE vs. UTA,W
NOP @ PHX,L
PHX vs. NOP,W
GSW @ NYK,W
NYK vs. GSW,L
LAL vs. SAC,W
SAC @ LAL,L
SAS vs. CHA,W
CHA @ SAS,L
TOR vs. WAS,L
WAS @ TOR,W
BKN @ DEN,W
DEN vs. BKN,L
IND vs. MIL,W
MIL @ IND,L
MIA vs. NYK,W
NYK @ MIA,L
LAL @ MEM,L
MEM vs. LAL,W
CLE @ OKC,W
OKC vs. CLE,L
NOP @ DAL,L
DAL vs. NOP,W
UTA vs. PHX,W
PHX @ UTA,L
BKN @ POR,L
POR vs. BKN,W
HOU @ LAC,L
LAC vs. HOU,W
ATL @ BOS,L
BOS vs. ATL,W
CHI vs. GSW,W
GSW @ CHI,L
DET @ SAS,L
SAS vs. DET,W
PHI vs. ORL,L
ORL @ PHI,W
ORL @ WAS,L
WAS vs. ORL,W
POR @ DEN,W
DEN vs. POR,L
HOU @ SAC,W
SAC vs. HOU,L
CHI @ ATL,W
ATL vs. CHI,L
LAL @ IND,L
IND vs. LAL,W
TOR @ CLE,W
CLE vs. TOR,L
PHX vs. MIN,L
MIN @ PHX,W
NOP vs. LAC,L
LAC @ NOP,W
UTA vs. BOS,W
BOS @ UTA,L
GSW @ DET,W
DET vs. GSW,L
DAL @ NYK,W
NYK vs. DAL,L
PHI vs. MIL,L
MIL @ PHI,W
LAC @ OKC,W
OKC vs. LAC,L
ORL @ TOR,L
TOR vs. ORL,W
DEN vs. SAC,L
SAC @ DEN,W
MIA vs. CHI,W
CHI @ MIA,L
MIN @ POR,L
POR vs. MIN,W
WAS @ CLE,W
CLE vs. WAS,L
PHX vs. HOU,L
HOU @ PHX,W
LAL vs. BKN,L
BKN @ LAL,W
MEM @ CHA,L
CHA vs. MEM,W
NOP @ WAS,L
WAS vs. NOP,W
SAC vs. BOS,W
BOS @ SAC,L
IND @ MIL,W
MIL vs. IND,L
ATL vs. NYK,W
NYK @ ATL,L
UTA vs. MIN,L
MIN @ UTA,W
DET vs. DAL,L
DAL @ DET,W
GSW vs. BKN,W
BKN @ GSW,L
CHA vs. NOP,W
NOP @ CHA,L
LAC @ MEM,L
MEM vs. LAC,W
CLE @ TOR,L
TOR vs. CLE,W
POR vs. UTA,W
UTA @ POR,L
DET vs. ATL,W
ATL @ DET,L
ORL vs. NYK,W
NYK @ ORL,L
SAS @ PHX,L
PHX vs. SAS,W
DEN @ CHI,L
CHI vs. DEN,W
BOS @ LAL,L
LAL vs. BOS,W
DAL @ PHI,W
PHI vs. DAL,L
MIA @ OKC,W
OKC vs. MIA,L
MIL vs. DEN,L
DEN @ MIL,W
HOU @ GSW,L
GSW vs. HOU,W
NOP vs. NYK,L
NYK @ NOP,W
DET @ CHA,L
CHA vs. DET,W
CHI @ TOR,W
TOR vs. CHI,L
IND @ MIN,L
MIN vs. IND,W
GSW @ SAC,W
SAC vs. GSW,L
ATL vs. WAS,L
WAS @ ATL,W
BKN @ UTA,W
UTA vs. BKN,L
SAS @ POR,W
POR vs. SAS,L
ORL @ CLE,L
CLE vs. ORL,W
PHX vs. BOS,W
BOS @ PHX,L
LAL vs. HOU,L
HOU @ LAL,W
MEM vs. NYK,W
NYK @ MEM,L
TOR @ WAS,W
WAS vs. TOR,L
PHX @ DEN,W
DEN vs. PHX,L
MIL vs. ORL,W
ORL @ MIL,L
DAL vs. MIA,L
MIA @ DAL,W
IND vs. ATL,W
ATL @ IND,L
DET vs. CHA,L
CHA @ DET,W
SAS @ LAC,W
LAC vs. SAS,L
CLE @ PHI,W
PHI vs. CLE,L
CHI vs. BKN,W
BKN @ CHI,L
OKC @ LAL,W
LAL vs. OKC,L
TOR vs. ATL,W
ATL @ TOR,L
DEN @ MIN,L
MIN vs. DEN,W
NOP @ MIL,W
MIL vs. NOP,L
IND vs. DAL,L
DAL @ IND,W
PHI @ UTA,L
UTA vs. PHI,W
CLE @ DET,W
DET vs. CLE,L
HOU vs. WAS,W
WAS @ HOU,L
ORL vs. MEM,L
MEM @ ORL,W
LAC vs. POR,W
POR @ LAC,L
SAS @ BOS,W
BOS vs. SAS,L
CHA @ BKN,L
BKN vs. CHA,W
SAC @ NYK,W
NYK vs. SAC,L
MIA @ GSW,W
GSW vs. MIA,L
CHA vs. DAL,W
DAL @ CHA,L
MEM vs. WAS,W
WAS @ MEM,L
OKC @ POR,W
POR vs. OKC,L
CLE vs. SAC,W
SAC @ CLE,L
MIA @ PHX,W
PHX vs. MIA,L
ATL @ CHI,L
CHI vs. ATL,W
LAL vs. UTA,L
UTA @ LAL,W
TOR vs. NOP,W
NOP @ TOR,L
HOU @ MIN,W
MIN vs. HOU,L
MIL vs. BOS,L
BOS @ MIL,W
IND vs. DEN,W
DEN @ IND,L
SAS @ DET,L
DET vs. SAS,W
PHI @ GSW,L
GSW vs. PHI,W
NYK @ OKC,L
OKC vs. NYK,W
WAS vs. SAC,W
SAC @ WAS,L
CLE vs. MEM,W
MEM @ CLE,L
IND @ ORL,L
ORL vs. IND,W
PHI @ LAC,L
LAC vs. PHI,W
DAL @ BOS,W
BOS vs. DAL,L
BKN vs. NOP,W
NOP @ BKN,L
CHI @ LAL,W
LAL vs. CHI,L
SAS @ CHA,W
CHA vs. SAS,L
POR @ MIN,W
MIN vs. POR,L
MIL vs. HOU,L
HOU @ MIL,W
MEM @ ATL,W
ATL vs. MEM,L
MIA @ UTA,L
UTA vs. MIA,W
DET vs. DEN,W
DEN @ DET,L
PHX vs. GSW,W
GSW @ PHX,L
MIN @ NOP,L
NOP vs. MIN,W
WAS vs. CLE,L
CLE @ WAS,W
DAL vs. UTA,W
UTA @ DAL,L
POR @ IND,L
IND vs. POR,W
BKN @ DET,L
DET vs. BKN,W
OKC @ ORL,L
ORL vs. OKC,W
LAC vs. TOR,W
TOR @ LAC,L
BOS vs. SAC,W
SAC @ BOS,L
DEN @ NYK,L
NYK vs. DEN,W
PHI vs. LAL,L
LAL @ PHI,W
SAS @ BKN,L
BKN vs. SAS,W
CHI @ GSW,L
GSW vs. CHI,W
NOP vs. ATL,W
ATL @ NOP,L
MIN @ OKC,L
OKC vs. MIN,W
MEM vs. DAL,L
DAL @ MEM,W
WAS vs. SAS,L
SAS @ WAS,W
MIL @ DEN,L
DEN vs. MIL,W
SAC vs. TOR,W
TOR @ SAC,L
HOU vs. PHX,W
PHX @ HOU,L
CLE vs. LAL,L
LAL @ CLE,W
DET @ ORL,L
ORL vs. DET,W
MIA @ LAC,W
LAC vs. MIA,L
POR @ NYK,W
NYK vs. POR,L
PHI vs. BOS,L
BOS @ PHI,W
LAL @ MIN,L
MIN vs. LAL,W
IND @ ATL,W
ATL vs. IND,L
PHX vs. CHI,L
CHI @ PHX,W
CHA @ GSW,W
GSW vs. CHA,L
NOP vs. SAS,L
SAS @ NOP,W
OKC vs. MEM,W
MEM @ OKC,L
WAS vs. POR,W
POR @ WAS,L
LAC @ DEN,L
DEN vs. LAC,W
CHI @ SAC,L
SAC vs. CHI,W
NYK @ MIL,L
MIL vs. NYK,W
DAL vs. CLE,W
CLE @ DAL,L
IND vs. ORL,W
ORL @ IND,L
TOR @ UTA,W
UTA vs. TOR,L
MIA vs. DET,W
DET @ MIA,L
BKN vs. PHI,W
PHI @ BKN,L
BOS vs. ORL,W
ORL @ BOS,L
CHI @ NOP,L
NOP vs. CHI,W
MIL @ MEM,L
MEM vs. MIL,W
OKC @ WAS,L
WAS vs. OKC,W
ATL vs. MIN,W
MIN @ ATL,L
IND vs. BKN,W
BKN @ IND,L
TOR @ POR,L
POR vs. TOR,W
DET vs. PHI,W
PHI @ DET,L
HOU vs. CLE,W
CLE @ HOU,L
LAC vs. UTA,W
UTA @ LAC,L
PHX vs. CHA,W
CHA @ PHX,L
MIA @ NYK,W
NYK vs. MIA,L
SAC @ SAS,L
SAS vs. SAC,W
MIN vs. MEM,L
MEM @ MIN,W
TOR @ DEN,W
DEN vs. TOR,L
DAL vs. SAC,W
SAC @ DAL,L
GSW @ UTA,W
UTA vs. GSW,L
MIL @ ORL,L
ORL vs. MIL,W
BKN vs. OKC,L
OKC @ BKN,W
LAL vs. CHA,L
CHA @ LAL,W
ATL @ PHI,W
PHI vs. ATL,L
PHX @ IND,W
IND vs. PHX,L
NYK vs. CLE,W
CLE @ NYK,L
LAC @ GSW,L
GSW vs. LAC,W
ORL @ TOR,L
TOR vs. ORL,W
MIN vs. NOP,W
NOP @ MIN,L
DEN vs. CHA,L
CHA @ DEN,W
MIL vs. PHX,L
PHX @ MIL,W
SAC vs. MEM,L
MEM @ SAC,W
HOU @ DAL,W
DAL vs. HOU,L
OKC @ MIA,W
MIA vs. OKC,L
LAC vs. WAS,W
WAS @ LAC,L
PHI @ BOS,W
BOS vs. PHI,L
SAS vs. CHI,L
CHI @ SAS,W
MEM @ POR,W
POR vs. MEM,L
ORL @ DET,L
DET vs. ORL,W
HOU vs. SAS,W
SAS @ HOU,L
NOP @ CLE,W
CLE vs. NOP,L
NYK vs. BOS,W
BOS @ NYK,L
LAL vs. IND,L
IND @ LAL,W
GSW vs. WAS,L
WAS @ GSW,W
OKC vs. ATL,W
ATL @ OKC,L
LAC @ MIL,W
MIL vs. LAC,L
SAC @ UTA,L
UTA vs. SAC,W
BKN vs. TOR,L
TOR @ BKN,W
MIN @ CHI,W
CHI vs. MIN,L
PHI vs. PHX,L
PHX @ PHI,W
NOP vs. ORL,W
ORL @ NOP,L
DEN @ SAC,W
SAC vs. DEN,L
DAL vs. DET,W
DET @ DAL,L
SAS @ MIA,L
MIA vs. SAS,W
PHX @ CLE,W
CLE vs. PHX,L
BOS vs. BKN,L
BKN @ BOS,W
LAL @ NYK,L
NYK vs. LAL,W
GSW vs. POR,W
POR @ GSW,L
CHI @ CHA,W
CHA vs. CHI,L
HOU @ MEM,L
MEM vs. HOU,W
TOR vs. LAC,L
LAC @ TOR,W
IND @ DEN,L
DEN vs. IND,W
ATL @ MIL,W
MIL vs. ATL,L
UTA vs. WAS,W
WAS @ UTA,L
POR vs. MIN,W
MIN @ POR,L
OKC @ PHI,W
PHI vs. OKC,L
SAC vs. IND,L
IND @ SAC,W
ATL vs. SAS,L
SAS @ ATL,W
NOP @ DET,W
DET vs. NOP,L
HOU vs. MEM,L
MEM @ HOU,W
CLE vs. MIL,W
MIL @ CLE,L
ORL vs. LAL,W
LAL @ ORL,L
OKC @ BOS,W
BOS vs. OKC,L
DAL @ BKN,L
BKN vs. DAL,W
PHX vs. WAS,L
WAS @ PHX,W
CHA @ NYK,L
NYK vs. CHA,W
LAC @ CHI,W
CHI vs. LAC,L
MIN @ GSW,W
GSW vs. MIN,L
TOR @ PHI,W
PHI vs. TOR,L
DEN @ POR,L
POR vs. DEN,W
LAL @ MIA,L
MIA vs. LAL,W
CHA vs. LAC,W
LAC @ CHA,L
WAS vs. BOS,L
BOS @ WAS,W
DAL @ TOR,L
TOR vs. DAL,W
DET @ MIL,L
MIL vs. DET,W
HOU vs. SAC,W
SAC @ HOU,L
CLE vs. CHI,L
CHI @ CLE,W
ORL vs. ATL,L
ATL @ ORL,W
IND @ PHX,L
PHX vs. IND,W
PHI @ NYK,W
NYK vs. PHI,L
SAS vs. OKC,L
OKC @ SAS,W
SAC @ NOP,W
NOP vs. SAC,L
OKC vs. POR,W
POR @ OKC,L
MIN @ UTA,W
UTA vs. MIN,L
MIA vs. BOS,W
BOS @ MIA,L
BKN vs. ORL,W
ORL @ BKN,L
CHA vs. TOR,W
TOR @ CHA,L
MEM vs. NOP,L
NOP @ MEM,W
PHI @ WAS,L
