MATCH UP,W/L
CLE @ SAS,L
PHX @ CHA,L
CHA vs. PHX,W
NOP @ DEN,W
DEN vs. NOP,L
CHI @ MIL,W
MIL vs. CHI,L
ATL vs. BKN,L
BKN @ ATL,W
IND vs. PHI,W
PHI @ IND,L
OKC @ HOU,L
HOU vs. OKC,W
LAC vs. SAC,L
SAC @ LAC,W
BOS vs. MIA,W
MIA @ BOS,L
LAL vs. POR,L
POR @ LAL,W
MEM @ GSW,L
GSW vs. MEM,W
TOR @ DAL,W
DAL vs. TOR,L
MIN @ POR,L
POR vs. MIN,W
CLE vs. WAS,L
WAS @ CLE,W
UTA @ LAC,L
LAC vs. UTA,W
NYK @ SAS,L
SAS vs. NYK,W
WAS vs. BKN,W
BKN @ WAS,L
CLE @ CHA,W
CHA vs. CLE,L
ATL @ MIL,L
MIL vs. ATL,W
DEN @ IND,W
IND vs. DEN,L
NOP @ HOU,L
HOU vs. NOP,W
ORL vs. DET,W
DET @ ORL,L
BOS vs. PHX,W
PHX @ BOS,L
CHI vs. PHI,L
PHI @ CHI,W
LAL vs. MIN,W
MIN @ LAL,L
SAC @ GSW,L
GSW vs. SAC,W
DAL vs. LAC,W
LAC @ DAL,L
POR vs. NYK,W
NYK @ POR,L
MIA vs. TOR,L
TOR @ MIA,W
BKN vs. PHX,W
PHX @ BKN,L
MEM @ SAS,L
SAS vs. MEM,W
PHI @ OKC,L
OKC vs. PHI,W
ATL @ WAS,L
WAS vs. ATL,W
DEN vs. CLE,W
CLE @ DEN,L
MIL @ SAC,W
SAC vs. MIL,L
UTA vs. NYK,W
NYK @ UTA,L
ORL vs. CHA,L
CHA @ ORL,W
BOS vs. IND,W
IND @ BOS,L
DET @ CHI,L
CHI vs. DET,W
NOP vs. MEM,W
MEM @ NOP,L
TOR vs. CHI,W
CHI @ TOR,L
SAS @ MIN,W
MIN vs. SAS,L
GSW @ DAL,W
DAL vs. GSW,L
POR vs. MIL,L
MIL @ POR,W
PHX @ MIA,L
MIA vs. PHX,W
BKN vs. DET,W
DET @ BKN,L
LAL vs. LAC,L
LAC @ LAL,W
GSW @ OKC,W
OKC vs. GSW,L
CHA vs. ATL,W
ATL @ CHA,L
UTA @ IND,L
IND vs. UTA,W
DEN @ HOU,L
HOU vs. DEN,W
PHI @ ORL,L
ORL vs. PHI,W
NYK @ LAC,L
LAC vs. NYK,W
BOS vs. WAS,W
WAS @ BOS,L
MIN @ NOP,L
NOP vs. MIN,W
TOR vs. IND,W
IND @ TOR,L
POR @ MIA,W
MIA vs. POR,L
PHX @ DET,L
DET vs. PHX,W
DAL @ BKN,W
BKN vs. DAL,L
LAL vs. CLE,L
CLE @ LAL,W
SAS vs. SAC,W
SAC @ SAS,L
PHI vs. BOS,W
BOS @ PHI,L
SAS @ MEM,L
MEM vs. SAS,W
SAC @ OKC,L
OKC vs. SAC,W
CHA vs. WAS,W
WAS @ CHA,L
HOU @ DEN,W
DEN vs. HOU,L
POR @ ATL,W
ATL vs. POR,L
LAC vs. CLE,W
CLE @ LAC,L
UTA @ CHI,L
CHI vs. UTA,W
MIL @ GSW,L
GSW vs. MIL,W
NOP vs. HOU,W
HOU @ NOP,L
CHI @ WAS,L
WAS vs. CHI,W
MIA vs. MIN,W
MIN @ MIA,L
DET vs. TOR,L
TOR @ DET,W
BKN vs. BOS,L
BOS @ BKN,W
PHX vs. ORL,L
ORL @ PHX,W
MIL @ LAL,W
LAL vs. MIL,L
DAL @ PHI,L
PHI vs. DAL,W
TOR vs. OKC,L
OKC @ TOR,W
LAC @ DEN,L
DEN vs. LAC,W
ATL vs. MEM,L
MEM @ ATL,W
CLE vs. UTA,W
UTA @ CLE,L
NYK vs. BKN,L
BKN @ NYK,W
ORL @ GSW,L
GSW vs. ORL,W
WAS vs. DAL,L
DAL @ WAS,W
CHA @ IND,L
IND vs. CHA,W
NOP @ MIA,L
MIA vs. NOP,W
LAL @ HOU,L
HOU vs. LAL,W
UTA @ DET,W
DET vs. UTA,L
MIL @ LAC,W
LAC vs. MIL,L
BOS vs. MIN,W
MIN @ BOS,L
PHX vs. SAC,L
SAC @ PHX,W
MEM @ CHI,W
CHI vs. MEM,L
POR @ SAS,W
SAS vs. POR,L
POR @ NOP,L
NOP vs. POR,W
CLE vs. DET,W
DET @ CLE,L
OKC @ BKN,W
BKN vs. OKC,L
NYK vs. IND,W
IND @ NYK,L
GSW vs. PHI,W
PHI @ GSW,L
MIL @ MEM,L
MEM vs. MIL,W
TOR vs. DAL,W
DAL @ TOR,L
CHA vs. CHI,L
CHI @ CHA,W
WAS @ MIN,L
MIN vs. WAS,W
LAL @ DEN,L
DEN vs. LAL,W
SAC vs. ORL,W
ORL @ SAC,L
LAC @ UTA,L
UTA vs. LAC,W
ATL @ SAS,L
SAS vs. ATL,W
IND vs. MIA,W
MIA @ IND,L
CLE @ HOU,L
HOU vs. CLE,W
BOS vs. CHI,W
CHI @ BOS,L
BKN vs. NYK,W
NYK @ BKN,L
PHX vs. POR,L
POR @ PHX,W
LAL vs. PHI,L
PHI @ LAL,W
ATL @ MEM,W
MEM vs. ATL,L
OKC vs. UTA,W
UTA @ OKC,L
CHA vs. NOP,L
NOP @ CHA,W
DEN @ SAC,W
SAC vs. DEN,L
MIN @ MIL,L
MIL vs. MIN,W
DAL vs. PHX,L
PHX @ DAL,W
POR vs. WAS,L
WAS @ POR,W
TOR @ MIA,L
MIA vs. TOR,W
DET vs. NYK,W
NYK @ DET,L
CLE @ ORL,W
ORL vs. CLE,L
PHI @ LAC,L
LAC vs. PHI,W
SAS vs. GSW,W
GSW @ SAS,L
CHA vs. ORL,W
ORL @ CHA,L
MIN vs. GSW,W
GSW @ MIN,L
BOS @ DEN,L
DEN vs. BOS,W
SAC vs. WAS,L
WAS @ SAC,W
BKN @ DAL,L
DAL vs. BKN,W
IND @ MIL,L
MIL vs. IND,W
TOR @ ATL,L
ATL vs. TOR,W
CHI vs. HOU,L
HOU @ CHI,W
OKC vs. SAS,W
SAS @ OKC,L
LAC @ MEM,W
MEM vs. LAC,L
PHI @ POR,L
POR vs. PHI,W
DET vs. CLE,W
CLE @ DET,L
PHX vs. LAL,L
LAL @ PHX,W
TOR @ NOP,W
NOP vs. TOR,L
MIN vs. LAC,W
LAC @ MIN,L
WAS @ DEN,W
DEN vs. WAS,L
NYK @ MIL,L
MIL vs. NYK,W
ATL vs. BKN,W
BKN @ ATL,L
DET @ IND,L
IND vs. DET,W
CHA @ MIA,L
MIA vs. CHA,W
UTA @ HOU,W
HOU vs. UTA,L
CHI @ ORL,L
ORL vs. CHI,W
SAS vs. SAC,W
SAC @ SAS,L
BOS @ GSW,W
GSW vs. BOS,L
POR @ OKC,W
OKC vs. POR,L
DAL vs. LAL,W
LAL @ DAL,L
PHX vs. WAS,L
WAS @ PHX,W
MEM vs. BKN,L
BKN @ MEM,W
IND @ CHA,L
CHA vs. IND,W
DEN vs. SAC,W
SAC @ DEN,L
ATL vs. GSW,L
GSW @ ATL,W
UTA vs. NOP,W
NOP @ UTA,L
DET vs. CHI,W
CHI @ DET,L
CLE vs. MIA,L
MIA @ CLE,W
NYK @ ORL,W
ORL vs. NYK,L
LAC vs. BOS,W
BOS @ LAC,L
HOU @ SAS,L
SAS vs. HOU,W
MIL @ PHI,W
PHI vs. MIL,L
WAS vs. ORL,W
ORL @ WAS,L
SAC vs. UTA,L
UTA @ SAC,W
OKC @ DAL,L
DAL vs. OKC,W
IND @ ATL,W
ATL vs. IND,L
BOS @ PHX,L
PHX vs. BOS,W
GSW @ NYK,W
NYK vs. GSW,L
LAL vs. NOP,L
NOP @ LAL,W
DEN vs. CHA,L
CHA @ DEN,W
TOR @ MIL,L
MIL vs. TOR,W
BKN @ POR,L
POR vs. BKN,W
CLE @ MIA,L
MIA vs. CLE,W
MEM @ HOU,L
HOU vs. MEM,W
LAC @ CHI,W
CHI vs. LAC,L
SAS vs. MIN,W
MIN @ SAS,L
DET @ PHI,W
PHI vs. DET,L
SAS @ NOP,W
NOP vs. SAS,L
WAS vs. TOR,L
TOR @ WAS,W
MIL vs. LAC,W
LAC @ MIL,L
CLE @ ATL,W
ATL vs. CLE,L
DAL vs. MEM,W
MEM @ DAL,L
BKN @ UTA,L
UTA vs. BKN,W
ORL vs. MIA,W
MIA @ ORL,L
PHX vs. OKC,W
OKC @ PHX,L
LAL vs. BOS,L
BOS @ LAL,W
NYK @ PHI,L
PHI vs. NYK,W
POR vs. OKC,W
OKC @ POR,L
CHA @ PHX,L
PHX vs. CHA,W
GSW @ CHI,L
CHI vs. GSW,W
DET @ NOP,L
NOP vs. DET,W
TOR vs. WAS,L
WAS @ TOR,W
SAC vs. BKN,L
BKN @ SAC,W
MIL vs. DEN,L
DEN @ MIL,W
DAL @ ATL,L
ATL vs. DAL,W
UTA vs. MIN,L
MIN @ UTA,W
PHI @ MIA,L
MIA vs. PHI,W
ORL vs. NYK,L
NYK @ ORL,W
LAC vs. HOU,L
HOU @ LAC,W
CLE @ BOS,L
BOS vs. CLE,W
IND @ SAS,L
SAS vs. IND,W
OKC vs. UTA,W
UTA @ OKC,L
MEM vs. PHX,W
PHX @ MEM,L
GSW @ WAS,L
WAS vs. GSW,W
DET vs. POR,W
POR @ DET,L
DEN @ CHI,W
CHI vs. DEN,L
LAL vs. CHA,L
CHA @ LAL,W
SAC vs. MIN,L
MIN @ SAC,W
MIA @ DAL,L
DAL vs. MIA,W
IND @ HOU,W
HOU vs. IND,L
CLE vs. MIL,W
MIL @ CLE,L
ATL @ BOS,W
BOS vs. ATL,L
NYK vs. TOR,L
TOR @ NYK,W
GSW @ PHI,W
PHI vs. GSW,L
OKC vs. NOP,W
NOP @ OKC,L
TOR vs. POR,W
POR @ TOR,L
UTA @ WAS,W
WAS vs. UTA,L
MEM @ DEN,W
DEN vs. MEM,L
PHX @ MIL,L
MIL vs. PHX,W
BOS @ DET,W
DET vs. BOS,L
CHA @ LAC,L
LAC vs. CHA,W
SAS @ LAL,W
LAL vs. SAS,L
CHA @ SAC,W
SAC vs. CHA,L
NOP @ DAL,L
DAL vs. NOP,W
IND @ MIA,L
MIA vs. IND,W
HOU vs. MIN,W
MIN @ HOU,L
CLE vs. CHI,L
CHI @ CLE,W
ATL @ ORL,L
ORL vs. ATL,W
NYK vs. PHI,W
PHI @ NYK,L
BKN @ GSW,L
GSW vs. BKN,W
OKC vs. LAL,W
LAL @ OKC,L
BOS @ TOR,L
TOR vs. BOS,W
MIN vs. DAL,W
DAL @ MIN,L
DEN vs. BKN,W
BKN @ DEN,L
MIL vs. UTA,L
UTA @ MIL,W
MIA @ ATL,W
ATL vs. MIA,L
MEM @ IND,L
IND vs. MEM,W
SAS @ LAC,W
LAC vs. SAS,L
CHI vs. PHX,W
PHX @ CHI,L
WAS @ PHI,L
PHI vs. WAS,W
NOP vs. HOU,L
HOU @ NOP,W
DEN @ SAC,L
SAC vs. DEN,W
DET vs. CHA,W
CHA @ DET,L
CLE vs. NYK,W
NYK @ CLE,L
ORL vs. POR,L
POR @ ORL,W
GSW vs. LAC,W
LAC @ GSW,L
WAS @ IND,W
IND vs. WAS,L
CHI vs. BOS,W
BOS @ CHI,L
OKC vs. NYK,W
NYK @ OKC,L
NOP @ MEM,W
MEM vs. NOP,L
TOR vs. CHA,W
CHA @ TOR,L
MIN @ DEN,W
DEN vs. MIN,L
UTA vs. POR,W
POR @ UTA,L
HOU vs. MIA,L
MIA @ HOU,W
DAL @ DET,L
DET vs. DAL,W
IND @ CLE,L
CLE vs. IND,W
SAS @ ORL,W
ORL vs. SAS,L
LAC vs. ATL,W
ATL @ LAC,L
PHI @ BOS,L
BOS vs. PHI,W
BKN vs. MIL,L
MIL @ BKN,W
PHX vs. LAL,W
LAL @ PHX,L
GSW vs. SAC,W
SAC @ GSW,L
CLE @ MIN,W
MIN vs. CLE,L
CHI vs. TOR,W
TOR @ CHI,L
SAC @ LAL,W
LAL vs. SAC,L
WAS vs. OKC,W
OKC @ WAS,L
CHA vs. PHI,L
PHI @ CHA,W
GSW @ DEN,L
DEN vs. GSW,W
MIL vs. DET,W
DET @ MIL,L
DAL vs. BOS,L
BOS @ DAL,W
IND vs. SAS,L
SAS @ IND,W
UTA vs. LAC,L
LAC @ UTA,W
POR vs. ATL,L
ATL @ POR,W
MIA vs. ORL,L
ORL @ MIA,W
MEM @ BKN,W
BKN vs. MEM,L
PHX vs. NOP,L
NOP @ PHX,W
DET @ TOR,W
TOR vs. DET,L
MIN vs. CHI,W
CHI @ MIN,L
SAC vs. NOP,W
NOP @ SAC,L
NYK vs. SAS,W
SAS @ NYK,L
OKC vs. GSW,L
GSW @ OKC,W
CHA vs. LAC,L
LAC @ CHA,W
DAL vs. ORL,W
ORL @ DAL,L
MIL @ IND,W
IND vs. MIL,L
UTA vs. BOS,L
BOS @ UTA,W
HOU vs. PHX,W
PHX @ HOU,L
CLE vs. DEN,W
DEN @ CLE,L
PHI vs. MIA,W
MIA @ PHI,L
MEM vs. GSW,L
GSW @ MEM,W
WAS vs. IND,W
IND @ WAS,L
NOP @ MIN,W
MIN vs. NOP,L
ATL @ SAC,L
SAC vs. ATL,W
LAL @ MIL,W
MIL vs. LAL,L
DET vs. SAS,L
SAS @ DET,W
BKN vs. MIA,L
MIA @ BKN,W
PHX vs. CHI,W
CHI @ PHX,L
NYK vs. DEN,L
DEN @ NYK,W
OKC vs. CLE,W
CLE @ OKC,L
HOU @ CHA,W
CHA vs. HOU,L
DAL vs. UTA,W
UTA @ DAL,L
BOS @ POR,W
POR vs. BOS,L
PHI @ ORL,W
ORL vs. PHI,L
NOP vs. UTA,L
UTA @ NOP,W
PHX @ MEM,L
MEM vs. PHX,W
MIN vs. TOR,W
TOR @ MIN,L
BOS @ SAC,L
SAC vs. BOS,W
MIA @ MIL,W
MIL vs. MIA,L
DEN @ ATL,L
ATL vs. DEN,W
CLE @ IND,W
IND vs. CLE,L
DET vs. LAL,W
LAL @ DET,L
WAS @ BKN,W
BKN vs. WAS,L
NYK vs. LAC,L
LAC @ NYK,W
GSW vs. CHI,W
CHI @ GSW,L
SAS @ PHI,W
PHI vs. SAS,L
BKN @ CHA,L
CHA vs. BKN,W
POR @ DAL,W
DAL vs. POR,L
ORL @ HOU,L
HOU vs. ORL,W
NOP vs. PHX,W
PHX @ NOP,L
SAS @ MEM,L
MEM vs. SAS,W
LAC @ TOR,L
TOR vs. LAC,W
CLE @ WAS,W
WAS vs. CLE,L
MIN vs. MIA,L
MIA @ MIN,W
DAL @ DEN,L
DEN vs. DAL,W
SAC vs. CHI,L
CHI @ SAC,W
ATL vs. UTA,L
UTA @ ATL,W
IND vs. OKC,W
OKC @ IND,L
PHI @ DET,L
DET vs. PHI,W
NYK vs. LAL,L
LAL @ NYK,W
OKC vs. POR,W
POR @ OKC,L
LAC @ BOS,L
BOS vs. LAC,W
BKN vs. TOR,L
TOR @ BKN,W
WAS vs. NOP,W
NOP @ WAS,L
MIN vs. MEM,L
MEM @ MIN,W
GSW @ SAC,L
SAC vs. GSW,W
ORL @ ATL,L
ATL vs. ORL,W
IND vs. DET,W
DET @ IND,L
UTA vs. CHA,W
CHA @ UTA,L
MIA vs. PHI,W
PHI @ MIA,L
MIL @ PHX,W
PHX vs. MIL,L
NYK vs. CLE,L
CLE @ NYK,W
SAS vs. DEN,W
DEN @ SAS,L
OKC vs. MEM,W
MEM @ OKC,L
MIL @ DEN,L
DEN vs. MIL,W
PHX @ SAC,W
SAC vs. PHX,L
DAL @ POR,W
POR vs. DAL,L
MIN @ DET,L
DET vs. MIN,W
HOU vs. CHI,W
CHI @ HOU,L
TOR @ ORL,L
ORL vs. TOR,W
BOS vs. LAL,W
LAL @ BOS,L
IND @ BKN,W
BKN vs. IND,L
LAL @ WAS,L
WAS vs. LAL,W
HOU vs. ATL,L
ATL @ HOU,W
GSW @ LAC,W
LAC vs. GSW,L
PHI @ SAS,L
SAS vs. PHI,W
OKC vs. CHI,L
CHI @ OKC,W
DEN vs. MEM,L
MEM @ DEN,W
PHI @ DAL,L
DAL vs. PHI,W
UTA vs. MIL,W
MIL @ UTA,L
MIA vs. ATL,W
ATL @ MIA,L
DET vs. NOP,W
NOP @ DET,L
CLE vs. MIN,W
MIN @ CLE,L
ORL vs. IND,L
IND @ ORL,W
TOR @ BOS,L
BOS vs. TOR,W
NYK @ BKN,W
BKN vs. NYK,L
PHX vs. LAC,L
LAC @ PHX,W
CHA @ GSW,L
GSW vs. CHA,W
TOR vs. NOP,W
NOP @ TOR,L
NYK @ WAS,L
WAS vs. NYK,W
POR vs. CHA,W
CHA @ POR,L
SAC @ HOU,L
HOU vs. SAC,W
SAS vs. OKC,W
OKC @ SAS,L
DEN @ LAL,L
LAL vs. DEN,W
MIN vs. ORL,W
ORL @ MIN,L
DAL vs. CLE,W
CLE @ DAL,L
MIA vs. BKN,W
BKN @ MIA,L
BOS vs. DET,W
DET @ BOS,L
MEM @ PHX,W
PHX vs. MEM,L
PHI vs. SAC,W
SAC @ PHI,L
WAS @ NOP,W
NOP vs. WAS,L
TOR vs. ORL,L
ORL @ TOR,W
ATL vs. NYK,W
NYK @ ATL,L
HOU @ IND,L
IND vs. HOU,W
GSW @ POR,W
POR vs. GSW,L
OKC @ CLE,L
CLE vs. OKC,W
PHI @ CHI,L
CHI vs. PHI,W
DAL @ SAS,W
SAS vs. DAL,L
CHA vs. SAC,L
SAC @ CHA,W
BKN @ MIN,L
MIN vs. BKN,W
BOS @ MIL,W
MIL vs. BOS,L
MEM @ UTA,W
UTA vs. MEM,L
DET @ MIA,L
MIA vs. DET,W
PHX vs. DEN,L
DEN @ PHX,W
LAC @ GSW,L
GSW vs. LAC,W
SAS @ NOP,L
NOP vs. SAS,W
TOR vs. MIL,W
MIL @ TOR,L
WAS @ ATL,W
ATL vs. WAS,L
IND vs. SAC,W
SAC @ IND,L
POR vs. MEM,W
MEM @ POR,L
BKN @ CLE,L
CLE vs. BKN,W
BOS vs. ORL,W
ORL @ BOS,L
NYK vs. CHA,W
CHA @ NYK,L
MIA @ CHI,W
CHI vs. MIA,L
HOU @ PHI,W
PHI vs. HOU,L
DAL @ OKC,L
OKC vs. DAL,W
MIN vs. IND,L
IND @ MIN,W
PHX @ DEN,L
DEN vs. PHX,W
UTA vs. LAL,W
LAL @ UTA,L
OKC @ NOP,W
NOP vs. OKC,L
MEM vs. TOR,W
TOR @ MEM,L
CHA vs. GSW,L
GSW @ CHA,W
NYK @ DAL,L
DAL vs. NYK,W
MIL vs. PHI,L
PHI @ MIL,W
POR vs. LAL,W
LAL @ POR,L
CLE vs. SAC,L
SAC @ CLE,W
BOS vs. HOU,W
HOU @ BOS,L
MIA @ BKN,W
BKN vs. MIA,L
CHI vs. ATL,L
ATL @ CHI,W
SAS @ TOR,W
TOR vs. SAS,L
WAS vs. BOS,W
BOS @ WAS,L
DEN vs. UTA,W
UTA @ DEN,L
CHI @ ORL,W
ORL vs. CHI,L
PHX vs. MIN,L
MIN @ PHX,W
LAC @ PHI,L
PHI vs. LAC,W
CLE @ NOP,L
NOP vs. CLE,W
CHA vs. WAS,L
WAS @ CHA,W
HOU @ MIL,L
MIL vs. HOU,W
ATL vs. LAC,L
LAC @ ATL,W
IND vs. NYK,L
NYK @ IND,W
UTA vs. OKC,L
OKC @ UTA,W
GSW @ MIA,L
MIA vs. GSW,W
DET vs. SAC,L
SAC @ DET,W
BKN vs. SAS,L
SAS @ BKN,W
PHX @ TOR,W
TOR vs. PHX,L
DEN @ MIN,L
MIN vs. DEN,W
DAL vs. LAL,W
LAL @ DAL,L
ORL vs. GSW,L
GSW @ ORL,W
MEM vs. HOU,L
HOU @ MEM,W
BKN @ CHA,L
CHA vs. BKN,W
DEN vs. LAC,W
LAC @ DEN,L
ATL vs. PHI,W
PHI @ ATL,L
UTA vs. IND,W
IND @ UTA,L
MIL @ MIA,L
MIA vs. MIL,W
WAS @ DET,L
DET vs. WAS,W
SAS @ CLE,W
CLE vs. SAS,L
BOS vs. POR,L
POR @ BOS,W
NYK vs. PHX,L
PHX @ NYK,W
SAC @ CHI,L
CHI vs. SAC,W
BKN @ NOP,W
NOP vs. BKN,L
MEM vs. SAC,W
SAC @ MEM,L
TOR @ CHA,L
CHA vs. TOR,W
UTA @ DAL,W
DAL vs. UTA,L
CHI @ ATL,L
ATL vs. CHI,W
GSW @ HOU,W
HOU vs. GSW,L
ORL vs. MIL,W
MIL @ ORL,L
LAL vs. IND,W
IND @ LAL,L
POR @ PHI,L
PHI vs. POR,W
MIA vs. DAL,W
DAL @ MIA,L
CLE vs. PHX,W
PHX @ CLE,L
LAC vs. MIN,L
MIN @ LAC,W
WAS @ NYK,W
NYK vs. WAS,L
DEN @ SAS,L
SAS vs. DEN,W
NOP vs. ORL,W
ORL @ NOP,L
WAS vs. MEM,W
MEM @ WAS,L
POR @ CHA,L
CHA vs. POR,W
SAC vs. IND,L
IND @ SAC,W
ATL @ DET,L
DET vs. ATL,W
MIL @ HOU,L
HOU vs. MIL,W
BOS vs. NYK,L
NYK @ BOS,W
GSW vs. OKC,W
OKC @ GSW,L
PHI vs. TOR,W
TOR @ PHI,L
MIA vs. HOU,W
HOU @ MIA,L
BKN vs. TOR,L
TOR @ BKN,W
CHI vs. DAL,L
DAL @ CHI,W
LAL vs. DEN,L
DEN @ LAL,W
MIN @ SAS,L
SAS vs. MIN,W
WAS vs. POR,W
POR @ WAS,L
DEN vs. ORL,W
ORL @ DEN,L
PHI @ MIL,W
MIL vs. PHI,L
IND vs. NOP,W
NOP @ IND,L
LAC vs. OKC,W
OKC @ LAC,L
BOS vs. CHA,W
CHA @ BOS,L
NYK vs. ATL,L
ATL @ NYK,W
UTA @ PHX,W
PHX vs. UTA,L
