MATCH UP,W/L
CLE @ GSW,L
GSW vs. CLE,W
MEM vs. CHI,L
CHI @ MEM,W
NYK @ TOR,L
TOR vs. NYK,W
OKC @ SAC,W
SAC vs. OKC,L
MIN @ DAL,L
DAL vs. MIN,W
ATL vs. MIL,W
MIL @ ATL,L
BKN vs. HOU,L
HOU @ BKN,W
LAL vs. DET,L
DET @ LAL,W
PHI @ WAS,L
WAS vs. PHI,W
ORL @ UTA,L
UTA vs. ORL,W
LAC vs. LAL,W
LAL @ LAC,L
SAS @ PHX,L
PHX vs. SAS,W
CHI vs. NOP,W
NOP @ CHI,L
BKN @ TOR,L
TOR vs. BKN,W
OKC @ MIN,L
MIN vs. OKC,W
CLE @ SAC,W
SAC vs. CLE,L
MIA @ MIL,L
MIL vs. MIA,W
BOS @ ATL,W
ATL vs. BOS,L
UTA vs. DET,W
DET @ UTA,L
POR vs. ORL,L
ORL @ POR,W
HOU vs. MEM,L
MEM @ HOU,W
CHA @ PHI,L
PHI vs. CHA,W
DEN vs. IND,W
IND @ DEN,L
NOP @ BKN,W
BKN vs. NOP,L
DAL @ PHX,W
PHX vs. DAL,L
NYK vs. CHI,W
CHI @ NYK,L
SAS vs. LAL,W
LAL @ SAS,L
DET @ GSW,L
GSW vs. DET,W
MEM @ OKC,L
OKC vs. MEM,W
MIN vs. HOU,W
HOU @ MIN,L
POR vs. CLE,W
CLE @ POR,L
ORL @ LAC,L
LAC vs. ORL,W
WAS @ BOS,L
BOS vs. WAS,W
PHI vs. NYK,W
NYK @ PHI,L
TOR vs. BOS,W
BOS @ TOR,L
CHI @ WAS,L
WAS vs. CHI,W
SAC vs. DET,W
DET @ SAC,L
UTA vs. CLE,W
CLE @ UTA,L
HOU vs. CHA,W
CHA @ HOU,L
BKN vs. ATL,L
ATL @ BKN,W
POR @ LAL,W
LAL vs. POR,L
SAS vs. MIL,L
MIL @ SAS,W
MIA @ GSW,L
GSW vs. MIA,W
MIN vs. DAL,W
DAL @ MIN,L
NOP @ NYK,W
NYK vs. NOP,L
CHI vs. OKC,L
OKC @ CHI,W
UTA @ MEM,L
MEM vs. UTA,W
HOU @ TOR,W
TOR vs. HOU,L
GSW @ SAC,W
SAC vs. GSW,L
MIL vs. WAS,L
WAS @ MIL,W
POR vs. DET,L
DET @ POR,W
MIA @ LAC,L
LAC vs. MIA,W
BKN vs. PHI,L
PHI @ BKN,W
PHX vs. CLE,L
CLE @ PHX,W
ORL @ LAL,L
LAL vs. ORL,W
DEN @ OKC,L
OKC vs. DEN,W
UTA @ MIN,W
MIN vs. UTA,L
ATL @ DAL,W
DAL vs. ATL,L
IND vs. NYK,W
NYK @ IND,L
NOP @ BOS,L
BOS vs. NOP,W
CHI vs. TOR,W
TOR @ CHI,L
CHA @ SAS,L
SAS vs. CHA,W
WAS vs. MIN,W
MIN @ WAS,L
LAC @ SAC,W
SAC vs. LAC,L
MIL vs. NYK,L
NYK @ MIL,W
HOU @ ORL,W
ORL vs. HOU,L
PHI @ BOS,L
BOS vs. PHI,W
BKN vs. CLE,L
CLE @ BKN,W
LAL vs. MIA,W
MIA @ LAL,L
MEM @ GSW,W
GSW vs. MEM,L
ATL @ NOP,W
NOP vs. ATL,L
TOR vs. UTA,W
UTA @ TOR,L
DEN vs. SAS,L
SAS @ DEN,W
DAL vs. PHX,L
PHX @ DAL,W
BKN @ IND,L
IND vs. BKN,W
LAL @ POR,L
POR vs. LAL,W
DET vs. CHA,W
CHA @ DET,L
HOU vs. OKC,W
OKC @ HOU,L
OKC @ CHA,L
CHA vs. OKC,W
MIA @ SAC,W
SAC vs. MIA,L
CHI @ CLE,W
CLE vs. CHI,L
ATL @ ORL,W
ORL vs. ATL,L
MEM @ LAC,L
LAC vs. MEM,W
NYK vs. MIL,L
MIL @ NYK,W
GSW vs. POR,W
POR @ GSW,L
SAC @ DEN,W
DEN vs. SAC,L
WAS @ DAL,L
DAL vs. WAS,W
DET vs. IND,L
IND @ DET,W
UTA @ BOS,L
BOS vs. UTA,W
MIA @ PHX,L
PHX vs. MIA,W
MEM @ LAL,L
LAL vs. MEM,W
TOR @ SAS,L
SAS vs. TOR,W
MIN @ PHI,L
PHI vs. MIN,W
OKC @ MIL,L
MIL vs. OKC,W
WAS @ HOU,L
HOU vs. WAS,W
CLE vs. NOP,W
NOP @ CLE,L
PHX @ LAC,L
LAC vs. PHX,W
BKN vs. UTA,L
UTA @ BKN,W
NYK vs. ORL,L
ORL @ NYK,W
CHA @ CHI,L
CHI vs. CHA,W
DEN @ GSW,L
GSW vs. DEN,W
POR @ MIN,W
MIN vs. POR,L
SAS @ ATL,L
ATL vs. SAS,W
ORL @ IND,L
IND vs. ORL,W
MIA vs. DET,L
DET @ MIA,W
LAL vs. TOR,L
TOR @ LAL,W
OKC vs. LAC,W
LAC @ OKC,L
CHA vs. CLE,L
CLE @ CHA,W
MEM @ SAC,W
SAC vs. MEM,L
PHX @ UTA,L
UTA vs. PHX,W
HOU vs. NYK,W
NYK @ HOU,L
MIL @ CHI,W
CHI vs. MIL,L
NYK @ NOP,L
NOP vs. NYK,W
BKN @ WAS,L
WAS vs. BKN,W
MIN vs. MIL,W
MIL @ MIN,L
DEN vs. PHI,L
PHI @ DEN,W
ATL vs. DET,W
DET @ ATL,L
IND vs. CHI,W
CHI @ IND,L
HOU vs. LAC,W
LAC @ HOU,L
MIA @ BOS,L
BOS vs. MIA,W
SAS vs. POR,W
POR @ SAS,L
DAL @ GSW,L
GSW vs. DAL,W
MEM vs. OKC,W
OKC @ MEM,L
MIA @ CHA,L
CHA vs. MIA,W
PHI @ UTA,L
UTA vs. PHI,W
CLE vs. BOS,W
BOS @ CLE,L
TOR @ PHX,L
PHX vs. TOR,W
DAL @ LAL,W
LAL vs. DAL,L
NOP vs. LAC,W
LAC @ NOP,L
WAS vs. IND,W
IND @ WAS,L
MIN @ DEN,L
DEN vs. MIN,W
NYK @ ATL,L
ATL vs. NYK,W
POR vs. SAC,W
SAC @ POR,L
MIL @ DET,W
DET vs. MIL,L
ORL vs. CHA,L
CHA @ ORL,W
CHI vs. BKN,W
BKN @ CHI,L
SAS vs. PHX,W
PHX @ SAS,L
TOR @ GSW,L
GSW vs. TOR,W
HOU @ DAL,W
DAL vs. HOU,L
MIA vs. OKC,L
OKC @ MIA,W
MEM @ BOS,L
BOS vs. MEM,W
UTA @ LAL,W
LAL vs. UTA,L
DAL @ NOP,L
NOP vs. DAL,W
MIL @ WAS,L
WAS vs. MIL,W
MIN vs. ATL,W
ATL @ MIN,L
PHI @ SAC,L
SAC vs. PHI,W
TOR @ POR,W
POR vs. TOR,L
CLE @ DET,L
DET vs. CLE,W
HOU vs. PHX,W
PHX @ HOU,L
ORL vs. MEM,W
MEM @ ORL,L
DEN @ LAC,W
LAC vs. DEN,L
BKN vs. CHA,W
CHA @ BKN,L
IND @ CHI,L
CHI vs. IND,W
MIN @ OKC,L
OKC vs. MIN,W
GSW @ CLE,L
CLE vs. GSW,W
BOS @ NYK,W
NYK vs. BOS,L
LAC @ LAL,L
LAL vs. LAC,W
CHI @ SAS,L
SAS vs. CHI,W
MIA @ NOP,L
NOP vs. MIA,W
HOU @ MEM,L
MEM vs. HOU,W
CHA vs. CHI,W
CHI @ CHA,L
SAC @ MIN,W
MIN vs. SAC,L
DEN vs. ATL,L
ATL @ DEN,W
MIL vs. WAS,W
WAS @ MIL,L
UTA vs. TOR,L
TOR @ UTA,W
SAS @ POR,W
POR vs. SAS,L
DET vs. GSW,L
GSW @ DET,W
BKN @ CLE,L
CLE vs. BKN,W
ORL vs. LAL,W
LAL @ ORL,L
DAL @ LAC,W
LAC vs. DAL,L
BOS vs. OKC,L
OKC @ BOS,W
PHI @ PHX,L
PHX vs. PHI,W
IND vs. BOS,L
BOS @ IND,W
MIA vs. LAL,W
LAL @ MIA,L
SAS @ LAC,L
LAC vs. SAS,W
BKN vs. GSW,L
GSW @ BKN,W
ORL @ NYK,L
NYK vs. ORL,W
OKC @ NOP,W
NOP vs. OKC,L
MIN @ ATL,W
ATL vs. MIN,L
SAC @ UTA,W
UTA vs. SAC,L
DAL @ POR,W
POR vs. DAL,L
MEM @ DET,W
DET vs. MEM,L
CLE vs. MIL,W
MIL @ CLE,L
HOU @ PHX,W
PHX vs. HOU,L
CHI vs. WAS,L
WAS @ CHI,W
MEM vs. BOS,L
BOS @ MEM,W
BKN @ TOR,L
TOR vs. BKN,W
LAL @ CHA,L
CHA vs. LAL,W
POR @ SAC,L
SAC vs. POR,W
MIL vs. CLE,L
CLE @ MIL,W
ORL @ MIA,W
MIA vs. ORL,L
SAS @ HOU,W
HOU vs. SAS,L
LAC vs. DEN,W
DEN @ LAC,L
IND @ NYK,L
NYK vs. IND,W
GSW vs. UTA,W
UTA @ GSW,L
NOP @ PHI,W
PHI vs. NOP,L
ATL @ OKC,W
OKC vs. ATL,L
DAL @ DEN,L
DEN vs. DAL,W
PHX @ MIN,L
MIN vs. PHX,W
IND vs. WAS,W
WAS @ IND,L
CHI vs. DET,W
DET @ CHI,L
MEM vs. UTA,L
UTA @ MEM,W
LAC @ WAS,L
WAS vs. LAC,W
SAC @ DAL,L
DAL vs. SAC,W
BOS @ MIA,W
MIA vs. BOS,L
TOR @ ORL,W
ORL vs. TOR,L
SAS vs. NOP,W
NOP @ SAS,L
PHI vs. BKN,W
BKN @ PHI,L
PHX @ OKC,L
OKC vs. PHX,W
MIN vs. HOU,L
HOU @ MIN,W
DEN vs. NYK,W
NYK @ DEN,L
CHA @ ATL,W
ATL vs. CHA,L
DET vs. IND,L
IND @ DET,W
LAL @ CLE,L
CLE vs. LAL,W
GSW vs. POR,W
POR @ GSW,L
MEM vs. SAC,L
SAC @ MEM,W
TOR vs. ATL,L
ATL @ TOR,W
DET @ WAS,L
WAS vs. DET,W
DAL @ UTA,L
UTA vs. DAL,W
LAC @ MIA,W
MIA vs. LAC,L
NOP @ HOU,L
HOU vs. NOP,W
ORL vs. BKN,W
BKN @ ORL,L
BOS vs. CHA,W
CHA @ BOS,L
CHI vs. MIL,L
MIL @ CHI,W
PHI vs. LAL,L
LAL @ PHI,W
IND @ NOP,L
NOP vs. IND,W
POR @ DEN,L
DEN vs. POR,W
MIL vs. CHI,W
CHI @ MIL,L
SAS @ PHX,W
PHX vs. SAS,L
NYK @ GSW,L
GSW vs. NYK,W
MEM vs. CLE,W
CLE @ MEM,L
WAS vs. CHA,W
CHA @ WAS,L
DET @ DAL,W
DAL vs. DET,L
UTA vs. OKC,W
OKC @ UTA,L
MIA vs. IND,W
IND @ MIA,L
SAC @ HOU,L
HOU vs. SAC,W
LAC @ ORL,W
ORL vs. LAC,L
LAL @ BKN,L
BKN vs. LAL,W
SAS vs. BOS,W
BOS @ SAS,L
PHI vs. TOR,L
TOR @ PHI,W
GSW @ NOP,W
NOP vs. GSW,L
ATL vs. ORL,L
ORL @ ATL,W
OKC @ POR,L
POR vs. OKC,W
MEM @ CLE,L
CLE vs. MEM,W
NYK @ PHX,L
PHX vs. NYK,W
MIN @ CHI,W
CHI vs. MIN,L
TOR vs. MIL,W
MIL @ TOR,L
SAC vs. LAL,W
LAL @ SAC,L
DAL vs. DEN,W
DEN @ DAL,L
IND vs. CHA,W
CHA @ IND,L
MIA vs. WAS,W
WAS @ MIA,L
BKN @ HOU,L
HOU vs. BKN,W
LAC vs. POR,W
POR @ LAC,L
OKC vs. BOS,W
BOS @ OKC,L
GSW @ MIN,W
MIN vs. GSW,L
DET vs. PHI,L
PHI @ DET,W
PHX vs. NOP,L
NOP @ PHX,W
LAL vs. NYK,L
NYK @ LAL,W
MEM vs. GSW,W
GSW @ MEM,L
WAS vs. MIL,W
MIL @ WAS,L
IND vs. POR,W
POR @ IND,L
UTA vs. SAC,W
SAC @ UTA,L
HOU vs. DAL,W
DAL @ HOU,L
CLE vs. CHA,W
CHA @ CLE,L
ORL vs. DEN,L
DEN @ ORL,W
NOP @ LAC,L
LAC vs. NOP,W
MIA @ CHI,L
CHI vs. MIA,W
BKN @ SAS,L
SAS vs. BKN,W
OKC vs. HOU,L
HOU @ OKC,W
CHA vs. ORL,W
ORL @ CHA,L
MIN vs. DET,L
DET @ MIN,W
NYK @ SAC,W
SAC vs. NYK,L
IND @ DAL,L
DAL vs. IND,W
ATL @ MIL,W
MIL vs. ATL,L
CLE vs. MIA,W
MIA @ CLE,L
TOR @ BOS,W
BOS vs. TOR,L
PHX @ LAL,W
LAL vs. PHX,L
NOP vs. PHI,L
PHI @ NOP,W
MEM vs. POR,W
POR @ MEM,L
TOR vs. MIN,W
MIN @ TOR,L
DEN @ WAS,L
WAS vs. DEN,W
UTA vs. GSW,L
GSW @ UTA,W
CHI vs. SAS,W
SAS @ CHI,L
DET @ CHA,L
CHA vs. DET,W
DAL vs. SAC,L
SAC @ DAL,W
POR @ MIL,L
MIL vs. POR,W
ATL vs. MIA,W
MIA @ ATL,L
LAL @ HOU,L
HOU vs. LAL,W
ORL vs. BOS,L
BOS @ ORL,W
GSW @ LAC,W
LAC vs. GSW,L
BKN vs. DEN,W
DEN @ BKN,L
IND @ PHX,W
PHX vs. IND,L
CLE @ NYK,W
NYK vs. CLE,L
MEM vs. PHI,W
PHI @ MEM,L
WAS vs. ORL,L
ORL @ WAS,W
MIN vs. SAS,L
SAS @ MIN,W
PHX @ UTA,L
UTA vs. PHX,W
MIA vs. NYK,L
NYK @ MIA,W
DET vs. CHI,W
CHI @ DET,L
NOP vs. MEM,L
MEM @ NOP,W
TOR vs. CLE,L
CLE @ TOR,W
CHA @ DAL,W
DAL vs. CHA,L
MIL vs. SAS,L
SAS @ MIL,W
OKC @ ATL,W
ATL vs. OKC,L
BOS @ HOU,L
HOU vs. BOS,W
WAS @ BKN,W
BKN vs. WAS,L
POR @ CHI,W
CHI vs. POR,L
LAL vs. UTA,L
UTA @ LAL,W
GSW vs. IND,W
IND @ GSW,L
PHI vs. DEN,L
DEN @ PHI,W
OKC vs. NOP,W
NOP @ OKC,L
DET vs. ORL,L
ORL @ DET,W
LAC vs. IND,L
IND @ LAC,W
NYK vs. SAC,W
SAC @ NYK,L
LAL @ MEM,L
MEM vs. LAL,W
ATL @ TOR,L
TOR vs. ATL,W
CHA vs. MIN,L
MIN @ CHA,W
BKN @ MIL,L
MIL vs. BKN,W
DAL vs. CHI,W
CHI @ DAL,L
UTA vs. DEN,W
DEN @ UTA,L
MIA @ POR,L
POR vs. MIA,W
GSW vs. PHX,W
PHX @ GSW,L
BOS @ PHI,W
PHI vs. BOS,L
NOP vs. LAC,L
LAC @ NOP,W
LAL @ TOR,L
TOR vs. LAL,W
DEN vs. HOU,L
HOU @ DEN,W
DET @ ATL,W
ATL vs. DET,L
SAC @ BOS,L
BOS vs. SAC,W
MIN @ NYK,L
NYK vs. MIN,W
CHI vs. CLE,W
CLE @ CHI,L
WAS @ SAS,L
SAS vs. WAS,W
ORL @ PHI,W
PHI vs. ORL,L
MEM vs. ORL,W
ORL @ MEM,L
CHA vs. DAL,W
DAL @ CHA,L
MIA @ UTA,W
UTA vs. MIA,L
CLE vs. LAC,L
LAC @ CLE,W
BKN vs. MIL,L
MIL @ BKN,W
HOU @ GSW,W
GSW vs. HOU,L
WAS @ OKC,L
OKC vs. WAS,W
TOR vs. MEM,W
MEM @ TOR,L
NYK @ MIN,W
MIN vs. NYK,L
DEN vs. MIA,L
MIA @ DEN,W
DAL vs. SAS,L
SAS @ DAL,W
IND @ POR,L
POR vs. IND,W
DET @ BOS,W
BOS vs. DET,L
PHX vs. ATL,W
ATL @ PHX,L
LAL @ CHI,W
CHI vs. LAL,L
LAL @ NOP,L
NOP vs. LAL,W
DET @ CHA,W
CHA vs. DET,L
CLE @ MIL,L
MIL vs. CLE,W
HOU @ UTA,L
UTA vs. HOU,W
BKN vs. LAC,W
LAC @ BKN,L
SAS vs. ORL,L
ORL @ SAS,W
CHA @ MEM,W
MEM vs. CHA,L
PHI @ TOR,L
TOR vs. PHI,W
SAC @ WAS,L
WAS vs. SAC,W
MIN vs. UTA,L
UTA @ MIN,W
BOS @ MIA,W
MIA vs. BOS,L
OKC @ NYK,W
NYK vs. OKC,L
GSW vs. ATL,W
ATL @ GSW,L
DAL vs. NOP,W
NOP @ DAL,L
IND vs. LAC,W
LAC @ IND,L
POR vs. HOU,L
HOU @ POR,W
ORL vs. MIL,L
MIL @ ORL,W
SAC @ BKN,W
BKN vs. SAC,L
DEN @ PHX,W
PHX vs. DEN,L
ATL @ LAL,L
LAL vs. ATL,W
CLE @ PHI,W
PHI vs. CLE,L
DET @ OKC,L
OKC vs. DET,W
WAS vs. SAS,L
SAS @ WAS,W
CHA vs. NYK,W
NYK @ CHA,L
MEM @ MIA,W
MIA vs. MEM,L
GSW vs. MIN,W
MIN @ GSW,L
MIA @ MEM,W
MEM vs. MIA,L
DEN vs. OKC,L
OKC @ DEN,W
HOU @ SAC,W
SAC vs. HOU,L
MIL vs. TOR,L
TOR @ MIL,W
IND vs. BKN,W
BKN @ IND,L
UTA vs. ATL,W
ATL @ UTA,L
POR vs. NOP,W
NOP @ POR,L
DET vs. LAC,W
LAC @ DET,L
DAL @ CLE,L
CLE vs. DAL,W
WAS @ ORL,W
ORL vs. WAS,L
SAS @ BOS,W
BOS vs. SAS,L
PHX vs. MIN,L
MIN @ PHX,W
CHA @ NYK,L
NYK vs. CHA,W
GSW @ LAL,W
LAL vs. GSW,L
CHI @ PHI,W
PHI vs. CHI,L
NOP vs. MIN,W
MIN @ NOP,L
SAS @ CHA,W
CHA vs. SAS,L
SAC vs. OKC,W
OKC @ SAC,L
LAC @ DAL,W
DAL vs. LAC,L
IND vs. ATL,L
ATL @ IND,W
DEN @ UTA,L
UTA vs. DEN,W
DET vs. MIA,W
MIA @ DET,L
HOU vs. TOR,L
TOR @ HOU,W
CLE vs. POR,W
POR @ CLE,L
ORL vs. PHX,L
PHX @ ORL,W
BOS @ BKN,W
BKN vs. BOS,L
LAL @ GSW,L
GSW vs. LAL,W
MEM @ PHI,W
PHI vs. MEM,L
CHI @ DEN,L
DEN vs. CHI,W
ATL vs. NOP,L
NOP @ ATL,W
NYK vs. POR,W
POR @ NYK,L
OKC @ LAL,L
LAL vs. OKC,W
WAS vs. PHX,W
PHX @ WAS,L
MEM @ CHA,W
CHA vs. MEM,L
BOS @ MIN,W
MIN vs. BOS,L
MIL vs. ORL,W
ORL @ MIL,L
IND vs. GSW,L
GSW @ IND,W
DET vs. HOU,L
HOU @ DET,W
TOR @ LAC,L
LAC vs. TOR,W
DAL @ SAS,L
SAS vs. DAL,W
MIA @ PHI,L
PHI vs. MIA,W
IND @ OKC,W
OKC vs. IND,L
UTA @ DEN,L
DEN vs. UTA,W
SAC vs. TOR,W
TOR @ SAC,L
POR @ BKN,W
BKN vs. POR,L
ATL @ NYK,L
NYK vs. ATL,W
LAL vs. CHI,L
CHI @ LAL,W
CHA @ NOP,L
NOP vs. CHA,W
MIN @ MEM,L
MEM vs. MIN,W
MIA @ WAS,W
WAS vs. MIA,L
MIL vs. GSW,L
GSW @ MIL,W
HOU vs. UTA,W
UTA @ HOU,L
BOS @ DET,W
DET vs. BOS,L
ORL vs. DAL,W
DAL @ ORL,L
CHI @ LAC,L
LAC vs. CHI,W
PHI vs. PHX,W
PHX @ PHI,L
POR @ NOP,L
NOP vs. POR,W
BKN @ OKC,L
OKC vs. BKN,W
CHA vs. ATL,W
ATL @ CHA,L
TOR @ DEN,W
DEN vs. TOR,L
SAC vs. LAC,L
LAC @ SAC,W
MEM @ DAL,W
DAL vs. MEM,L
IND vs. PHX,L
PHX @ IND,W
CLE vs. DET,W
DET @ CLE,L
BOS vs. GSW,L
GSW @ BOS,W
LAL vs. SAS,L
SAS @ LAL,W
NYK @ WAS,L
WAS vs. NYK,W
MIN vs. PHI,W
PHI @ MIN,L
CHI @ UTA,W
UTA vs. CHI,L
MIA vs. MIL,W
MIL @ MIA,L
POR @ HOU,L
HOU vs. POR,W
HOU @ OKC,L
OKC vs. HOU,W
GSW @ TOR,W
TOR vs. GSW,L
DEN vs. PHX,W
PHX @ DEN,L
SAS @ SAC,W
SAC vs. SAS,L
ATL vs. MIL,W
MIL @ ATL,L
IND vs. CLE,W
CLE @ IND,L
NOP @ ORL,L
ORL vs. NOP,W
LAC vs. MEM,L
MEM @ LAC,W
BOS vs. DAL,W
DAL @ BOS,L
NYK vs. DET,W
DET @ NYK,L
WAS @ PHI,L
PHI vs. WAS,W
MIN vs. CHA,L
CHA @ MIN,W
POR vs. CHI,L
CHI @ POR,W
MIA vs. ATL,L
ATL @ MIA,W
CLE vs. TOR,W
TOR @ CLE,L
LAL vs. BKN,W
BKN @ LAL,L
NOP vs. BOS,W
BOS @ NOP,L
ORL @ IND,L
IND vs. ORL,W
UTA vs. MEM,L
MEM @ UTA,W
OKC @ DET,L
DET vs. OKC,W
HOU vs. PHI,W
PHI @ HOU,L
LAC vs. BKN,W
BKN @ LAC,L
NYK vs. DAL,W
DAL @ NYK,L
SAS vs. MIA,W
MIA @ SAS,L
ORL @ OKC,W
OKC vs. ORL,L
LAL @ MIN,L
MIN vs. LAL,W
DEN @ POR,L
POR vs. DEN,W
CLE vs. CHA,W
CHA @ CLE,L
GSW vs. PHX,W
PHX @ GSW,L
LAL @ NOP,W
NOP vs. LAL,L
NYK @ TOR,L
TOR vs. NYK,W
MIN vs. LAC,L
LAC @ MIN,W
DET @ DEN,W
DEN vs. DET,L
MEM @ MIL,L
MIL vs. MEM,W
ATL vs. PHI,W
PHI @ ATL,L
BOS @ IND,W
IND vs. BOS,L
UTA @ MIA,W
MIA vs. UTA,L
HOU vs. SAS,L
SAS @ HOU,W
PHX vs. BKN,L
BKN @ PHX,W
WAS @ CHI,L
CHI vs. WAS,W
OKC vs. LAC,L
LAC @ OKC,W
WAS vs. CLE,L
CLE @ WAS,W
TOR @ CHA,W
CHA vs. TOR,L
SAC @ POR,L
POR vs. SAC,W
UTA @ ORL,W
ORL vs. UTA,L
NYK @ BOS,L
BOS vs. NYK,W
DET @ SAS,L
SAS vs. DET,W
PHI vs. IND,W
IND @ PHI,L
DEN vs. GSW,L
GSW @ DEN,W
SAC vs. LAL,L
LAL @ SAC,W
NOP @ MIL,W
MIL vs. NOP,L
CHI @ MIA,W
MIA vs. CHI,L
TOR @ OKC,W
OKC vs. TOR,L
BOS @ WAS,L
WAS vs. BOS,W
UTA @ CHA,L
CHA vs. UTA,W
CHI @ ATL,L
ATL vs. CHI,W
IND vs. PHI,W
PHI @ IND,L
MIN @ ORL,W
ORL vs. MIN,L
LAC vs. POR,W
POR @ LAC,L
DET @ PHX,L
PHX vs. DET,W
NYK vs. BKN,W
BKN @ NYK,L
HOU @ SAS,W
SAS vs. HOU,L
DAL @ GSW,L
GSW vs. DAL,W
DEN @ MEM,L
MEM vs. DEN,W
SAC vs. NOP,W
NOP @ SAC,L
POR vs. PHX,W
PHX @ POR,L
ATL @ CLE,W
CLE vs. ATL,L
MIN @ BKN,L
BKN vs. MIN,W
LAL vs. DAL,L
DAL @ LAL,W
OKC vs. MIA,W
MIA @ OKC,L
HOU @ WAS,W
WAS vs. HOU,L
CHA vs. IND,W
IND @ CHA,L
DET @ LAC,L
LAC vs. DET,W
CHI vs. ORL,W
ORL @ CHI,L
GSW vs. NOP,W
NOP @ GSW,L
PHI vs. UTA,L
UTA @ PHI,W
MEM vs. POR,L
POR @ MEM,W
SAC @ TOR,W
TOR vs. SAC,L
MIL @ DAL,L
DAL vs. MIL,W
DEN @ BOS,W
BOS vs. DEN,L
NYK vs. UTA,L
UTA @ NYK,W
LAL vs. PHX,W
PHX @ LAL,L
OKC vs. MIN,W
MIN @ OKC,L
MIL vs. SAC,W
SAC @ MIL,L
HOU @ ATL,L
ATL vs. HOU,W
CHI @ IND,L
IND vs. CHI,W
DET vs. DEN,W
DEN @ DET,L
WAS @ ORL,L
ORL vs. WAS,W
LAC @ SAS,W
SAS vs. LAC,L
CLE @ PHI,W
PHI vs. CLE,L
PHX @ NOP,W
NOP vs. PHX,L
LAC @ MEM,W
MEM vs. LAC,L
ATL @ WAS,L
WAS vs. ATL,W
TOR vs. MIA,W
MIA @ TOR,L
POR @ DAL,W
DAL vs. POR,L
UTA vs. SAS,L
SAS @ UTA,W
CHA @ BKN,W
BKN vs. CHA,L
NYK @ CHI,W
CHI vs. NYK,L
GSW @ LAL,L
LAL vs. GSW,W
MIN vs. DEN,L
DEN @ MIN,W
IND @ MIL,L
MIL vs. IND,W
BOS @ CLE,L
CLE vs. BOS,W
SAC @ ORL,L
ORL vs. SAC,W
GSW vs. OKC,W
OKC @ GSW,L
MEM vs. NOP,W
NOP @ MEM,L
WAS vs. TOR,L
TOR @ WAS,W
PHI @ CHA,L
CHA vs. PHI,W
ATL vs. LAL,L
LAL @ ATL,W
DAL @ UTA,L
UTA vs. DAL,W
LAC vs. OKC,L
OKC @ LAC,W
CHI @ BOS,L
BOS vs. CHI,W
BKN vs. DET,W
DET @ BKN,L
POR @ PHX,L
PHX vs. POR,W
NYK vs. HOU,L
HOU @ NYK,W
NOP vs. MIL,L
MIL @ NOP,W
MIN vs. MEM,W
MEM @ MIN,L
LAL @ IND,L
IND vs. LAL,W
MIA vs. SAC,W
SAC @ MIA,L
POR vs. GSW,L
GSW @ POR,W
NYK @ DET,L
DET vs. NYK,W
CLE vs. HOU,W
HOU @ CLE,L
UTA @ SAS,W
SAS vs. UTA,L
ORL @ PHI,W
PHI vs. ORL,L
DEN @ TOR,L
TOR vs. DEN,W
ATL vs. SAC,W
SAC @ ATL,L
LAC vs. PHX,W
PHX @ LAC,L
BKN vs. CHI,L
CHI @ BKN,W
OKC vs. LAL,W
LAL @ OKC,L
MEM vs. WAS,W
WAS @ MEM,L
MIA vs. SAS,L
SAS @ MIA,W
DET vs. MIL,W
MIL @ DET,L
HOU vs. DAL,W
DAL @ HOU,L
UTA @ LAC,L
LAC vs. UTA,W
PHX vs. GSW,L
GSW @ PHX,W
CHA vs. BOS,L
BOS @ CHA,W
SAC vs. MIN,W
MIN @ SAC,L
POR @ DEN,W
DEN vs. POR,L
MIL vs. BKN,W
BKN @ MIL,L
CLE vs. ORL,W
ORL @ CLE,L
NYK vs. MEM,W
MEM @ NYK,L
IND @ CHI,L
CHI vs. IND,W
NOP @ SAS,L
SAS vs. NOP,W
ATL @ PHI,W
PHI vs. ATL,L
NOP vs. GSW,L
GSW @ NOP,W
OKC vs. PHX,W
PHX @ OKC,L
TOR vs. CLE,L
CLE @ TOR,W
DAL vs. HOU,L
HOU @ DAL,W
LAL @ UTA,L
UTA vs. LAL,W
CHA @ MIA,W
MIA vs. CHA,L
ORL @ DET,L
DET vs. ORL,W
BKN vs. IND,W
IND @ BKN,L
SAS @ SAC,W
SAC vs. SAS,L
WAS @ ATL,L
ATL vs. WAS,W
LAC @ POR,W
POR vs. LAC,L
BOS @ CHI,L
CHI vs. BOS,W
NOP vs. DEN,L
DEN @ NOP,W
MEM vs. MIN,W
MIN @ MEM,L
TOR vs. DET,W
DET @ TOR,L
CHA @ MIL,W
MIL vs. CHA,L
IND vs. DAL,W
DAL @ IND,L
MIA @ ORL,W
ORL vs. MIA,L
BOS vs. BKN,W
BKN @ BOS,L
SAC @ PHX,W
PHX vs. SAC,L
HOU @ LAL,L
LAL vs. HOU,W
PHI vs. OKC,L
OKC @ PHI,W
POR vs. UTA,W
UTA @ POR,L
SAS @ GSW,W
GSW vs. SAS,L
NYK @ CLE,L
