MATCH UP,W/L
NOP vs. LAC,W
LAC @ NOP,L
TOR vs. ORL,W
ORL @ TOR,L
UTA @ MIL,W
MIL vs. UTA,L
DAL vs. POR,W
POR @ DAL,L
SAC @ NYK,W
NYK vs. SAC,L
PHI vs. BOS,L
BOS @ PHI,W
LAC @ MEM,L
MEM vs. LAC,W
CHA vs. DEN,L
DEN @ CHA,W
WAS vs. NYK,W
NYK @ WAS,L
ATL vs. HOU,W
HOU @ ATL,L
IND vs. OKC,L
OKC @ IND,W
CLE @ MIA,L
MIA vs. CLE,W
BKN @ DET,L
DET vs. BKN,W
CHI vs. UTA,W
UTA @ CHI,L
SAS vs. GSW,W
GSW @ SAS,L
POR @ NOP,W
NOP vs. POR,L
BOS @ TOR,L
TOR vs. BOS,W
DAL vs. GSW,L
GSW @ DAL,W
DET vs. SAC,W
SAC @ DET,L
MIN @ HOU,L
HOU vs. MIN,W
CLE @ ORL,W
ORL vs. CLE,L
LAL vs. PHX,L
PHX @ LAL,W
PHI vs. OKC,L
OKC @ PHI,W
MIL vs. MEM,W
MEM @ MIL,L
ATL vs. DEN,W
DEN @ ATL,L
IND vs. TOR,L
TOR @ IND,W
UTA vs. PHX,W
PHX @ UTA,L
CHA @ MIA,W
MIA vs. CHA,L
CHI vs. BKN,W
BKN @ CHI,L
POR @ SAS,L
SAS vs. POR,W
PHI vs. WAS,L
WAS @ PHI,W
MIN @ MEM,W
MEM vs. MIN,L
CHI @ WAS,L
WAS vs. CHI,W
ORL @ CHA,L
CHA vs. ORL,W
NOP @ SAC,W
SAC vs. NOP,L
DET vs. ATL,L
ATL @ DET,W
HOU vs. LAC,L
LAC @ HOU,W
CLE vs. DAL,W
DAL @ CLE,L
OKC @ BOS,W
BOS vs. OKC,L
NYK @ GSW,L
GSW vs. NYK,W
MIL vs. TOR,L
TOR @ MIL,W
BOS @ IND,L
IND vs. BOS,W
DEN @ ORL,L
ORL vs. DEN,W
PHI @ BKN,L
BKN vs. PHI,W
LAL vs. SAC,L
SAC @ LAL,W
SAS vs. LAC,W
LAC @ SAS,L
POR @ OKC,L
OKC vs. POR,W
WAS vs. DET,W
DET @ WAS,L
TOR vs. CHI,L
CHI @ TOR,W
DAL @ CHA,W
CHA vs. DAL,L
CLE @ UTA,L
UTA vs. CLE,W
DEN @ MIA,L
MIA vs. DEN,W
MEM @ HOU,L
HOU vs. MEM,W
MIN @ PHX,L
PHX vs. MIN,W
NOP @ GSW,L
GSW vs. NOP,W
UTA @ SAC,W
SAC vs. UTA,L
IND @ ATL,L
ATL vs. IND,W
CLE @ LAC,W
LAC vs. CLE,L
BKN vs. MIL,L
MIL @ BKN,W
NYK @ LAL,W
LAL vs. NYK,L
TOR vs. MIA,W
MIA @ TOR,L
HOU @ CHA,L
CHA vs. HOU,W
WAS @ DEN,L
DEN vs. WAS,W
NOP @ MIL,L
MIL vs. NOP,W
MEM @ ATL,L
ATL vs. MEM,W
IND @ DAL,W
DAL vs. IND,L
ORL @ POR,L
POR vs. ORL,W
OKC @ SAS,L
SAS vs. OKC,W
GSW vs. PHX,W
PHX @ GSW,L
PHI vs. DET,L
DET @ PHI,W
NOP @ MEM,L
MEM vs. NOP,W
MIN @ OKC,W
OKC vs. MIN,L
CHA vs. DET,W
DET @ CHA,L
ORL @ SAC,W
SAC vs. ORL,L
WAS @ UTA,L
UTA vs. WAS,W
NYK @ LAC,L
LAC vs. NYK,W
BOS vs. HOU,L
HOU @ BOS,W
MIA @ CHI,W
CHI vs. MIA,L
POR @ GSW,L
GSW vs. POR,W
BKN @ PHI,L
PHI vs. BKN,W
TOR vs. ATL,W
ATL @ TOR,L
DEN vs. PHX,W
PHX @ DEN,L
CLE @ LAL,W
LAL vs. CLE,L
SAS vs. CHI,W
CHI @ SAS,L
LAC @ OKC,L
OKC vs. LAC,W
CHA vs. NOP,W
NOP @ CHA,L
CLE @ SAC,W
SAC vs. CLE,L
MIA @ MIL,L
MIL vs. MIA,W
DAL vs. DET,L
DET @ DAL,W
BOS vs. MEM,W
MEM @ BOS,L
NYK @ PHX,W
PHX vs. NYK,L
UTA @ GSW,L
GSW vs. UTA,W
PHI vs. HOU,L
HOU @ PHI,W
TOR vs. BKN,W
BKN @ TOR,L
MIN vs. SAS,L
SAS @ MIN,W
DEN vs. NYK,W
NYK @ DEN,L
POR vs. WAS,W
WAS @ POR,L
ATL @ UTA,W
UTA vs. ATL,L
ORL @ LAL,L
LAL vs. ORL,W
SAC @ NOP,L
NOP vs. SAC,W
MIN @ CHA,L
CHA vs. MIN,W
DAL vs. LAC,L
LAC @ DAL,W
SAS @ IND,L
IND vs. SAS,W
MEM @ CLE,W
CLE vs. MEM,L
MIL @ CHI,L
CHI vs. MIL,W
GSW vs. ORL,W
ORL @ GSW,L
MEM vs. PHX,L
PHX @ MEM,W
HOU @ TOR,W
TOR vs. HOU,L
DEN vs. DAL,W
DAL @ DEN,L
OKC @ MIL,W
MIL vs. OKC,L
PHI @ MIA,L
MIA vs. PHI,W
DET vs. POR,W
POR @ DET,L
GSW @ LAL,L
LAL vs. GSW,W
NOP vs. UTA,L
UTA @ NOP,W
IND @ WAS,W
WAS vs. IND,L
BKN @ MIN,L
MIN vs. BKN,W
CLE vs. BOS,W
BOS @ CLE,L
LAC vs. ATL,L
ATL @ LAC,W
DET @ NYK,L
NYK vs. DET,W
CHI vs. HOU,W
HOU @ CHI,L
SAS vs. SAC,W
SAC @ SAS,L
MEM vs. UTA,W
UTA @ MEM,L
POR @ TOR,L
TOR vs. POR,W
CHA vs. IND,W
IND @ CHA,L
BKN @ DEN,W
DEN vs. BKN,L
MIL vs. MIN,W
MIN @ MIL,L
CLE vs. WAS,W
WAS @ CLE,L
ORL vs. PHX,L
PHX @ ORL,W
NYK @ BOS,L
BOS vs. NYK,W
LAL vs. ATL,L
ATL @ LAL,W
PHI vs. MIA,L
MIA @ PHI,W
NOP vs. SAS,L
SAS @ NOP,W
SAC @ DAL,W
DAL vs. SAC,L
PHX @ MIA,L
MIA vs. PHX,W
OKC @ GSW,L
GSW vs. OKC,W
MEM vs. SAC,W
SAC @ MEM,L
UTA @ TOR,L
TOR vs. UTA,W
MIN vs. WAS,L
WAS @ MIN,W
LAL @ DEN,L
DEN vs. LAL,W
MIL vs. IND,L
IND @ MIL,W
NOP @ HOU,L
HOU vs. NOP,W
CHI @ ORL,L
ORL vs. CHI,W
OKC @ LAC,L
LAC vs. OKC,W
BOS vs. POR,W
POR @ BOS,L
SAS vs. DET,W
DET @ SAS,L
CHA @ PHI,W
PHI vs. CHA,L
CHA vs. PHX,W
PHX @ CHA,L
DAL vs. ORL,W
ORL @ DAL,L
MIA vs. CHI,W
CHI @ MIA,L
POR @ NYK,W
NYK vs. POR,L
LAL vs. BKN,W
BKN @ LAL,L
ATL @ GSW,L
GSW vs. ATL,W
WAS vs. PHI,W
PHI @ WAS,L
DEN vs. MEM,L
MEM @ DEN,W
OKC @ SAC,W
SAC vs. OKC,L
HOU @ MIL,L
MIL vs. HOU,W
IND @ CLE,L
CLE vs. IND,W
LAC vs. BKN,W
BKN @ LAC,L
UTA @ BOS,L
BOS vs. UTA,W
WAS vs. CLE,W
CLE @ WAS,L
DAL vs. MIN,W
MIN @ DAL,L
ATL vs. CHA,W
CHA @ ATL,L
IND vs. POR,L
POR @ IND,W
DET vs. TOR,W
TOR @ DET,L
ORL vs. PHI,W
PHI @ ORL,L
NYK vs. MIA,L
MIA @ NYK,W
MIN @ NOP,W
NOP vs. MIN,L
OKC vs. GSW,L
GSW @ OKC,W
MIL vs. DET,L
DET @ MIL,W
UTA vs. BKN,L
BKN @ UTA,W
HOU vs. SAS,L
SAS @ HOU,W
BOS vs. MIA,W
MIA @ BOS,L
PHX vs. MEM,W
MEM @ PHX,L
CHI vs. POR,L
POR @ CHI,W
CLE @ TOR,L
TOR vs. CLE,W
LAC @ SAC,W
SAC vs. LAC,L
DAL vs. DEN,W
DEN @ DAL,L
CHI @ ATL,L
ATL vs. CHI,W
IND vs. CHA,L
CHA @ IND,W
NYK vs. ORL,W
ORL @ NYK,L
MEM @ LAL,W
LAL vs. MEM,L
WAS @ PHI,W
PHI vs. WAS,L
NOP vs. OKC,W
OKC @ NOP,L
SAS @ UTA,W
UTA vs. SAS,L
HOU @ POR,W
POR vs. HOU,L
ORL vs. GSW,L
GSW @ ORL,W
MIL @ BOS,L
BOS vs. MIL,W
PHX vs. BKN,L
BKN @ PHX,W
MEM vs. LAL,W
LAL @ MEM,L
TOR vs. MIN,W
MIN @ TOR,L
SAC vs. SAS,L
SAS @ SAC,W
OKC @ DAL,W
DAL vs. OKC,L
NYK @ IND,L
IND vs. NYK,W
MIA vs. GSW,L
GSW @ MIA,W
PHI @ DET,L
DET vs. PHI,W
CHA @ CLE,L
CLE vs. CHA,W
LAC vs. DEN,L
DEN @ LAC,W
WAS @ CHI,L
CHI vs. WAS,W
NOP @ WAS,L
WAS vs. NOP,W
DEN vs. SAC,L
SAC @ DEN,W
HOU @ UTA,L
UTA vs. HOU,W
POR vs. BKN,W
BKN @ POR,L
ORL @ PHI,W
PHI vs. ORL,L
BOS @ MIN,L
MIN vs. BOS,W
MIL vs. LAL,W
LAL @ MIL,L
ATL vs. GSW,L
GSW @ ATL,W
MIA vs. IND,W
IND @ MIA,L
DET @ CLE,W
CLE vs. DET,L
PHX @ LAC,L
LAC vs. PHX,W
TOR @ NYK,W
NYK vs. TOR,L
CLE @ OKC,W
OKC vs. CLE,L
MEM @ TOR,L
TOR vs. MEM,W
BOS @ DEN,W
DEN vs. BOS,L
DAL vs. PHI,W
PHI @ DAL,L
UTA @ POR,L
POR vs. UTA,W
DET vs. NOP,L
NOP @ DET,W
ORL vs. IND,L
IND @ ORL,W
CHA @ BKN,W
BKN vs. CHA,L
SAS @ PHX,W
PHX vs. SAS,L
LAL @ CHI,L
CHI vs. LAL,W
MIN vs. NYK,L
NYK @ MIN,W
MIL @ ATL,W
ATL vs. MIL,L
MIA vs. WAS,W
WAS @ MIA,L
LAC vs. GSW,L
GSW @ LAC,W
PHI @ NOP,L
NOP vs. PHI,W
MIN @ MEM,L
MEM vs. MIN,W
OKC vs. IND,L
IND @ OKC,W
DET @ WAS,L
WAS vs. DET,W
DEN @ SAC,L
SAC vs. DEN,W
MIL vs. CHA,L
CHA @ MIL,W
ATL vs. MIA,L
MIA @ ATL,W
BOS @ UTA,L
UTA vs. BOS,W
POR vs. GSW,W
GSW @ POR,L
ORL vs. DAL,W
DAL @ ORL,L
BKN vs. NYK,W
NYK @ BKN,L
PHX vs. HOU,L
HOU @ PHX,W
CHI vs. TOR,W
TOR @ CHI,L
LAL vs. SAS,L
SAS @ LAL,W
WAS vs. UTA,W
UTA @ WAS,L
CLE vs. CHI,W
CHI @ CLE,L
SAS @ LAC,L
LAC vs. SAS,W
NOP @ OKC,L
OKC vs. NOP,W
MIL vs. WAS,W
WAS @ MIL,L
UTA @ NOP,L
NOP vs. UTA,W
TOR @ MIN,L
MIN vs. TOR,W
IND vs. CHA,L
CHA @ IND,W
POR vs. HOU,W
HOU @ POR,L
DEN @ DET,W
DET vs. DEN,L
CLE vs. LAL,W
LAL @ CLE,L
SAS @ ORL,W
ORL vs. SAS,L
LAC @ BOS,L
BOS vs. LAC,W
MEM @ BKN,W
BKN vs. MEM,L
GSW @ PHX,W
PHX vs. GSW,L
CHI vs. ATL,L
ATL @ CHI,W
PHI vs. SAC,L
SAC @ PHI,W
MIL vs. BOS,W
BOS @ MIL,L
DAL vs. UTA,L
UTA @ DAL,W
SAS @ MIA,W
MIA vs. SAS,L
NYK vs. WAS,L
WAS @ NYK,W
GSW vs. HOU,W
HOU @ GSW,L
POR @ MEM,W
MEM vs. POR,L
CHI @ CHA,L
CHA vs. CHI,W
NOP @ MIN,W
MIN vs. NOP,L
ORL @ ATL,W
ATL vs. ORL,L
IND vs. LAL,W
LAL @ IND,L
DET vs. TOR,L
TOR @ DET,W
CLE vs. SAC,W
SAC @ CLE,L
BKN vs. DEN,W
DEN @ BKN,L
OKC @ PHX,W
PHX vs. OKC,L
LAC @ PHI,W
PHI vs. LAC,L
MIA vs. LAC,L
LAC @ MIA,W
ATL @ ORL,L
ORL vs. ATL,W
SAC @ BOS,L
BOS vs. SAC,W
NYK vs. DEN,L
DEN @ NYK,W
GSW vs. OKC,W
OKC @ GSW,L
MEM vs. DAL,L
DAL @ MEM,W
WAS @ CHA,L
CHA vs. WAS,W
MIN vs. CHI,W
CHI @ MIN,L
IND vs. DET,W
DET @ IND,L
HOU vs. POR,L
POR @ HOU,W
CLE vs. NOP,W
NOP @ CLE,L
UTA @ PHX,W
PHX vs. UTA,L
SAS vs. LAL,W
LAL @ SAS,L
PHI vs. BKN,W
BKN @ PHI,L
WAS vs. PHI,W
PHI @ WAS,L
MIA @ CHA,W
CHA vs. MIA,L
DEN vs. CHI,W
CHI @ DEN,L
DAL vs. SAS,L
SAS @ DAL,W
ATL vs. IND,W
IND @ ATL,L
MIL @ UTA,L
UTA vs. MIL,W
CLE vs. BOS,L
BOS @ CLE,W
ORL vs. LAC,L
LAC @ ORL,W
BKN vs. SAC,W
SAC @ BKN,L
MEM @ NYK,W
NYK vs. MEM,L
NOP vs. LAL,L
LAL @ NOP,W
TOR @ POR,W
POR vs. TOR,L
DET vs. NYK,W
NYK @ DET,L
HOU @ PHX,W
PHX vs. HOU,L
ORL @ OKC,L
OKC vs. ORL,W
WAS vs. GSW,L
GSW @ WAS,W
CLE @ CHA,L
CHA vs. CLE,W
SAC vs. CHI,L
CHI @ SAC,W
MIA @ DAL,W
DAL vs. MIA,L
UTA vs. DEN,W
DEN @ UTA,L
MIN @ LAC,W
LAC vs. MIN,L
BOS vs. DET,W
DET @ BOS,L
BKN vs. IND,L
IND @ BKN,W
NOP @ SAS,L
SAS vs. NOP,W
PHI vs. ATL,L
ATL @ PHI,W
MIL @ POR,L
POR vs. MIL,W
HOU vs. MIA,W
MIA @ HOU,L
PHX vs. TOR,L
TOR @ PHX,W
BOS @ NYK,W
NYK vs. BOS,L
LAL vs. MIN,W
MIN @ LAL,L
NOP vs. MEM,L
MEM @ NOP,W
WAS @ OKC,L
OKC vs. WAS,W
SAC vs. MIL,W
MIL @ SAC,L
TOR @ DEN,L
DEN vs. TOR,W
DAL @ ATL,L
ATL vs. DAL,W
IND vs. CLE,L
CLE @ IND,W
UTA vs. CHI,W
CHI @ UTA,L
DET @ BKN,W
BKN vs. DET,L
ORL @ SAS,L
SAS vs. ORL,W
DAL vs. PHX,W
PHX @ DAL,L
MIN @ POR,L
POR vs. MIN,W
ATL @ MIA,L
MIA vs. ATL,W
ORL vs. BOS,W
BOS @ ORL,L
LAC vs. CHI,W
CHI @ LAC,L
NYK vs. GSW,L
GSW @ NYK,W
LAL vs. CHA,L
CHA @ LAL,W
BKN @ NOP,L
NOP vs. BKN,W
SAC @ MEM,L
MEM vs. SAC,W
TOR vs. DET,W
DET @ TOR,L
IND vs. DEN,W
DEN @ IND,L
WAS @ HOU,W
HOU vs. WAS,L
CLE vs. SAS,W
SAS @ CLE,L
GSW @ PHI,W
PHI vs. GSW,L
OKC vs. HOU,W
HOU @ OKC,L
BKN @ DAL,L
DAL vs. BKN,W
MIA @ MIL,W
MIL vs. MIA,L
UTA vs. MIN,W
MIN @ UTA,L
CHA @ POR,L
POR vs. CHA,W
CLE @ DET,W
DET vs. CLE,L
LAL @ LAC,L
LAC vs. LAL,W
BOS vs. ORL,W
ORL @ BOS,L
PHX @ NYK,L
NYK vs. PHX,W
NOP vs. SAC,W
SAC @ NOP,L
MIL @ MEM,L
MEM vs. MIL,W
NYK @ TOR,L
TOR vs. NYK,W
DEN @ WAS,W
WAS vs. DEN,L
IND vs. ATL,W
ATL @ IND,L
CHI @ LAL,W
LAL vs. CHI,L
OKC @ MIN,W
MIN vs. OKC,L
LAC @ ATL,W
ATL vs. LAC,L
CHA @ UTA,L
UTA vs. CHA,W
DET vs. PHI,W
PHI @ DET,L
CLE vs. PHX,W
PHX @ CLE,L
DEN @ BOS,L
BOS vs. DEN,W
SAS vs. HOU,W
HOU @ SAS,L
GSW vs. DAL,W
DAL @ GSW,L
WAS @ TOR,L
TOR vs. WAS,W
ORL @ MIL,L
MIL vs. ORL,W
LAC @ IND,W
IND vs. LAC,L
SAC @ POR,L
POR vs. SAC,W
BKN vs. MIA,L
MIA @ BKN,W
NYK vs. OKC,L
OKC @ NYK,W
DAL @ LAL,W
LAL vs. DAL,L
PHX @ PHI,L
PHI vs. PHX,W
NOP vs. HOU,L
HOU @ NOP,W
ORL @ MEM,L
MEM vs. ORL,W
BOS @ WAS,W
WAS vs. BOS,L
ATL @ DEN,W
DEN vs. ATL,L
SAC vs. CHA,L
CHA @ SAC,W
UTA vs. DET,L
DET @ UTA,W
CLE vs. MIN,W
MIN @ CLE,L
CHI vs. MIA,L
MIA @ CHI,W
GSW vs. SAS,W
SAS @ GSW,L
TOR vs. LAC,W
LAC @ TOR,L
HOU vs. DAL,W
DAL @ HOU,L
OKC @ BKN,L
BKN vs. OKC,W
BOS @ PHI,W
PHI vs. BOS,L
NOP vs. MIL,W
MIL @ NOP,L
NYK @ CHA,L
CHA vs. NYK,W
MIN vs. MEM,W
MEM @ MIN,L
DET @ DEN,L
DEN vs. DET,W
SAC vs. IND,W
IND @ SAC,L
POR vs. LAL,W
LAL @ POR,L
CHI @ CLE,W
CLE vs. CHI,L
ATL @ PHX,L
PHX vs. ATL,W
TOR vs. MIA,W
MIA @ TOR,L
DAL vs. OKC,L
OKC @ DAL,W
HOU vs. MIL,W
MIL @ HOU,L
ORL vs. CHA,L
CHA @ ORL,W
BOS vs. CHI,W
CHI @ BOS,L
UTA @ BKN,W
BKN vs. UTA,L
NYK vs. LAC,L
LAC @ NYK,W
SAS @ LAL,W
LAL vs. SAS,L
GSW vs. IND,W
IND @ GSW,L
DET @ NOP,L
NOP vs. DET,W
SAC vs. ATL,W
ATL @ SAC,L
MEM @ DEN,W
DEN vs. MEM,L
CLE vs. LAC,W
LAC @ CLE,L
PHX vs. SAS,L
SAS @ PHX,W
CHA @ OKC,L
OKC vs. CHA,W
WAS vs. MIA,W
MIA @ WAS,L
BOS @ TOR,L
TOR vs. BOS,W
MIN @ DAL,L
DAL vs. MIN,W
POR vs. ATL,L
ATL @ POR,W
DET @ HOU,W
HOU vs. DET,L
ORL vs. PHI,L
PHI @ ORL,W
BKN vs. CLE,L
CLE @ BKN,W
NYK vs. UTA,W
UTA @ NYK,L
GSW @ CHI,W
CHI vs. GSW,L
LAL vs. SAC,L
SAC @ LAL,W
NOP vs. MIN,W
MIN @ NOP,L
DEN vs. OKC,L
OKC @ DEN,W
MIA vs. MIL,L
MIL @ MIA,W
PHX vs. IND,L
IND @ PHX,W
MEM vs. NOP,W
NOP @ MEM,L
BKN @ TOR,L
TOR vs. BKN,W
UTA @ CHA,L
CHA vs. UTA,W
POR @ WAS,W
WAS vs. POR,L
DAL vs. BOS,W
BOS @ DAL,L
ORL @ ATL,L
ATL vs. ORL,W
DET vs. CHI,L
CHI @ DET,W
GSW @ CLE,W
CLE vs. GSW,L
LAC vs. HOU,W
HOU @ LAC,L
NYK vs. PHI,W
PHI @ NYK,L
OKC vs. MIA,W
MIA @ OKC,L
IND @ DEN,L
DEN vs. IND,W
