MATCH UP,W/L
SAS vs. TOR,W
TOR @ SAS,L
IND @ GSW,L
GSW vs. IND,W
ATL @ MIA,W
MIA vs. ATL,L
CHI vs. CHA,L
CHA @ CHI,W
CHI @ MEM,W
MEM vs. CHI,L
WAS vs. UTA,W
UTA @ WAS,L
NOH vs. TOR,W
TOR @ NOH,L
ATL vs. SAC,W
SAC @ ATL,L
POR vs. MIN,W
MIN @ POR,L
HOU vs. MIL,W
MIL @ HOU,L
DET vs. DAL,W
DAL @ DET,L
IND @ LAC,L
LAC vs. IND,W
BOS vs. ORL,W
ORL @ BOS,L
NYK vs. PHX,L
PHX @ NYK,W
OKC @ LAL,L
LAL vs. OKC,W
GSW vs. NJN,W
NJN @ GSW,L
PHI vs. CHA,W
CHA @ PHI,L
LAL @ LAC,L
LAC vs. LAL,W
SAS vs. DEN,W
DEN @ SAS,L
CHA vs. NOH,L
NOH @ CHA,W
MEM vs. DAL,W
DAL @ MEM,L
WAS vs. TOR,W
TOR @ WAS,L
MIN vs. ORL,L
ORL @ MIN,W
DEN vs. CLE,W
CLE @ DEN,L
HOU @ ATL,W
ATL vs. HOU,L
POR vs. NJN,W
NJN @ POR,L
DET vs. SAC,W
SAC @ DET,L
CHI vs. MIA,W
MIA @ CHI,L
TOR vs. DET,L
DET @ TOR,W
IND vs. CHI,L
CHI @ IND,W
UTA vs. CLE,W
CLE @ UTA,L
NOH @ HOU,W
HOU vs. NOH,L
CHA @ BOS,L
BOS vs. CHA,W
POR @ PHX,L
PHX vs. POR,W
SAC @ NYK,W
NYK vs. SAC,L
LAL vs. NJN,W
NJN @ LAL,L
DAL @ SAS,L
SAS vs. DAL,W
LAC @ GSW,L
GSW vs. LAC,W
MIL @ PHI,L
PHI vs. MIL,W
ORL @ OKC,L
OKC vs. ORL,W
WAS @ MIN,L
MIN vs. WAS,W
DEN vs. MIA,W
MIA @ DEN,L
CHA vs. CHI,W
CHI @ CHA,L
ATL @ TOR,W
TOR vs. ATL,L
NOH vs. ORL,W
ORL @ NOH,L
MIL vs. SAS,L
SAS @ MIL,W
IND vs. DAL,W
DAL @ IND,L
NYK @ UTA,L
UTA vs. NYK,W
HOU vs. OKC,L
OKC @ HOU,W
MEM @ DET,W
DET vs. MEM,L
MIA @ LAC,L
LAC vs. MIA,W
BOS vs. SAC,W
SAC @ BOS,L
NJN @ PHX,L
PHX vs. NJN,W
LAL @ GSW,W
GSW vs. LAL,L
SAC @ WAS,L
WAS vs. SAC,W
MIN vs. SAS,L
SAS @ MIN,W
DEN vs. PHX,W
PHX @ DEN,L
NYK @ POR,W
POR vs. NYK,L
CLE @ LAL,L
LAL vs. CLE,W
PHI vs. IND,L
IND @ PHI,W
CHA vs. MEM,W
MEM @ CHA,L
BOS vs. HOU,L
HOU @ BOS,W
DET @ CHI,L
CHI vs. DET,W
TOR vs. SAC,W
SAC @ TOR,L
NOH @ DEN,W
DEN vs. NOH,L
MIA @ POR,W
POR vs. MIA,L
GSW @ LAC,L
LAC vs. GSW,W
PHX vs. CLE,W
CLE @ PHX,L
LAL vs. NYK,W
NYK @ LAL,L
MIN @ SAS,L
SAS vs. MIN,W
CHA vs. WAS,W
WAS @ CHA,L
OKC vs. MEM,W
MEM @ OKC,L
DAL vs. ORL,L
ORL @ DAL,W
IND @ ATL,L
ATL vs. IND,W
HOU vs. UTA,L
UTA @ HOU,W
PHI @ DET,L
DET vs. PHI,W
MIL @ NJN,W
NJN vs. MIL,L
BOS @ CHI,L
CHI vs. BOS,W
UTA @ MEM,L
MEM vs. UTA,W
NJN @ WAS,L
WAS vs. NJN,W
MIN vs. POR,L
POR @ MIN,W
MIL vs. MIA,L
MIA @ MIL,W
SAS @ IND,W
IND vs. SAS,L
ORL vs. HOU,W
HOU @ ORL,L
TOR @ BOS,L
BOS vs. TOR,W
PHX vs. NYK,L
NYK @ PHX,W
NOH @ LAL,L
LAL vs. NOH,W
CLE @ GSW,L
GSW vs. CLE,W
CHI @ PHI,L
PHI vs. CHI,W
SAC vs. DEN,W
DEN @ SAC,L
DAL vs. OKC,L
OKC @ DAL,W
GSW @ NOH,W
NOH vs. GSW,L
MIN vs. CHA,L
CHA @ MIN,W
ATL @ UTA,W
UTA vs. ATL,L
POR @ HOU,W
HOU vs. POR,L
TOR @ CLE,W
CLE vs. TOR,L
ORL vs. MIL,W
MIL @ ORL,L
DEN @ LAC,L
LAC vs. DEN,W
SAS @ BOS,L
BOS vs. SAS,W
CHI @ NJN,L
NJN vs. CHI,W
PHX vs. LAL,L
LAL @ PHX,W
WAS @ PHI,L
PHI vs. WAS,W
MEM vs. OKC,W
OKC @ MEM,L
SAC vs. ATL,L
ATL @ SAC,W
POR @ DAL,L
DAL vs. POR,W
MIL @ MIA,L
MIA vs. MIL,W
NYK vs. SAS,W
SAS @ NYK,L
CHI vs. TOR,W
TOR @ CHI,L
DET @ LAL,L
LAL vs. DET,W
MIA @ CHA,W
CHA vs. MIA,L
NOH vs. PHI,W
PHI @ NOH,L
HOU @ DEN,L
DEN vs. HOU,W
DET @ UTA,L
UTA vs. DET,W
GSW @ ORL,L
ORL vs. GSW,W
MIN @ BOS,L
BOS vs. MIN,W
MEM @ LAL,W
LAL vs. MEM,L
TOR vs. BOS,L
BOS @ TOR,W
PHX @ SAC,L
SAC vs. PHX,W
HOU @ POR,L
POR vs. HOU,W
CLE vs. DAL,L
DAL @ CLE,W
ATL @ LAC,W
LAC vs. ATL,L
IND @ NYK,L
NYK vs. IND,W
NOH @ WAS,W
WAS vs. NOH,L
NJN @ MIN,L
MIN vs. NJN,W
SAC @ DEN,L
DEN vs. SAC,W
MIL vs. DAL,W
DAL @ MIL,L
MEM @ UTA,L
UTA vs. MEM,W
GSW @ MIA,L
MIA vs. GSW,W
CLE @ CHI,L
CHI vs. CLE,W
SAS vs. OKC,W
OKC @ SAS,L
GSW @ CHA,W
CHA vs. GSW,L
ATL @ OKC,L
OKC vs. ATL,W
WAS @ IND,L
IND vs. WAS,W
TOR @ HOU,L
HOU vs. TOR,W
NOH @ BOS,W
BOS vs. NOH,L
PHX vs. DET,W
DET @ PHX,L
NJN @ CHI,L
CHI vs. NJN,W
LAL vs. PHI,W
PHI @ LAL,L
SAS @ DAL,W
DAL vs. SAS,L
UTA @ POR,L
POR vs. UTA,W
ORL vs. NYK,W
NYK @ ORL,L
CHA vs. CLE,W
CLE @ CHA,L
NJN @ OKC,L
OKC vs. NJN,W
WAS vs. IND,W
IND @ WAS,L
LAL @ NOH,W
NOH vs. LAL,L
DEN @ MIN,W
MIN vs. DEN,L
SAC vs. MEM,W
MEM @ SAC,L
GSW @ ATL,L
ATL vs. GSW,W
DET vs. BOS,W
BOS @ DET,L
HOU vs. MIA,L
MIA @ HOU,W
UTA @ LAC,W
LAC vs. UTA,L
PHI @ PHX,W
PHX vs. PHI,L
POR @ DEN,L
DEN vs. POR,W
TOR @ DAL,W
DAL vs. TOR,L
IND vs. BOS,L
BOS @ IND,W
MIA vs. NYK,W
NYK @ MIA,L
ORL @ CLE,W
CLE vs. ORL,L
CHI vs. MIL,W
MIL @ CHI,L
SAS vs. LAL,W
LAL @ SAS,L
DET @ CHA,L
CHA vs. DET,W
TOR @ MEM,L
MEM vs. TOR,W
OKC vs. DAL,L
DAL @ OKC,W
MIN vs. NOH,W
NOH @ MIN,L
LAC @ SAC,W
SAC vs. LAC,L
ATL @ MIL,W
MIL vs. ATL,L
POR @ UTA,W
UTA vs. POR,L
HOU vs. WAS,W
WAS @ HOU,L
NJN vs. ORL,L
ORL @ NJN,W
PHI @ GSW,L
GSW vs. PHI,W
ATL @ NOH,L
NOH vs. ATL,W
DEN vs. PHI,L
PHI @ DEN,W
IND vs. MEM,L
MEM @ IND,W
DET vs. CHI,L
CHI @ DET,W
CLE vs. MIN,L
MIN @ CLE,W
LAC vs. PHX,W
PHX @ LAC,L
SAS vs. WAS,W
WAS @ SAS,L
OKC vs. DEN,W
DEN @ OKC,L
ORL vs. BOS,W
BOS @ ORL,L
CHI @ NYK,L
NYK vs. CHI,W
LAL vs. MIA,L
MIA @ LAL,W
GSW vs. POR,W
POR @ GSW,L
SAC vs. MIL,L
MIL @ SAC,W
SAS @ ORL,L
ORL vs. SAS,W
MIA @ PHX,W
PHX vs. MIA,L
DET @ TOR,W
TOR vs. DET,L
WAS vs. CHI,L
CHI @ WAS,W
NJN @ NOH,L
NOH vs. NJN,W
MIN vs. UTA,L
UTA @ MIN,W
ATL vs. CLE,W
CLE @ ATL,L
HOU @ LAC,W
LAC vs. HOU,L
BOS vs. PHI,W
PHI @ BOS,L
NYK vs. OKC,W
OKC @ NYK,L
DEN @ SAS,L
SAS vs. DEN,W
OKC @ CHA,W
CHA vs. OKC,L
NJN @ MEM,W
MEM vs. NJN,L
GSW @ SAC,W
SAC vs. GSW,L
DAL @ ORL,W
ORL vs. DAL,L
PHI @ CHI,L
CHI vs. PHI,W
MIL @ LAL,W
LAL vs. MIL,L
WAS vs. CHA,W
CHA @ WAS,L
ORL @ ATL,L
ATL vs. ORL,W
NOH @ IND,L
IND vs. NOH,W
MIL @ POR,L
POR vs. MIL,W
MIA vs. DAL,L
DAL @ MIA,W
CLE vs. UTA,L
UTA @ CLE,W
MIN @ LAC,L
LAC vs. MIN,W
PHX @ SAS,L
SAS vs. PHX,W
GSW vs. HOU,L
HOU @ GSW,W
PHX @ OKC,W
OKC vs. PHX,L
TOR vs. LAL,L
LAL @ TOR,W
HOU @ SAC,W
SAC vs. HOU,L
NOH @ DET,L
DET vs. NOH,W
IND @ BOS,L
BOS vs. IND,W
ATL @ NJN,L
NJN vs. ATL,W
MIA @ WAS,W
WAS vs. MIA,L
MIN @ DEN,L
DEN vs. MIN,W
MIL vs. UTA,L
UTA @ MIL,W
POR vs. GSW,W
GSW @ POR,L
CLE vs. NYK,W
NYK @ CLE,L
ORL vs. PHI,L
PHI @ ORL,W
LAC @ CHI,W
CHI vs. LAC,L
MEM @ SAS,L
SAS vs. MEM,W
SAC @ OKC,L
OKC vs. SAC,W
NJN @ TOR,L
TOR vs. NJN,W
NOH vs. UTA,W
UTA @ NOH,L
PHX @ DAL,L
DAL vs. PHX,W
ATL vs. CHA,W
CHA @ ATL,L
CLE @ IND,L
IND vs. CLE,W
MIN @ POR,L
POR vs. MIN,W
DET vs. LAC,L
LAC @ DET,W
MEM @ HOU,L
HOU vs. MEM,W
MIA @ NYK,W
NYK vs. MIA,L
LAL @ PHI,W
PHI vs. LAL,L
SAS @ DEN,W
DEN vs. SAS,L
ATL @ BOS,L
BOS vs. ATL,W
WAS @ NJN,L
NJN vs. WAS,W
MEM vs. CHA,W
CHA @ MEM,L
HOU @ OKC,L
OKC vs. HOU,W
CHI @ TOR,W
TOR vs. CHI,L
NOH vs. SAC,W
SAC @ NOH,L
POR @ DAL,L
DAL vs. POR,W
LAL @ IND,W
IND vs. LAL,L
MIA vs. CLE,W
CLE @ MIA,L
MIN @ PHX,L
PHX vs. MIN,W
NYK vs. BOS,L
BOS @ NYK,W
MIL @ SAS,L
SAS vs. MIL,W
LAC @ PHI,L
PHI vs. LAC,W
CHA vs. TOR,W
TOR @ CHA,L
WAS vs. LAL,L
LAL @ WAS,W
DEN vs. ORL,W
ORL @ DEN,L
ATL @ DET,L
DET vs. ATL,W
HOU vs. SAC,W
SAC @ HOU,L
PHI @ NJN,W
NJN vs. PHI,L
MIN @ GSW,L
GSW vs. MIN,W
POR @ MEM,L
MEM vs. POR,W
MIL @ DAL,W
DAL vs. MIL,L
GSW @ UTA,L
UTA vs. GSW,W
MIA vs. NOH,W
NOH @ MIA,L
CHI vs. IND,W
IND @ CHI,L
CLE @ OKC,L
OKC vs. CLE,W
LAC vs. ORL,L
ORL @ LAC,W
NJN vs. LAL,L
LAL @ NJN,W
NYK vs. DEN,W
DEN @ NYK,L
SAS vs. POR,W
POR @ SAS,L
NOH @ PHI,L
PHI vs. NOH,W
CHA vs. BOS,L
BOS @ CHA,W
MIA @ SAC,W
SAC vs. MIA,L
DAL vs. UTA,W
UTA @ DAL,L
ATL vs. IND,W
IND @ ATL,L
CLE @ HOU,L
HOU vs. CLE,W
TOR @ DET,W
DET vs. TOR,L
MEM @ LAC,W
LAC vs. MEM,L
MIN @ CHI,L
CHI vs. MIN,W
TOR vs. DEN,L
DEN @ TOR,W
NYK @ WAS,W
WAS vs. NYK,L
OKC @ NOH,W
NOH vs. OKC,L
MIN vs. DET,W
DET @ MIN,L
MIL vs. HOU,W
HOU @ MIL,L
IND vs. CHA,W
CHA @ IND,L
ORL @ UTA,L
UTA vs. ORL,W
PHX vs. POR,L
POR @ PHX,W
LAL @ CHI,L
CHI vs. LAL,W
ATL @ SAS,L
SAS vs. ATL,W
GSW vs. MIA,L
MIA @ GSW,W
NJN @ DAL,L
DAL vs. NJN,W
ORL @ POR,L
POR vs. ORL,W
PHI vs. BOS,L
BOS @ PHI,W
NOH vs. DET,W
DET @ NOH,L
MIN vs. OKC,L
OKC @ MIN,W
SAC vs. WAS,W
WAS @ SAC,L
MIL vs. IND,W
IND @ MIL,L
MIA @ UTA,W
UTA vs. MIA,L
CHI @ CLE,W
CLE vs. CHI,L
LAC vs. LAL,L
LAL @ LAC,W
BOS vs. DEN,W
DEN @ BOS,L
PHX vs. MEM,L
MEM @ PHX,W
TOR @ NYK,L
NYK vs. TOR,W
SAS vs. GSW,W
GSW @ SAS,L
CHA vs. DEN,W
DEN @ CHA,L
GSW @ DAL,L
DAL vs. GSW,W
NJN @ ATL,L
ATL vs. NJN,W
POR vs. PHX,W
PHX @ POR,L
DET @ HOU,L
HOU vs. DET,W
WAS @ LAL,L
LAL vs. WAS,W
PHI vs. CLE,W
CLE @ PHI,L
MIL vs. MIA,L
MIA @ MIL,W
IND vs. TOR,W
TOR @ IND,L
MEM @ UTA,L
UTA vs. MEM,W
ATL @ ORL,W
ORL vs. ATL,L
SAC @ LAC,L
LAC vs. SAC,W
MIN @ NYK,L
NYK vs. MIN,W
CHI vs. OKC,W
OKC @ CHI,L
GSW @ OKC,L
OKC vs. GSW,W
NYK @ TOR,W
TOR vs. NYK,L
DEN vs. MEM,W
MEM @ DEN,L
POR vs. LAC,W
LAC @ POR,L
DET vs. CLE,W
CLE @ DET,L
NJN vs. BOS,L
BOS @ NJN,W
WAS @ PHX,L
PHX vs. WAS,W
SAS vs. NOH,W
NOH @ SAS,L
MIN vs. CLE,W
CLE @ MIN,L
MIL vs. ORL,W
ORL @ MIL,L
SAC vs. DAL,L
DAL @ SAC,W
ATL @ MIA,L
MIA vs. ATL,W
HOU @ CHI,L
CHI vs. HOU,W
PHI vs. CHA,W
CHA @ PHI,L
CHA vs. NJN,W
NJN @ CHA,L
MEM vs. HOU,L
HOU @ MEM,W
TOR vs. OKC,W
OKC @ TOR,L
NOH vs. NYK,L
NYK @ NOH,W
WAS vs. POR,W
POR @ WAS,L
DEN vs. LAC,W
LAC @ DEN,L
PHI @ ATL,L
ATL vs. PHI,W
DAL @ UTA,W
UTA vs. DAL,L
DET vs. ORL,L
ORL @ DET,W
BOS vs. CHI,W
CHI @ BOS,L
PHX vs. IND,W
IND @ PHX,L
LAL vs. SAC,W
SAC @ LAL,L
SAS vs. MIN,W
MIN @ SAS,L
CLE vs. MIA,L
MIA @ CLE,W
PHX @ GSW,W
GSW vs. PHX,L
WAS @ TOR,L
TOR vs. WAS,W
NOH vs. CHA,W
CHA @ NOH,L
DEN vs. MIL,W
MIL @ DEN,L
DAL vs. MIN,W
MIN @ DAL,L
ATL vs. MEM,W
MEM @ ATL,L
UTA vs. IND,W
IND @ UTA,L
DET @ MIA,L
MIA vs. DET,W
HOU vs. LAL,W
LAL @ HOU,L
LAC vs. SAS,W
SAS @ LAC,L
BOS vs. POR,W
POR @ BOS,L
NJN vs. OKC,L
OKC @ NJN,W
CHI vs. ORL,L
ORL @ CHI,W
MEM vs. LAL,W
LAL @ MEM,L
SAC vs. IND,L
IND @ SAC,W
CLE vs. BOS,L
BOS @ CLE,W
DET @ ORL,L
ORL vs. DET,W
NYK vs. NJN,W
NJN @ NYK,L
SAS @ GSW,W
GSW vs. SAS,L
PHI vs. POR,W
POR @ PHI,L
NOH @ OKC,L
OKC vs. NOH,W
DAL vs. HOU,W
HOU @ DAL,L
MIL @ UTA,L
UTA vs. MIL,W
WAS @ MIA,L
MIA vs. WAS,W
ATL @ TOR,W
TOR vs. ATL,L
NOH vs. SAS,L
SAS @ NOH,W
DEN vs. PHX,W
PHX @ DEN,L
DET vs. NYK,L
NYK @ DET,W
OKC @ HOU,L
HOU vs. OKC,W
LAC vs. UTA,L
UTA @ LAC,W
NJN vs. POR,W
POR @ NJN,L
LAL vs. IND,L
IND @ LAL,W
ORL @ WAS,W
WAS vs. ORL,L
GSW @ MIN,W
MIN vs. GSW,L
MIL vs. CHA,W
CHA @ MIL,L
SAC vs. CHI,L
CHI @ SAC,W
DAL vs. MIA,W
MIA @ DAL,L
CLE vs. MEM,W
MEM @ CLE,L
NYK vs. ATL,L
ATL @ NYK,W
PHI vs. NJN,W
NJN @ PHI,L
CHA vs. HOU,W
HOU @ CHA,L
GSW @ MEM,L
MEM vs. GSW,W
DEN vs. CHI,W
CHI @ DEN,L
OKC @ IND,W
IND vs. OKC,L
LAL @ UTA,L
UTA vs. LAL,W
NOH @ POR,W
POR vs. NOH,L
MIA vs. PHI,W
PHI @ MIA,L
MIL @ DET,L
DET vs. MIL,W
ORL vs. CLE,W
CLE @ ORL,L
TOR @ BOS,L
BOS vs. TOR,W
PHX vs. LAC,W
LAC @ PHX,L
DAL @ SAS,W
SAS vs. DAL,L
WAS @ ATL,L
ATL vs. WAS,W
LAC vs. SAC,W
SAC @ LAC,L
CHA vs. NYK,L
NYK @ CHA,W
OKC vs. DAL,L
DAL @ OKC,W
MEM vs. DET,W
DET @ MEM,L
TOR vs. PHI,W
PHI @ TOR,L
MIN vs. SAS,L
SAS @ MIN,W
UTA vs. NOH,W
NOH @ UTA,L
GSW @ HOU,L
HOU vs. GSW,W
MIL @ CLE,L
CLE vs. MIL,W
ORL vs. MIA,W
MIA @ ORL,L
NJN @ BOS,L
BOS vs. NJN,W
PHX vs. CHI,L
CHI @ PHX,W
WAS vs. PHI,W
PHI @ WAS,L
DAL vs. DET,W
DET @ DAL,L
CLE @ IND,L
IND vs. CLE,W
NJN vs. ATL,W
ATL @ NJN,L
NYK vs. CHA,W
CHA @ NYK,L
LAL vs. CHI,W
CHI @ LAL,L
MIN @ OKC,L
OKC vs. MIN,W
ATL vs. BOS,L
BOS @ ATL,W
SAC @ UTA,L
UTA vs. SAC,W
IND @ MIA,W
MIA vs. IND,L
HOU vs. PHX,L
PHX @ HOU,W
NOH @ LAC,L
LAC vs. NOH,W
SAS vs. ORL,W
ORL @ SAS,L
GSW vs. DEN,L
DEN @ GSW,W
TOR vs. BOS,W
BOS @ TOR,L
SAC vs. NOH,L
NOH @ SAC,W
WAS @ DET,L
DET vs. WAS,W
LAL vs. GSW,W
GSW @ LAL,L
CHA vs. PHX,W
PHX @ CHA,L
MEM vs. MIA,W
MIA @ MEM,L
NJN @ DEN,L
DEN vs. NJN,W
MIL vs. OKC,L
OKC @ MIL,W
ATL vs. DAL,L
DAL @ ATL,W
IND vs. ORL,L
ORL @ IND,W
POR vs. UTA,L
UTA @ POR,W
LAC vs. NYK,L
NYK @ LAC,W
SAS vs. CLE,W
CLE @ SAS,L
HOU @ TOR,L
TOR vs. HOU,W
WAS vs. MEM,W
MEM @ WAS,L
CLE @ NOH,L
NOH vs. CLE,W
MIN vs. LAL,L
LAL @ MIN,W
SAC vs. NJN,W
NJN @ SAC,L
CHI @ DAL,W
DAL vs. CHI,L
UTA vs. SAS,L
SAS @ UTA,W
CHA @ MIA,L
MIA vs. CHA,W
BOS vs. OKC,L
OKC @ BOS,W
GSW vs. NYK,L
NYK @ GSW,W
MIL @ PHI,L
PHI vs. MIL,W
IND vs. LAC,W
LAC @ IND,L
POR vs. DEN,W
DEN @ POR,L
PHX @ ORL,L
ORL vs. PHX,W
HOU @ OKC,L
OKC vs. HOU,W
NOH vs. DAL,W
DAL @ NOH,L
MIN vs. LAC,W
LAC @ MIN,L
SAC vs. NYK,L
NYK @ SAC,W
UTA vs. NJN,W
NJN @ UTA,L
PHX @ MIA,L
MIA vs. PHX,W
LAL @ DET,W
DET vs. LAL,L
WAS @ BOS,L
BOS vs. WAS,W
CHI @ SAS,L
SAS vs. CHI,W
TOR @ PHI,W
PHI vs. TOR,L
POR @ MEM,W
MEM vs. POR,L
TOR @ WAS,L
WAS vs. TOR,W
NYK @ DEN,L
DEN vs. NYK,W
MIL vs. LAL,L
LAL @ MIL,W
ATL @ IND,W
IND vs. ATL,L
HOU vs. CHI,L
CHI @ HOU,W
PHI @ CLE,L
CLE vs. PHI,W
MIN @ CHA,L
CHA vs. MIN,W
DAL vs. NOH,W
NOH @ DAL,L
UTA vs. OKC,L
OKC @ UTA,W
ORL vs. MEM,W
MEM @ ORL,L
NJN @ LAC,W
LAC vs. NJN,L
DEN @ PHX,L
PHX vs. DEN,W
DET @ GSW,L
GSW vs. DET,W
OKC vs. SAS,L
SAS @ OKC,W
DET @ SAC,W
SAC vs. DET,L
MIN @ ATL,L
ATL vs. MIN,W
NYK vs. HOU,L
HOU @ NYK,W
LAL vs. PHX,L
PHX @ LAL,W
CHA vs. UTA,L
UTA @ CHA,W
MEM vs. BOS,L
BOS @ MEM,W
NOH vs. POR,W
POR @ NOH,L
GSW @ MIL,L
MIL vs. GSW,W
MIA vs. TOR,W
TOR @ MIA,L
IND @ CLE,W
CLE vs. IND,L
ORL @ NJN,W
NJN vs. ORL,L
CHI vs. WAS,W
WAS @ CHI,L
SAS vs. PHI,W
PHI @ SAS,L
OKC vs. POR,W
POR @ OKC,L
CHA @ WAS,W
WAS vs. CHA,L
MIN vs. NYK,W
NYK @ MIN,L
PHI @ DAL,L
DAL vs. PHI,W
ATL vs. UTA,L
UTA @ ATL,W
HOU @ IND,W
IND vs. HOU,L
ORL vs. TOR,L
TOR @ ORL,W
LAC vs. DET,L
DET @ LAC,W
PHX vs. SAC,W
SAC @ PHX,L
DEN vs. LAL,W
LAL @ DEN,L
BOS @ MIA,W
MIA vs. BOS,L
GSW @ CHI,L
CHI vs. GSW,W
PHI @ OKC,L
OKC vs. PHI,W
MEM vs. DAL,L
DAL @ MEM,W
WAS vs. HOU,W
HOU @ WAS,L
CHA @ TOR,W
TOR vs. CHA,L
SAC vs. MIN,L
MIN @ SAC,W
ATL vs. MIL,L
MIL @ ATL,W
CLE vs. NJN,L
NJN @ CLE,W
UTA @ ORL,W
ORL vs. UTA,L
NYK vs. GSW,L
GSW @ NYK,W
SAS vs. LAC,W
LAC @ SAS,L
LAC @ NOH,L
NOH vs. LAC,W
MIL vs. NYK,W
NYK @ MIL,L
DEN @ IND,L
IND vs. DEN,W
DET @ POR,L
POR vs. DET,W
UTA @ MIA,W
MIA vs. UTA,L
NJN vs. CLE,L
CLE @ NJN,W
LAL vs. MIN,W
MIN @ LAL,L
CHA vs. SAS,L
SAS @ CHA,W
GSW @ TOR,W
TOR vs. GSW,L
PHX @ MEM,L
MEM vs. PHX,W
DAL vs. BOS,W
BOS @ DAL,L
ATL @ ORL,L
ORL vs. ATL,W
CHI vs. DEN,W
DEN @ CHI,L
OKC vs. BOS,L
BOS @ OKC,W
ATL vs. PHX,L
PHX @ ATL,W
DET vs. GSW,W
GSW @ DET,L
HOU vs. MIN,W
MIN @ HOU,L
NYK vs. PHI,L
PHI @ NYK,W
LAL vs. POR,W
POR @ LAL,L
ORL @ CHA,W
CHA vs. ORL,L
CLE @ WAS,W
WAS vs. CLE,L
MEM @ SAC,W
SAC vs. MEM,L
MIL vs. NOH,L
NOH @ MIL,W
DAL vs. DEN,L
DEN @ DAL,W
UTA vs. LAC,W
LAC @ UTA,L
POR vs. TOR,W
TOR @ POR,L
NJN @ MIA,L
MIA vs. NJN,W
HOU @ SAS,L
SAS vs. HOU,W
MIA @ NOH,L
NOH vs. MIA,W
ATL @ MIN,W
MIN vs. ATL,L
LAC @ DEN,L
DEN vs. LAC,W
IND vs. MIL,L
MIL @ IND,W
DET vs. CHA,W
CHA @ DET,L
ORL vs. NJN,W
NJN @ ORL,L
CHI @ BOS,L
BOS vs. CHI,W
PHX vs. MEM,W
MEM @ PHX,L
NYK vs. WAS,W
WAS @ NYK,L
LAL vs. TOR,W
TOR @ LAL,L
UTA @ GSW,L
GSW vs. UTA,W
CLE @ PHI,W
PHI vs. CLE,L
OKC @ POR,W
POR vs. OKC,L
CHI vs. NYK,L
NYK @ CHI,W
DEN vs. DAL,L
DAL @ DEN,W
SAC vs. LAL,L
LAL @ SAC,W
DET @ ATL,L
ATL vs. DET,W
UTA vs. TOR,W
TOR @ UTA,L
HOU vs. NOH,L
NOH @ HOU,W
MIN @ ORL,L
ORL vs. MIN,W
OKC @ LAC,L
LAC vs. OKC,W
MIL @ BOS,L
BOS vs. MIL,W
NJN vs. CHA,L
CHA @ NJN,W
SAS @ PHX,W
PHX vs. SAS,L
GSW vs. MEM,W
MEM @ GSW,L
IND @ PHI,L
PHI vs. IND,W
WAS vs. PHI,W
PHI @ WAS,L
POR @ MIL,W
MIL vs. POR,L
MIA vs. MIN,W
MIN @ MIA,L
DET vs. BOS,L
BOS @ DET,W
CLE vs. ATL,L
ATL @ CLE,W
LAL vs. MEM,W
MEM @ LAL,L
TOR @ SAC,L
SAC vs. TOR,W
LAC vs. SAS,L
SAS @ LAC,W
CHI vs. POR,W
POR @ CHI,L
UTA @ OKC,W
OKC vs. UTA,L
LAC vs. DAL,L
DAL @ LAC,W
MIA @ NJN,W
NJN vs. MIA,L
LAL vs. GSW,W
GSW @ LAL,L
MEM vs. MIN,W
MIN @ MEM,L
CHA @ MIL,L
MIL vs. CHA,W
ATL vs. WAS,W
WAS @ ATL,L
IND vs. PHI,W
PHI @ IND,L
DEN @ HOU,W
HOU vs. DEN,L
CLE vs. SAC,L
SAC @ CLE,W
POR @ NYK,W
NYK vs. POR,L
CHI vs. DET,W
DET @ CHI,L
NOH @ SAS,W
SAS vs. NOH,L
CHA vs. IND,L
IND @ CHA,W
CLE @ TOR,L
TOR vs. CLE,W
DEN @ NOH,L
NOH vs. DEN,W
MIN vs. MIL,W
MIL @ MIN,L
MEM @ DAL,W
DAL vs. MEM,L
DET vs. OKC,L
OKC @ DET,W
ORL @ MIA,L
MIA vs. ORL,W
BOS vs. NYK,W
NYK @ BOS,L
NJN vs. SAC,W
SAC @ NJN,L
PHX vs. LAL,L
LAL @ PHX,W
GSW vs. LAC,W
LAC @ GSW,L
PHI vs. ATL,L
ATL @ PHI,W
UTA vs. PHX,L
PHX @ UTA,W
WAS @ ORL,L
ORL vs. WAS,W
OKC vs. CHI,W
CHI @ OKC,L
ATL @ MEM,W
MEM vs. ATL,L
NYK @ TOR,W
TOR vs. NYK,L
NOH vs. MIL,W
MIL @ NOH,L
MIN vs. SAC,L
SAC @ MIN,W
UTA @ DEN,L
DEN vs. UTA,W
CHA @ DAL,L
DAL vs. CHA,W
BOS @ CLE,L
CLE vs. BOS,W
POR @ LAC,W
LAC vs. POR,L
DET @ NJN,L
NJN vs. DET,W
IND @ SAS,L
SAS vs. IND,W
GSW vs. HOU,W
HOU @ GSW,L
MIA @ PHI,W
PHI vs. MIA,L
PHX @ POR,L
POR vs. PHX,W
BOS vs. MIA,W
MIA @ BOS,L
HOU @ LAL,L
