Year,TEAM,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,PIE,POSS,
2006-07,Denver Nuggets,82,45,37,3956,106.7,105.1,1.7,60.7,1.42,17.1,32.2,67.8,50.2,16.7,50.1,54.8,98.2,51.4,8093,
2006-07,Detroit Pistons,82,53,29,3976,107.4,102.6,4.8,60.1,1.77,17.3,30.7,67.8,49.3,13.7,48.8,53.5,88.56,53.3,7332,
2006-07,Golden State Warriors,82,42,40,3951,106.2,106.5,-0.3,59.8,1.49,17.3,28.5,66.2,47.2,15.9,51.2,54.8,99.97,48.9,8228,
2006-07,Houston Rockets,82,52,30,3971,104.7,99.7,4.9,58.6,1.47,16.5,28.7,72.5,50.8,15.3,49.9,54,91.7,52.9,7598,
2006-07,Indiana Pacers,82,35,47,3956,101.9,104.4,-2.5,58.5,1.26,15.9,32.1,69.4,50.3,17.3,47.4,52.3,93.43,48.5,7697,
2006-07,Los Angeles Clippers,82,40,42,3946,103.8,104.2,-0.4,61.2,1.42,17,30.7,71.2,51.3,16.4,48.1,53.7,91.92,50.9,7554,
2006-07,Los Angeles Lakers,82,42,40,4006,107.3,107.5,-0.2,59.6,1.45,17.1,30,69,49.6,16.1,51.1,55.4,94.58,49.9,7898,
2006-07,Memphis Grizzlies,82,22,60,3996,105.7,110.9,-5.2,56,1.25,15.9,29.1,68.2,48.6,17,50.4,55.5,94.77,46.2,7883,
2006-07,Miami Heat,82,44,38,3971,103.4,104.6,-1.2,57.6,1.4,16.6,27.9,69.3,49.3,16,50.6,54.1,90.61,50.8,7503,
2006-07,Milwaukee Bucks,82,28,54,3971,106,110.3,-4.3,56.7,1.43,16.7,30.6,65.7,47.9,16.1,50.4,54.1,93.33,45.6,7709,
2006-07,Minnesota Timberwolves,82,32,50,4001,102.4,106.5,-4,61.7,1.45,17.5,29.2,69.8,50,16.6,49,53.7,92.19,48.7,7689,
2006-07,New Jersey Nets,82,41,41,3976,104.2,105.1,-0.9,67.4,1.62,18.5,27.5,71.4,49.6,15.8,50.4,54.6,92.69,49.9,7682,
2006-07,New Orleans/Oklahoma City Hornets,82,39,43,3976,103.7,105.4,-1.6,51.7,1.29,14.9,31.8,71.9,51.4,15.7,47.9,52,91.19,48.5,7551,
2006-07,New York Knicks,82,33,49,4001,104.3,107.4,-3.1,52.8,1.09,14.7,33.7,71.4,52.7,18.3,49.4,53.9,91.89,47.1,7661,
2006-07,Orlando Magic,82,40,42,3956,104.1,103.3,0.8,53,1.1,15.1,33.3,69.7,51.9,18.6,50,54.4,90.54,50.2,7465,
2006-07,Philadelphia 76ers,82,35,47,3976,102.4,105.6,-3.2,56.9,1.33,16.1,30.6,67.8,49.3,16.5,48,53,91.84,48.9,7606,
2006-07,Phoenix Suns,82,61,21,3981,112.9,105.5,7.4,62.6,1.78,19.3,26.2,68.3,48.4,14.9,55.1,59,96.45,56.1,8002,
2006-07,Portland Trail Blazers,82,32,50,3991,103.8,108.6,-4.8,52.6,1.22,15,32.6,69.7,50.7,16.6,48.3,53,89.36,45.9,7431,
2006-07,Sacramento Kings,82,33,49,3961,105.1,106.7,-1.6,56.6,1.39,15.8,26.7,69.2,47.7,15.1,49.1,54.5,95.83,48.5,7898,
2006-07,San Antonio Spurs,82,58,24,3956,108.6,99.4,9.2,60.5,1.6,17.8,27.9,71.5,50.5,15.3,52.1,56.1,90.22,56.9,7440,
2006-07,Seattle SuperSonics,82,31,51,3966,105.9,108.9,-3,55.6,1.34,16.2,31.2,67.6,49.2,16.5,49.9,54.4,92.92,47.4,7674,
2006-07,Toronto Raptors,82,47,35,3951,105.7,104.4,1.2,60.1,1.65,17.5,25,71.1,48.1,14.3,50.4,55,93.86,51.4,7719,
2006-07,Utah Jazz,82,51,31,3961,108.6,105.6,3,65.9,1.58,18.5,35.2,72.1,53.4,16.7,50.2,55.1,92.81,53.1,7661,
2006-07,Washington Wizards,82,41,41,3966,108.7,109.1,-0.4,54.1,1.47,15.5,31.2,67.8,48.9,14.4,49.1,54.2,95.33,48.5,7870,
2005-06,Atlanta Hawks,82,26,56,3976,104.8,110.1,-5.3,55.2,1.27,15.5,33.4,66.7,49.6,16.9,48.6,53.4,91.75,46.2,7607,
2005-06,Boston Celtics,82,33,49,3976,104,105.6,-1.5,58.1,1.26,16.4,28.9,69.4,49.7,17.6,50.4,55.1,93.27,48.5,7722,
2005-06,Charlotte Bobcats,82,26,56,3981,101.2,105.6,-4.4,58,1.47,15.9,30.5,67.8,47.9,14.9,46.4,50.9,94.57,46.3,7851,
2005-06,Chicago Bulls,82,41,41,3981,103.3,102.7,0.7,60.1,1.47,16.9,30.3,70.3,50.3,15.8,48.7,52.7,93.59,50.1,7762,
2005-06,Cleveland Cavaliers,82,50,32,3966,106.6,104.4,2.1,53.6,1.37,15.3,31.3,71.7,51.4,15.1,49.2,53.8,90.77,51,7510,
2005-06,Dallas Mavericks,82,60,22,3976,109.9,103.2,6.7,50,1.32,14.6,34.7,69,52.2,15,49.5,55,89.3,55.1,7397,
2005-06,Denver Nuggets,82,44,38,3986,104.4,104.1,0.3,62.4,1.58,17.6,30,68.2,49.4,15.4,48.8,53.5,94.9,51.2,7877,
2005-06,Detroit Pistons,82,64,18,3966,109.3,101.7,7.6,66.1,2.12,18.9,31.7,68,49.7,12.8,49.7,53.5,87.98,55.7,7268,
2005-06,Golden State Warriors,82,34,48,3966,103.5,104.9,-1.4,57.6,1.47,15.9,29.6,68.6,48.5,14.8,47.9,52.1,94.43,47.5,7800,
2005-06,Houston Rockets,82,34,48,3966,100.4,102.1,-1.7,58.3,1.32,15.8,29.1,70.5,50.1,16.2,47.1,51.9,89.07,49,7358,
2005-06,Indiana Pacers,82,41,41,3946,103.1,101,2,58.5,1.3,16,30.4,69.9,50.6,16.8,48.7,53.3,90.85,51.4,7470,
2005-06,Los Angeles Clippers,82,47,35,3961,103.8,102.2,1.6,57.1,1.44,16.5,28.6,71.9,51.3,15.4,48.7,54,92.99,52.3,7675,
2005-06,Los Angeles Lakers,82,45,37,3971,106.8,104.2,2.6,58,1.52,16.5,31.6,70.1,50.7,15,49.5,53.9,92.22,51.8,7632,
2005-06,Memphis Grizzlies,82,49,33,3971,104.5,100.4,4.1,57.8,1.4,16.1,29.8,69,49.6,15.7,49.6,53.7,87.39,51.6,7232,
2005-06,Miami Heat,82,52,30,3951,107.5,103.4,4.1,55.7,1.43,16.4,29.7,72.6,51.9,15.6,51.7,55.6,92.56,53.8,7622,
2005-06,Milwaukee Bucks,82,40,42,3971,104.9,105.9,-1,59.4,1.48,16.8,30.9,71.3,50.7,15.7,49.2,53.5,92.45,48.6,7646,
2005-06,Minnesota Timberwolves,82,33,49,3971,101.5,103.5,-2,59.4,1.44,16.9,29.6,67.3,49,16,48,52.4,89.58,50.3,7409,
2005-06,New Jersey Nets,82,49,33,3956,102.4,100.9,1.5,67.8,1.68,18.2,27.4,73,50.1,14.9,47.8,52.8,91.17,51.3,7513,
2005-06,New Orleans/Oklahoma City Hornets,82,38,44,3961,102.3,105.1,-2.8,53.7,1.39,15.1,29.7,70.9,49.7,14.7,46.4,51.5,90.32,48.4,7442,
2005-06,New York Knicks,82,23,59,3986,102.7,109.3,-6.6,52,1.01,14.2,34.2,69.7,51.8,19,48.1,53.4,92.03,44.4,7633,
2005-06,Orlando Magic,82,36,46,3981,105.3,106.6,-1.3,51.4,1.21,15,33,69.1,51.6,16.8,49.6,54.3,89.12,49.5,7395,
2005-06,Philadelphia 76ers,82,38,44,3981,104.7,106.5,-1.8,55.1,1.43,15.8,28.5,67.6,48.1,14.9,48.7,53.8,93.91,49.2,7780,
2005-06,Phoenix Suns,82,54,28,3991,110.2,104.7,5.4,63.5,2,19.5,25.6,69,48,13.5,53.7,56.8,96.92,54.7,8067,
2005-06,Portland Trail Blazers,82,21,61,3946,99.7,110.3,-10.7,53.4,1.24,15.1,30.8,65.7,48,16.5,47.4,51.1,88.88,42.4,7308,
2005-06,Sacramento Kings,82,44,38,3966,105.3,103.5,1.8,61.8,1.52,17.3,28.9,69.4,49.5,15.6,49.2,54.4,93.26,51.5,7701,
2005-06,San Antonio Spurs,82,63,19,3961,106.2,98.7,7.5,57.4,1.52,17,28.9,70.8,50.5,15.3,51.3,54.6,89.41,55.4,7382,
2005-06,Seattle SuperSonics,82,35,47,3966,109.4,112.7,-3.3,55.1,1.4,16,34,65.9,49.5,15.7,50.4,55.1,93.04,46.7,7689,
2005-06,Toronto Raptors,82,27,55,3991,107.9,111.2,-3.2,52.9,1.49,15.5,28.6,69.7,48.4,13.9,50,54.8,92.33,45.9,7678,
2005-06,Utah Jazz,82,41,41,3976,102.4,105.1,-2.7,64.6,1.37,16.9,35.6,70.2,52.6,17.4,46.7,51.9,89.4,49.7,7398,
2005-06,Washington Wizards,82,42,40,3966,107.7,105.8,1.9,51.2,1.33,14.5,32.9,67.9,49.9,14.8,48.4,53.8,93.68,50.3,7742,
